# Individually selected removals; ranking and category size do not protect a card.
TCS-0806	Improving an unspecified exponential base for Bandwidth is an incremental exact-algorithm objective for one layout measure rather than a selected broad complexity barrier.
TCS-0813	The m/6 planarization-by-vertex-deletion bound is an isolated extremal graph constant; the card supplies no separate general computational consequence that merits this pool.
TCS-0817	Strong-backdoor detection is presented as a research topic across unspecified tractable target classes, without selecting a central unresolved detection theorem.
TCS-0116	The dependence of anonymous shared-memory TARGET reachability on a small register count and alphabet is a specialized model-and-parameter classification.
TCS-0732	Optimizing the height of a depth-first search tree concerns one traversal-specific layout objective, with insufficient broader consequences for this selection.
TCS-0738	The parameterized-approximation direction for Santa Claus does not choose a distinct parameter or major guarantee beyond the general allocation-approximation program.
TCS-0768	Small universal Steiner tree covers are a specialized prepared-network representation, with no independently selected major storage-versus-approximation threshold.
TCS-0814	This prize-collecting Steiner forest entry adds a specialized planar-optimization direction without selecting a separate central guarantee beyond network-design approximation.
TCS-0831	Recognition and structure of fixed-distance leaf-power representations is a focused graph-class program with limited scope relative to general graph recognition and algorithmic structure barriers.
TCS-1946	Determining the exact cutwidth exponential base for every fixed homomorphism target is a quantitative refinement of graph-homomorphism classification.
TCS-2471	Computing the specific bounded-depth labelled tree model is a supporting decomposition-construction question for low-shrubdepth algorithms.
TCS-2474	Beating the particular k-to-the-d lossy-kernel size for bounded-set-size Hitting Set is a parameter-exponent improvement for one preprocessing framework.
TCS-2877	Transferring a weaker extension approximation into a better global approximation is a technique-specific enhancement of approximate monotone local search.
TCS-3001	Identifying the parsimonious closure of a specialized parameterized logspace counting class is a taxonomy question with insufficient independently stated computational consequences.
TCS-1374	The unspecified subquadratic improvement for a histogram-transport subproblem selects neither a general optimal-transport barrier nor an independently significant accuracy threshold.
TCS-1479	The FPTAS question for graphic and represented linear matroids with a linear budget repeats the budgeted-matroid approximation target retained as TCS-2013.
TCS-1720	Improving an unspecified approximation ratio for the particular traffic-oblivious MMCFS formulation is a specialized network-design refinement.
TCS-1811	A bicriteria relaxation of minimum-cost well-balanced orientations is a focused variation of cut-constrained orientation, without a selected major quantitative guarantee.
TCS-2366	The exact resource-augmentation threshold for weighted k-server is a secondary regime within the wider server-allocation approximation program.
TCS-3277	Hardness for partially recovering sparse causal graphs under an edge-relative error allowance is a specialized promise-and-accuracy combination.
TCS-3280	Relating symmetric Max-Cut repetition performance to a particular number of graph eigenvalues is an analytic question about one amplification construction.
TCS-3285	The universal-clustering direction asks for comparison with an unspecified benchmark rather than selecting an independently important reusable-solution guarantee.
TCS-3683	The consequences of small superadditive width concern a particular complementarity measure and hierarchy, rather than the general welfare-optimization frontier.
TCS-3715	Matching the entire source-specific approximation curve after global cardinality constraints are imposed is a quantitative refinement of a particular Max-2-CSP variant.
TCS-3804	Unifying the l1 and linfinity approaches to norm-sensitive spanners is a method-development direction rather than a distinct major existence or complexity target.
TCS-4372	Closing the source's particular approximation-scheme running-time gap for Closest String is a secondary time-accuracy refinement for one string objective.
TCS-4557	The unspecified Boolean-function conjecture is retained only as an auxiliary condition for one two-variable-equation hardness reduction, without a separately motivated central analytic target.
TCS-4674	A sublogarithmic approximation specifically for planar Minimum Fill-in is a restricted-instance refinement of graph-modification approximation.
TCS-5408	The excerpt asks for a constant improvement over factor two for general Vertex Cover, already represented explicitly by TCS-7282; its string-graph paper title does not identify a separate target.
TCS-5712	The structural conjecture supporting one rectangle-packing dynamic program is a method-specific sufficient condition, rather than an independent general approximation frontier.
TCS-1026	Near-optimality of monotonicity path testers concerns a particular tester architecture; the broad monotonicity-testing complexity questions do not require a separate method-characterization card.
TCS-0837	Vertex-distribution-free graph testing is presented as an alternative-model research program without a selected central testability theorem or separation.
TCS-0838	The dense-graph testing tradeoffs entry selects no resource axes or important threshold and therefore adds only a topic heading to the testing program.
TCS-0951	Removing the remaining subpolynomial sample-complexity uncertainty for noninteger Renyi orders is a fine asymptotic refinement of one estimation family.
TCS-0842	Instance-specific bounds under Hellinger distance specialize both the testing geometry and the input-sensitive guarantee without a selected broader statistical-computational barrier.
TCS-0843	Correcting distributional independence is a specialized sampling-repair objective without a selected central guarantee beyond the general distribution-testing and learning program.
TCS-7185	The exact Euclidean Steiner ratio is an extremal geometric constant. Despite its history, it does not select a new general algorithmic or approximation-complexity barrier for this pool.
TCS-7188	Fixed-order three-page book embedding isolates one remaining small coloring threshold in a specialized drawing representation, with insufficient broader scope for this selection.
TCS-0391	Conway's thrackle bound is a distinguished extremal drawing conjecture, but its saved motivation does not supply enough computational consequences to prioritize it in the reduced TCS pool.
TCS-0490	Proof length in the particular Shannon-flow inequality system is a supporting certificate question for one query-bound methodology.
TCS-1624	Balancing join-statistics granularity against execution efficiency is a research-design direction without a selected major theorem or algorithmic threshold.
TCS-1626	Removing the disk-output requirement from oblivious worst-case-optimal joins refines a particular output-policy and leakage-model combination.
TCS-1718	Matching the combined partition-constraint join bound is a constructive question tied to one refined output-bound framework, rather than a separate general join-complexity frontier.
TCS-2019	The card requests completion of two cells in a particular probabilistic-query classification table without selecting a separately motivated broad counting boundary.
TCS-2413	Parsimonious counting for self-join-free queries under a relaxed repair definition is a specialized syntax-and-semantics classification refinement.
TCS-2467	Separating the two source-specific structure families by tractable CSP quantifiers tests one candidate witness construction for logical expressiveness.
TCS-2514	The two compound-logic conjectures remain an internal comparison of particular modification languages without an independently selected general computational target.
TCS-2609	The attainability of one memory-constrained query bound beyond RPQ-bipartite structures is a specialized evaluation tradeoff tied to a particular query decomposition.
TCS-0322	Optimizing Steiner-vertex counts and weight for nearly isometric plane spanners combines several geometric representation restrictions into a secondary quantitative tradeoff.
TCS-0373	Requiring one continuous zipper cut is a specialized unfolding constraint. The broader convex edge-unfolding and general nonconvex unfolding questions remain represented.
TCS-0415	Closing the high-dimensional vertical-decomposition size gap refines the complexity of a particular spatial decomposition method.
TCS-0433	Bounding intermediate triangulation height is a secondary resource variant of the retained polynomial flip-distance program TCS-0432, with less independent scope for this pool.
TCS-0353	Sorting-time computation of weighted planar centerpoints is an efficiency refinement for a weighted geometric primitive.
TCS-0429	NP certificates specifically for small Seifert-fibred spaces are a restricted subclass endpoint within the more general retained three-manifold recognition and equivalence program.
TCS-0385	Requiring a Hamiltonian traversal of tetrahedra is a specialized decomposition condition motivated by sequential processing of a mesh.
TCS-0431	Combining scalar data and preferred gradient pairs into an optimal discrete Morse field still asks for the choice of an objective; it is a modeling program rather than a selected major open proposition.
TCS-0317	Treewidth-parameterized search for positive-Euler-characteristic normal surfaces is a specialized parameterized acceleration of a topological subroutine.
TCS-0324	The continuous-distance precision entry bundles several exact-computation and oracle-model questions without selecting a distinct central proposition beyond the individual numerical-geometric barriers.
TCS-0354	Minkowski-sum equality under a zero-one polytope promise is a restricted-representation complexity variant of geometric identity checking.
TCS-0376	The extremal number of noncrossing color layers in a complete geometric graph is a focused drawing-density question without a comparably broad computational consequence.
TCS-0048	Log-concavity of conic intrinsic volumes is a geometric inequality whose card supplies no specific computational consequence strong enough for this reduced TCS selection.
TCS-0049	Topological regularity of cells in cylindrical decompositions is a structural refinement of one decomposition formalism rather than a selected general real-computation complexity barrier.
TCS-1397	Hardness of minimizing deleted outliers for fixed-distortion probabilistic tree embeddings is a specialized robust-embedding variant.
TCS-0169	Unification specifically in the equational theory of allegories is a specialized algebraic-language decidability problem with limited demonstrated consequences outside that theory.
TCS-0905	A finite rewriting formalism for free lattices is a method-representation question; the card does not select a new general deduction or word-problem complexity boundary.
TCS-1226	Deduction for the specific VBFD class of equational theories extends one structural rewriting classification without an independently established broad role in the pool.
TCS-0997	Semirandom streams are presented as an alternative input-model program, without selecting a central streaming task, adversary model, or achievable resource separation.
TCS-0958	Explaining rank-one optimality of a particular nonnegative-PCA semidefinite relaxation on Gaussian inputs is a method-specific random-instance property.
TCS-1187	Closing logarithmic factors in the recovery threshold for more than square-root-many communities is a specialized density-and-community-count refinement of community detection.
TCS-1218	Simultaneous stochastic and adversarial optimality for irrevocable array placement under adjacent-value variation is a focused online-objective refinement.
TCS-1501	The dense proportional-size Gaussian submatrix regime is presented as a combined ground-state and algorithmic-analysis direction without selecting one independently central computational threshold.
TCS-4155	The paired FPT conjectures for clique-bounded circle graphs and independence-bounded visibility graphs are graph-class-specific extensions of the broader logical model-checking program.
TCS-4083	A constant-factor comparison of finite and infinitary variable requirements is a quantitative expressiveness refinement, with insufficient separate computational consequences for this selection.
