id,title,category,decision,reason
TCS-1849,Can we efficiently approximate the minimum-dilation spanner of tree-width k in terms of its dilation within a factor better than O(n/k d/d−1 )?,Computational geometry and metric spaces,quarantined,"Kombinace pevné stromové šířky, geometrie a konkrétního aproximačního faktoru je příliš specializovaná proti obecným spannerovým bariérám."
TCS-1850,"For any integers t, d ≥ 1, every n-vertex graph G ∈ Ctd has a balanced separator of size Ot,d (n1− d+1 ). 1",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-1854,"Given d ≥ 3, is there a bipartite d-degenerate graph that is not pandichotomous in Rd−1 ?",Computational geometry and metric spaces,quarantined,Domněnka se týká zvláštní realizační vlastnosti a souběhu několika restrikcí grafu; její širší TCS důsledky nejsou v záznamu vymezeny.
TCS-1909,"Are there implicit geometric intersection graphs, such as unit-disk graphs or say, interval graphs, for which the exact densest subgraph can be computed in sub-quadratic […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-1910,"We study different variants of the following question: Given a set S of n points in a polygon P , does there always exist two […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-1932,Is there a subquadratic algorithm for Diameter or k-Diameter for unit-disk intersection graphs?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-1987,We conjecture that the bound should resemble the bound O(nλs+2 (n)) shown in [37] under the favorable cross section assumption.,Computational geometry and metric spaces,quarantined,Požaduje přenos konkrétní asymptotické meze po odstranění technického předpokladu; jde o navazující zpřesnění jedné analýzy.
TCS-2004,We conjecture that the graph HN has a Hamilton cycle for all N ≥ 9 that are divisible by 3.,Computational geometry and metric spaces,quarantined,Hamiltonovskost jedné pomocné rodiny grafů při aritmetické podmínce na velikost je užší než obecná reconfigurace triangulací.
TCS-2016,"However, it remains an open problem whether rational coordinates always suffice in an optimal packing.",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2067,We leave it as an open question for future work to determine the exact query complexity of non-metric MST in the weak-strong oracle model.,Computational geometry and metric spaces,quarantined,Optimalita počtu dotazů v hybridním orákulovém modelu je další varianta MST; standardní geometrické MST má přednost.
TCS-2105,"Finally, we have only considered non-separating closed curves, and leave open the complexity of computing a shortest separating closed curve with a given topological type […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2207,What properties should the data and query distribution satisfy so that the running time is polynomial in d as well?,Computational geometry and metric spaces,quarantined,"Ptá se, jaké podmínky by měly distribuce splňovat, aniž určí kandidátní charakterizaci. Jde o otevřené hledání vhodného modelu."
TCS-2215,Can we prove a real version of Toda’s theorem [30]?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2226,"If we have t arbitrary radii as in DC, does the problem become APX-hard?",Computational geometry and metric spaces,quarantined,Změna dovolených poloměrů sleduje jednu větev klasifikace geometrického pokrytí; nedává jí samostatnou prioritu vedle hlavních pokrývacích otázek.
TCS-2233,Are there hereditary (or even monotone) classes of local complexity Ω(nc ) for c > 1?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2239,"For the problem variants MFDSC and MIFD, can we find all ∞-safe paths in polynomial time?",Computational geometry and metric spaces,quarantined,"Bezpečné cesty ve dvou specifických variantách rozkladu toku jsou pomocnou optimalizační úlohou, ne obecnou bariérou tokových algoritmů."
TCS-2251,Can a sparser convex-combination of points be computed efficiently?,Computational geometry and metric spaces,quarantined,Požadavek řidší kombinace neuvádí cílovou podporu ani zásadní nemožnost; jde o optimalizaci konkrétní konstrukce.
TCS-2317,"An obvious open problem is to improve upon our bounds: do intersection graphs of geodesic disks admit a separator of size o(n3/4 ), either in […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2355,Is there a lens space other than the 3-sphere that admits infinitely many triangulations with no core edges?,Computational geometry and metric spaces,quarantined,Hledá zvláštní nekonečnou rodinu triangulací v konkrétních varietách. Obecné transformační a rozhodovací otázky trojrozměrné topologie mají přednost.
TCS-2363,"Given an arrangement of 3k disjoint red straight-line segments and 3k disjoint blue straight-line segments, where each red segment crosses each blue segment, are there […]",Computational geometry and metric spaces,quarantined,Izolovaná konfigurace navzájem se křížících barevných úseček je pomocná extremální domněnka; samotná geometrická tloušťka má širší význam.
TCS-2364,"Is there a lower bound of k versus Ω(nαk (n)) between the diameter and the number of edges, for all k, for Euclidean (1 + […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2387,"Thus, the quest for a triangulation of small oriented dilation for non-convex point sets remains open.",Computational geometry and metric spaces,quarantined,Rozšiřuje orientovanou dilataci z jednodušších poloh bodů na další případ; obecné spannerové otázky reprezentují oblast lépe.
TCS-2390,It remains an open problem whether the number of moves can be reduced to be polynomial in both k and n.,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2405,It is an open problem is to lower the exponential dependence on d and k.,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2448,Every triangle-free planar graph is POSH.,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2465,We leave it as an open problem whether such a polynomial lower bound on the number of RangeCount queries exists for any randomized sublinear algorithm […],Computational geometry and metric spaces,quarantined,Dolní mez je vázána na zvláštní dotazové rozhraní. Obecné sublineární shlukování a facility location mají přednost před optimalitou tohoto přístupu.
TCS-2491,The question of whether or not there exists an algorithm in 2D with running time fully polynomial in k remains open (for the Fréchet distance […],Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2556,"Given an ortho-radial representation, can we find an ortho-radial drawing with the smallest number of layers (i.e., the number of concentric circles) in polynomial time?",Computational geometry and metric spaces,quarantined,Minimalizuje počet soustředných kružnic při již dané reprezentaci; jde o optimalizaci jednoho kreslicího formalismu.
TCS-2608,"As our work indicates that this phase transition vanishes as d = ω(log(n))), we conjecture that in this regime cliques of all sizes are √ […]",Computational geometry and metric spaces,quarantined,Upřesňuje chování klik v jedné náhodné geometrické rodině při určitém dimenzionálním režimu; obecné průměrné algoritmické bariéry jsou zásadnější.
TCS-2651,"Is it possible to construct O(poly(D)) time algorithms where D is the hop diameter of the polygon, when agents have limited persistent memory?",Computational geometry and metric spaces,quarantined,"Kombinuje omezenou paměť agentů, polygon s děrami a čas měřený hop-průměrem; je to specifický distribuovaný hlídkový model."
TCS-2669,Can any complete geometric graph on n vertices be partitioned into nc plane subgraphs for some constant c > 1?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2763,"For the k-robot patrolling problem with min-max latency, there is a cyclic solution that is optimal.",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2861,"For example, can we efficiently sample from a WNR/NA/NR distribution for any marginals in a given matroid polytope?",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2876,What about tsp with obstacles in higher dimensions?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2879,Is there a polynomial-time approximation scheme for the minimum volume or minimum surface area convex intersecting polytope of convex polytopes in R3 ?,Computational geometry and metric spaces,quarantined,Objem či povrch konvexního objektu protínajícího zadané polytopy je úzká geometrická optimalizace; hlavní aproximační bariéry mají větší dosah.
TCS-2919,"For instance, do equilibria exist when the topology is a grid (4-grid or 8-grid) or a regular graph, for every tolerance vector?",Computational geometry and metric spaces,quarantined,"Existence rovnováhy na mřížce pro jednu parametrizaci segregace je specifická herní varianta, nikoli obecný problém rovnováh."
TCS-2935,What is the asymptotic behavior of the k-th weak coloring numbers of planar graphs?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2969,"Does the competitive ratio of an online (1 + ε)-spanning algorithm for n points in Rd necessarily grow proportionally with ε−f (d) · log n, […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-2978,Is the maximum size T p (n) of a projective crossing family in a set of n points from RP 2 in general position in […],Computational geometry and metric spaces,quarantined,Extremální velikost křížících se rodin v projektivní rovině je spíše specializovaná diskrétní geometrie; zásadní algoritmický důsledek zde chybí.
TCS-2979,"Finally, a reviewer posed the following question: is there a density on the disc that is rotationally invariant and monotone in the radius such that […]",Computational geometry and metric spaces,quarantined,"Hledá vhodnou hustotu pro konkrétní topologický příklad. To je konstrukční doplnění analýzy, ne hlavní problém topologické analýzy dat."
TCS-3015,Can the Hanani-Tutte criteria for the projective plane and the torus be turned into a polynomial-time test?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3059,We leave as a major open question to find new algorithms for LLARP that might tackle the 50% conjecture.,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3091,"Therefore, exploring trade-offs between lightness and sparsity in Euclidean d-space remains an open problem.",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3097,Ordered curve pseudo-visibility graphs can be recognized in polynomial time.,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3098,"Short of proving completeness beyond the generic case, we leave the completeness of the density fingerprint map for all periodic sets as an open question.",Computational geometry and metric spaces,quarantined,Úplnost jednoho zvoleného invariantu je užší než obecná efektivní klasifikace periodických struktur; další samostatné místo jí nedávám.
TCS-3100,We conjecture that the worst-case ratio between the optimal profit of 2GGK and 2GK is 4/3.,Computational geometry and metric spaces,quarantined,Přesný poměr dvou omezených balicích optim je jemná strukturální konstanta; obecné aproximační hranice geometrického knapsacku mají přednost.
TCS-3103,"We leave finding such an algorithm, even for the case of Schatten-p norms with p ≥ 2, as an open problem.",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3124,"Even for the static problem, we do not know how to get O(polylog n + k) query time with O(n polylog n) space; current techniques […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3138,It remains an open problem to find the optimum dependence of ε for plane Steiner (1 + ε)-spanners; and for plane Steiner (1 + ε)-spanners […],Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3194,How hard is it to find the farthest visibility Voronoi diagram of a polygon?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3201,"In particular, can the union of n hypercubes in R4 be computed in O(n polylog(n) + κ) time?",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3254,"Ideally, can we obtain query time of O(n1+ε /s1/3 ), with s storage, as in the case of ray shooting amid planes?",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3263,"Thus, if there are no k disjoint shortest paths, then computing k disjoint paths minimizing their total length in polynomial time is still an open […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3272,"One such direction is to show that the near-quartic upper bound, established in Section 8, on the cost of the general motion planning problem for […]",Computational geometry and metric spaces,quarantined,Dorovnání téměř kvartické meze v konkrétním pohybovém scénáři je příliš lokální vůči obecným bariérám plánování pohybu.
TCS-3274,"The question whether the degree can be reduced to 3 keeping t bounded, still remains open at this time; refer to [9, Problem 14] and […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3283,"In particular, can we provide a lower bound for the complexity of computing covering approximate MEB, as the lower bound result for radius approximate MEB […]",Computational geometry and metric spaces,quarantined,Hledá analogii dolní meze po změně definice aproximace nejmenší koule; jde o technické rozlišení dvou variant.
TCS-3302,"For the problem of minimizing the perimeter of the bounding box (or convex hull) with convex polygons as pieces and only translations allowed, we do […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3367,What is the pathwidth of a graph that has a 1-planar h-layer drawing?,Computational geometry and metric spaces,quarantined,"Vztah dvou parametrů pod dodatečnou podmínkou kreslení je úzká strukturální podotázka, ne hlavní šířková charakterizace grafů."
TCS-3369,"In contrast, we do not know whether the problem can be solved in polynomial time in the annular domain.",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3422,"We conjecture that if the zeroth homology of the Rips bifiltration of an augmented metric space is interval decomposable, then the barcode must coincide with […]",Computational geometry and metric spaces,quarantined,Porovnává dva invarianty za speciální rozložitelnosti v nulté homologii; obecná vícerozměrná persistence má podstatně větší dosah.
TCS-3423,"However, we conjecture that in any “reasonable” setting, (including, e.g., all the geometric scenarios discussed in Section 5, and all hypergraphs with hereditarily small -nets), […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3503,Are there n-element point sets for which every 2-hop spanner has ω(n) edges?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3535,How fast can one decide self-overlappingness of a curve on the sphere?,Computational geometry and metric spaces,quarantined,Efektivní rozpoznávání jedné třídy sférických křivek je užší než hlavní topologické rozhodovací a homotopické problémy.
TCS-3583,We leave open the question whether such the hardness criterion holds for classes above ∆02 in countably-based spaces. e,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3647,It remains open whether the dynamic Hausdorff distance and discrete 1-center problem in dimensions d ≥ 3 can similarly be solved in sublinear time.,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3648,"Like Gitler [20], Feo and Provan [19], and Archdeacon et al. [2], we conjecture that O(n3/2 ) facial electrical transformations suffice.",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3650,We conjecture that disjoint segments with two distinct slopes still admit a circumscribing polygon.,Computational geometry and metric spaces,quarantined,Domněnka přidává konkrétní dvousměrovou rodinu úseček k existujícím polygonalizačním výsledkům; jde o omezený konstrukční případ.
TCS-3657,"Finding a general polynomial-time algorithm for the ϕ-MCPS problem, however, remains an open problem.",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3755,What is the precise impact of the stabbing number on the complexity of packing if objects are not similarly sized?,Computational geometry and metric spaces,quarantined,Žádá doplnění parametrické analýzy po vypuštění podobnosti velikostí; obecné packingové bariéry jsou významnější samostatní kandidáti.
TCS-3777,Is there also a FPRAS for computing the Shapley values of the game defined using the Euclidean MST?,Computational geometry and metric spaces,quarantined,Aproximace Shapleyho hodnot jedné geometrické koaliční hry kombinuje dva specifické modely; obecné výpočetní otázky kooperativních her mají přednost.
TCS-3780,"For example, can we obtain a sharp bound in four dimensions, similar to the bound in Sharir [14] for k-sets in R4 ?",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3816,"Can we guarantee the existence of a pair of vertex-disjoint tetrahedra {S, S 0 } that both contain the origin and such that the boundary […]",Computational geometry and metric spaces,quarantined,Existence zvláštní dvojice tetraedrů je úzký geometrický podproblém; obecný Tverbergův a barevný Carathéodoryho rámec má větší prioritu.
TCS-3825,"Is the dependence on h in the exponent of n necessary, or is there a fixed-parameter tractable algorithm for this problem?",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-3902,"Updating an abstract Voronoi diagram, after deletion of one site, in deterministic linear time remains an open problem.",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4023,"More generally, for representation tame commutative grids, could we realize parametrized families that generate all indecomposables?",Computational geometry and metric spaces,quarantined,Konstrukce úplných parametrických rodin v omezené reprezentační třídě je specializovaná algebraická podotázka persistence.
TCS-4024,What is the critical separability of disks for which constant stretch can be achieved?,Computational geometry and metric spaces,quarantined,Hledá přesný separační práh v jednom víceagentním modelu; obecná složitost koordinovaného pohybu je zásadnější.
TCS-4061,"Does UGC imply that for all c > 1, it is hard to c-approximate 1-Homology Localization on triangulations of 2-manifolds (over Zk for k = […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4107,"Hence, designing an algorithm that is competitive with respect to the shortest path remains open.",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4156,"In addition to closing the worst-case gap for unit disks (and proving Conjecture 6), the worst-case conflict-free chromatic number for unit square graphs also remains […]",Computational geometry and metric spaces,quarantined,Doplňuje nejhorší mez pro další rodinu geometrických průnikových grafů; obecné barvicí a hypergrafové bariéry mají přednost.
TCS-4210,A final open question concerns routing schemes in general: what is the time needed by a data packet to travel through the graph?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4212,Can we approximate cr(G) for arbitrary (not maximal) pathwidth-w-graphs?,Computational geometry and metric spaces,quarantined,Aproximace po současném omezení stromové struktury a odstranění maximality je úzká větev crossing-number problémů.
TCS-4236,Is there an algorithm to construct or detect combinatorial immersions that have a realization in the configuration of geodesics for some hyperbolic metric?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4248,"This complexity of the leash has been preventing us from developing a polynomial-time algorithm, and thus it remains open whether the general case can be […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4252,"The hardness of Rec(USVw ) is still open (note that in our reduction, we heavily used the argument that certain constellations yield forbidden edges, which […]",Computational geometry and metric spaces,quarantined,Rozpoznávání slabé varianty viditelnosti jednotkových čtverců přidává další speciální reprezentační model bez doloženého širšího dopadu.
TCS-4269,"What is the complexity of the following flip distance problem for labelled triangulations: Given two labelled triangulations and a number k, is there a flip […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4313,It is an open problem to count exactly how many weakly simple polygons can be obtained from the same set of line segments.,Computational geometry and metric spaces,quarantined,Počítá rekonstruované polygony při dané množině hran; obecné počítání triangulací a realizací jsou silnější kandidáti.
TCS-4348,It remains open whether or not the established ∃R-hardness survives the restriction to r-player win-lose games with r ≥ 3; we note that the corresponding […],Computational geometry and metric spaces,quarantined,Testuje zachování tvrdosti po binarizaci užitků; obecné otázky výpočtu rovnováh mají větší význam než další restrikční varianta.
TCS-4353,"It is an open problem to decide efficiently whether a drawing of a graph H is weakly simple, i.e., whether a drawing P of H […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4363,This is unlike the deterministic setting. 2 We leave the problem of finding small coresets for the spherical shell problem as an interesting open problem.,Computational geometry and metric spaces,quarantined,Hledá malý coreset pro konkrétní objekt v modelu náhodných bodů; obecné meze coresetů mají větší dosah.
TCS-4390,"Are topologically partially enriched categories a nice model of (∞, 1)-categories ?",Computational geometry and metric spaces,quarantined,"Slovo „nice“ nevymezuje požadované vlastnosti ani větu. Záznam není dost určitý, aby tvořil jeden zásadní problém."
TCS-4426,"In particular, can the hyperplane separability problem be solved with running time Õ(nd(d+1)/2e ), instead of O(nd )?",Computational geometry and metric spaces,quarantined,Zpřesňuje exponent algoritmu pro specifický pravděpodobnostní vstupní model; širší geometrické rozhodovací bariéry mají přednost.
TCS-4427,Can it be decided efficiently if a polyomino has a k-isohedral tiling?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4455,Is it true that for every convex polygon P there is a constant m := m(P ) such that it is possible to 2-color any […],Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4458,"This prompts for further generalisation in two ways: First, can we close the gap between plain first-order logic and its successor-invariant counterpart?",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4462,"The general theme in our algorithm is whether local regularity implies global regularity; in other words, when sufficiently large neighborhoods of all points look the […]",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4484,We leave open the main conjecture that the geodesic star unfolding does not overlap.,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4501,"We leave open whether round-bounded model checking can deal with full DataPDL, or with properties of the form ∀rings ∃run ∀m ϕ, which are branching-time […]",Computational geometry and metric spaces,quarantined,Rozšiřuje existující ověřovací metodu na další logické konstrukce; jde o navazující expresivní rozšíření jednoho formalismu.
TCS-4549,Can a perfect colorful choice be computed in polynomial time if we have poly(d) color classes?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-4552,What is Aut(CIRCULAR-ARC)?,Computational geometry and metric spaces,quarantined,Klasifikace automorfismových grup jedné geometrické grafové třídy je specializovanější než obecná izomorfie a symetrie grafů.
TCS-4661,Then we conjecture that the following two inequalities always hold:     Yk Yk Ewo  Aij  ≤ Ewr  Aij  […],Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5034,Dimension Reduction for Polynomials over Gaussian Space and Applications — Explicit open question on PDF page 10,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5133,Strong Hanani-Tutte for the Torus — Conjecture 18,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5208,Approximate Similarity Search Under Edit Distance Using Locality-Sensitive Hashing — Explicit open question on PDF page 5,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5264,Linear Time Single-Source Shortest Path Algorithms in Euclidean Graph Classes — Open Problem 2,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5401,On the Width of Complicated JSJ Decompositions — Question 1,Computational geometry and metric spaces,quarantined,Vztah šířky variety k jedné konkrétní dekompozici je pomocný strukturální odhad; obecná algoritmická topologie má přednost.
TCS-5598,Fine-Grained Complexity of Earth Mover’s Distance Under Translation — Unresolved-question passage on page 4,Computational geometry and metric spaces,quarantined,Hledá přesnou konstantu v konkrétních metrikách a transformační variantě EMD; základní aproximační a vložitelnostní otázky EMD jsou zásadnější.
TCS-5652,"Computing L_∞ Hausdorff Distances Under Translations: The Interplay of Dimensionality, Symmetry and Discreteness — Explicit open question on PDF page 4",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5734,The Geometry of Tree-Based Sorting — Explicit open question on PDF page 2,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5747,Online Embedding of Metrics — Explicit open question on PDF page 4,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5794,Moderate Dimension Reduction for k-Center Clustering — Explicit open question on PDF page 5,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5812,Small Independent Sets Versus Small Separator in Geometric Intersection Graphs — Unresolved-question passage on page 14,Computational geometry and metric spaces,quarantined,"Kombinace jedné řezové úlohy, neohodnocenosti a podobně velkých tlustých objektů vytváří úzký speciální případ."
TCS-5830,How Long Can The Escaping Ant Be Confined? — Unresolved-question passage on page 16,Computational geometry and metric spaces,quarantined,Zlepšuje faktoriální odhad jedné geometrické procházky. Ani společně s TCS-1449 to netvoří hlavní algoritmickou bariéru pro atlas.
TCS-5833,On Small Pair Decompositions for Point Sets — Unresolved-question passage on page 16,Computational geometry and metric spaces,quarantined,Žádost o další metrické prostory pro konkrétní rozklad dvojic je rozšířením použitelnosti jedné techniky bez stanovené centrální třídy.
TCS-5838,Sparse Oriented Spanners in Metric Spaces — Unresolved-question passage on page 16,Computational geometry and metric spaces,quarantined,Optimalizuje prostor při konkrétním směrovém omezení a prahu dilatace; obecné prostorové meze geometrických struktur mají přednost.
TCS-5848,Elder-Rule-Staircodes for Augmented Metric Spaces — Unresolved-question passage on page 16,Computational geometry and metric spaces,quarantined,"Existence nějaké třídy s úplností invariantu nevymezuje netriviální rozsah. Potřebovala by konkrétní významnou třídu, aby šlo o zásadní otázku."
TCS-5875,"Between Shapes, Using the Hausdorff Distance — Explicit open question on PDF page 2",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5891,Coloring Intersection Hypergraphs of Pseudo-Disks — Unresolved-question passage on page 13,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5913,Optimal Algorithm for Geodesic Farthest-Point Voronoi Diagrams — Explicit open question on PDF page 3,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5952,Towards Sub-Quadratic Diameter Computation in Geometric Intersection Graphs — Explicit open question on PDF page 4,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5971,Proofs as Explanations: Short Certificates for Reliable Predictions — Open Question 1,Computational geometry and metric spaces,quarantined,Hledá specifickou konfiguraci bodů pro dolní mez certifikátů vysvětlení; hlavní otázky spolehlivých predikcí mají větší dosah než tento pomocný příklad.
TCS-5981,Disjointness Graphs of Short Polygonal Chains — Unresolved-question passage on page 11,Computational geometry and metric spaces,quarantined,"Současná omezení na tvar, trojúhelníky a zlomkovou barevnost tvoří úzkou extremální kombinatoriku bez hlavního algoritmického cíle."
TCS-5985,MAX CUT in Weighted Random Intersection Graphs and Discrepancy of Sparse Random Set Systems — Explicit open question on PDF page 4,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-5986,Unlabeled Multi-Robot Motion Planning with Tighter Separation Bounds — Unresolved-question passage on page 14,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6027,Outer Common Tangents and Nesting of Convex Hulls in Linear Time and Constant Workspace — Explicit open question on PDF page 3,Computational geometry and metric spaces,quarantined,Rozšiřuje lineární algoritmus s konstantní pamětí na překrývající se polygony; jde o konkrétní technický zbývající případ.
TCS-6039,Local Certification of Geometric Graph Classes — Unresolved-question passage on page 12,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6051,On the Hardness of Computing an Average Curve — Unresolved-question passage on page 15,Computational geometry and metric spaces,quarantined,"Změna abecedy středu při pevné binární vstupní abecedě je jemná klasifikace average-curve problému, nikoli obecná geometrická bariéra."
TCS-6066,Novel Properties of Hierarchical Probabilistic Partitions and Their Algorithmic Applications — Unresolved-question passage on page 43,Computational geometry and metric spaces,quarantined,Vyplňuje dimenzionální interval jedné úlohy; obecné meze metrického shlukování a dimenzionální závislosti jsou silnější kandidáti.
TCS-6075,Self-Stabilizing MIS Computation in the Beeping Model — Explicit open question on PDF page 3,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6076,"Information-Theoretic Topology-Hiding Broadcast: Wheels, Stars, Friendship, and Beyond — Explicit open question on PDF page 6",Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6105,Semicomputable Geometry — Explicit open question on PDF page 1,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6120,Hardness Results for Laplacians of Simplicial Complexes via Sparse-Linear Equation Complete Gadgets — Explicit open question on PDF page 6,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6149,On the Number of Maximum Empty Boxes Amidst n Points — Unresolved-question passage on page 12,Computational geometry and metric spaces,quarantined,Zpřesňuje velmi jemný asymptotický faktor v jednom extremálním odhadu; hlavní geometrické algoritmické mezery mají přednost.
TCS-6152,A Quasilinear-Time Algorithm for Tiling the Plane Isohedrally with a Polyomino — Unresolved-question passage on page 13,Computational geometry and metric spaces,quarantined,Existence při přesně omezené množině pohybů je specializovaný dlaždicový případ; obecné rozhodovací problémy dláždění mají větší dosah.
TCS-6199,Parametrized Complexity of Expansion Height — Explicit open question on PDF page 4,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6239,Optimal Algorithms for Hitting (Topological) Minors on Graphs of Bounded Treewidth — Explicit open question on PDF page 4,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6264,On the Constructive Dimension Spectrum of Polynomials — Unresolved-question passage on page 12,Computational geometry and metric spaces,quarantined,"Jde o jemnou analytickou regularitu úrovňových množin, bez jasného hlavního algoritmického důsledku pro tento TCS výběr."
TCS-6366,Barycentric Cuts Through a Convex Body — Explicit open question on PDF page 7,Computational geometry and metric spaces,quarantined,"Přesný seznam barycentrických rovin relativně k danému geometrickému objektu je úzká klasifikační domněnka, ne obecná geometrická bariéra."
TCS-6404,Proper Coloring of Geometric Hypergraphs — Explicit open question on PDF page 2,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6419,Weak 1/r-Nets for Moving Points — Unresolved-question passage on page 13,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6427,Orthogonal Point Location and Rectangle Stabbing Queries in 3-d — Explicit open question on PDF page 2,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6880,Approximate the cut cone within constant distortion using a cone with efficient separation.,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6965,Compute maximum matchings of unit-disk or unit-square intersection graphs in near-linear time.,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6966,Obtain near-linear maximum matching for bichromatic unit disks or squares.,Computational geometry and metric spaces,quarantined,Obecný near-linear matching jednotkových disků a čtverců zůstává v TCS-6965; jeho bichromatický podmodel nyní nepočítám jako další hlavní položku.
TCS-7059,Polynomial kernel for geometric Flip Distance?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0001,Does P equal NP?,Computational complexity,retained,Not selected for removal in this pass.
