id,area,title,evidence,status,screening,decision,destination
TCS-3798,Optimization and numerics,"While this work focuses on sharpened convergence rate, there are still some important questions left: (i) It is still unknown whether SGD achieves a rate […]",index,uncertain,topic_screen,retain,Optimization and numerics
TCS-3912,Optimization and numerics,We summarize the results of the discussion in Figure 5 and remark that the relationship of Lmr to the models Ldc and Ledc is an […],index,uncertain,topic_screen,retain,Optimization and numerics
TCS-4293,Optimization and numerics,"We conjecture that the following problem is P LS-complete: given an instance of k-means, compute an arbitrary local minimum of the k-means method.",index,uncertain,topic_screen,retain,Optimization and numerics
TCS-4354,Optimization and numerics,"Finally, (c) in the strongly-convex case, the dependence on sample size is optimal in the optimization setting (Polyak and Tsybakov, 1990), however, the optimality of […]",index,uncertain,topic_screen,retain,Optimization and numerics
TCS-4451,Optimization and numerics,"In other words: if the input matrix M is close to a matrix with small PSD rank, can we find a low PSD-rank factorization that […]",index,uncertain,topic_screen,retain,Optimization and numerics
TCS-4661,Optimization and numerics,Then we conjecture that the following two inequalities always hold:     Yk Yk Ewo  Aij  ≤ Ewr  Aij  […],index,uncertain,topic_screen,retain,Optimization and numerics
TCS-4900,Optimization and numerics,Unsplittable Transshipments,source,source_open,topic_screen,retain,Optimization and numerics
TCS-4916,Optimization and numerics,Acceleration Meets Inverse Maintenance: Faster l_∞-Regression,source,uncertain,topic_screen,retain,Optimization and numerics
TCS-4937,Optimization and numerics,Problems on Group-Labeled Matroid Bases,source,source_open,topic_screen,retain,Optimization and numerics
TCS-5005,Optimization and numerics,Gradient Methods with Online Scaling,source,uncertain,topic_screen,retain,Optimization and numerics
TCS-5028,Optimization and numerics,On the Lower Bound of Minimizing Polyak-Łojasiewicz functions,source,uncertain,topic_screen,retain,Optimization and numerics
TCS-5052,Optimization and numerics,Tight analyses for non-smooth stochastic gradient descent,source,uncertain,topic_screen,retain,Optimization and numerics
TCS-5330,Optimization and numerics,Deterministic (2/3 - ε)-Approximation of Matroid Intersection Using Nearly-Linear Independence-Oracle Queries,source,uncertain,topic_screen,retain,Optimization and numerics
TCS-5494,Optimization and numerics,The Complexity of Making the Gradient Small in Stochastic Convex Optimization,source,uncertain,topic_screen,retain,Optimization and numerics
TCS-5612,Optimization and numerics,On the Facility Location Problem in Online and Dynamic Models,source,source_open,topic_screen,retain,Optimization and numerics
TCS-5635,Optimization and numerics,On the Complexity of Robust Markov Decision Processes and Bisimulation Metrics,source,uncertain,topic_screen,retain,Optimization and numerics
TCS-5695,Optimization and numerics,Submodular Dominance and Applications,source,source_open,topic_screen,retain,Optimization and numerics
TCS-6024,Optimization and numerics,The Niceness of Unique Sink Orientations,source,uncertain,topic_screen,retain,Optimization and numerics
TCS-6034,Optimization and numerics,"Node-Connectivity Terminal Backup, Separately-Capacitated Multiflow, and Discrete Convexity",source,uncertain,topic_screen,retain,Optimization and numerics
TCS-6283,Optimization and numerics,A Faster Algorithm for Finding Tarski Fixed Points,source,uncertain,topic_screen,retain,Optimization and numerics
TCS-6311,Optimization and numerics,Exploration of Graphs with Excluded Minors,source,uncertain,topic_screen,retain,Optimization and numerics
TCS-6319,Optimization and numerics,Maintaining Perfect Matchings at Low Cost,source,uncertain,topic_screen,retain,Optimization and numerics
TCS-6483,Optimization and numerics,Improved Lower Bounds for Submodular Function Minimization,source,source_open,topic_screen,retain,Optimization and numerics
TCS-7007,Optimization and numerics,Obtain relative spectral low-rank approximation in O(nnz(A))+n·poly(k/ε) time.,source,source_open,topic_screen,retain,Optimization and numerics
TCS-7008,Optimization and numerics,Obtain polynomial-time relative low-rank approximation in entrywise ℓ₁ error.,source,source_open,topic_screen,retain,Optimization and numerics
TCS-6579,Optimization and numerics,Crouzeix’s sharp numerical-range inequality,reviewed,resolved,topic_screen,retain,Optimization and numerics
TCS-6523,Computational geometry and metric spaces,Does every isotropic log-concave measure have a dimension-free Poincaré constant?,reviewed,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-6525,Computational geometry and metric spaces,Gupta–Newman–Rabinovich–Sinclair conjecture,reviewed,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-6528,Computational geometry and metric spaces,Unknot recognition in polynomial time,reviewed,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-6573,Computational geometry and metric spaces,Polynomial Hirsch conjecture for edge-path diameter,reviewed,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-0318,Computational geometry and metric spaces,How many k-element subsets can a line separate from a planar point set?,reviewed,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-6524,Computational geometry and metric spaces,Lang–Plaut problem,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-6526,Computational geometry and metric spaces,Optimal size of weak ε-nets for convex ranges,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-0406,Computational geometry and metric spaces,Edge-Unfolding Convex Polyhedra,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-6527,Computational geometry and metric spaces,Constant-distortion Steiner point removal,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-6529,Computational geometry and metric spaces,Optimal ℓ₁ distortion of planar Earth Mover Distance,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-7184,Computational geometry and metric spaces,The optimal complexity of Klee's measure problem in higher dimensions,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-0590,Computational geometry and metric spaces,Hill’s conjecture for the crossing number of complete graphs,reviewed,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-7182,Computational geometry and metric spaces,The complexity of SEFE for two graphs,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-0403,Computational geometry and metric spaces,Euclidean Minimum Spanning Tree,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-7185,Computational geometry and metric spaces,The Gilbert–Pollak Steiner-ratio conjecture,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-0408,Computational geometry and metric spaces,Minimum Euclidean Matching in 2D,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0378,Computational geometry and metric spaces,Chromatic Number of the Plane,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0427,Computational geometry and metric spaces,NP certificates for homeomorphism of three-manifolds,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-7183,Computational geometry and metric spaces,Find a simple closed quasigeodesic in polynomial time,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-7188,Computational geometry and metric spaces,Three-page book embedding with a fixed vertex order,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-7189,Computational geometry and metric spaces,Is minimum-weight triangulation in NP?,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-0410,Computational geometry and metric spaces,Output-sensitive Convex Hull in \R^d,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0973,Computational geometry and metric spaces,Sketching Earth Mover Distance,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0417,Computational geometry and metric spaces,Voronoi Diagram of Lines in 3D,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0419,Computational geometry and metric spaces,coNP certificates for three-manifold homeomorphism,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-7187,Computational geometry and metric spaces,Do graphs of maximum degree four have bounded slope number?,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-0411,Computational geometry and metric spaces,Point Location in 3D Subdivision,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-7186,Computational geometry and metric spaces,The strong Papadimitriou–Ratajczak conjecture,source,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-0402,Computational geometry and metric spaces,Distances among Point Sets in \R^2 and \R^3,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0391,Computational geometry and metric spaces,Thrackles,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0430,Computational geometry and metric spaces,NP-hardness of three-manifold homeomorphism,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0416,Computational geometry and metric spaces,Visibility Graph Recognition,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0990,Computational geometry and metric spaces,Estimating Earth-Mover Distance,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0377,Computational geometry and metric spaces,Smallest Universal Set of Points for Planar Graphs,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0423,Computational geometry and metric spaces,Efficient algorithms for multiparameter persistence,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0322,Computational geometry and metric spaces,Plane (1 + ε)-spanners in R2,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0373,Computational geometry and metric spaces,Zipper Unfoldings of Convex Polyhedra,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0405,Computational geometry and metric spaces,Vertex-Unfolding Polyhedra,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0321,Computational geometry and metric spaces,Planar Spanners,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0399,Computational geometry and metric spaces,Union of Fat Objects in 3D,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0415,Computational geometry and metric spaces,Vertical Decompositions in \R^d,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0434,Computational geometry and metric spaces,Proving guarantees for manifold reconstruction,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0326,Computational geometry and metric spaces,Similarity of Curves (Fréchet Distance),index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0412,Computational geometry and metric spaces,Polygonal Curve Simplification,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0432,Computational geometry and metric spaces,Polynomial flip-distance bounds for three-manifold triangulations,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0433,Computational geometry and metric spaces,Polynomial height paths between three-manifold triangulations,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2529,Computational geometry and metric spaces,"First, is there an exact polynomial time algorithm for embedding into ultrametrics or even a PTAS?",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0348,Computational geometry and metric spaces,Fast separators in Delaunay triangulations and convex hulls,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0353,Computational geometry and metric spaces,Near-linear-time weighted planar centerpoints,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0414,Computational geometry and metric spaces,Surface Reconstruction,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0428,Computational geometry and metric spaces,NP recognition of closed hyperbolic three-manifolds,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0429,Computational geometry and metric spaces,NP recognition of small Seifert-fibred spaces,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0381,Computational geometry and metric spaces,Flip Graph Connectivity in 3D,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0382,Computational geometry and metric spaces,General Unfoldings of Nonconvex Polyhedra,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0385,Computational geometry and metric spaces,Hamiltonian Tetrahedralizations,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0435,Computational geometry and metric spaces,Subcubic representative computation in persistent homology,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0328,Computational geometry and metric spaces,Sparse (1 + ϵ)-emulator for Euclidean Point Sets,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0330,Computational geometry and metric spaces,Tree Cover for Unit Ball Graphs,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0340,Computational geometry and metric spaces,Average Distortion Embeddings,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0387,Computational geometry and metric spaces,Dynamic Planar Nearest Neighbors,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0965,Computational geometry and metric spaces,Low Expansion Encoding of Edit Distance,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0970,Computational geometry and metric spaces,Fast JL Transform for Sparse Vectors,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0413,Computational geometry and metric spaces,Simple Linear-Time Polygon Triangulation,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0339,Computational geometry and metric spaces,Why Are Polytime and NP-Hard Switched for Fréchet and Hausdorff?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0363,Computational geometry and metric spaces,Negative cycles on surface embedded graphs,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0401,Computational geometry and metric spaces,Compatible Triangulations,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2932,Computational geometry and metric spaces,Is there a constant t ∈ N for which every intersection graph of n disks or rectangles admits t-hop spanner with O(n) edges?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0418,Computational geometry and metric spaces,Compact monodromy descriptions from triangulated surface bundles,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0420,Computational geometry and metric spaces,Counting hyperbolic three-manifolds of bounded triangulation complexity,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0421,Computational geometry and metric spaces,Counting triangulations of the three-sphere,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0425,Computational geometry and metric spaces,Manifold dependence of triangulation flip-distance growth,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0431,Computational geometry and metric spaces,Optimal discrete Morse extensions of partial matchings,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1089,Computational geometry and metric spaces,Exists-R hardness of 2-complex embeddings in 4D,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0317,Computational geometry and metric spaces,Is Finding Positive Euler Characteristic Normal Surfaces FPT?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0324,Computational geometry and metric spaces,Precision of continuous distance problems,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0331,Computational geometry and metric spaces,Treewidth of 3-Manifolds,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0346,Computational geometry and metric spaces,Deciding negative contractible walks on genus-two surfaces,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0354,Computational geometry and metric spaces,Recognizing Minkowski sums of zero-one polytopes,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0376,Computational geometry and metric spaces,Edge-Coloring Geometric Graphs,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0398,Computational geometry and metric spaces,Planar Euclidean Maximum TSP,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0472,Computational geometry and metric spaces,Can circle–segment reporting on connected planar graphs have additive output cost?,reviewed,source_open,topic_screen,retain,Computational geometry and metric spaces
TCS-0048,Computational geometry and metric spaces,Conjecture: Log-concavity of conic intrinsic volumes,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0049,Computational geometry and metric spaces,Cylindrical decomposition with topologically regular cells,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1397,Computational geometry and metric spaces,Is it NP-hard to find the optimal outlier set size when probabilistically embedding a given metric into HSTs with a small fixed distortion?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1468,Computational geometry and metric spaces,Can four-sided skyline reporting match ordinary range reporting?,reviewed,open,topic_screen,retain,Computational geometry and metric spaces
TCS-1551,Computational geometry and metric spaces,"Is there a Oε (1)-light (Oε (1), 1 + ε)-tree cover for Euclidean metrics?",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1960,Computational geometry and metric spaces,Can a constant-factor approximation be computed in time O(n2−δ ) for some constant δ > 0?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2253,Computational geometry and metric spaces,Is there a hyperbolic Steiner (1 + ε)-spanner with only O n/ε(d−1)/2 edges?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3848,Computational geometry and metric spaces,"The parameterized complexity of embedding into trees of unbounded degree, asked in [7], still remains open.",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-4194,Computational geometry and metric spaces,"More generally, does an approximate Voronoi diagram of size O(nk+1 ) exist for a set of k-dimensional flats in Rd , for d > k?",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1064,Computational geometry and metric spaces,Universality of collinearity logic,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1072,Computational geometry and metric spaces,Semialgebraic art galleries in exists-R,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1078,Computational geometry and metric spaces,Complexity of unrestricted graph slope number,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1086,Computational geometry and metric spaces,Unit-linkage hardness in arbitrary fixed dimension,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1087,Computational geometry and metric spaces,Hardness of four-dimensional simplicial-polytope realizability,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1088,Computational geometry and metric spaces,Complexity of three-dimensional Delaunay realizability,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0471,Computational geometry and metric spaces,Reporting object intersections inside half-plane queries,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0320,Computational geometry and metric spaces,Patterns in Unweighted Planar Graphs,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0323,Computational geometry and metric spaces,Polygonal representations of knots,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0327,Computational geometry and metric spaces,Simple Polygonalizations,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0335,Computational geometry and metric spaces,Flipping Spanning Trees,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0338,Computational geometry and metric spaces,Shortest Path Retaining k Obstacles,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0343,Computational geometry and metric spaces,Polyhedral Surface Approximation,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0349,Computational geometry and metric spaces,Hamiltonian cycles in first-order Delaunay graphs,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0350,Computational geometry and metric spaces,Maximum number of weighted separable planar point subsets,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0360,Computational geometry and metric spaces,Is G area-universal?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0374,Computational geometry and metric spaces,Congruent Partitions of Polygons,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0397,Computational geometry and metric spaces,Traveling Salesman Problem in Solid Grid Graphs,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0404,Computational geometry and metric spaces,The Number of Pointed Pseudotriangulations,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0409,Computational geometry and metric spaces,Minimum-Link Path in 2D,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0311,Computational geometry and metric spaces,Approximate Simplification of Flag Filtrations,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-0314,Computational geometry and metric spaces,DAG Covers for Directed Graph Classes,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1212,Computational geometry and metric spaces,The hardness of computing a minimum dilation tournament is an open problem.,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1242,Computational geometry and metric spaces,"First, does a PTAS exist for the Hitting Set problem with (f, r)-piercing regions?",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1294,Computational geometry and metric spaces,"For every triangulation K on n vertices of a connected compact surface without boundary, {1, 3, n} ∈ ∆ex (K).",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1354,Computational geometry and metric spaces,"In particular, known constructions have not been analyzed in terms of lightness, and it remains open whether one can achieve near-optimal weight while retaining asymptotically […]",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1356,Computational geometry and metric spaces,Diameter-∆ of the intersection graph of low-complexity geometric objects (regardless of the dimension) can be solved in truly-subquadratic time if the VC dimension of ∆-neighborhoods […],index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1636,Computational geometry and metric spaces,"Finally, can we generalize the planar studies of distances among weighted regions [9,17,30] to R3 ?",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1679,Computational geometry and metric spaces,Does every point set admit an oriented t-spanner with t < 2?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1734,Computational geometry and metric spaces,An equally fascinating problem is the worst-case dilation of triangulations; here we conjecture that the asymptotic dilation for regular n-gons corresponds to the worst-case dilation […],index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1762,Computational geometry and metric spaces,"We conjecture that tight instances exist in these spaces, i.e., the spanner bounds obtained in [25, 22] are optimal for every stretch t.",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1793,Computational geometry and metric spaces,"Can a (truly) sub-quadratic algorithm be devised for disks, unit disks, or axis-aligned segments?",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1848,Computational geometry and metric spaces,Is there a constant cd such that Independent Set can be solved in polynomial time in Hd when r ≥ cd log n?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1850,Computational geometry and metric spaces,"For any integers t, d ≥ 1, every n-vertex graph G ∈ Ctd has a balanced separator of size Ot,d (n1− d+1 ). 1",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1860,Computational geometry and metric spaces,Does every st-plane graph admit a planar straight-line dominance drawing?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1861,Computational geometry and metric spaces,"Is there a linear space data structure that supports vertical slab closest pair √ queries in o( n) time, or even in O(polylog (n)) time?",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1909,Computational geometry and metric spaces,"Are there implicit geometric intersection graphs, such as unit-disk graphs or say, interval graphs, for which the exact densest subgraph can be computed in sub-quadratic […]",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1910,Computational geometry and metric spaces,"We study different variants of the following question: Given a set S of n points in a polygon P , does there always exist two […]",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1924,Computational geometry and metric spaces,The most salient remaining open problem is the one that motivated this research: is there a constant k such that all planar graphs can be […],index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-1932,Computational geometry and metric spaces,Is there a subquadratic algorithm for Diameter or k-Diameter for unit-disk intersection graphs?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2016,Computational geometry and metric spaces,"However, it remains an open problem whether rational coordinates always suffice in an optimal packing.",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2055,Computational geometry and metric spaces,Every simple drawing of Kn with n ≥ 3 contains a plane Hamiltonian subdrawing on 2n − 3 edges.,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2105,Computational geometry and metric spaces,"Finally, we have only considered non-separating closed curves, and leave open the complexity of computing a shortest separating closed curve with a given topological type […]",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2317,Computational geometry and metric spaces,"An obvious open problem is to improve upon our bounds: do intersection graphs of geodesic disks admit a separator of size o(n3/4 ), either in […]",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2356,Computational geometry and metric spaces,What is the complexity of computing the treewidth of a 3-manifold?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2364,Computational geometry and metric spaces,"Is there a lower bound of k versus Ω(nαk (n)) between the diameter and the number of edges, for all k, for Euclidean (1 + […]",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2390,Computational geometry and metric spaces,It remains an open problem whether the number of moves can be reduced to be polynomial in both k and n.,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2405,Computational geometry and metric spaces,It is an open problem is to lower the exponential dependence on d and k.,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2491,Computational geometry and metric spaces,The question of whether or not there exists an algorithm in 2D with running time fully polynomial in k remains open (for the Fréchet distance […],index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2669,Computational geometry and metric spaces,Can any complete geometric graph on n vertices be partitioned into nc plane subgraphs for some constant c > 1?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-2876,Computational geometry and metric spaces,What about tsp with obstacles in higher dimensions?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3015,Computational geometry and metric spaces,Can the Hanani-Tutte criteria for the projective plane and the torus be turned into a polynomial-time test?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3059,Computational geometry and metric spaces,We leave as a major open question to find new algorithms for LLARP that might tackle the 50% conjecture.,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3069,Computational geometry and metric spaces,"On the other hand, it is an open problem whether the pizza cutting theorem also holds in other dimensions.",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3091,Computational geometry and metric spaces,"Therefore, exploring trade-offs between lightness and sparsity in Euclidean d-space remains an open problem.",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3097,Computational geometry and metric spaces,Ordered curve pseudo-visibility graphs can be recognized in polynomial time.,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3103,Computational geometry and metric spaces,"We leave finding such an algorithm, even for the case of Schatten-p norms with p ≥ 2, as an open problem.",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3124,Computational geometry and metric spaces,"Even for the static problem, we do not know how to get O(polylog n + k) query time with O(n polylog n) space; current techniques […]",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3138,Computational geometry and metric spaces,It remains an open problem to find the optimum dependence of ε for plane Steiner (1 + ε)-spanners; and for plane Steiner (1 + ε)-spanners […],index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3194,Computational geometry and metric spaces,How hard is it to find the farthest visibility Voronoi diagram of a polygon?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3201,Computational geometry and metric spaces,"In particular, can the union of n hypercubes in R4 be computed in O(n polylog(n) + κ) time?",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3254,Computational geometry and metric spaces,"Ideally, can we obtain query time of O(n1+ε /s1/3 ), with s storage, as in the case of ray shooting amid planes?",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3274,Computational geometry and metric spaces,"The question whether the degree can be reduced to 3 keeping t bounded, still remains open at this time; refer to [9, Problem 14] and […]",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3369,Computational geometry and metric spaces,"In contrast, we do not know whether the problem can be solved in polynomial time in the annular domain.",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3423,Computational geometry and metric spaces,"However, we conjecture that in any “reasonable” setting, (including, e.g., all the geometric scenarios discussed in Section 5, and all hypergraphs with hereditarily small -nets), […]",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3503,Computational geometry and metric spaces,Are there n-element point sets for which every 2-hop spanner has ω(n) edges?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3537,Computational geometry and metric spaces,Is it possible to construct a linear-space data structure that supports five-dimensional dominance range reporting queries in poly-logarithmic time?,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3647,Computational geometry and metric spaces,It remains open whether the dynamic Hausdorff distance and discrete 1-center problem in dimensions d ≥ 3 can similarly be solved in sublinear time.,index,uncertain,topic_screen,retain,Computational geometry and metric spaces
TCS-3648,Computational geometry and metric spaces,"Like Gitler [20], Feo and Provan [19], and Archdeacon et al. [2], we conjecture that O(n3/2 ) facial electrical transformations suffice.",index,uncertain,topic_screen,retain,Computational geometry and metric spaces
