entry_key,source_id,source_title,source_year,kind,summary,locator,pdf_page,local_pdf_url,source_pdf_url,status
spanners2020/02,spanners2020,Graph spanners: a tutorial review,2020,conjecture,Resolve the remaining cases of the Erdős girth conjecture.,"§2.5, item 2",11,pdf/spanners2020.pdf#page=11,https://arxiv.org/pdf/1909.03152#page=11,as_presented_in_source; current_status_not_checked
spanners2020/03,spanners2020,Graph spanners: a tutorial review,2020,question,Classify minimum t-spanner hardness for the eight listed bounded-degree parameter pairs.,§3.5,13,pdf/spanners2020.pdf#page=13,https://arxiv.org/pdf/1909.03152#page=13,as_presented_in_source; current_status_not_checked
spanners2020/04,spanners2020,Graph spanners: a tutorial review,2020,research_direction,Develop reverse-greedy and generalized greedy spanner constructions.,§4.7,20,pdf/spanners2020.pdf#page=20,https://arxiv.org/pdf/1909.03152#page=20,as_presented_in_source; current_status_not_checked
spanners2020/05,spanners2020,Graph spanners: a tutorial review,2020,research_direction,Turn standard clustering methods into spanners with provable quality.,§5.5,27,pdf/spanners2020.pdf#page=27,https://arxiv.org/pdf/1909.03152#page=27,as_presented_in_source; current_status_not_checked
spanners2020/06,spanners2020,Graph spanners: a tutorial review,2020,research_direction,Improve spanner sampling distributions and the Elkin–Neiman construction’s size guarantee.,§6.2,29,pdf/spanners2020.pdf#page=29,https://arxiv.org/pdf/1909.03152#page=29,as_presented_in_source; current_status_not_checked
spanners2020/07,spanners2020,Graph spanners: a tutorial review,2020,question,Maximize the pair count admitting linear-size pairwise spanners with constant additive error.,§7.5,33,pdf/spanners2020.pdf#page=33,https://arxiv.org/pdf/1909.03152#page=33,as_presented_in_source; current_status_not_checked
spanners2020/08,spanners2020,Graph spanners: a tutorial review,2020,question,Does every unweighted graph admit a +4 spanner with O(n^(4/3)) edges?,"§8.4, item 1",37,pdf/spanners2020.pdf#page=37,https://arxiv.org/pdf/1909.03152#page=37,as_presented_in_source; current_status_not_checked
spanners2020/09,spanners2020,Graph spanners: a tutorial review,2020,question,Match Thorup–Zwick emulator tradeoffs using actual spanners.,"§8.4, item 2",37,pdf/spanners2020.pdf#page=37,https://arxiv.org/pdf/1909.03152#page=37,as_presented_in_source; current_status_not_checked
spanners2020/10,spanners2020,Graph spanners: a tutorial review,2020,question,Determine optimal additive error for linear-size spanners.,"§8.4, item 3",37,pdf/spanners2020.pdf#page=37,https://arxiv.org/pdf/1909.03152#page=37,as_presented_in_source; current_status_not_checked
spanners2020/11,spanners2020,Graph spanners: a tutorial review,2020,question,Construct O(n^(4/3))-edge weighted spanners with additive error 6W.,"§8.4, item 4",37,pdf/spanners2020.pdf#page=37,https://arxiv.org/pdf/1909.03152#page=37,as_presented_in_source; current_status_not_checked
spanners2020/12,spanners2020,Graph spanners: a tutorial review,2020,question,Close the bounds for fault-tolerant sourcewise distance preservers.,§12.1,55,pdf/spanners2020.pdf#page=55,https://arxiv.org/pdf/1909.03152#page=55,as_presented_in_source; current_status_not_checked
fair2022/01,fair2022,Fair Division of Indivisible Goods: A Survey,2022,question,Compute an EF1 and Pareto-optimal allocation in polynomial time.,Open Problem 1,4,pdf/fair2022.pdf#page=4,https://www.cs.toronto.edu/~nisarg/teaching/2556s22/papers/fair-division-survey.pdf#page=4,as_presented_in_source; current_status_not_checked
fair2022/02,fair2022,Fair Division of Indivisible Goods: A Survey,2022,question,Do EFX allocations exist for at least four agents with unrestricted additive valuations?,Open Problem 2,5,pdf/fair2022.pdf#page=5,https://www.cs.toronto.edu/~nisarg/teaching/2556s22/papers/fair-division-survey.pdf#page=5,as_presented_in_source; current_status_not_checked
fair2022/03,fair2022,Fair Division of Indivisible Goods: A Survey,2022,question,Determine the best universally guaranteed multiplicative EFX approximation.,Open Problem 3,5,pdf/fair2022.pdf#page=5,https://www.cs.toronto.edu/~nisarg/teaching/2556s22/papers/fair-division-survey.pdf#page=5,as_presented_in_source; current_status_not_checked
fair2022/04,fair2022,Fair Division of Indivisible Goods: A Survey,2022,question,Achieve exact EFX while donating only a sublinear number of goods.,Open Problem 4,6,pdf/fair2022.pdf#page=6,https://www.cs.toronto.edu/~nisarg/teaching/2556s22/papers/fair-division-survey.pdf#page=6,as_presented_in_source; current_status_not_checked
fair2022/05,fair2022,Fair Division of Indivisible Goods: A Survey,2022,question,Improve the stated additive-valuation maximin-share approximation and impossibility bounds.,Open Problem 5,7,pdf/fair2022.pdf#page=7,https://www.cs.toronto.edu/~nisarg/teaching/2556s22/papers/fair-division-survey.pdf#page=7,as_presented_in_source; current_status_not_checked
fair2022/06,fair2022,Fair Division of Indivisible Goods: A Survey,2022,research_direction,Identify further structured valuation classes guaranteeing exact maximin-share allocations.,Open Problem 6,7,pdf/fair2022.pdf#page=7,https://www.cs.toronto.edu/~nisarg/teaching/2556s22/papers/fair-division-survey.pdf#page=7,as_presented_in_source; current_status_not_checked
fair2022/07,fair2022,Fair Division of Indivisible Goods: A Survey,2022,question,Does envy-freeness up to a random good always exist?,Open Problem 7,7,pdf/fair2022.pdf#page=7,https://www.cs.toronto.edu/~nisarg/teaching/2556s22/papers/fair-division-survey.pdf#page=7,as_presented_in_source; current_status_not_checked
fair2022/08,fair2022,Fair Division of Indivisible Goods: A Survey,2022,question,Do pairwise maximin-share allocations always exist?,Open Problem 8,8,pdf/fair2022.pdf#page=8,https://www.cs.toronto.edu/~nisarg/teaching/2556s22/papers/fair-division-survey.pdf#page=8,as_presented_in_source; current_status_not_checked
fair2022/09,fair2022,Fair Division of Indivisible Goods: A Survey,2022,question,Determine the best universal approximation to groupwise maximin-share fairness.,Open Problem 9,8,pdf/fair2022.pdf#page=8,https://www.cs.toronto.edu/~nisarg/teaching/2556s22/papers/fair-division-survey.pdf#page=8,as_presented_in_source; current_status_not_checked
fair2022/10,fair2022,Fair Division of Indivisible Goods: A Survey,2022,question,Design mechanisms whose pure Nash equilibria guarantee fairness stronger than EF1.,Open Problem 10,9,pdf/fair2022.pdf#page=9,https://www.cs.toronto.edu/~nisarg/teaching/2556s22/papers/fair-division-survey.pdf#page=9,as_presented_in_source; current_status_not_checked
reconfig2020/01,reconfig2020,Reconfiguration of Colourings and Dominating Sets in Graphs: a Survey,2020,question,"For fixed r,k, do k-mixing P_r-free graphs have recoloring diameter O(n)?",Question 3.1,5,pdf/reconfig2020.pdf#page=5,https://arxiv.org/pdf/2003.05956#page=5,as_presented_in_source; current_status_not_checked
reconfig2020/02,reconfig2020,Reconfiguration of Colourings and Dominating Sets in Graphs: a Survey,2020,conjecture,Is k-coloring reconfiguration diameter O(n³) whenever k exceeds the coloring number?,Conjecture 3.1,6,pdf/reconfig2020.pdf#page=6,https://arxiv.org/pdf/2003.05956#page=6,as_presented_in_source; current_status_not_checked
reconfig2020/03,reconfig2020,Reconfiguration of Colourings and Dominating Sets in Graphs: a Survey,2020,question,"Resolve the stated Hamiltonicity, connectivity and color-increase questions for coloring graphs.",Question 3.2,6,pdf/reconfig2020.pdf#page=6,https://arxiv.org/pdf/2003.05956#page=6,as_presented_in_source; current_status_not_checked
reconfig2020/04,reconfig2020,Reconfiguration of Colourings and Dominating Sets in Graphs: a Survey,2020,question,"Is circular mixing rational, and is its ratio to the ordinary mixing parameter bounded?",Question 3.3,9,pdf/reconfig2020.pdf#page=9,https://arxiv.org/pdf/2003.05956#page=9,as_presented_in_source; current_status_not_checked
reconfig2020/05,reconfig2020,Reconfiguration of Colourings and Dominating Sets in Graphs: a Survey,2020,question,"Characterize domination-reconfiguration thresholds, Hamiltonicity and how diameters change with allowed set size.",Question 4.1,13,pdf/reconfig2020.pdf#page=13,https://arxiv.org/pdf/2003.05956#page=13,as_presented_in_source; current_status_not_checked
reconfig2020/06,reconfig2020,Reconfiguration of Colourings and Dominating Sets in Graphs: a Survey,2020,question,Which induced hypercube subgraphs occur as domination reconfiguration graphs?,Question 4.2,13,pdf/reconfig2020.pdf#page=13,https://arxiv.org/pdf/2003.05956#page=13,as_presented_in_source; current_status_not_checked
reconfig2020/07,reconfig2020,Reconfiguration of Colourings and Dominating Sets in Graphs: a Survey,2020,research_direction,"Understand total-domination reconfiguration: large threshold gaps, realizable graphs and fixed points.",Question 4.3,14,pdf/reconfig2020.pdf#page=14,https://arxiv.org/pdf/2003.05956#page=14,as_presented_in_source; current_status_not_checked
reconfig2020/08,reconfig2020,Reconfiguration of Colourings and Dominating Sets in Graphs: a Survey,2020,question,Characterize γ-graphs of trees; can every bipartite graph arise from bipartite domination reconfiguration?,Question 4.4,15,pdf/reconfig2020.pdf#page=15,https://arxiv.org/pdf/2003.05956#page=15,as_presented_in_source; current_status_not_checked
reconfig2020/09,reconfig2020,Reconfiguration of Colourings and Dominating Sets in Graphs: a Survey,2020,conjecture,"Exclude paths P_n, n≥3, and cycles C_n, n≥5, from IR-graphs.",Conjecture 4.1,16,pdf/reconfig2020.pdf#page=16,https://arxiv.org/pdf/2003.05956#page=16,as_presented_in_source; current_status_not_checked
reconfig2020/10,reconfig2020,Reconfiguration of Colourings and Dominating Sets in Graphs: a Survey,2020,question,Are complete graphs and C₄ the only claw-free IR-graphs?,Question 4.5,16,pdf/reconfig2020.pdf#page=16,https://arxiv.org/pdf/2003.05956#page=16,as_presented_in_source; current_status_not_checked
temporal2015/01,temporal2015,An Introduction to Temporal Graphs: An Algorithmic Perspective,2015,research_direction,Which structural features besides large edge-kernels force many temporal labels per edge when preserving all paths?,"§4, temporality; continues on p.22",21,pdf/temporal2015.pdf#page=21,https://arxiv.org/pdf/1503.00278#page=21,as_presented_in_source; current_status_not_checked
scheduling2017/01,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,Single-machine weighted tardiness: FPT in maximum processing time?,Open Problem 1,4,pdf/scheduling2017.pdf#page=4,https://arxiv.org/pdf/1709.01670#page=4,as_presented_in_source; current_status_not_checked
scheduling2017/02,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,Precedence-constrained weighted completion: polynomial kernel in the excess over the LP bound?,Open Problem 2,4,pdf/scheduling2017.pdf#page=4,https://arxiv.org/pdf/1709.01670#page=4,as_presented_in_source; current_status_not_checked
scheduling2017/03,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,Release-date late-job objectives: W[1]-hard in maximum processing time?,Open Problem 3,4,pdf/scheduling2017.pdf#page=4,https://arxiv.org/pdf/1709.01670#page=4,as_presented_in_source; current_status_not_checked
scheduling2017/04,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,Single-machine makespan: FPT in forbidden start/end times?,Open Problem 4,4,pdf/scheduling2017.pdf#page=4,https://arxiv.org/pdf/1709.01670#page=4,as_presented_in_source; current_status_not_checked
scheduling2017/05,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,High-multiplicity identical-machine makespan: FPT in distinct processing times?,Open Problem 5,5,pdf/scheduling2017.pdf#page=5,https://arxiv.org/pdf/1709.01670#page=5,as_presented_in_source; current_status_not_checked
scheduling2017/06,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,Three-machine unit-job precedence scheduling: FPT in partial-order width?,Open Problem 6,5,pdf/scheduling2017.pdf#page=5,https://arxiv.org/pdf/1709.01670#page=5,as_presented_in_source; current_status_not_checked
scheduling2017/07,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,"Equal-length, release-date late-job objectives: FPT in machine count?",Open Problem 7,5,pdf/scheduling2017.pdf#page=5,https://arxiv.org/pdf/1709.01670#page=5,as_presented_in_source; current_status_not_checked
scheduling2017/08,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,"Eligible-machine, just-in-time weighted scheduling: FPT in machine count?",Open Problem 8,6,pdf/scheduling2017.pdf#page=6,https://arxiv.org/pdf/1709.01670#page=6,as_presented_in_source; current_status_not_checked
scheduling2017/09,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,The three preemptive objectives in §4.5: FPT in distinct processing times?,Open Problem 9,6,pdf/scheduling2017.pdf#page=6,https://arxiv.org/pdf/1709.01670#page=6,as_presented_in_source; current_status_not_checked
scheduling2017/10,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,Two-machine preemptive equal-length weighted tardiness: W[1]-hard in job length?,Open Problem 10,6,pdf/scheduling2017.pdf#page=6,https://arxiv.org/pdf/1709.01670#page=6,as_presented_in_source; current_status_not_checked
scheduling2017/11,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,Three-machine flow-shop makespan: FPT in maximum operation length?,Open Problem 11,6,pdf/scheduling2017.pdf#page=6,https://arxiv.org/pdf/1709.01670#page=6,as_presented_in_source; current_status_not_checked
scheduling2017/12,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,Three-machine job-shop makespan: FPT in maximum length and operations per job?,Open Problem 12,7,pdf/scheduling2017.pdf#page=7,https://arxiv.org/pdf/1709.01670#page=7,as_presented_in_source; current_status_not_checked
scheduling2017/13,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,"Job-shop makespan: approximation scheme running in f(m,ε)poly(n)?",Open Problem 13,7,pdf/scheduling2017.pdf#page=7,https://arxiv.org/pdf/1709.01670#page=7,as_presented_in_source; current_status_not_checked
scheduling2017/14,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,Unit-operation open shops with sequence-dependent batch setups: FPT in batch count?,Open Problem 14,7,pdf/scheduling2017.pdf#page=7,https://arxiv.org/pdf/1709.01670#page=7,as_presented_in_source; current_status_not_checked
scheduling2017/15,scheduling2017,Parameterized complexity of machine scheduling: 15 open problems,2017,question,Unit-operation open-shop weighted late jobs with release dates: FPT in machine count?,Open Problem 15,7,pdf/scheduling2017.pdf#page=7,https://arxiv.org/pdf/1709.01670#page=7,as_presented_in_source; current_status_not_checked
arora_barak/01,arora_barak,Computational Complexity: A Modern Approach,2007,question,Does P equal NP?,§2.1,57,pdf/arora_barak.pdf#page=57,https://theory.cs.princeton.edu/complexity/book.pdf#page=57,as_presented_in_source; current_status_not_checked
arora_barak/02,arora_barak,Computational Complexity: A Modern Approach,2007,question,"Does deterministic logspace suffice for directed reachability, equivalently L=NL?",§4.2,95,pdf/arora_barak.pdf#page=95,https://theory.cs.princeton.edu/complexity/book.pdf#page=95,as_presented_in_source; current_status_not_checked
arora_barak/03,arora_barak,Computational Complexity: A Modern Approach,2007,question,Is directed reachability solvable simultaneously in polynomial time and polylogarithmic space?,Chapter 4 exercises,105,pdf/arora_barak.pdf#page=105,https://theory.cs.princeton.edu/complexity/book.pdf#page=105,as_presented_in_source; current_status_not_checked
arora_barak/04,arora_barak,Computational Complexity: A Modern Approach,2007,question,Does NC equal P?,§6.5.2,126,pdf/arora_barak.pdf#page=126,https://theory.cs.princeton.edu/complexity/book.pdf#page=126,as_presented_in_source; current_status_not_checked
arora_barak/05,arora_barak,Computational Complexity: A Modern Approach,2007,question,Can the discussed interactive proofs use weaker provers than their counting-based implementations?,"Chapter 8, prover complexity",178,pdf/arora_barak.pdf#page=178,https://theory.cs.princeton.edu/complexity/book.pdf#page=178,as_presented_in_source; current_status_not_checked
arora_barak/06,arora_barak,Computational Complexity: A Modern Approach,2007,question,Can all #P counting functions be computed in polynomial time?,§9.1,188,pdf/arora_barak.pdf#page=188,https://theory.cs.princeton.edu/complexity/book.pdf#page=188,as_presented_in_source; current_status_not_checked
arora_barak/07,arora_barak,Computational Complexity: A Modern Approach,2007,question,Would P=NP imply polynomial-time exact computation of every #P function?,§9.4,202,pdf/arora_barak.pdf#page=202,https://theory.cs.princeton.edu/complexity/book.pdf#page=202,as_presented_in_source; current_status_not_checked
arora_barak/08,arora_barak,Computational Complexity: A Modern Approach,2007,conjecture,Is deterministic communication polynomially bounded by logarithmic real matrix rank?,Conjecture 12.17,243,pdf/arora_barak.pdf#page=243,https://theory.cs.princeton.edu/complexity/book.pdf#page=243,as_presented_in_source; current_status_not_checked
arora_barak/09,arora_barak,Computational Complexity: A Modern Approach,2007,question,Construct explicit Boolean functions with strong general circuit lower bounds.,§16.1 discussion,299,pdf/arora_barak.pdf#page=299,https://theory.cs.princeton.edu/complexity/book.pdf#page=299,as_presented_in_source; current_status_not_checked
arora_barak/10,arora_barak,Computational Complexity: A Modern Approach,2007,question,"Determine the relationships between BQP and classical classes, particularly NP and BPP.",§20.8,445,pdf/arora_barak.pdf#page=445,https://theory.cs.princeton.edu/complexity/book.pdf#page=445,as_presented_in_source; current_status_not_checked
dwork_roth/01,dwork_roth,The Algorithmic Foundations of Differential Privacy,2014,research_direction,"Which robustness and composition properties characterize differential privacy, and which can be weakened?",§2.3.2,27,pdf/dwork_roth.pdf#page=27,https://www.cis.upenn.edu/~aaroth/Papers/privacybook.pdf#page=27,as_presented_in_source; current_status_not_checked
dwork_roth/02,dwork_roth,The Algorithmic Foundations of Differential Privacy,2014,question,Can computational privacy improve achievable utility in the trusted-curator model?,§9.3,191,pdf/dwork_roth.pdf#page=191,https://www.cis.upenn.edu/~aaroth/Papers/privacybook.pdf#page=191,as_presented_in_source; current_status_not_checked
dwork_roth/03,dwork_roth,The Algorithmic Foundations of Differential Privacy,2014,research_direction,Find satisfactory models for purchasing private data that avoid the stated participation impossibility.,§10.3.2,214,pdf/dwork_roth.pdf#page=214,https://www.cis.upenn.edu/~aaroth/Papers/privacybook.pdf#page=214,as_presented_in_source; current_status_not_checked
watrous/01,watrous,The Theory of Quantum Information,2018,research_direction,Find useful closed-form optimal discrimination probabilities for ensembles of three or more states.,"§3.1, introduction",133,pdf/watrous.pdf#page=133,https://cs.uwaterloo.ca/~watrous/TQI/TQI.pdf#page=133,as_presented_in_source; current_status_not_checked
watrous/02,watrous,The Theory of Quantum Information,2018,question,Construct explicit quantum channels witnessing non-additivity of Holevo information; existence is established nonconstructively.,"§8.5, discussion of non-additivity",547,pdf/watrous.pdf#page=547,https://cs.uwaterloo.ca/~watrous/TQI/TQI.pdf#page=547,as_presented_in_source; current_status_not_checked
understanding_ml/01,understanding_ml,Understanding Machine Learning: From Theory to Algorithms,2014,research_direction,Characterize when cross-validation reliably estimates generalization error beyond the established special cases.,§11.2.4,150,pdf/understanding_ml.pdf#page=150,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/understanding-machine-learning-theory-algorithms.pdf#page=150,as_presented_in_source; current_status_not_checked
understanding_ml/02,understanding_ml,Understanding Machine Learning: From Theory to Algorithms,2014,conjecture,Does realizable multiclass sample complexity depend on Natarajan dimension without a label-count factor?,Conjecture 29.10,408,pdf/understanding_ml.pdf#page=408,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/understanding-machine-learning-theory-algorithms.pdf#page=408,as_presented_in_source; current_status_not_checked
understanding_ml/03,understanding_ml,Understanding Machine Learning: From Theory to Algorithms,2014,question,Does every finite-VC-dimension class admit a finite-size sample-compression scheme?,§30.1,414,pdf/understanding_ml.pdf#page=414,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/understanding-machine-learning-theory-algorithms.pdf#page=414,as_presented_in_source; current_status_not_checked
understanding_ml/04,understanding_ml,Understanding Machine Learning: From Theory to Algorithms,2014,question,"Which inclusions among P, RP and NP are strict?","§8.1, randomized computation",112,pdf/understanding_ml.pdf#page=112,https://www.cs.huji.ac.il/~shais/UnderstandingMachineLearning/understanding-machine-learning-theory-algorithms.pdf#page=112,as_presented_in_source; current_status_not_checked
bandit_algorithms/01,bandit_algorithms,Bandit Algorithms,2020,research_direction,"Obtain asymptotically optimal policies for broader nonparametric reward classes, including bounded-kurtosis distributions.","§16.5, bibliographic discussion",220,pdf/bandit_algorithms.pdf#page=220,https://tor-lattimore.com/downloads/book/book.pdf#page=220,as_presented_in_source; current_status_not_checked
bandit_algorithms/02,bandit_algorithms,Bandit Algorithms,2020,question,Design practical linear-bandit algorithms that are both asymptotically optimal and nearly minimax optimal.,Chapter 19 notes; also p.311,259,pdf/bandit_algorithms.pdf#page=259,https://tor-lattimore.com/downloads/book/book.pdf#page=259,as_presented_in_source; current_status_not_checked
bandit_algorithms/03,bandit_algorithms,Bandit Algorithms,2020,research_direction,Make sequential-design confidence bounds adapt to dependence in the design.,"§20.2, notes",271,pdf/bandit_algorithms.pdf#page=271,https://tor-lattimore.com/downloads/book/book.pdf#page=271,as_presented_in_source; current_status_not_checked
bandit_algorithms/04,bandit_algorithms,Bandit Algorithms,2020,research_direction,Determine optimal regret under linear-model misspecification and for different action-set geometries.,§24.4–24.5,304,pdf/bandit_algorithms.pdf#page=304,https://tor-lattimore.com/downloads/book/book.pdf#page=304,as_presented_in_source; current_status_not_checked
bandit_algorithms/05,bandit_algorithms,Bandit Algorithms,2020,question,Determine optimal dimension dependence for convex-bandit regret and computationally practical algorithms.,"Chapter 30, convex bandits",369,pdf/bandit_algorithms.pdf#page=369,https://tor-lattimore.com/downloads/book/book.pdf#page=369,as_presented_in_source; current_status_not_checked
bandit_algorithms/06,bandit_algorithms,Bandit Algorithms,2020,research_direction,Match finite-time best-arm identification lower bounds and characterize instance-dependent simple regret.,"§33.4, notes 7–9",424,pdf/bandit_algorithms.pdf#page=424,https://tor-lattimore.com/downloads/book/book.pdf#page=424,as_presented_in_source; current_status_not_checked
markov_mixing/01,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Prove polynomial mixing for grid Ising Glauber dynamics with all-plus boundaries at every temperature.,Question 1,375,pdf/markov_mixing.pdf#page=375,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=375,as_presented_in_source; current_status_not_checked
markov_mixing/02,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Establish the proposed monotonicity of Ising spectral gaps in temperature and interaction strengths.,Question 2,375,pdf/markov_mixing.pdf#page=375,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=375,as_presented_in_source; current_status_not_checked
markov_mixing/03,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Compare systematic and random Glauber updates with the stated constant and logarithmic losses.,"Question 3, continues p.376",375,pdf/markov_mixing.pdf#page=375,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=375,as_presented_in_source; current_status_not_checked
markov_mixing/04,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,"On transitive graphs, is Ising relaxation Θ(n) equivalent to mixing Θ(n log n)?",Question 4,376,pdf/markov_mixing.pdf#page=376,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=376,as_presented_in_source; current_status_not_checked
markov_mixing/05,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Do bounded-degree transitive expanders necessarily exhibit cutoff?,Question 5,376,pdf/markov_mixing.pdf#page=376,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=376,as_presented_in_source; current_status_not_checked
markov_mixing/06,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Establish cutoff for the three listed cyclic/random transposition and insertion shuffles.,Question 6(a–c),376,pdf/markov_mixing.pdf#page=376,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=376,as_presented_in_source; current_status_not_checked
markov_mixing/07,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,"Does coloring Glauber dynamics mix in O(n log n) for q>Δ+2? More broadly, does q>Δ+C imply polynomial or O(n log n) mixing?",Chapter 26 Question 7; related question p.230,376,pdf/markov_mixing.pdf#page=376,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=376,as_presented_in_source; current_status_not_checked
markov_mixing/08,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Is lazy transitive-graph mixing bounded by a universal constant times degree times squared diameter?,Question 8,377,pdf/markov_mixing.pdf#page=377,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=377,as_presented_in_source; current_status_not_checked
markov_mixing/09,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Determine the mixing-time exponent for random row additions on GL_n(F₂).,Question 9,377,pdf/markov_mixing.pdf#page=377,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=377,as_presented_in_source; current_status_not_checked
markov_mixing/10,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,"Compare bounded-block and single-site mixing for other spin systems, including Potts.","§26.4, former Question 4",377,pdf/markov_mixing.pdf#page=377,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=377,as_presented_in_source; current_status_not_checked
markov_mixing/11,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Prove cutoff for the upper-triangular Gaussian-elimination chain.,"§26.4, former Question 14",378,pdf/markov_mixing.pdf#page=378,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=378,as_presented_in_source; current_status_not_checked
markov_mixing/12,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,"Can the c_(Δ,q) n log n lower bound for coloring Glauber dynamics use a universal positive constant independent of Δ and q?","Chapter 7 notes, coloring lower bound",115,pdf/markov_mixing.pdf#page=115,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=115,as_presented_in_source; current_status_not_checked
markov_mixing/13,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Can the exact cover time of a finite graph be computed deterministically in polynomial time?,"Chapter 11 notes, computing cover time",175,pdf/markov_mixing.pdf#page=175,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=175,as_presented_in_source; current_status_not_checked
markov_mixing/14,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,conjecture,"For L≈n^α with 0<α<1, the L-reversal shuffle mixes in Θ(n^max(1,3−3α) log n) time, as conjectured by Durrett.",Chapter 16 notes; continues p.258,257,pdf/markov_mixing.pdf#page=257,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=257,as_presented_in_source; current_status_not_checked
markov_mixing/15,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Does Potts Glauber dynamics started from a monochromatic configuration satisfy the same censoring property as Ising dynamics?,"Chapter 22 notes, censoring",338,pdf/markov_mixing.pdf#page=338,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=338,as_presented_in_source; current_status_not_checked
markov_mixing/16,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Establish cutoff for biased exclusion on the n-path in the regimes not covered by the fixed-bias result recorded on this same page.,"§23.5, exclusion-process cutoff",350,pdf/markov_mixing.pdf#page=350,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=350,as_presented_in_source; current_status_not_checked
markov_mixing/17,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Does the interchange process on the cycle exhibit cutoff?,"§23.5, interchange process",350,pdf/markov_mixing.pdf#page=350,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=350,as_presented_in_source; current_status_not_checked
markov_mixing/18,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,research_direction,Find an efficient algorithm for counting planar self-avoiding walks of a specified length.,"Example B.3, self-avoiding walks",399,pdf/markov_mixing.pdf#page=399,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=399,as_presented_in_source; current_status_not_checked
markov_mixing/19,markov_mixing,"Markov Chains and Mixing Times, Second Edition",2017,question,Analyze the convergence and mixing time of the pivot chain on self-avoiding walks.,Example B.5; also p.399,402,pdf/markov_mixing.pdf#page=402,https://pages.uoregon.edu/dlevin/MARKOV/mcmt2e.pdf#page=402,as_presented_in_source; current_status_not_checked
