id,title,area,scope,source_year,year_basis,source_age_years,status,status_note,source_collection,source_locator,authors,source_url,pdf_url,additional_source_urls,source_title,accessed,reading_note,review_level,statement_form,source_kind,question_excerpt,excerpt_truncated,candidate_id,doi,source_page,selection_method,extraction_flags,classification_basis
TCS-0591,k-Community,Graph theory and graph algorithms,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22481, section 4.4",Jan Arne Telle,https://doi.org/10.4230/DagRep.12.11.109,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue11/DagRep.12.11/DagRep.12.11.pdf#page=124,,Vertex Partitioning in Graphs: From Structure to Algorithms,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0592,Logarithmic degree and logarithmic treewidth,Graph theory and graph algorithms,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22481, section 4.1",Maria Chudnovsky,https://doi.org/10.4230/DagRep.12.11.109,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue11/DagRep.12.11/DagRep.12.11.pdf#page=123,,Vertex Partitioning in Graphs: From Structure to Algorithms,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0593,Parameterized complexity of k-Coloring on P5 -free graphs,Graph theory and graph algorithms,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22481, section 4.2",Petr A. Golovach,https://doi.org/10.4230/DagRep.12.11.109,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue11/DagRep.12.11/DagRep.12.11.pdf#page=123,,Vertex Partitioning in Graphs: From Structure to Algorithms,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0594,Colouring Graphs of Bounded Diameter,Graph theory and graph algorithms,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19271, section 4.3",Daniel Paulusma,https://doi.org/10.4230/DagRep.9.6.125,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue06/DagRep.9.6/DagRep.9.6.pdf#page=141,,Graph Colouring: from Structure to Algorithms,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0595,Computing disjoint paths,Graph theory and graph algorithms,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19271, section 4.5",Nicolas Trotignon,https://doi.org/10.4230/DagRep.9.6.125,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue06/DagRep.9.6/DagRep.9.6.pdf#page=142,,Graph Colouring: from Structure to Algorithms,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0596,Odd cycle transversal in P5 -free graphs,Graph theory and graph algorithms,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19271, section 4.4",Paweł Rzążewski,https://doi.org/10.4230/DagRep.9.6.125,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue06/DagRep.9.6/DagRep.9.6.pdf#page=142,,Graph Colouring: from Structure to Algorithms,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0597,Parameterized complexity of the coloring problems for H-free graphs,Graph theory and graph algorithms,problem_family,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19271, section 4.1",Petr A. Golovach,https://doi.org/10.4230/DagRep.9.6.125,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue06/DagRep.9.6/DagRep.9.6.pdf#page=140,,Graph Colouring: from Structure to Algorithms,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0598,Precoloring extension of graphs,Graph theory and graph algorithms,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19271, section 4.6",Zsolt Tuza,https://doi.org/10.4230/DagRep.9.6.125,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue06/DagRep.9.6/DagRep.9.6.pdf#page=143,,Graph Colouring: from Structure to Algorithms,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0599,The Dilworth number of a graphs,Graph theory and graph algorithms,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19271, section 4.2",Chinh T. Hoàng,https://doi.org/10.4230/DagRep.9.6.125,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue06/DagRep.9.6/DagRep.9.6.pdf#page=141,,Graph Colouring: from Structure to Algorithms,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0600,Best strategy to catch the drunk robber,Graph theory and graph algorithms,focused,2011,seminar year; report may be published later,15,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 11071, section 4.9",Dimitrios M. Thilikos,https://doi.org/10.4230/DagRep.1.2.30,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume01/issue02/DagRep.1.2/DagRep.1.2.pdf#page=46,,Theory and Applications of Graph Searching Problems (GRASTA 2011),2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0601,Computing edge and nodes search numbers on special graph classes,Graph theory and graph algorithms,focused,2011,seminar year; report may be published later,15,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 11071, section 4.2",Pinar Heggernes,https://doi.org/10.4230/DagRep.1.2.30,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume01/issue02/DagRep.1.2/DagRep.1.2.pdf#page=43,,Theory and Applications of Graph Searching Problems (GRASTA 2011),2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0602,Connected node search number,Graph theory and graph algorithms,focused,2011,seminar year; report may be published later,15,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 11071, section 4.3",Dimitrios M. Thilikos,https://doi.org/10.4230/DagRep.1.2.30,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume01/issue02/DagRep.1.2/DagRep.1.2.pdf#page=44,,Theory and Applications of Graph Searching Problems (GRASTA 2011),2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0603,Cop number of toroidal graphs,Graph theory and graph algorithms,focused,2011,seminar year; report may be published later,15,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 11071, section 4.5",Gena Hahn,https://doi.org/10.4230/DagRep.1.2.30,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume01/issue02/DagRep.1.2/DagRep.1.2.pdf#page=44,,Theory and Applications of Graph Searching Problems (GRASTA 2011),2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0604,"Cops and Robbers, parameterized algorithms",Graph theory and graph algorithms,focused,2011,seminar year; report may be published later,15,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 11071, section 4.1",Fedor V. Fomin and Petr Golovach,https://doi.org/10.4230/DagRep.1.2.30,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume01/issue02/DagRep.1.2/DagRep.1.2.pdf#page=43,,Theory and Applications of Graph Searching Problems (GRASTA 2011),2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0605,Escaping from random cops,Graph theory and graph algorithms,focused,2011,seminar year; report may be published later,15,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 11071, section 4.10",Pierre Fraigniaud,https://doi.org/10.4230/DagRep.1.2.30,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume01/issue02/DagRep.1.2/DagRep.1.2.pdf#page=46,,Theory and Applications of Graph Searching Problems (GRASTA 2011),2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0606,Kelly-width,Graph theory and graph algorithms,focused,2011,seminar year; report may be published later,15,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 11071, section 4.6",Paul Hunter,https://doi.org/10.4230/DagRep.1.2.30,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume01/issue02/DagRep.1.2/DagRep.1.2.pdf#page=45,,Theory and Applications of Graph Searching Problems (GRASTA 2011),2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0607,Optimal randomized ray-search strategies without order restrictions,Graph theory and graph algorithms,focused,2011,seminar year; report may be published later,15,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 11071, section 4.7",,https://doi.org/10.4230/DagRep.1.2.30,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume01/issue02/DagRep.1.2/DagRep.1.2.pdf#page=45,,Theory and Applications of Graph Searching Problems (GRASTA 2011),2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0608,Ratio of monotonicity,Graph theory and graph algorithms,focused,2011,seminar year; report may be published later,15,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 11071, section 4.8",Stephan Kreutzer,https://doi.org/10.4230/DagRep.1.2.30,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume01/issue02/DagRep.1.2/DagRep.1.2.pdf#page=45,,Theory and Applications of Graph Searching Problems (GRASTA 2011),2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0609,Span-width,Graph theory and graph algorithms,focused,2011,seminar year; report may be published later,15,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 11071, section 4.4",Isolde Adler,https://doi.org/10.4230/DagRep.1.2.30,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume01/issue02/DagRep.1.2/DagRep.1.2.pdf#page=44,,Theory and Applications of Graph Searching Problems (GRASTA 2011),2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0610,Counting antichains in restricted posets,Graph theory and graph algorithms,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,complexity-of-counting-antichains-in-restricted-poset-classes,Antoine Amarilli,https://a3nm.net/work/research/questions/#complexity-of-counting-antichains-in-restricted-poset-classes,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0611,Deterministic exact bipartite matching,Graph theory and graph algorithms,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,complexity-of-the-exact-bipartite-matching-problem,Antoine Amarilli,https://a3nm.net/work/research/questions/#complexity-of-the-exact-bipartite-matching-problem,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0612,Order-based labels for directed reachability,Graph theory and graph algorithms,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,graph-reachability-labellings-with-total-orders,Antoine Amarilli,https://a3nm.net/work/research/questions/#graph-reachability-labellings-with-total-orders,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0613,Regular-language constrained linear extensions,Graph theory and graph algorithms,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,complexity-of-finding-linear-extensions-of-a-labeled-poset-in-a-regular-language,Antoine Amarilli,https://a3nm.net/work/research/questions/#complexity-of-finding-linear-extensions-of-a-labeled-poset-in-a-regular-language,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0614,Representing posets of bounded treewidth,Graph theory and graph algorithms,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,representing-bounded-treewidth-partial-orders,Antoine Amarilli,https://a3nm.net/work/research/questions/#representing-bounded-treewidth-partial-orders,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0615,Complexity of Maximising reachability for target sets of size 1,Infinite-state systems and verification,focused,2025,contribution year,1,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,25.15,Sougata Bose,https://automata.exchange/25.15-complexity-of-maximising-reachability-for-target-sets-of-size-1/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0616,Complexity of Reachability in Fixed-Dimensional Continuous VASS,Infinite-state systems and verification,focused,2025,contribution year,1,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,25.12,A. R. Balasubramanian,https://automata.exchange/25.12-complexity-of-reachability-in-fixed-dimensional-continuous-vass/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0617,Fine Grained Complexity for VAS Boundedness,Infinite-state systems and verification,focused,2025,contribution year,1,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,25.10,Lia Schütze,https://automata.exchange/25.10-fine-grained-complexity-for-vas-boundedness/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0618,Normal-closure-equivalence of RAAG- and counter-automata,Infinite-state systems and verification,focused,2025,contribution year,1,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,25.16,Leon Pernak,https://automata.exchange/25.16-normal-closure-equivalence-of-raag--and-counter-automata/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0619,Reachability in Low-Dimensional VASS,Infinite-state systems and verification,focused,2025,contribution year,1,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,25.9,Łukasz Orlikowski,https://automata.exchange/25.9-reachability-in-low-dimensional-vass/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0620,Semilinearity of 2-BVASS backward reachability set,Infinite-state systems and verification,focused,2025,contribution year,1,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,25.8,Biziere Clotilde,https://automata.exchange/25.8-semilinearity-of-2-bvass-backward-reachability-set/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0621,Bi-reachability in Petri nets with ordered data,Infinite-state systems and verification,focused,2024,contribution year,2,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,24.3,Łukasz Kamiński,https://automata.exchange/24.03-bi-reachability-in-petry-nets-with-ordered-data/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0622,Fine-grained complexity of reachability in one-counter automata,Infinite-state systems and verification,focused,2024,contribution year,2,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,24.12,A. R. Balasubramanian,https://automata.exchange/24.12-fine-grained-complexity-of-reachability-in-one-counter-automata/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0623,Is the Hierarchy of Valence Systems with Open Reachability Proper?,Infinite-state systems and verification,focused,2024,contribution year,2,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,24.9,Lia Schütze,https://automata.exchange/24.09-is-the-hierarchy-of-valence-systems-with-open-reachability-proper/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0624,Language Equivalence between Nondeterministic and Deterministic One-Counter Machines,Infinite-state systems and verification,focused,2024,contribution year,2,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,24.4,Aditya Prakash,https://automata.exchange/24.04-language-equivalence-between-nondeterministic-and-deterministic-one-counter-machines/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0625,Membership of a coverability VASS in FO2,Infinite-state systems and verification,focused,2024,contribution year,2,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,24.11,Vincent Michielini,https://automata.exchange/24.11-membership-of-a-coverability-vass-in-fo2/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0626,Reachability in Reversible Data VASS,Infinite-state systems and verification,focused,2024,contribution year,2,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,24.19,Arka Ghosh,https://automata.exchange/24.19-reachability-in-reversible-data-vass/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0627,$o(n^2)$-time algorithm for coverability in 1-VASS,Infinite-state systems and verification,focused,2023,contribution year,3,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,23.2,Henry Sinclair-Banks,https://automata.exchange/23.02-n-square-time-algorithm-for-coverability-in-1-vass/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0628,Bounds on the length of a coverability path in VASS,Infinite-state systems and verification,focused,2023,contribution year,3,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,23.4,Wojciech Czerwiński,https://automata.exchange/23.04-bounds-length-coverability-vass/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0629,Linear loop synthesis: When d variables are not enough.,Infinite-state systems and verification,focused,2023,contribution year,3,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,23.8,Anton Varonka,https://automata.exchange/23.08-linear-loop-synthesis/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0630,Reachability problem for thin 1-GVASS,Infinite-state systems and verification,focused,2023,contribution year,3,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,23.3,Wojciech Czerwiński,https://automata.exchange/23.03-reachability-problem-for-thin-1-gvass/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0631,The time-complexity of coverability in unary 1-VASS,Infinite-state systems and verification,focused,2023,contribution year,3,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,23.7,Henry Sinclair-Banks,https://automata.exchange/23.07-time-complexity-coverability-unary-1-vass/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0632,Complexity of fixed VAS reachability,Infinite-state systems and verification,focused,2022,contribution year,4,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,22.1,Ismaël Jecker,https://automata.exchange/22.01-complexity-fixed-vas-reachability/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0633,Eventual non-negativity of Matrices,Infinite-state systems and verification,focused,2022,contribution year,4,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,22.17,S. Akshay,https://automata.exchange/22.17-eventual-non-negativity-of-matrices/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0634,Is Markov reachability problem Skolem-Hard for Ergodic Markov chains?,Infinite-state systems and verification,focused,2022,contribution year,4,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,22.16,S. Akshay,https://automata.exchange/22.16-is-markov-reachability-problem-skolem-hard-for-ergodic-markov-chains/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0635,Paired Counter Automata,Infinite-state systems and verification,focused,2022,contribution year,4,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,22.2,Andrei Draghici,https://automata.exchange/22.02-paired-counter-automata/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0636,Universal coverability for Orthant VAS,Infinite-state systems and verification,focused,2022,contribution year,4,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,22.3,David Purser,https://automata.exchange/22.03-universal-coverability-for-orthant-vas/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0637,Universal Positivity Set,Infinite-state systems and verification,focused,2022,contribution year,4,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,22.15,Edon Kelmendi,https://automata.exchange/22.15-universal-positivity-set/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0638,Continuous reachability in ordered data VAS,Infinite-state systems and verification,focused,2019,contribution year,7,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,19.14,Piotrek Hofman,https://automata.exchange/19.14-continuous-reachability-in-ordered-data-vas/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0639,Reachability for bounded branching VASS,Infinite-state systems and verification,focused,2019,contribution year,7,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,19.12,Filip Mazowiecki,https://automata.exchange/19.12-reachability-for-bounded-branching-vass/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0640,Shortest runs in 3-D VASS,Infinite-state systems and verification,focused,2019,contribution year,7,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,19.11,Wojciech Czerwiński,https://automata.exchange/19.11-shortest-runs-in-3-d-vass/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0641,Variants of one-counter systems universality,Infinite-state systems and verification,focused,2019,contribution year,7,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Automata Exchange,19.10,Patrick Totzke,https://automata.exchange/19.10-variants-of-one-counter-systems-universality/,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0642,4-regular graphs from the van der Corput sequence,Information-based complexity and numerical algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23351, section 4.4",Stefan Steinerberger,https://doi.org/10.4230/DagRep.13.8.106,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue08/DagRep.13.8/DagRep.13.8.pdf#page=128,,Algorithms and Complexity for Continuous Problems,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0643,Low discrepancy sets in 2D,Information-based complexity and numerical algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23351, section 4.1",Dmitriy Bilyk,https://doi.org/10.4230/DagRep.13.8.106,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue08/DagRep.13.8/DagRep.13.8.pdf#page=125,,Algorithms and Complexity for Continuous Problems,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
TCS-0644,On a problem of classes of optimal information,Information-based complexity and numerical algorithms,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23351, section 4.5",Mario Ullrich,https://doi.org/10.4230/DagRep.13.8.106,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue08/DagRep.13.8/DagRep.13.8.pdf#page=129,,Algorithms and Complexity for Continuous Problems,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions.",inherited_v1,index_label,original_collection,,False,,,,v1 retained,,v1 classification
