id,title,category,decision,basis,concurrent_addition
TCS-1960,Can a constant-factor approximation be computed in time O(n2−δ ) for some constant δ > 0?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2253,Is there a hyperbolic Steiner (1 + ε)-spanner with only O n/ε(d−1)/2 edges?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3175,What is the query complexity of tolerant EMD testing when we have samples without replacement from the unknown multi-set?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-3848,"The parameterized complexity of embedding into trees of unbounded degree, asked in [7], still remains open.",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4194,"More generally, does an approximate Voronoi diagram of size O(nk+1 ) exist for a set of k-dimensional flats in Rd , for d > k?",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1064,Universality of collinearity logic,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1065,Connected convex RCC8 inference in exists-R,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1066,Exists-R hardness of affine polynomial projection,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1067,Exists-R hardness of affine matrix-rank minimization,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1068,Exists-R hardness of symmetric tensor eigenvalues,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1069,Complexity of testing Zariski-closure membership,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1070,Crossing-free directional-walk realizability hardness,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1071,Crossing thresholds for hard pseudosegment stretchability,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1072,Semialgebraic art galleries in exists-R,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1073,Exists-R hardness of boundary-only guarding,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1074,Bounded-degree unit-disk recognition hardness,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1075,High-girth segment-intersection recognition hardness,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1076,Recognizing hyperbolic convex-set intersection graphs,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1077,Rank-three linear-hypergraph realizability hardness,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1078,Complexity of unrestricted graph slope number,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1079,Fixed-slope upward-planar recognition in NP,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1080,Exists-R hardness of three-dimensional plane covers,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1081,Exists-R hardness of partial drawing extension,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1082,Bounded-degree rectilinear crossing-number hardness,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1083,Realizability of cubic graphs with prescribed rotations,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1084,Exists-R hardness of one-bend RAC drawings,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1085,Exists-R hardness at angular resolution pi/3,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1086,Unit-linkage hardness in arbitrary fixed dimension,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1087,Hardness of four-dimensional simplicial-polytope realizability,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1088,Complexity of three-dimensional Delaunay realizability,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0313,Covering by Double Disks,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0319,Morphing Long-Geodesic Embeddings on the Sphere,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0320,Patterns in Unweighted Planar Graphs,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0323,Polygonal representations of knots,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0325,Recognition of Strongly Hyperbolic Uniform Disk Graphs,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0327,Simple Polygonalizations,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0329,Sub-Alpha-Complex in High Dimension,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0332,Turning Planar Triangulations Inside Out,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0333,Vantage Point Selection,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0334,Weak circle representations of planar graphs,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0335,Flipping Spanning Trees,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0336,Largest Precise Subset (Making Points Precise),Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0337,Partial Vertex Cover in Planar Bipartite Graphs,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0338,Shortest Path Retaining k Obstacles,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0341,Expected Volume of Stochastic Bounding Box,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0343,Polyhedral Surface Approximation,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0345,Complexity of recognizing perfect plane grid embeddings of trees,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0347,Do subcubic trees always admit perfect plane grid embeddings?,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0349,Hamiltonian cycles in first-order Delaunay graphs,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0350,Maximum number of weighted separable planar point subsets,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0351,Minimum-weight perfect matching with odd red-edge parity,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0352,Motion planning with symmetric disconnected direction cones,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0356,Subquadratic preprocessing for substring-LCS comparison queries,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0357,"Tetrahedron multiplicity from face areas, volume and circumradius",Computational geometry and metric spaces,quarantine,specialized,False
TCS-0358,Two-edge-colorings minimizing monochromatic geometric crossings,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0359,Finding small polygons with a fixed number of triangulations; simple polygons with a unique triangulation,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0360,Is G area-universal?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0361,Minimum k dimensional cut of an n dimensional polytope,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0362,Nash equilibria of spanner games,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0364,Stability of Topological Signatures of Graphs,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0365,VC-dimension of inflated polynomials,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0366,Characterization of Planar Lombardi Graphs,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0367,Drawing r-partite hypergraphs,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0368,Self-approaching Networks on Planar Point Sets,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0369,Small Path Covers in Planar Graphs,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0370,Rectangling a Rectangle,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0371,Rolling a Die over a Labeled Board,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0372,Slicing Axes-Parallel Rectangles,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0374,Congruent Partitions of Polygons,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0375,Equiprojective Polyhedra,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0379,Polyhedron with Regular Pentagon Faces,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0380,Trapping Light Rays with Segment Mirrors,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0383,Reflexivity of Point Sets,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0384,Edge-Unfolding Polycubes,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0386,Vertex \pi -Floodlights,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0389,3D Minimum-Bend Orthogonal Graph Drawings,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0390,Lines Tangent to Four Unit Balls,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0392,Transforming Polygons via Vertex-Centroid Moves,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0393,Volume Maximizing Convex Shape,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0394,Monochromatic Triangles,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0395,Most Circular Partition of a Square,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0396,Pallet Loading,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0397,Traveling Salesman Problem in Solid Grid Graphs,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0400,3-Colorability of Arrangements of Great Circles,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0404,The Number of Pointed Pseudotriangulations,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0407,Extending Pseudosegment Arrangements by Subdivision,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0409,Minimum-Link Path in 2D,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0424,Efficient computation of topological information gain,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0426,Monotonicity of Euclidean metric magnitude,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0436,Balanced triangulation Gray codes,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0437,Diameter of rectangulation flip graph,Computational geometry and metric spaces,quarantine,specialized,False
TCS-0438,Pattern-Matching on Braids,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0439,Representing Graphs by Polygon Contact in 3D,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-0311,Approximate Simplification of Flag Filtrations,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0314,DAG Covers for Directed Graph Classes,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0316,Fixed points of compositions of monotone polynomials,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1155,Is there a linear time SSSP algorithm for the intersection graph of a κ-thick cubical neighborhood system in Rd ?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1163,Can the rectangle covering number be computed efficiently?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1186,The main conjecture in this area remains open: does every triangulation on n vertices admit a polychromatic 2-coloring with discrepancy at most n3 ?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1198,"However, computation is purely sequential, and how to capture concurrent visibility as a type system remains open.",Computational geometry and metric spaces,quarantine,fragment,False
TCS-1212,The hardness of computing a minimum dilation tournament is an open problem.,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1217,Whether the lower bound also holds for unit disk graphs remains an open question.,Computational geometry and metric spaces,quarantine,followup,False
TCS-1222,"Finally, we note that the existence of an approximation algorithm for Small GD-Cover remains open.",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1240,"Reachability in VASS of SCC dimension gscc = 2 and gscc = 3 is in PSpace and ExpSpace, respectively.",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1242,"First, does a PTAS exist for the Hitting Set problem with (f, r)-piercing regions?",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1257,"We conjecture that, apart from the symmetric case, knowledge of the network topology G suffices to yield a terminating leader election algorithm.",Computational geometry and metric spaces,quarantine,followup,False
TCS-1274,It also remains open whether a lens system with rational parameters can be constructed for sufficiently large rational total length (from start to finish).,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1289,"Finally, the computational complexity of the min-sum two-watchman route problem in simple polygons remains open.",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1290,It remains open whether O(log n)-competitive algorithms are possible for geometric objects of arbitrary sizes in dimensions d ≥ 3.,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1291,"As discussed earlier, we do not know how to build the Voronoi diagram in a fragility-sensitive way due to the potential for high-degree vertices.",Computational geometry and metric spaces,quarantine,followup,False
TCS-1293,A natural question that remains open is whether Winkler’s conjecture holds for monotone Venn diagrams.,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1294,"For every triangulation K on n vertices of a connected compact surface without boundary, {1, 3, n} ∈ ∆ex (K).",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1297,"It is unknown whether α˚ can be computed faster directly, without RVDpSq.",Computational geometry and metric spaces,quarantine,fragment,False
TCS-1323,"It remains an open to obtain upper bounds for stretch 3 ≤ t < 7 on the line, and for any t > 3 in […]",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1339,"For question (ii), we conjecture that the answer remains affirmative as well, and that reducing the graph to one of bounded treewidth remains the correct […]",Computational geometry and metric spaces,quarantine,fragment,False
TCS-1354,"In particular, known constructions have not been analyzed in terms of lightness, and it remains open whether one can achieve near-optimal weight while retaining asymptotically […]",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1355,"The additive error distw (u, v) − ∥u − v∥2 of w : E(Grid) → R≥0 is a function of d = ∥u − v∥2 […]",Computational geometry and metric spaces,quarantine,specialized,False
TCS-1356,Diameter-∆ of the intersection graph of low-complexity geometric objects (regardless of the dimension) can be solved in truly-subquadratic time if the VC dimension of ∆-neighborhoods […],Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1357,"Although we do not know how to improve Corollary 7, we are currently working on ideas that might further improve the time bound of Corollary […]",Computational geometry and metric spaces,quarantine,fragment,False
TCS-1358,"In Section 6 we preset lower bounds on the obstacles-separation, and we leave open the question of what is the upper bound on ω when […]",Computational geometry and metric spaces,quarantine,fragment,False
TCS-1359,"Furthermore, although successful for censuses with at most 9 tetrahedra, it is unknown whether step 3 will separate all cases within a computable scope, or […]",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1365,"For PQ learning (Definition 42), Goel et al. (2024) showed that L2 -sandwiching suffices for efficiency, but it remains an open question whether a similar […]",Computational geometry and metric spaces,quarantine,followup,False
TCS-1383,The complexity of SymISR for bipartite graphs and distance-hereditary graphs remains open; we leave this as a future direction.,Computational geometry and metric spaces,quarantine,followup,False
TCS-1386,"Nevertheless, we conjecture that the diameter is still Θ(log n) in this case, and a proof of this conjecture would be highly interesting.",Computational geometry and metric spaces,quarantine,followup,False
TCS-1389,Note that while performing classification on these datasets is considered solved – understanding how machine learning models achieve their good performance is an open problem.,Computational geometry and metric spaces,quarantine,fragment,False
TCS-1405,Is the minimum WSPD problem NP-Hard in R?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1409,"More specifically, how many vertices can there be when k = m/2?",Computational geometry and metric spaces,quarantine,fragment,False
TCS-1414,Is there a significant leap between two and three dimensions?,Computational geometry and metric spaces,quarantine,fragment,False
TCS-1421,Can similar timeline-based ideas be adapted to other geometric graph classes?,Computational geometry and metric spaces,quarantine,followup,False
TCS-1423,What is the practical relevance of the upper bounds derived in the first part of the paper?,Computational geometry and metric spaces,quarantine,followup,False
TCS-1428,"Is the existential theory of special linear matrices ∃R-hard, too?",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1431,Is it possible to solve Ulam Metric 1-Center for k = 1 in dO(d) · (nm)O(1) time similarly to Closest String?,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1432,What is the maximum value α such that every n-vertex planar graph contains a one-bend collinear set of size αn − O(1)?,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1433,Are there similar characterizations for other online problems with monotone recourse?,Computational geometry and metric spaces,quarantine,followup,False
TCS-1445,"Are there any pairs of regular n-gons and m-gons that can be dissected into three pieces, where n ̸= m?",Computational geometry and metric spaces,quarantine,specialized,False
TCS-1449,"Is there a function f such that Sk,n ≤ f (k) n for all k ∈ N?",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1456,Can similar results on the complexity of computing the diameter and radius also be shown in a geometric setting?,Computational geometry and metric spaces,quarantine,followup,False
TCS-1470,Can the more global topological information provided by the depth poset be harvested to get faster or better methods for topology optimization?,Computational geometry and metric spaces,quarantine,followup,False
TCS-1523,"Is it possible to remove the log2 k factor in the exponent of our algorithm for Long Path, and to make the algorithm deterministic?",Computational geometry and metric spaces,quarantine,followup,False
TCS-1524,Is this approach specific to lozenge tilings or does it apply to a broader class of planar tilings whose configurations can be encoded by monotone […],Computational geometry and metric spaces,quarantine,followup,False
TCS-1533,"Is the edge density of simple graphs that admit a (simple, non-homotopic) 4 -free drawing quadratic in n?",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1547,Are there 3-planar n-vertex graphs G with cr(G) = 5.5(n − 2)?,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1592,"We leave open whether such an extension is possible, and also potential applications.",Computational geometry and metric spaces,quarantine,fragment,False
TCS-1606,"Finally, the well-known Problem 1, which asks whether or not T (n) ∈ Θ(n) [14], still remains open.",Computational geometry and metric spaces,quarantine,fragment,False
TCS-1611,"We leave the exact lin⟨Σ⟩ complexity of the first linear level (i.e., SatDAG,L1 ) for future work, but we conjecture that it is ∃RΣ -complete.",Computational geometry and metric spaces,quarantine,specialized,False
TCS-1621,The vacancy problem is PSPACE-complete in the single step model.,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1636,"Finally, can we generalize the planar studies of distances among weighted regions [9,17,30] to R3 ?",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1654,"While research has focused on the problem with vertex guards, the variant involving point guards remains an open question.",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1675,The extremal filtrations described in Section 7 achieve the maximal total persistence over any edgewise filtration of flag complexes in homology degree 1.,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1676,"As a starter, we conjecture that Pd,3 = Pd−1,3 + Pd−1,2 + Pd−1,1 + 3.",Computational geometry and metric spaces,quarantine,specialized,False
TCS-1677,Every pairwise intersecting arrangement of n ⩾ 3 pseudocircles has at least n − 1 triangles.,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1679,Does every point set admit an oriented t-spanner with t < 2?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1686,"On the algorithmic front, we leave open whether MaxIndependentFamilyWithHoles is fixed-parameter tractable w.r.t. the number of holes.",Computational geometry and metric spaces,quarantine,specialized,False
TCS-1689,"While we perform a single visit of an internal node in an optimal (constant) time, the expected complexity of the query remains an open problem.",Computational geometry and metric spaces,quarantine,fragment,False
TCS-1712,We conjecture that the performance of the algorithm for non-triangulated graphs can be further improved by considering different hole weight functions and by engineering the […],Computational geometry and metric spaces,quarantine,followup,False
TCS-1731,"Is it possible to solve Network Diversion in time f (c) · nO(1) for some function f , where c is the crossing number of […]",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1734,An equally fascinating problem is the worst-case dilation of triangulations; here we conjecture that the asymptotic dilation for regular n-gons corresponds to the worst-case dilation […],Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1746,This problem remains open: The current best lower and upper bounds are Ω(log n) and O(log2 n) [2].,Computational geometry and metric spaces,quarantine,fragment,False
TCS-1757,"In those problem settings, we conjecture that our algorithm in Section 5.2 can be directly applied, with visibility range less than Θ(log n).",Computational geometry and metric spaces,quarantine,followup,False
TCS-1762,"We conjecture that tight instances exist in these spaces, i.e., the spanner bounds obtained in [25, 22] are optimal for every stretch t.",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1793,"Can a (truly) sub-quadratic algorithm be devised for disks, unit disks, or axis-aligned segments?",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1802,What is the complexity of finding shortest flip sequences between odd matchings in convex point sets?,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1805,Can hybrid methods be developed that combine elements of both approaches?,Computational geometry and metric spaces,quarantine,followup,False
TCS-1808,Can the update time be reduced?,Computational geometry and metric spaces,quarantine,fragment,False
TCS-1815,How practical is the dynamic program for the tree metric?,Computational geometry and metric spaces,quarantine,followup,False
TCS-1822,"How far can it be reduced, without substantially increasing the space and preprocessing time, in Theorems 7, 8, 9, and 12?",Computational geometry and metric spaces,quarantine,fragment,False
TCS-1826,Can we establish a d > 3 such that 3-SUM is complete for FOPZ formulas of inequality dimension at most d?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1849,Can we efficiently approximate the minimum-dilation spanner of tree-width k in terms of its dilation within a factor better than O(n/k d/d−1 )?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1850,"For any integers t, d ≥ 1, every n-vertex graph G ∈ Ctd has a balanced separator of size Ot,d (n1− d+1 ). 1",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1852,Is the Min-Sum problem for two squares in a general polygonal environment in P?,Computational geometry and metric spaces,quarantine,specialized,False
TCS-1853,"We highlight two open directions: First, can the O(log ∆) dependence be removed?",Computational geometry and metric spaces,quarantine,followup,False
TCS-1854,"Given d ≥ 3, is there a bipartite d-degenerate graph that is not pandichotomous in Rd−1 ?",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1883,"On the other hand, our polynomial time approximation for the more challenging cost1,∞ (C, P) in Section 6 is slower, and we leave it as […]",Computational geometry and metric spaces,quarantine,followup,False
TCS-1896,"We instead propose a different question: can we replace the orthogonal range search structure by different kinds of data structures, to extend split and list […]",Computational geometry and metric spaces,quarantine,followup,False
TCS-1909,"Are there implicit geometric intersection graphs, such as unit-disk graphs or say, interval graphs, for which the exact densest subgraph can be computed in sub-quadratic […]",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1910,"We study different variants of the following question: Given a set S of n points in a polygon P , does there always exist two […]",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-1911,"As far as 2-point link distance queries go, in polygonal domains with holes, even visibility queries (Do s and t see each other, i.e., is […]",Computational geometry and metric spaces,quarantine,fragment,False
TCS-1932,Is there a subquadratic algorithm for Diameter or k-Diameter for unit-disk intersection graphs?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1987,We conjecture that the bound should resemble the bound O(nλs+2 (n)) shown in [37] under the favorable cross section assumption.,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-2000,"Finally, it is an open question to evaluate whether the optimized parameters are good proxies for graph readability.",Computational geometry and metric spaces,quarantine,fragment,False
TCS-2004,We conjecture that the graph HN has a Hamilton cycle for all N ≥ 9 that are divisible by 3.,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-2011,Can we improve the exponential dependence of the success probability on 1/δ?,Computational geometry and metric spaces,quarantine,followup,False
TCS-2016,"However, it remains an open problem whether rational coordinates always suffice in an optimal packing.",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2024,"It remains open to characterize a reconfigurable triangular grid graph, when it is a factor-critical graph with no vertex of degree 6, but not locally-connected.",Computational geometry and metric spaces,quarantine,specialized,False
TCS-2050,"In light of Lemma 11, we do not know whether the △pab has a circumcircle, so we run the test from △abc.",Computational geometry and metric spaces,quarantine,fragment,False
TCS-2067,We leave it as an open question for future work to determine the exact query complexity of non-metric MST in the weak-strong oracle model.,Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
TCS-2105,"Finally, we have only considered non-separating closed curves, and leave open the complexity of computing a shortest separating closed curve with a given topological type […]",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2106,"When the Hausdorff distance between S and M is very small, however, we conjecture to have homotopy equivalent shadow of Rβ (S), hence providing a […]",Computational geometry and metric spaces,quarantine,followup,False
TCS-2112,"Therefore we conjecture that the same lower bound holds for the topological expressivity of neural networks with sigmoidal activation function, which would generalise the lower […]",Computational geometry and metric spaces,quarantine,followup,False
TCS-2113,"Of course, a number of interesting questions remain open, e.g., are there computationally efficient ways to implement doubly-optimistic strategies for large U ; or if […]",Computational geometry and metric spaces,quarantine,followup,False
TCS-2143,We leave the question of whether this bound can be further improved as an open problem for further research.,Computational geometry and metric spaces,quarantine,fragment,False
TCS-2182,What is the complexity of PackIt! as a 2-player game?,Computational geometry and metric spaces,quarantine,specialized,False
TCS-2194,Are there any methods for finding a point at rational distance to families of five-point sets?,Computational geometry and metric spaces,quarantine,specialized,False
TCS-2196,How many ways can one draw a graph?,Computational geometry and metric spaces,quarantine,fragment,False
TCS-2197,What is the complexity of finding non-strict upward planar embeddings of trees on a given grid?,Computational geometry and metric spaces,quarantine,specialized,False
TCS-2199,Can the dependency of c(α) on α in (2) be improved?,Computational geometry and metric spaces,quarantine,followup,False
TCS-2207,What properties should the data and query distribution satisfy so that the running time is polynomial in d as well?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2215,Can we prove a real version of Toda’s theorem [30]?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2216,What is the complexity of Simple AT-graph Realizability if λ(A) is 4 or 5?,Computational geometry and metric spaces,quarantine,specialized,False
TCS-2226,"If we have t arbitrary radii as in DC, does the problem become APX-hard?",Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2233,Are there hereditary (or even monotone) classes of local complexity Ω(nc ) for c > 1?,Computational geometry and metric spaces,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-2239,"For the problem variants MFDSC and MIFD, can we find all ∞-safe paths in polynomial time?",Computational geometry and metric spaces,retain,retain after second look: significant or uncertain boundary,False
