id,title,category,state,reason_code,reason,duplicate_of,source
TCS-2980,"Unfortunately, we do not know how to identify the simplices of SX , but we do know that they belong to the collection of all […]",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Unfortunately, we do not know how to identify the simplices of SX , but we do know that they belong to the collection of …”.",,https://proceedings.mlr.press/v178/kur22a.html
TCS-3112,We leave the possibility of achieving such a bound as an open problem.,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “We leave the possibility of achieving such a bound as an open problem.”.",,https://proceedings.mlr.press/v134/chen21f.html
TCS-3116,One of the most obvious problems that we leave open is to close the gap between the bounds in Theorems 5 and 6.,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “One of the most obvious problems that we leave open is to close the gap between the bounds in Theorems 5 and 6.”.",,https://proceedings.mlr.press/v134/qiao21a.html
TCS-3127,"5 Extensions and open problems We conclude with some generalizations of the algorithms presented and the lower bounds obtained, and with comments on some of […]",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “5 Extensions and open problems We conclude with some generalizations of the algorithms presented and the lower bounds obtained, and with comments on some …”.",,https://doi.org/10.4230/LIPIcs.ICALP.2021.14
TCS-3137,"The challenge is that despite Ki being simple (i.e., having few faces), we do not know how to sample uniformly and efficiently from V ∩ […]",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “The challenge is that despite Ki being simple (i.e., having few faces), we do not know how to sample uniformly and efficiently from V …”.",,https://doi.org/10.4230/LIPIcs.SoCG.2021.12
TCS-3143,Finally we remark that we get the stronger computationally efficient guarantee for the spectral norm error (as for the Frobenius norm error) if we can […],Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Finally we remark that we get the stronger computationally efficient guarantee for the spectral norm error (as for the Frobenius norm error) if we …”.",,https://proceedings.mlr.press/v134/awasthi21a.html
TCS-3167,"Although we made progress in this paper, it still remains open for families of bounded VC-dimension.",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Although we made progress in this paper, it still remains open for families of bounded VC-dimension.”.",,https://doi.org/10.4230/LIPIcs.SoCG.2021.37
TCS-3169,We conjecture that our lower bound is in fact optimal in both smoothness regimes.,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “We conjecture that our lower bound is in fact optimal in both smoothness regimes.”.",,https://proceedings.mlr.press/v134/carmon21a.html
TCS-3170,"As far as we know, our lower bound does not prohibit such a method and this possibility remains open.",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “As far as we know, our lower bound does not prohibit such a method and this possibility remains open.”.",,https://proceedings.mlr.press/v134/chen21c.html
TCS-3296,"With that said, we conjecture that this term is actually non-negative, at least in a close",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “With that said, we conjecture that this term is actually non-negative, at least in a close”.",,https://proceedings.mlr.press/v134/safran21a.html
TCS-3306,What is the smallest possible value of |Xσ|∞ that can be achieved algorithmically in polynomial time?,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “What is the smallest possible value of |Xσ|∞ that can be achieved algorithmically in polynomial time?”.",,https://proceedings.mlr.press/v125/turner20a.html
TCS-3310,"In other words, given any set X ∈ R2 , can you always find a triangle T with vertices in X so that X is […]",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “In other words, given any set X ∈ R2 , can you always find a triangle T with vertices in X so that X …”.",,https://proceedings.mlr.press/v125/paes-leme20a.html
TCS-3428,"While we can currently show that there is at least one such eigenvalue, we do not know if the matrix M τ has rank at […]",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “While we can currently show that there is at least one such eigenvalue, we do not know if the matrix M τ has rank …”.",,https://proceedings.mlr.press/v125/chen20a.html
TCS-3430,"From a theoretical point of view, a fundamental question remains open – what is the minimal computational complexity of any algorithm that can achieve the […]",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “From a theoretical point of view, a fundamental question remains open – what is the minimal computational complexity of any algorithm that can achieve …”.",,https://proceedings.mlr.press/v125/misra20a.html
TCS-3711,"On the other hand, we do not know how to improve on this algorithm even for t = 2.",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “On the other hand, we do not know how to improve on this algorithm even for t = 2.”.",,https://proceedings.mlr.press/v99/hazla19a.html
TCS-3796,"We pretend that we do not know the correspondence information, run our MMD-MA algorithm, and see how well our algorithm can align the two manifolds […]",Learning theory,quarantined,fragment,"The text describes hiding correspondence information in a manifold-alignment experiment. It is an experimental procedure, not a conjecture.",,https://doi.org/10.4230/LIPIcs.WABI.2019.10
TCS-4133,"We conjecture that in the setting of Assump- √ tion (A5), the lower bound is O(1/ n) as well.",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “We conjecture that in the setting of Assump- √ tion (A5), the lower bound is O(1/ n) as well.”.",,https://proceedings.mlr.press/v65/flammarion17a.html
TCS-4137,"However, the question of whether the upper and the lower values coincide remains open.",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “However, the question of whether the upper and the lower values coincide remains open.”.",,https://proceedings.mlr.press/v76/ryabko17a.html
TCS-4182,We leave it as an P open problem whether this can be done.,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “We leave it as an P open problem whether this can be done.”.",,https://proceedings.mlr.press/v65/potechin17a.html
TCS-4256,"The challenge with using this approach is that the label of the samples is not known for the classification, i.e., | | given (x, f […]",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “The challenge with using this approach is that the label of the samples is not known for the classification, i.e., | | given (x, …”.",,https://proceedings.mlr.press/v65/balkanski17a.html
TCS-4276,"Alternatively, can one prove a lower bound of Ωpd T q?",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Alternatively, can one prove a lower bound of Ωpd T q?”.",,https://proceedings.mlr.press/v49/hazan16.html
TCS-4328,"Partition a set of n vertices at random into sets A, B.",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Partition a set of n vertices at random into sets A, B.”.",,https://proceedings.mlr.press/v49/florescu16.html
TCS-4333,"There are a number of open questions, a few of which we list here: 1. (Collision Probability) For the collision probability question, what is the […]",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “There are a number of open questions, a few of which we list here: 1. (Collision Probability) For the collision probability question, what is …”.",,https://doi.org/10.4230/LIPIcs.ESA.2016.32
TCS-4375,"We conjecture that such an algorithm is possible, and our mildly super-polynomial runtime may be viewed as an indication of the plausibility of this conjecture.",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “We conjecture that such an algorithm is possible, and our mildly super-polynomial runtime may be viewed as an indication of the plausibility of this …”.",,https://proceedings.mlr.press/v49/diakonikolas16b.html
TCS-4450,Our modified benchmark amounts to eliminating unreciprocated altruism: we assume that Alice has roughly as many opportunities5 to help Bob as Bob has to help […],Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Our modified benchmark amounts to eliminating unreciprocated altruism: we assume that Alice has roughly as many opportunities5 to help Bob as Bob has to …”.",,https://proceedings.mlr.press/v49/christiano16.html
TCS-4497,We must retain the error term as we do not know a priori whether the error derivative term has a complex component or not.,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “We must retain the error term as we do not know a priori whether the error derivative term has a complex component or not.”.",,https://proceedings.mlr.press/v40/Vempala15.html
TCS-4520,"This is essentially due to the smoothness of the squared loss, and we do not know if it is tight.",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “This is essentially due to the smoothness of the squared loss, and we do not know if it is tight.”.",,https://proceedings.mlr.press/v40/Cesa-Bianchi15.html
TCS-4580,"Note that, a priori, we do not know whether i = 1 or i = 2.",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Note that, a priori, we do not know whether i = 1 or i = 2.”.",,https://proceedings.mlr.press/v35/daskalakis14.html
TCS-4607,Some of our lower bounds nearly match the best known upper bounds and we conjecture that the rest of our bounds can be improved as […],Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Some of our lower bounds nearly match the best known upper bounds and we conjecture that the rest of our bounds can be improved …”.",,https://proceedings.mlr.press/v35/daniely14a.html
TCS-4628,We believe this issue is worthy of further exploration and leave it as an open problem.,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “We believe this issue is worthy of further exploration and leave it as an open problem.”.",,https://proceedings.mlr.press/v30/Mahdavi13.html
TCS-4643,"However, what are the ingredients needed for the method to succeed in general?",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “However, what are the ingredients needed for the method to succeed in general?”.",,https://proceedings.mlr.press/v30/Koolen13.html
TCS-4921,Collision Resistance of Single-Layer Neural Nets — Unresolved-question passage on page 7,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “We leave confirming this conjecture, or finding algorithmic counterexamples, as an open direction for future work.”.",,https://eprint.iacr.org/2026/1143
TCS-5089,Statistical guarantees for generative models without domination — Explicit open question on PDF page 9,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “As mentioned earlier, (6) is a consequence of (4) and we do not know whether the latter is tight.”.",,https://proceedings.mlr.press/v132/schreuder21a.html
TCS-5120,Making Progress Based on False Discoveries — Explicit open question on PDF page 8,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “This is reminiscent to a similar problem that was studied by [13], but there it is unknown what are the rounds of adaptivity.”.",,https://doi.org/10.4230/LIPIcs.ITCS.2024.76
TCS-5211,A Dimension-free Computational Upper-bound for Smooth Optimal Transport Estimation — Explicit open question on PDF page 7,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “This can be beneficial if we do not know X, Y or we do not know how to sample from them.”.",,https://proceedings.mlr.press/v134/vacher21a.html
TCS-5213,A General Characterization of the Statistical Query Complexity — Explicit open question on PDF page 12,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “If we do not know a priori whether p ≤ 1/2 we can ask both queries.”.",,https://proceedings.mlr.press/v65/feldman17c.html
TCS-5249,Costly Zero Order Oracles — Unresolved-question passage on page 12,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Even for d = 2, we do not know if this lower bound is tight.”.",,https://proceedings.mlr.press/v125/paes-leme20a.html
TCS-5298,The Gap Between Model-Based and Model-Free Methods on the Linear Quadratic Regulator: An Asymptotic Viewpoint — Unresolved-question passage on page 11,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Uniform integrability then implies (Lemma A.5) that the limit of the scaled risk T · E[kPbplug (T ) − P?”.",,https://proceedings.mlr.press/v99/tu19a.html
TCS-5385,On the Complexity of Learning with Kernels — Unresolved-question passage on page 11,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “As in the case of Corollary 8, we do not know whether our lower bound is tight.”.",,https://proceedings.mlr.press/v40/Cesa-Bianchi15.html
TCS-5479,Robust Empirical Risk Minimization with Tolerance — Explicit open question on PDF page 1,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Developing robust algorithms with provable guarantees has been an important research direction in recent years, both for parametric Khim and Loh (2018); Attias et …”.",,https://proceedings.mlr.press/v201/bhattacharjee23a.html
TCS-5549,Impossible Tuning Made Possible: A New Expert Algorithm and Its Applications — Unresolved-question passage on page 14,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “One caveat is that the trick we apply in Implications 2-4 of Section 2.1 (that mt can depend on `t even though it is …”.",,https://proceedings.mlr.press/v134/chen21f.html
TCS-5584,Random Separating Hyperplane Theorem and Learning Polytopes — Unresolved-question passage on page 16,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “For rest of the section, we address the following question: given the set W , and parameters ε, δ, is there a (ε, δ)-ENV(W …”.",,https://doi.org/10.4230/LIPIcs.ICALP.2024.25
TCS-5607,Computational Limitations in Robust Classification and Win-Win Results — Explicit open question on PDF page 7,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Indeed, for the Blum-Blum-Shub trapdoor PRG (and related constructions such as the one of Micali and Schnorr (Micali and Schnorr, 1991)) considered in BLPR, …”.",,https://proceedings.mlr.press/v99/degwekar19a.html
TCS-5743,Minimax Fixed-Design Linear Regression — Explicit open question on PDF page 6,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “The condition appears to be restrictive: it is satisfied if the covariates are approximately orthonormal, which essentially corresponds to playing d interleaved independent one-dimensional …”.",,https://proceedings.mlr.press/v40/Bartlett15.html
TCS-5744,"Achieving the Bayes Error Rate in Stochastic Block Model by SDP, Robustly — Explicit open question on PDF page 3",Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “As it is a priori unknown what Y b should look like, we do not know which matrix to certify and how to construct …”.",,https://proceedings.mlr.press/v99/fei19a.html
TCS-5886,Exact Recovery of Sparsely-Used Dictionaries — Explicit open question on PDF page 5,Learning theory,quarantined,fragment,The text explains how two formulations of a recovery problem are equivalent despite unknown inputs; it does not formulate an open problem.,,https://proceedings.mlr.press/v23/spielman12.html
TCS-6305,Towards an Atlas of Computational Learning Theory — Explicit open question on PDF page 6,Learning theory,quarantined,fragment,"The saved passage does not identify a sufficiently independent research target: its meaning depends on surrounding proof, algorithm or source-specific context. Reinstatement needs a precise question and a case for its independent significance. Saved target: “Furthermore, this approach points out gaps in our knowledge about learning criteria and thus focuses research efforts: maps which leave open problems are typically …”.",,https://doi.org/10.4230/LIPIcs.STACS.2016.47
TCS-1156,Can we develop techniques to handle monotone adversaries in distributiondependent computational learning settings?,Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Can we develop techniques to handle monotone adversaries in distributiondependent computational learning settings?”.",,https://proceedings.mlr.press/v313/larsen26a.html
TCS-1189,"While such primal-dual methods exist for the related Partial Vertex Cover problem [34], developing one for the partition generalization is an open question.",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “While such primal-dual methods exist for the related Partial Vertex Cover problem [34], developing one for the partition generalization is an open question.”.",,https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2026.8
TCS-1247,The main question we leave open is finding the optimal dependence on ε for adaptive algorithms.,Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “The main question we leave open is finding the optimal dependence on ε for adaptive algorithms.”.",,https://doi.org/10.4230/LIPIcs.ICALP.2026.63
TCS-1284,"As an orthogonal concern, it remains open whether more sophisticated classifiers (e. g. graph neural networks) with less interpretable features may boost Claim sensitivity.",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “As an orthogonal concern, it remains open whether more sophisticated classifiers (e. g. graph neural networks) with less interpretable features may boost Claim sensitivity.”.",,https://doi.org/10.4230/LIPIcs.SEA.2026.2
TCS-1285,Is there a way to lift the results to FNNs of arbitrary input dimension?,Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Is there a way to lift the results to FNNs of arbitrary input dimension?”.",,https://doi.org/10.4230/LIPIcs.STACS.2026.1
TCS-1303,We leave open the question of whether it is possible to achieve the O(1/nt) error rate for all rounds simultaneously.,Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We leave open the question of whether it is possible to achieve the O(1/nt) error rate for all rounds simultaneously.”.",,https://proceedings.mlr.press/v313/amin26a.html
TCS-1311,"Several directions remain open, including extending the framework to non-uniform learners, and developing analogous tradeoffs for other resources such as time and sample complexities.",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Several directions remain open, including extending the framework to non-uniform learners, and developing analogous tradeoffs for other resources such as time and sample complexities.”.",,https://proceedings.mlr.press/v336/flammarion26a.html
TCS-1364,Naively inserting a robust estimator at each step fails to attain optimal rates: privatizing every iterate over- √ whelms utility (we conjecture ∼ O(1/ n) […],Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Naively inserting a robust estimator at each step fails to attain optimal rates: privatizing every iterate over- √ whelms utility (we conjecture ∼ O(1/ …”.",,https://proceedings.mlr.press/v336/ghazi26a.html
TCS-1385,"Second, and related to this, the question of finding a good vtree in practice remains open.",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Second, and related to this, the question of finding a good vtree in practice remains open.”.",,https://doi.org/10.4230/LIPIcs.SAT.2026.10
TCS-1392,We leave this problem of tightly characterizing the transition time in general dimension open for future work.,Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We leave this problem of tightly characterizing the transition time in general dimension open for future work.”.",,https://proceedings.mlr.press/v336/crawshaw26a.html
TCS-1506,"This gives a polynomial-time algorithm when c is constant, but we leave it as an interesting open question whether the dependence on 1/c can be […]",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “This gives a polynomial-time algorithm when c is constant, but we leave it as an interesting open question whether the dependence on 1/c can …”.",,https://proceedings.mlr.press/v336/goel26a.html
TCS-1575,Finding efficient ways to explore multiple discrepancy choices for globally optimal distributions remains an open challenge for future work.,Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Finding efficient ways to explore multiple discrepancy choices for globally optimal distributions remains an open challenge for future work.”.",,https://doi.org/10.4230/LIPIcs.CONCUR.2025.20
TCS-1629,"Importantly, how about other activations than ReLU [34]?",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Importantly, how about other activations than ReLU [34]?”.",,https://doi.org/10.4230/LIPIcs.ICDT.2025.9
TCS-1692,"Can the runtime depend exponentially only on min(|𝒜|, |ℬ|)?",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Can the runtime depend exponentially only on min(|𝒜|, |ℬ|)?”.",,https://proceedings.mlr.press/v291/assos25a.html
TCS-1740,"We leave it as an open question whether it is possible to improve the time-invariant construction of Lemma 12, and reduce the required dimensionality, and […]",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We leave it as an open question whether it is possible to improve the time-invariant construction of Lemma 12, and reduce the required dimensionality, …”.",,https://proceedings.mlr.press/v291/joshi25a.html
TCS-1744,"However, it remains open whether our tractability results could also be lifted to this version of the problem.",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “However, it remains open whether our tractability results could also be lifted to this version of the problem.”.",,https://doi.org/10.4230/LIPIcs.CSL.2025.8
TCS-1765,"We conjecture that this result can be extended to infinite domains X , perhaps via topological arguments.",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We conjecture that this result can be extended to infinite domains X , perhaps via topological arguments.”.",,https://proceedings.mlr.press/v272/asilis25b.html
TCS-1767,Whether our theoretical guarantees extend to these settings remains open and an important direction for future work.,Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Whether our theoretical guarantees extend to these settings remains open and an important direction for future work.”.",,https://proceedings.mlr.press/v291/kumar25a.html
TCS-1774,Is there a way to eliminate the additional α in the sample complexity?,Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Is there a way to eliminate the additional α in the sample complexity?”.",,https://doi.org/10.4230/LIPIcs.CCC.2025.6
TCS-1862,Can the analysis be improved for some of those algorithms?,Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Can the analysis be improved for some of those algorithms?”.",,https://proceedings.mlr.press/v272/cunha25a.html
TCS-1885,We note however that there is still a small polynomial gap between our sample complexity lower bounds to the known (nearly tight) bounds for generic […],Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We note however that there is still a small polynomial gap between our sample complexity lower bounds to the known (nearly tight) bounds for …”.",,https://proceedings.mlr.press/v272/schliserman25a.html
TCS-1889,"Bakshi et al. (2022), do not need to assume a condition number or radius bound like in Theorem 1, and we leave as an important […]",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “Bakshi et al. (2022), do not need to assume a condition number or radius bound like in Theorem 1, and we leave as an …”.",,https://proceedings.mlr.press/v291/chen25e.html
TCS-1920,"We conjecture that our principal results extend to this generalization as well, given a suitable range counting",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “We conjecture that our principal results extend to this generalization as well, given a suitable range counting”.",,https://doi.org/10.4230/LIPIcs.WADS.2025.4
TCS-2072,"However, we conjecture that sample splitting is not required for the guarantee in Corollary 7.",Learning theory,quarantined,followup,"This is an extension or refinement of a particular construction, algorithm or analysis. The saved record does not establish consequences broad enough to prioritize it as a separate problem in the 1,000-problem atlas. Saved target: “However, we conjecture that sample splitting is not required for the guarantee in Corollary 7.”.",,https://proceedings.mlr.press/v247/li24b.html
