id,source_id,source_title,source_locator,source_pages,title,question,kind,current_status,selection,catalogue_ids,verification_note,selection_note,verification_urls
personal-270:1.1.1,personal-270,Quantum Computation and Quantum Information,1.1.1,40,Physical universality of quantum computation,Can the standard universal quantum-computer model efficiently simulate every physically realizable system? The physical theory and simulation criterion remain to be specified.,research_direction,source_open_unchecked,not_imported_direction,,,A physical modelling programme; the passage does not specify one mathematical proposition.,
personal-270:1.4,personal-270,Quantum Computation and Quantum Information,1.4,74,P versus NP,Does every polynomially verifiable decision problem have a deterministic polynomial-time algorithm?,question,source_open_unchecked,existing_record,TCS-0001,,Same target is already represented; retain its existing identifier.,
"personal-270:1.4, quantum complexity",personal-270,Quantum Computation and Quantum Information,"1.4, quantum complexity",75,NP inside BQP,Can bounded-error polynomial-time quantum computation solve every problem in NP?,question,source_open_unchecked,existing_record,TCS-0037,,Same target is already represented; retain its existing identifier.,
"personal-270:5, final discussion",personal-270,Quantum Computation and Quantum Information,"5, final discussion",277,Quantum graph isomorphism,Is graph isomorphism solvable by a polynomial-time quantum algorithm?,question,source_open_unchecked,existing_record,TCS-6522,,Same target is already represented; retain its existing identifier.,
"personal-270:Chapter 5, hidden-subgroup discussion",personal-270,Quantum Computation and Quantum Information,"Chapter 5, hidden-subgroup discussion",278,Efficient nonabelian hidden-subgroup measurements,Can the information obtainable with few hidden-subgroup oracle queries be decoded using a polynomial number of quantum operations?,question,source_open_unchecked,related_existing_record,TCS-7166,,Efficient decoding of the hidden-subgroup information is part of the existing general hidden-subgroup goal; source representation details remain necessary.,
"personal-270:12, product-state capacity",personal-270,Quantum Computation and Quantum Information,"12, product-state capacity",87,Additivity of classical quantum-channel capacity,Does entanglement across channel uses fail to increase classical communication capacity beyond the product-state expression?,question,resolved_negative,not_imported_resolved,,Hastings disproves general additivity. The anniversary-edition preface itself notes this development; the older chapter passage is historical.,,https://arxiv.org/abs/0809.3972
"personal-270:Problem 12.7, historical discussion",personal-270,Quantum Computation and Quantum Information,"Problem 12.7, historical discussion",640,Quantum channel capacity,Determine quantum-channel capacity. The source-era discussion predates the general regularized coding theorem; particular single-letter capacities are separate questions.,question,partially_resolved_direction,not_imported_needs_formulation,,The quantum channel coding theorem gives the regularized coherent-information characterization. A general effective single-letter formula or exact computation is not supplied by that theorem. The broad source question needs this distinction before reuse.,,https://arxiv.org/abs/quant-ph/0304127
personal-270:Appendix 3,personal-270,Quantum Computation and Quantum Information,Appendix 3,651,Optimal Solovay–Kitaev exponent,How small can the approximation-length exponent be in the Solovay–Kitaev setting described by the source?,question,source_open_unchecked,not_imported,,,,
"personal-270:Appendix 4, RSA",personal-270,Quantum Computation and Quantum Information,"Appendix 4, RSA",677,RSA inversion versus factoring,Does hardness of integer factorization imply hardness of RSA inversion in the source key distribution?,question,source_open_unchecked,not_imported,,,,
"personal-274:Chapter 15, hidden variables",personal-274,Quantum Computing since Democritus,"Chapter 15, hidden variables",213,Robustness of the Schrödinger hidden-variable theory,Does the source transition matrix vary continuously under small changes of the unitary and initial state?,question,source_open_unchecked,not_imported,,,,
personal-274:Chapter 17,personal-274,Quantum Computing since Democritus,Chapter 17,239,Classical-oracle QMA versus QCMA separation,Is there a classical oracle relative to which quantum witnesses are more powerful than classical witnesses?,question,resolved_positive,not_imported_resolved,,The classical-oracle separation was announced by Bostanci–Haferkamp–Nirkhe–Zhandry in November 2025. Bostanci–Huang–Vaikuntanathan give another proof in February 2026. Neither separates unrelativized QMA from QCMA.,,https://eccc.weizmann.ac.il/report/2025/176/; https://eccc.weizmann.ac.il/report/2026/020/
personal-274:Chapter 23,personal-274,Quantum Computing since Democritus,Chapter 23,335,More-than-exponential certified randomness expansion,Can quantum-device protocols expand a random seed by more than an exponential factor with the source certification requirements?,question,resolved_positive,not_imported_resolved,,Unbounded randomness-expansion protocols exceed the historical exponential target. Gross–Aaronson explicitly analyze the seed requirement for such a protocol.,,https://arxiv.org/abs/1410.8019; https://arxiv.org/abs/1402.4797
"personal-275:Quantum walks, triangle finding",personal-275,Quantum Computing: Lecture Notes,"Quantum walks, triangle finding",71,Quantum triangle query complexity,What is the optimal bounded-error quantum query complexity of detecting a triangle in a graph?,question,source_open_unchecked,not_imported,,,,
"personal-275:Quantum walks, triangle running time",personal-275,Quantum Computing: Lecture Notes,"Quantum walks, triangle running time",71,Quantum triangle time complexity,What is the optimal quantum time complexity of triangle detection in the source input-access model?,question,source_open_unchecked,not_imported,,,,
"personal-7:34, NP-completeness",personal-7,Introduction to Algorithms,"34, NP-completeness",990,P versus NP,Is P a proper subset of NP?,question,source_open_unchecked,existing_record,TCS-0001,,Same target is already represented; retain its existing identifier.,
personal-6:Complexity classes,personal-6,The Design and Analysis of Algorithms,Complexity classes,133,P versus NP,Does nondeterministic polynomial time exceed deterministic polynomial time?,question,source_open_unchecked,existing_record,TCS-0001,,Same target is already represented; retain its existing identifier.,
"personal-5:1, exponentiation",personal-5,Algorithms,"1, exponentiation",41,Exact shortest addition chains,Can a shortest addition chain for a binary integer n be found in time polynomial in its bit length?,question,open_checked,added_reviewed_card,TCS-7224,The single-target polynomial-time question remains unresolved in the checked sources through 11 September 2026. The review does not accept claims of NP-completeness that merely cite the generalized multiple-target theorem.,"A longstanding exact optimization problem at the intersection of arithmetic algorithms, circuit reuse and cryptographic exponentiation. Its single-target complexity is repeatedly distinguished from the solved hardness of the generalized problem; it is not a numerical special case of Scholz–Brauer.",https://jeffe.cs.illinois.edu/teaching/algorithms/; https://faculty.eng.fau.edu/azarderakhsh/files/2016/11/Inscrypt2016.pdf; https://www.nature.com/articles/s44260-025-00049-9
personal-5:Splay trees,personal-5,Algorithms,Splay trees,249,Splay-tree dynamic optimality,Are splay trees within a universal constant factor of the best offline rotation-based binary search tree on every access sequence?,question,source_open_unchecked,existing_record,TCS-6498,,Same target is already represented; retain its existing identifier.,
personal-5:Matrix multiplication,personal-5,Algorithms,Matrix multiplication,339,Matrix multiplication exponent two,Is the matrix multiplication exponent equal to two?,question,source_open_unchecked,existing_record,TCS-0007,,Same target is already represented; retain its existing identifier.,
personal-5:30.2,personal-5,Algorithms,30.2,417,NP versus coNP,Does every no-instance of an NP problem have a polynomially verifiable certificate?,question,source_open_unchecked,not_imported,,,,
personal-5:30.4,personal-5,Algorithms,30.4,419,Logspace versus polynomial reductions,Does allowing polynomial-time rather than logarithmic-space reductions change which problems are NP-hard in the specified reduction sense?,question,source_open_unchecked,not_imported,,,,
personal-25:Open Problem B.2,personal-25,Computational Complexity: A Conceptual Perspective,Open Problem B.2,498,Explicit superlinear Boolean circuit lower bounds,"Exhibit an explicitly computable Boolean function, or a linear-output-length Boolean map, whose unrestricted circuit size is not O(n).",question,source_open_unchecked,related_existing_record,TCS-6887,,The generic explicit-circuit-lower-bound programme already has a source record. The concrete multiplication threshold was reviewed separately.,
"personal-25:B.2, multiplication example",personal-25,Computational Complexity: A Conceptual Perspective,"B.2, multiplication example",498,Linear-size integer multiplication circuits,Can multiplication of two n-bit integers be computed by Boolean circuits of size O(n)?,question,open_checked,added_reviewed_card,TCS-7223,No resolution was identified in the primary-source review through 11 September 2026. The checked 2026 author manuscript explicitly retains this circuit-size question. Its revision year is not a claim that the problem was first posed in 2026.,A basic arithmetic operation supplies a concrete candidate for a central circuit-lower-bound barrier. The question is explicitly highlighted in Goldreich’s textbook and retained in Viola’s current manuscript; its nonuniform target is distinct from the catalogue’s machine-time question.,https://www.wisdom.weizmann.ac.il/~oded/cc-book.html; https://www.ccs.neu.edu/home/viola/papers/moti.pdf
personal-25:Open Problem B.6,personal-25,Computational Complexity: A Conceptual Perspective,Open Problem B.6,500,Explicit superpolynomial formula lower bounds,Exhibit an explicit Boolean function requiring superpolynomial-size Boolean formulas.,question,source_open_unchecked,not_imported,,,,
personal-25:Open Problem B.7,personal-25,Computational Complexity: A Conceptual Perspective,Open Problem B.7,502,Explicit hard univariate polynomials,Exhibit an explicit degree-d polynomial whose arithmetic circuit size is not O(log d).,question,source_open_unchecked,not_imported,,,,
personal-25:B.3.1,personal-25,Computational Complexity: A Conceptual Perspective,B.3.1,502,Complexity of the rising-factorial polynomial,Does the polynomial (x+1)(x+2)...(x+d) require arithmetic circuits larger than every polynomial in log d?,question,source_open_unchecked,not_imported,,,,
personal-25:B.3.2,personal-25,Computational Complexity: A Conceptual Perspective,B.3.2,503,Unrestricted Fourier-transform circuit lower bounds,Does the discrete Fourier transform require more than linear-size arithmetic circuits when scalar constants are unrestricted?,question,open_checked,existing_record,TCS-7175,"The unrestricted linear-circuit lower-bound barrier is retained in the checked primary literature. Bounded-coefficient FFT lower bounds do not settle it. TCS-7175 already covers the stronger Fourier-transform lower-bound goal, so no second record is added.",Same target is already represented; retain its existing identifier.,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2023.31; https://www3.nd.edu/~jhauenst/preprints/ghilRigidity.pdf
"personal-25:B.3.2, Walsh transform",personal-25,Computational Complexity: A Conceptual Perspective,"B.3.2, Walsh transform",503,Unrestricted Walsh-transform circuit lower bounds,Does the Walsh transform over the rationals require more than linear-size arithmetic circuits with unrestricted constants?,question,source_open_unchecked,not_imported,,,,
"personal-25:B, proof complexity",personal-25,Computational Complexity: A Conceptual Perspective,"B, proof complexity",506,Unrestricted Frege lower bounds,Are there propositional tautology families with no polynomial-length Frege proofs?,question,source_open_unchecked,existing_record,TCS-0025,,Same target is already represented; retain its existing identifier.,
"personal-25:G.4, finite fields",personal-25,Computational Complexity: A Conceptual Perspective,"G.4, finite fields",613,Deterministic construction of finite fields,Can irreducible degree-e polynomials over an arbitrary prime field be constructed in deterministic time polynomial in e and the bit length of the prime?,question,source_open_unchecked,not_imported,,,,
personal-141:1.5.3,personal-141,"Foundations of Cryptography, Volume 1: Basic Tools",1.5.3,48,Existence of one-way functions,Do computationally secure one-way functions exist?,question,source_open_unchecked,existing_record,TCS-7167,,Same target is already represented; retain its existing identifier.,
personal-141:2.2.4.2,personal-141,"Foundations of Cryptography, Volume 1: Basic Tools",2.2.4.2,62,Efficient decoding of random linear codes,Can random constant-rate binary linear codes be efficiently decoded from a constant fraction of errors in the source average-case regime?,question,source_open_unchecked,not_imported,,,,
"personal-141:2, RSA discussion",personal-141,"Foundations of Cryptography, Volume 1: Basic Tools","2, RSA discussion",77,RSA inversion versus factoring,Can factoring RSA moduli be reduced to RSA inversion with the source key-generation and exponent conventions?,question,source_open_unchecked,not_imported,,,,
personal-141:2.7.3,personal-141,"Foundations of Cryptography, Volume 1: Basic Tools",2.7.3,112,Worst-case hardness and one-way functions,Does NP not contained in BPP imply the existence of one-way functions?,question,source_open_unchecked,existing_record,TCS-0022,,Same target is already represented; retain its existing identifier.,
"personal-141:2.7.3, amplification",personal-141,"Foundations of Cryptography, Volume 1: Basic Tools","2.7.3, amplification",113,Security-preserving amplification for arbitrary one-way functions,Extend the efficient hardness amplification available for one-way permutations to arbitrary weak one-way functions.,question,source_open_unchecked,not_imported,,,,
personal-141:3.8.3,personal-141,"Foundations of Cryptography, Volume 1: Basic Tools",3.8.3,193,Efficient generic PRG construction,Obtain a substantially more security-preserving construction of pseudorandom generators from arbitrary one-way functions than the source transformation.,question,source_open_unchecked,not_imported,,,,
personal-141:4.3.1.5,personal-141,"Foundations of Cryptography, Volume 1: Basic Tools",4.3.1.5,226,Perfect versus statistical zero knowledge,Does perfect zero knowledge have the same computational power as statistical zero knowledge?,question,open_checked,added_reviewed_card,TCS-7225,No unrelativized resolution was found through 11 September 2026. The 2024 paper explicitly retains the equality as open. Oracle separations and perfect-zero-knowledge results in PCP or multiprover models do not settle this target.,"A foundational comparison between two information-theoretic privacy notions, posed in a standard cryptography textbook, supported by a nontrivial oracle separation and explicitly retained in recent work on perfect zero knowledge.",https://www.wisdom.weizmann.ac.il/~oded/foc-vol1.html; https://epubs.siam.org/doi/10.1137/17M1161749; https://arxiv.org/abs/2403.11941
personal-141:4.12.3,personal-141,"Foundations of Cryptography, Volume 1: Basic Tools",4.12.3,344,Strict versus expected-time perfect simulation,Does the expected-polynomial-time simulator definition of perfect zero knowledge imply the strict-polynomial-time definition with bounded failure used in this book?,question,source_open_unchecked,not_imported,,,,
"personal-146:8.4, RSA",personal-146,Introduction to Modern Cryptography,"8.4, RSA",335,RSA inversion versus factoring,Does hardness of factoring imply hardness of the RSA problem?,question,source_open_unchecked,not_imported,,,,
"personal-280:Network decomposition, chapter notes",personal-280,Distributed Computing: A Locality-Sensitive Approach,"Network decomposition, chapter notes",311,Deterministic polylogarithmic distributed symmetry breaking,Do deterministic polylogarithmic-round algorithms exist for MIS and colouring in the LOCAL model?,question,resolved_positive,not_imported_resolved,,The historical deterministic polylogarithmic symmetry-breaking barrier is resolved by Rozhon–Ghaffari. Sharper round bounds remain separate questions.,,https://arxiv.org/abs/1907.10937
personal-282:Atomic objects,personal-282,Distributed Algorithms,Atomic objects,422,Fast atomic shared-memory objects,Can the source atomic-object constructions be made fast enough for the intended applications? No quantitative resolution target is fixed.,research_direction,source_open_unchecked,not_imported_direction,,,"The object, operation set and resource target need to be fixed before a card can be completed.",
personal-282:GHS correctness,personal-282,Distributed Algorithms,GHS correctness,547,Modular proof of the GHS algorithm,Find a decomposed proof of correctness for the GHS distributed minimum-spanning-tree algorithm while preserving its main ideas and complexity.,expository_or_formalization_task,source_open_unchecked,not_imported_not_open_mathematical_problem,,,A request for a better proof organization is not itself a new unresolved mathematical proposition.,
personal-277:Atomic snapshots,personal-277,Notes on Theory of Distributed Systems,Atomic snapshots,224,Optimal atomic-snapshot complexity,Can the cost of atomic snapshots be improved in the shared-memory model and cost measure of the source?,question,source_open_unchecked,not_imported,,,,
personal-277:24.4.3,personal-277,Notes on Theory of Distributed Systems,24.4.3,260,Splitter-network renaming space,Can the source O(n to the three-halves) space bound for deterministic splitter-network renaming be improved?,question,source_open_unchecked,not_imported,,,,
"personal-159:6, strongly polynomial algorithms",personal-159,Understanding and Using Linear Programming,"6, strongly polynomial algorithms",114,Strongly polynomial linear programming,Does general linear programming have a strongly polynomial-time algorithm?,question,source_open_unchecked,existing_record,TCS-0008,,Same target is already represented; retain its existing identifier.,
personal-138:Comb inequalities,personal-138,The Traveling Salesman Problem: A Computational Study,Comb inequalities,198,Exact separation of TSP comb inequalities,"Is exact separation of comb inequalities polynomial-time solvable when the input point satisfies all subtour constraints, or is it NP-hard?",question,source_open_unchecked,not_imported,,,,
personal-233:Bin packing,personal-233,Combinatorial Optimization: Theory and Algorithms,Bin packing,495,Additive-one bin packing,Is there a polynomial-time bin-packing algorithm that uses at most one more bin than optimum?,question,source_open_unchecked,related_existing_record,TCS-6640,,Additive one is stronger than the existing constant-additive-error target. No separate numerical strengthening is imported in this pass.,
personal-55:Research Problem 9.6,personal-55,Randomized Algorithms,Research Problem 9.6,290,Randomized strongly polynomial linear programming,Is there a randomized linear-programming algorithm with expected arithmetic-operation count polynomial in the number of variables and constraints?,question,source_open_unchecked,not_imported,,,,
personal-55:Research Problem 12.1,personal-55,Randomized Algorithms,Research Problem 12.1,377,Deterministic parallel maximum matching,Can a maximum matching in a general graph be found in NC?,question,source_open_unchecked,related_existing_record,TCS-6504,,Existing deterministic parallel matching target; consult the canonical general-perfect-matching card to distinguish matching variants.,
personal-55:Research Problem 12.2,personal-55,Randomized Algorithms,Research Problem 12.2,377,Parallel Delta-plus-one edge colouring,Is there an NC or RNC algorithm for (Delta+1)-edge-colouring a simple graph?,question,source_open_unchecked,not_imported,,,,
personal-55:Number-theoretic algorithms,personal-55,Randomized Algorithms,Number-theoretic algorithms,418,Discrete logarithms versus factoring,Can the computational hardness of discrete logarithms be related by reductions to the hardness of integer factoring?,question,source_open_unchecked,not_imported,,,,
personal-55:14.6,personal-55,Randomized Algorithms,14.6,432,NP-hardness of factoring,Is the search version of integer factoring NP-hard under the relevant reduction convention?,question,source_open_unchecked,not_imported,,,,
"personal-68:4, match counts",personal-68,"Algorithms on Strings, Trees, and Sequences","4, match counts",95,Linear-time match counts,Can all pattern-versus-text alignment match counts be computed in linear time in the source model?,question,source_open_unchecked,not_imported,,,,
"personal-68:Chapter 4, Exercise 8",personal-68,"Algorithms on Strings, Trees, and Sequences","Chapter 4, Exercise 8",106,Comparison-based match counts,Can match counts be computed in O(m log m) time using only character comparisons?,question,source_open_unchecked,not_imported,,,,
"personal-68:Suffix trees, Exercise 6",personal-68,"Algorithms on Strings, Trees, and Sequences","Suffix trees, Exercise 6",141,Online true suffix-tree construction,"Can all successive true suffix trees be maintained online in linear total time, without explicitly saving every tree?",question,source_open_unchecked,not_imported,,,,
"personal-68:Chapter exercises, LCS",personal-68,"Algorithms on Strings, Trees, and Sequences","Chapter exercises, LCS",331,Linear-space combinatorial LCS recovery,Can the source fast combinatorial LCS method recover an actual common subsequence in linear space without increasing its running time?,question,source_open_unchecked,not_imported,,,,
"personal-69:12, introduction",personal-69,Computing Patterns in Strings,"12, introduction",344,Suffix-tree-free linear repetition algorithms,Can the source repetition-enumeration bound be attained without using suffix trees?,question,source_open_unchecked,not_imported,,,,
"personal-15:6, open problems",personal-15,Dynamic Graph Algorithms,"6, open problems",34,Deterministic polylogarithmic dynamic connectivity,Can fully dynamic connectivity and two-connectivity attain deterministic polylogarithmic update bounds in the source model?,question,source_open_unchecked,not_imported,,,,
personal-185:Rational functions and recurrences,personal-185,Analytic Combinatorics,Rational functions and recurrences,281,Skolem problem,Is there an algorithm deciding whether a given linear recurrence sequence ever takes value zero?,question,source_open_unchecked,not_imported,,,,
personal-185:Self-avoiding walks,personal-185,Analytic Combinatorics,Self-avoiding walks,379,Square-lattice self-avoiding walk asymptotics,Determine the asymptotic number of self-avoiding walks of length n on the square lattice.,question,source_open_unchecked,not_imported_scope,,,A general enumeration/statistical-physics asymptotic problem; no sufficient computational consequence was established for this catalogue’s selection policy.,
personal-134:Open Problem 1.4.15,personal-134,Constraint Satisfaction Problem – Lecture Notes,Open Problem 1.4.15,34,Relational width of finite algebras,"If every relation structure compatible with a finite algebra has relational width k, does the algebra have relational width k in the source sense?",question,source_open_unchecked,not_imported,,,,
personal-285:Conjecture 2.27,personal-285,Graphs and Homomorphisms,Conjecture 2.27,62,Hedetniemi product-colouring conjecture,Does the chromatic number of the categorical product equal the smaller factor chromatic number?,question,resolved_negative,not_imported_resolved,,Shitov gives counterexamples to the claimed equality for chromatic number under graph products.,,https://annals.math.princeton.edu/wp-content/uploads/annals-v190-n2-p06-s.pdf
"personal-285:5, CSP dichotomy",personal-285,Graphs and Homomorphisms,"5, CSP dichotomy",165,Finite-domain CSP dichotomy,Is every fixed finite-template CSP either polynomial-time solvable or NP-complete?,question,resolved_positive,not_imported_resolved,,Bulatov’s dichotomy theorem settles the finite-template classification. Infinite-domain and promise variants remain different questions.,,https://arxiv.org/abs/1703.03021
"personal-292:14, nonrepetitive colouring",personal-292,"Sparsity: Graphs, Structures, and Algorithms","14, nonrepetitive colouring",351,Bounded nonrepetitive colouring of planar graphs,Is the nonrepetitive chromatic number of planar graphs bounded by an absolute constant?,question,resolved_positive,not_imported_resolved,,"Dujmovic, Esperet, Joret, Walczak and Wood prove an absolute bound for planar graphs.",,https://arxiv.org/abs/1904.05269
personal-292:Separators and expansion,personal-292,"Sparsity: Graphs, Structures, and Algorithms",Separators and expansion,394,Sublinear separators versus expansion,"Under the source structural hypotheses, is the existence of sublinear vertex separators equivalent to subexponential omega-expansion?",question,source_open_unchecked,not_imported,,,,
personal-290:Conjecture 5.30,personal-290,Large Networks and Graph Limits,Conjecture 5.30,81,Graph reconstruction,Do homomorphism counts from all strictly smaller graphs determine every simple graph on at least three vertices?,question,source_open_unchecked,not_imported,,,,
personal-290:Bounded-degree graph limits,personal-290,Large Networks and Graph Limits,Bounded-degree graph limits,369,Aldous–Lyons approximation conjecture,Is every unimodular random rooted bounded-degree graph approximable by finite graphs in the source local-convergence sense?,question,reported_negative_resolution,not_imported_resolved,,The two Aldous–Lyons papers give a negative resolution. Their claims were checked in the primary abstracts; the long proofs were not independently verified.,,https://arxiv.org/abs/2408.00110; https://arxiv.org/abs/2501.00173
personal-218:14.1.12,personal-218,Matroid Theory,14.1.12,475,Duality of algebraic matroids,Is the dual of every algebraic matroid algebraic?,question,source_open_unchecked,not_imported,,,,
personal-218:6.5.11 and 14.1,personal-218,Matroid Theory,6.5.11 and 14.1,215,Rota finite-field excluded-minor conjecture,"For each finite field, are there finitely many excluded minors for matroid representability over that field?",question,source_open_unchecked,not_imported,,,,
personal-152:Introduction,personal-152,"Algorithmic Number Theory, Volume 1: Efficient Algorithms",Introduction,15,Linear-time integer multiplication,Can two binary integers be multiplied in linear bit time in the source machine model? This differs from nonuniform circuit size.,question,source_open_unchecked,existing_record,TCS-7174,,Same target is already represented; retain its existing identifier.,
personal-152:5.4,personal-152,"Algorithmic Number Theory, Volume 1: Efficient Algorithms",5.4,130,Parallel modular inversion,"Is modular inversion in NC, or is it P-complete under the source reductions?",question,source_open_unchecked,not_imported,,,,
personal-152:Polynomial algorithms,personal-152,"Algorithmic Number Theory, Volume 1: Efficient Algorithms",Polynomial algorithms,183,Factoring over p-adic fields,Can polynomials over p-adic fields be factored in polynomial time in the representation and precision model of the source?,question,source_open_unchecked,not_imported,,,,
foundations_databases:Queries and order,foundations_databases,Foundations of Databases,Queries and order,448,A logic capturing polynomial time,Is there a logic capturing all polynomial-time queries on unordered finite structures?,question,source_open_unchecked,existing_record,TCS-7195,,Same target is already represented; retain its existing identifier.,
"libkin_fmt:10, complement closure",libkin_fmt,Elements of Finite Model Theory,"10, complement closure",212,NP versus coNP,Is NP closed under complement?,question,source_open_unchecked,not_imported,,,,
"boneh_shoup:15, multilinear maps",boneh_shoup,A Graduate Course in Applied Cryptography,"15, multilinear maps",682,Cryptographic multilinear maps,Construct cryptographically secure multilinear maps beyond the bilinear setting with the source security properties.,question,source_open_unchecked,not_imported,,,,
"boneh_shoup:16, CDH",boneh_shoup,A Graduate Course in Applied Cryptography,"16, CDH",706,Uniform discrete-log to CDH reduction,Can discrete logarithms be reduced uniformly to computational Diffie–Hellman without the auxiliary advice used by the known reduction?,question,source_open_unchecked,not_imported,,,,
"boneh_shoup:16, RSA",boneh_shoup,A Graduate Course in Applied Cryptography,"16, RSA",712,RSA inversion versus factoring,Does hardness of factoring RSA moduli imply hardness of RSA inversion?,question,source_open_unchecked,not_imported,,,,
"boneh_shoup:18, function inversion",boneh_shoup,A Graduate Course in Applied Cryptography,"18, function inversion",757,Optimal random-function inversion time-space tradeoff,Can the source generic time-space tradeoff for inverting a random function with preprocessing be improved?,question,source_open_unchecked,not_imported,,,,
boneh_shoup:Schnorr identification,boneh_shoup,A Graduate Course in Applied Cryptography,Schnorr identification,776,Active security of Schnorr identification,Is the source Schnorr identification protocol secure against active attacks under the discrete-log assumption?,question,source_open_unchecked,not_imported,,,,
boneh_shoup:Encrypted and MACed ElGamal,boneh_shoup,A Graduate Course in Applied Cryptography,Encrypted and MACed ElGamal,821,CCA security of EaMEG,Can the source EaMEG construction be proved CCA secure in the random-oracle model under a concrete group assumption?,question,source_open_unchecked,not_imported,,,,
canonne_distribution_testing:Open Question 2.1,canonne_distribution_testing,Topics and Techniques in Distribution Testing: A Biased but Representative Sample,Open Question 2.1,90,Bipartite collision tester assumptions,"Can the minimum-sample requirement in Theorem 2.14 be relaxed, or is it necessary?",question,source_open_unchecked,not_imported,,,,
canonne_distribution_testing:Open Question 2.2,canonne_distribution_testing,Topics and Techniques in Distribution Testing: A Biased but Representative Sample,Open Question 2.2,90,Asymmetric testing errors,Determine optimal sample complexity when Type I and Type II error probabilities are prescribed separately.,question,source_open_unchecked,not_imported,,,,
canonne_distribution_testing:Open Question 2.3,canonne_distribution_testing,Topics and Techniques in Distribution Testing: A Biased but Representative Sample,Open Question 2.3,90,Testing with dependent samples,Which distribution testers tolerate limited independence among samples?,research_direction,source_open_unchecked,not_imported,,,,
canonne_distribution_testing:Open Question 3.1,canonne_distribution_testing,Topics and Techniques in Distribution Testing: A Biased but Representative Sample,Open Question 3.1,132,Exact instance-optimal identity testing,"Remove the truncation-factor gap between instance-dependent identity-testing bounds, or determine the correct dependence.",question,source_open_unchecked,not_imported,,,,
canonne_distribution_testing:Open Question 3.2,canonne_distribution_testing,Topics and Techniques in Distribution Testing: A Biased but Representative Sample,Open Question 3.2,132,Testing reductions from ordinary learning,Does Theorem 3.11 have an analogue assuming an ordinary learner instead of an agnostic learner?,question,source_open_unchecked,not_imported,,,,
canonne_distribution_testing:Open Question 3.3,canonne_distribution_testing,Topics and Techniques in Distribution Testing: A Biased but Representative Sample,Open Question 3.3,132,High-confidence instance-dependent testing,Determine tight confidence dependence in the instance-dependent lower bounds of Section 3.5.,question,source_open_unchecked,not_imported,,,,
canonne_distribution_testing:Open Question 4.1,canonne_distribution_testing,Topics and Techniques in Distribution Testing: A Biased but Representative Sample,Open Question 4.1,144,Soft information constraints,Minimize distribution-testing cost under a general cost function for user communication or privacy.,research_direction,source_open_unchecked,not_imported,,,,
canonne_distribution_testing:Open Question 4.2,canonne_distribution_testing,Topics and Techniques in Distribution Testing: A Biased but Representative Sample,Open Question 4.2,144; 145,Heterogeneous information constraints,"Develop testing techniques for users with different privacy, bandwidth or channel constraints.",research_direction,source_open_unchecked,not_imported,,,,
canonne_distribution_testing:Open Question 4.3,canonne_distribution_testing,Topics and Techniques in Distribution Testing: A Biased but Representative Sample,Open Question 4.3,145,Testing with an unknown domain at users,What distributed uniformity testing is possible when only the server knows the domain size?,question,source_open_unchecked,not_imported,,,,
"personal-10:Introduction, derandomization",personal-10,The Discrepancy Method: Randomness and Complexity,"Introduction, derandomization",10,P versus BPP,Can every bounded-error randomized polynomial-time decision algorithm be derandomized in polynomial time?,question,source_open_unchecked,existing_record,TCS-0003,,Same target is already represented; retain its existing identifier.,
"personal-10:2, elliptic curves",personal-10,The Discrepancy Method: Randomness and Complexity,"2, elliptic curves",122,Computing the rank of rational elliptic curves,Is there an unconditional algorithm computing the rank of the group of rational points of every elliptic curve over the rationals?,question,source_open_unchecked,not_imported,,,,
"personal-10:Minimum spanning trees, notes",personal-10,The Discrepancy Method: Randomness and Complexity,"Minimum spanning trees, notes",444; 445,Deterministic linear-time minimum spanning tree,Can an exact minimum spanning tree be computed deterministically in linear time for arbitrary comparable edge weights?,question,source_open_unchecked,existing_record,TCS-6536,,Same target is already represented; retain its existing identifier.,
"personal-26:4.4.2, unknot certificates",personal-26,The Nature of Computation,"4.4.2, unknot certificates",134; 135,Polynomial Reidemeister simplification of the unknot,Can every unknot diagram be simplified to a circle with polynomially many Reidemeister moves in its crossing number?,question,resolved_positive,not_imported_resolved,,Lackenby proves a polynomial upper bound on moves needed to simplify an unknot diagram. This certificate-length theorem does not itself yield polynomial-time unknot recognition.,,https://arxiv.org/abs/1302.0180
personal-26:11.4,personal-26,The Nature of Computation,11.4,556,P versus BPP,Does randomized polynomial-time decision computation have the same power as deterministic polynomial time?,question,source_open_unchecked,existing_record,TCS-0003,,Same target is already represented; retain its existing identifier.,
"personal-26:12, square-lattice colouring",personal-26,The Nature of Computation,"12, square-lattice colouring",642,Mixing for four- and five-colour square lattices,"Establish the source spatial-mixing and Glauber-mixing claims for four and five colours, with boundary conditions specified.",research_direction,source_open_unchecked,not_imported,,,,
