review_order	id	title	area	confidence	type	action	retain_id	scope_alignment_required	reason	sha256
86	TCS-0042	Computing stable images of free-group endomorphisms	Algebraic computation	medium	specialized_target	propose_removal		False	Computing the stable image of a free-group endomorphism is a particular infinitary subgroup operation; the saved motivation does not establish consequences comparable to the retained general word, conjugacy and isomorphism barriers.	367d63c4e6c2441221323bbe32edc9149e5e4b5d69654ba1cc6d22d60b79984d
87	TCS-0064	Condorcet outcome for m independent binary issues	Algorithmic game theory, mechanism design and fair division	medium	model_variant	propose_removal		False	The saved problem isolates Condorcet outcomes for independent binary issues. Its source-specific preference structure has less demonstrated reach than the retained general distortion and implementability questions.	69f84c0f10562ca8f77a76843ff80a32a36f1445019a5caf747fe3a379d49026
88	TCS-0068	AC0 on trees	Computational complexity	medium	model_variant	propose_removal		False	The proposed AC0 characterization uses circuits indexed by individual unlabeled tree shapes. This adds a specialized nonuniform indexing convention beyond the principal circuit-versus-logic classifications.	8e9cfd19359db0dc81e051e5ec0475c9c4855d11c78403a6a59e01c053b79fd1
89	TCS-0094	Uniform versus arbitrary stochastic resolvers	Automata and formal languages	medium	model_variant	propose_removal		False	Uniform versus tuned probabilities for memoryless stochastic automaton resolvers isolates a probability-choice convention within one resolver model. The general existence and decidability of stochastic resolution are broader representatives.	87181a8647bb88d6621a5f7eebac05ddb321247316a13154db7df319c05c8d13
90	TCS-0096	Fine-grained complexity of language emptiness for deterministic PDA	Fine-grained complexity	medium	quantitative_refinement	propose_removal		False	The subcubic-versus-superquadratic gap for deterministic PDA emptiness with fixed alphabets refines an efficiently decidable language task. Broader pushdown and reachability barriers take priority.	bdad73245fae49b177f86bbd5bc76380e88a75917a0de68fae5a22627220d0a8
91	TCS-0111	Lower bounds for determinizability of weighted automata over \(\mathbb Q\)	Automata and formal languages	medium	quantitative_refinement	propose_removal		False	Hardness after decidability of rational weighted-automaton determinization is a finer classification of this representation conversion, with an additional ambiguity subclass. Prioritize the broader quantitative-language decision barriers.	97f88678ffa3e46a1a1a0ff202c10aa6879f45706019685946c1c6728a68d1ff
92	TCS-0168	Word-automaton recognition of tree languages	Automata and formal languages	medium	model_variant	propose_removal		False	Recognizing serialized tree properties by a word automaton under a well-formedness promise is a specialized constant-memory definability question. Its saved reach is narrower than the main automata equivalence and decidability barriers.	4be7b9937c9264019099abd6db6411b71a22032d6a7e5de2a868aec2e833d150
93	TCS-0222	Merlin–Arthur Communication Complexity of Connectivity	Communication complexity and Boolean function analysis	medium	model_variant	propose_removal		False	Merlin–Arthur communication specifically for graph connectivity adds a certificate-and-randomness convention to one graph-property task. Broader communication and distributed verification barriers take priority.	ba2e747d1b6644c3e63aba169128eb1f36735d818ff6e0b8c1f2c1650e626865
94	TCS-0292	Low-degree Sherali–Adams proofs of rwPHP(PLS)	Proof complexity	medium	model_variant	propose_removal		False	Low-degree Sherali–Adams proofs of rwPHP(PLS) concern one composed totality principle in a particular proof system. The main total-search and proof-system separation targets take priority.	3071b3a7d8ad0d99f0694c261a7a73c741498274d2ebaf98511b1bdcd5214050
95	TCS-0302	Excluding quasilinear-time log-space Max Clique	Computational complexity	medium	model_variant	propose_removal		False	Excluding quasilinear-time logarithmic-space Max Clique under random access adds a problem-specific time-space target alongside the central SAT time-space barriers.	1e34f4f813cd2ba5944c064ed2542c2b4b4837d325e2da93b35f0763b5673767
96	TCS-0304	Stronger uniform depth-three majority lower bounds for SAT	Computational complexity	medium	quantitative_refinement	propose_removal		False	Crossing the n^(5/2) wire exponent for LOGTIME-uniform depth-three majority circuits on SAT fixes several resource restrictions at once. Prefer the broader threshold-circuit and formula lower-bound barriers.	6fe19b2dbdfa84848ecc5938886c7385acba571effd19e906943722860c8084a
97	TCS-0308	Formula versus circuit succinctness	Computational complexity	medium	consolidation	consolidate_then_remove	TCS-6712	True	The general polynomial formula-versus-circuit gap is represented by nonuniform NC1 versus P/poly in TCS-6712 under the standard bounded-fan-in Boolean convention. Preserve the formula viewpoint and align the basis and size conventions when consolidating.	fb1b5bffea7c09ce408aad21871596a385e8e60bad6c705c3864dfc5280111bb
98	TCS-0309	Recognizing evasive Boolean functions	Communication complexity and Boolean function analysis	medium	specialized_target	propose_removal		False	Recognizing evasiveness of a represented Boolean function is an extra meta-complexity task for one decision-tree property. Prefer the main evasiveness conjectures and general circuit-minimization barriers.	a95aa940dfc7c868ac5c06ea13a342cd8c14eaec183986cd6c850d258c3a6834
99	TCS-0517	Near-linear-palette LOCAL coloring in O(log* n) rounds	Distributed, parallel and sublinear algorithms	medium	quantitative_refinement	propose_removal		False	The fixed Delta^1.001 palette at O(log-star n) rounds is an additional precise point in the distributed coloring tradeoff. Retain the main coloring and symmetry-breaking barriers before this palette refinement.	6bdafa540f0316454190b1f448ba09d7fcfc2a5e6c52e13fe87f6d25d323c8f7
100	TCS-0535	Vertex Connectivity in the LOCAL Model	Distributed, parallel and sublinear algorithms	medium	method_specific	propose_removal		False	The selected task matches actual local-separator running time to an existing O(nu k) query guarantee. It removes computational overhead in one search framework rather than addressing general vertex-connectivity complexity.	cab297aa5961815562f5185373dc2e569688fcc50ac47fe1ee74e3ac3c5e1234
101	TCS-0633	Eventual non-negativity of Matrices	Algebraic computation	medium	specialized_target	propose_removal		False	The saved target is a hardness transfer from ultimate positivity to the nonnegative-power problem for one matrix. Prefer the underlying recurrence and linear-dynamics decision barriers over this additional reduction target.	cc8302029141e54da9a084a543628733cea87dd73ead04f06dc9316c9af7fb00
102	TCS-0646	All-constant-factor parameterized approximation hardness of SVP in l1	Lattices and computational number theory	medium	model_variant	propose_removal		False	All-constant-factor parameterized hardness specifically for l1-SVP adds a norm-and-parameter restriction to the lattice-hardness programme. General SVP approximation and cryptographic-factor barriers take priority.	f1f7ff97155478011cb43207ea3f78a6a5593ad488317ead830e09172b98de34
103	TCS-0660	Sub-square-root approximation in coMA for SVP	Lattices and computational number theory	medium	model_variant	propose_removal		False	Sub-square-root SVP approximation in coMA adds a particular randomized-certificate convention to the lattice-certification cluster. Broader approximation hardness and certificate frontiers take priority.	a062e87eade1524a5707b3cc30fdb708ca34d13aaae5a12e692c81c0fbf27a24
104	TCS-0668	Instance-optimal equilibrium identification in zero-sum matrix games	Learning theory	medium	model_variant	propose_removal		False	Instance-dependent sample-optimal equilibrium identification in a noisy zero-sum matrix fixes a particular exploration model. General equilibrium computation and sequential-learning barriers have broader coverage.	217554efec1f4257e5aa5c0b987ecacea314030a4b2efd3f7f1ec4b3c7556c09
105	TCS-0681	Multiclass test-set overfitting	Learning theory	medium	quantitative_refinement	propose_removal		False	The speed of overfitting a reused multiclass test set refines the dependence on label count and adaptive accuracy queries. Prefer the broader adaptive-data-analysis and learning-characterization barriers.	ad3371db045d680290a22588db75b618173e8c3970ab874ba0751e8e31b9b1b8
106	TCS-0839	AM vs. NP for Proofs of Proximity in Distribution Testing	Property testing and distribution learning	medium	model_variant	propose_removal		False	AM-versus-NP assistance specifically in distribution proximity testing adds another proof-and-access model comparison. The broader interactive-proof and distribution-testing barriers remain represented.	77ad7364e9a228280ff8b2aa54a052e85eba76f89a4ed281fa6ab4c1a213f0b9
107	TCS-0855	Query efficiency of PRGs constructed from arbitrary OWFs	Pseudorandomness and derandomization	medium	method_specific	propose_removal		False	Optimizing oracle evaluations in the generic OWF-to-PRG construction is an efficiency refinement of an established foundational implication. Broader assumption and derandomization questions take priority.	9e14beeebb5198114539e3687616ae601459e8d1f15cb5caab4841828bfdd24c
108	TCS-0967	TSP in the Streaming Model	Distributed, parallel and sublinear algorithms	medium	model_variant	propose_removal		False	A factor below two for one-pass planar Euclidean TSP estimation fixes geometry, memory and accuracy simultaneously. It adds less coverage than the principal TSP and streaming optimization targets.	8fecb14536c8c829b43ad96d35ad596610fbf9ded66f7cedb989385b996f330d
109	TCS-1044	Explicit matrices with large robust rectangle covers	Communication complexity and Boolean function analysis	medium	method_specific	propose_removal		False	Explicit robust rectangle-cover matrices are a combinatorial witness target for a particular lower-bound technique. General communication and explicit circuit lower bounds provide broader coverage.	4c47d365b64eb96d39c57153e6e820a825ce9ce0102646ff34a505a0af0a2787
110	TCS-1050	Explicit input pairs resistant to partial monotone separation	Communication complexity and Boolean function analysis	medium	method_specific	propose_removal		False	The requested input families must resist partial monotone separation in both directions at a specified thinning scale. This is a strong technical ingredient for limited-negation lower bounds; the underlying circuit separations are broader targets.	f32a6be81bce4402c242c9ef7afc577fac294b57246691ed9c4d3b530029fc36
111	TCS-1051	Logarithmic negation-depth lower bounds for monotone functions	Computational complexity	medium	quantitative_refinement	propose_removal		False	Logarithmic negation depth for efficient monotone-function computation isolates one nesting resource within limited-negation circuits. More general circuit separations provide broader coverage.	9d543ca6e0323c167d4d96b47a18f775732d792e5b0c0765c2af402b965e150c
112	TCS-1062	Balancing tree-like cutting-planes proofs	Proof complexity	medium	method_specific	propose_removal		False	Balancing tree-like Cutting Planes proofs is a structural transformation inside one restricted proof format. Principal arithmetic-proof lower bounds and encoded-size questions take priority.	d1e2c90babce841cf4a0f3a0209ce2b4959ae2fd452e0cda3755b113a8c0ffa7
113	TCS-1161	Conondeterministic MAX-3-SAT below 2ⁿ time	Fine-grained complexity	medium	method_specific	propose_removal		False	A conondeterministic sub-2^n MAX-3-SAT algorithm is a particular certificate-based route to conditional circuit, rigidity and tensor consequences. Retain the main exact-SAT and lower-bound targets.	3a0c5470716746fc2baf61b7570c49e4c97d8cc18652c20d2c79f1782c8bcdfd
114	TCS-1169	Pass complexity of deterministic semi-streaming coloring	Distributed, parallel and sublinear algorithms	medium	quantitative_refinement	propose_removal		False	The exact deterministic pass count for semi-streaming O(Delta)-coloring refines one palette-memory regime. General streaming derandomization and distributed coloring barriers take priority.	81733609f31d231544fc7c20960afaa862abead8de89759974f2b286aa839a8e
115	TCS-1192	Worst-case symmetry of information	Computability and algorithmic information	medium	model_variant	propose_removal		False	Worst-case symmetry of information for the source's nondeterministic Kolmogorov measure adds another resource-bounded information identity. Broader symmetry-of-information and meta-complexity barriers take priority.	adae66d2484dc2b117045088ca5d9438558df4bcd202f15bc56829a3f881a188
116	TCS-1201	Model-checking classification for quantifier-free dependence logic	Database theory and finite model theory	medium	model_variant	propose_removal		False	The classification fixes quantifier-free dependence logic and its team semantics. It adds a specialist logical-fragment boundary beside broader query-evaluation and definability classifications.	ebeac22398732fa5747fed41ebb0c9d4572f307a4d882f6118317a182c6f9eca
117	TCS-1292	Deterministic subquadratic-query graph reconstruction	Algorithms & data structures	medium	model_variant	propose_removal		False	Deterministic distance-query reconstruction for bounded-degree graphs is an extra algorithm-and-oracle restriction beside the broader reconstruction targets. Its saved motivation gives limited reason to allocate a separate place to removing randomness in this setting.	22090dcf756b843865beb7cd5d5cc0616e66a47924a2d6ee55375618b4a416d8
118	TCS-1538	Queue number versus mixed number	Structural graph theory	medium	model_variant	propose_removal		False	Mixed stack-and-queue layouts versus queue-only layouts add an intermediate representation parameter to the broader stack/queue relationship. That extra comparison has lower marginal priority.	27edbaf2a3b1a51903012a4d87ff8b459e7783a33d285ce679fa05b7e60019f0
119	TCS-1610	A quadratic barrier for counting the four-edge hypergraph H△	Counting and enumeration	medium	construction_variant	propose_removal		False	The proposed quadratic hardness assumption singles out one four-edge hypergraph to support a sparse-pattern counting classification. Its broader consequences are narrower than those of the established central counting and fine-grained hypotheses.	876388e71ed3fbcb6eae00dba380bc81e92a0f66417443bb546ce98e3acd75ef
120	TCS-1656	Polynomial-time McNaughton games	Semantics, logic and verification	medium	model_variant	propose_removal		False	Polynomial-time solving of explicitly represented McNaughton games adds a winning-condition representation case next to the general regular-game barriers.	81206caed607e201383712429c642111bba0ad991296646631ec30dc89587a7a
121	TCS-1762	Optimal spanner sparsity in ℓₚ spaces	Computational geometry and metric spaces	medium	quantitative_refinement	propose_removal		False	Exact spanner-sparsity optimality for each stretch in fixed lp spaces between l1 and l2 sharpens a particular geometric tradeoff. General metric compression and spanner barriers provide broader coverage.	201d1751bc443b56501b939a84efd501f44d987631bf5f5adb607bfaabc864be
122	TCS-1798	Sparse fault-tolerant pairwise distance oracles	Data structures	medium	model_variant	propose_removal		False	Fault-tolerant distance oracles for arbitrary requested pairs combine failure handling with another query-set restriction. The saved exact-or-approximate direction has less marginal coverage than the main distance-oracle barriers.	8f9d8423a595908b2d510328ce46240e2e8b59c78aec6394b2fcb3337087abfd
123	TCS-1846	Edge Coloring below 2ᵐ time	Parameterized and exact algorithms	medium	quantitative_refinement	propose_removal		False	A fixed improvement below the 2^m edge-coloring search scale is a quantitative exact-algorithm target. Broader coloring and exponential-time barriers take priority in this batch.	20ee82737b783dc890823733642bb61f925ef72afd1f880ae7d6d549857a2d55
124	TCS-1929	Statistical zero-knowledge streaming interactive proofs	Cryptography	medium	model_variant	propose_removal		False	Statistical or perfect zero knowledge specifically for streaming interactive proofs adds a verifier-memory restriction to the general zero-knowledge existence questions.	ff08705ae8e5d46668fd33e7fa2550755255f8cf3497e1bf9252104a5566dae0
125	TCS-1934	Bounded-aspect-ratio shortest-path-preserving graphs	Algorithms & data structures	medium	construction_variant	propose_removal		False	Polynomial aspect ratio under constant-stretch shortest-path preservation asks for a particular numerical normalization of graph representations. Prefer the principal shortest-path and metric-preservation barriers.	faa2112701343ec1df837483038bd58481d65a51bd1c7097e9754fe95327b092
126	TCS-1955	Fourier concentration after shallow quantum preprocessing	Quantum computation	medium	method_specific	propose_removal		False	Exponential Fourier-tail decay for shallow quantum preprocessing is a structural route to hybrid-circuit lower bounds. Retain the central parity-versus-hybrid-circuit target before this stronger analytic ingredient.	98eb27983674a4413fd6c7e502dd43fa79a484197680ab951f7a5ad6e8b155ae
127	TCS-2076	Optimal mixing of global Kawasaki dynamics on bounded-degree graphs	Randomized algorithms and sampling	medium	quantitative_refinement	propose_removal		False	Improving global Kawasaki mixing from quadratic to n log n in the stated fast-mixing regime sharpens the rate of one sampling dynamics. General sampling tractability and phase boundaries have broader coverage.	77c7885dead5098c7cf9739f29e05b4847d90af36df1b2544a6f3ab07e07dd8b
128	TCS-2097	A general 3/2 communication lower bound for reliable broadcast	Distributed, parallel and sublinear algorithms	medium	quantitative_refinement	propose_removal		False	The unrestricted 3/2 leading bandwidth coefficient is practically meaningful, but remains a sharp-constant target for one Byzantine broadcast model after protocols reach the proposed scale. Marked borderline rather than trivial.	04a87f64807465b94be19e900c30276e96ea7792b35ea11405036e09f4c79ed9
129	TCS-2126	Polynomial smoothed complexity of value iteration	Beyond worst-case and average-case analysis	medium	method_specific	propose_removal		False	Polynomial smoothed complexity evaluates value iteration under the source's perturbation model. Prefer the intrinsic game-solving barriers over an additional analysis target for this particular algorithm.	c5460f693d665af1ddbe46e3aecb79c6b853de01fa547cd38f02eaa3cccc1d41
130	TCS-2244	Constant Degree Hypothesis	Computational complexity	medium	model_variant	propose_removal		False	The Constant Degree Hypothesis fixes a particular AND/MOD/MOD architecture motivated by nilpotent-algebra algorithms. Broader modular-circuit lower bounds cover the central computational obstacle.	7e53857f5bf7588508c46a7526d344f795c6a9b166e896bf911f58ed7ad18980
131	TCS-2247	Linear-size DAG compression from bounded flip-width	Algorithms & data structures	medium	method_specific	propose_removal		False	Linear-size DAG compression is one proposed representation for exploiting bounded flip-width. The target is narrower than the underlying graph-class algorithmic questions, even though successful compression could support several algorithms.	e1fd04e6cee9cc6ebdb9015d88b1197141c092f86f9394eba3dab5558600a7c4
132	TCS-2319	Explicit constructions from NC⁰₃ range avoidance	Computational complexity	medium	method_specific	propose_removal		False	Reducing explicit constructions to range avoidance at locality three is a particular reduction route within the avoidance programme. General avoidance and explicit-construction targets have broader marginal coverage.	0c8ced186c59035adba1ec8e8336468adee3ef913eff20dcd0d9eb69f8eaed88
133	TCS-2331	Optimal-size certification in BPPᴺᴾ	Computational complexity	medium	quantitative_refinement	propose_removal		False	Improving NP-oracle certification from a polynomial overhead in Cert(f) to constant-factor length is an additional quantitative optimization of an existing certification guarantee.	ec3aa4179c9f98b51b908ba682e0e9248b5bb8cc90cab2d20e2f68b137357ef7
134	TCS-2336	Sharp multiclass online regret without logarithmic factors	Learning theory	medium	quantitative_refinement	propose_removal		False	Removing the remaining square-root logarithmic factor from multiclass Littlestone regret sharpens an established learnability characterization. The infinite-label uniformity matters, so this is a borderline quantitative cut.	3d6243441487e333dcabe362675d5e8cb94a8f32c061b5d483678a7049a9689f
135	TCS-2422	NP-hardness of small-space sparse parity learning	Learning theory	medium	model_variant	propose_removal		False	Hardness of learning sparse parities using small-program outputs adds a representation restriction motivated by a particular PCP-to-learning route. General noisy-parity and computational-learning barriers take priority.	ec1beede57fc9b0af39b738b08f5cf74956f21e70dd69a0a088a79cd1daae150
136	TCS-2434	Randomized versus pseudodeterministic parity decision trees	Computational complexity	medium	model_variant	propose_removal		False	A randomness-versus-pseudodeterminism separation specifically for parity decision trees adds a query-model restriction to the broader reproducible-computation question.	4b901537c9734dfadcf44e9cd820845c4dde9af8f481f52e3b6329aede877a89
137	TCS-2537	UniqueTarski in UEOPL	Computational complexity	medium	specialized_target	propose_removal		False	Placing the total version of UniqueTarski in UEOPL is one further membership relation within fixed-point search classes. Prefer the main fixed-point and total-search structural barriers.	cf4cc93456c622c616ae52a13e8665c9cac4d0a81e70e2e430113e3cc7bf1134
138	TCS-2540	MSO₂ certificate lower bounds on bounded-clique-width graphs	Distributed, parallel and sublinear algorithms	medium	model_variant	propose_removal		False	Polynomial certificate lower bounds specifically for MSO2 on bounded-clique-width graphs combine a logical-fragment restriction with a structural promise. General local-certification barriers give broader coverage.	b7c4a0de9f1598a1d71869d9a52007d9f5f67fc47ce73e89b418116182682ef4
139	TCS-2650	Quantum meta-complexity hardness from QETH and QSETH	Quantum computation	medium	method_specific	propose_removal		False	Deriving quantum circuit/state minimization hardness from QETH or QSETH is a particular conditional reduction programme. The principal quantum meta-complexity and quantum-hardness targets provide broader coverage.	222689c0bc46f97b97db5a01e6ed81a48fdd0d1aa007528459e9a4bbbf1d649a
140	TCS-2688	Optimal-time rendezvous on arbitrary connected graphs	Distributed, parallel and sublinear algorithms	medium	specialized_target	propose_removal		False	Optimal rendezvous time on arbitrary possibly infinite graphs is a specialized mobile-agent coordination problem with asynchronous starts and labels. The saved reach is narrower than the main distributed symmetry-breaking targets.	787b205a36025a4dbf444aeae6156f10af804ad1e96d5a24c3d470bfb4ca20f8
141	TCS-2730	Thus, even in the non-succinct case, designing worst-case update operations is an open problem.	Data structures	medium	quantitative_refinement	propose_removal		False	Worst-case updates for indexed lists ask to remove amortization in one order-maintenance structure. Broader dynamic-data-structure limits take priority.	3ccb50f05d888e67747093f4b67c0799ebeb2b8f2af32a97d9d8540217a1636c
142	TCS-2744	Existence of values in all-pay bidding games	Algorithmic game theory, mechanism design and fair division	medium	model_variant	propose_removal		False	Value existence for all-pay graph bidding concerns a specialized payment-and-control convention. General stochastic-game and equilibrium barriers are stronger representatives for this smaller pool.	569e1b0351e2ac4353df8d8dab76a2d281fe3851551a9ee58e80a4d224bf3f67
143	TCS-2896	Sublinear-space constant-factor Euclidean Steiner forest	Distributed, parallel and sublinear algorithms	medium	model_variant	propose_removal		False	Sublinear-space Euclidean Steiner forest with exactly paired terminals isolates a promise that escapes an existing lower bound. It is lower priority than the broader connectivity and streaming approximation frontiers.	0562b3d6648953518ce61203d3fdddd07e25c2e83a9ac4a7b9db8e070f275c84
144	TCS-3038	Linear-space finger search with logarithmic distance cost	String algorithms and bioinformatics	medium	model_variant	propose_removal		False	Logarithmic-distance finger movement in linear grammar space is an additional locality-sensitive navigation guarantee for compressed strings. General compressed random access and grammar-compression barriers take priority.	41bd3720c38e189e041b09729916eec37452a323207a5dd476fb54550cb89145
145	TCS-3146	Adaptive linear-sketch query complexity of planted-clique detection	Communication complexity and Boolean function analysis	medium	model_variant	propose_removal		False	Exact bounded-coefficient linear queries to planted-clique instances impose a specialist access model with unrestricted computation. Prefer the primary planted-clique computational and statistical barriers over this additional query tradeoff.	5685dce3dad19b455745bc30abe536ea9431ed6285040d756a05576582d0fc8e
146	TCS-3162	Phase transitions in erasure-resilient connectivity testing	Property testing and distribution learning	medium	quantitative_refinement	propose_removal		False	The second erasure threshold for connectivity testing refines the phase diagram between known testing and impossibility regimes. It has lower marginal priority than the general missing-data and graph-testing questions.	0559c06448e737d7827094f54a4a5ea2c40ba48a2698811251613ba7a0884a29
147	TCS-3181	Branching-program lower bounds for random CNF search	Computational complexity	medium	construction_variant	propose_removal		False	Transferring bounded-repetition branching-program lower bounds from a modified formula to random CNFs improves the hard-instance family for one restricted proof model.	7339231060d32c50b73b20a86d31dc084d1377bc8813cc165ca8bc0df9a00138
148	TCS-3183	Coefficient size in short Res-LinB refutations	Proof complexity	medium	model_variant	propose_removal		False	Coefficient-size necessity in short Res-LinB refutations adds a numerical-encoding tradeoff within a specialized proof calculus. Broader encoded-size and arithmetic-proof barriers remain represented.	114eadd2489e8c3691eb40a1c6d8f6ae1c11f1bcdd3e1f0991354d930d4b292e
149	TCS-3339	FPT recovery of graph incidence matrices under low-rank binary perturbations	Parameterized and exact algorithms	medium	model_variant	propose_removal		False	FPT recovery of graph-incidence matrices under binary low-rank perturbations fixes both a representation and a corruption model across several graph classes. Its marginal reach is narrower than general low-rank recovery and graph-recognition barriers.	4a1e0e5cda17619e64c882b05abff535adae12f72b45c0075e3bc0e305ff3375
150	TCS-3363	Recognizing instance-optimizable functions	Beyond worst-case and average-case analysis	medium	model_variant	propose_removal		False	Testing whether a represented function admits an instance-optimal decision tree is a recognition problem internal to a particular optimality benchmark. It adds less coverage than the principal decision-tree and instance-optimal algorithm targets.	d523b0837dd55acd17a963e644299a9bfb1244a6bc0fdf2b2291a3b884d806bc
151	TCS-3392	Constant lifetime recourse for competitive online matching on the line	Online algorithms	medium	model_variant	propose_removal		False	Constant lifetime recourse for every request adds an individual-stability constraint to online matching on the line. General online matching remains represented; this additional recourse convention is a borderline cut.	4c9c19a11a42a8a882a76d9ca273fb9221b0a9ff86ad41823331c15bacc10bde
152	TCS-3436	Time lower bounds for constant-message leader election	Distributed, parallel and sublinear algorithms	medium	model_variant	propose_removal		False	The time lower bound fixes constant visible-message alphabets while allowing larger private population-protocol state. It adds another communication convention to the leader-election resource cluster.	80e9ca8863712d8bbbf426d04764450820e10641ca4ddd399b62d13d98635927
153	TCS-3450	Hardness of distribution-free learning with local queries	Learning theory	medium	quantitative_refinement	propose_removal		False	Extending local-query hardness to polynomial Hamming radii moves the threshold in a particular label-access model. Prefer the principal membership-query and example-only learning comparisons.	a18e15ec75f85e79ad01bdc7b22c1c774f93b3dce4de33d032ff25e16468daf9
154	TCS-3512	Universal versus weakly universal simultaneous-message protocols	Communication complexity and Boolean function analysis	medium	model_variant	propose_removal		False	Universal versus weakly universal simultaneous-message protocols compare two function-family information conventions. This extra model conversion is lower priority than the main communication-power comparisons.	c4b1b20df4d10a6e6f7cd067fb872f1ae7d1d23c0d626f017b4628d61e15e6af
155	TCS-3514	PAC-learning hardness versus natural-proof barriers under universality	Pseudorandomness and derandomization	medium	method_specific	propose_removal		False	The PAC-hardness versus natural-properties equivalence is conditional on the particular Universality Conjecture. It is an additional organizing implication beside the main learning, pseudorandomness and natural-proof barriers.	dad22dc6404041351e289a8e46c541f8fc8323bd203b0c55d901e2c34ff877b2
156	TCS-3530	Finite-state representation of all winning strategies	Semantics, logic and verification	medium	model_variant	propose_removal		False	Finite-state descriptions of all winning strategies under synchronous-automaton observation equivalence extend a particular imperfect-information presentation model. General strategy-existence and synthesis barriers take priority.	2f834425c79f0c7466bb86785de4c6856244762c815b6c8cfdbb3c0ca050a2b2
157	TCS-3594	Double-exponential succinctness of alternating good-for-games automata	Automata and formal languages	medium	quantitative_refinement	propose_removal		False	Doubly exponential succinctness for stronger acceptance conditions adds another conversion gap inside alternating good-for-games automata. General recognition and resolution questions have broader marginal value.	6931b7043fe76bbcab69d383325dd3b0bf528b24a0cf7ea61aa1a3708c975b4d
158	TCS-3609	#Wfunc[2]-complete conjunctive-query classes	Counting and enumeration	medium	cluster_overlap	propose_removal		False	A #Wfunc[2]-complete query class is one proposed witness for the broader intermediate query-counting question in TCS-6083. Keep the broader target and record this candidate route there; these formulations are not asserted equivalent.	8e73c908f340b9b804e96b552b25337cb1c9c4e44f86221c8b54cef12bb0ca88
159	TCS-3717	Constant-round distribution-free junta testing	Property testing and distribution learning	medium	model_variant	propose_removal		False	Constant-round distribution-free junta testing with polynomial queries adds an adaptivity cap to an already specialized testing model. General junta and adaptivity barriers take priority.	ce3f179a328f241fb24e65705e5b74759a6a5e02d6914acd12e13eb4f175aaa3
160	TCS-3718	NP circuit bounds versus infinitely-often hierarchy collapse	Computational complexity	medium	method_specific	propose_removal		False	Equating fixed-polynomial NP circuit lower bounds with a particular infinitely-often Karp–Lipton collapse is an additional conditional characterization. The main lower-bound and hierarchy questions already represent the intended consequences.	3bcd783bcd4e87d875aad966e5fb6b20c840876a8f245e5bbdf15a3a7f9d6f83
161	TCS-3726	Deterministic message reduction without time loss	Distributed, parallel and sublinear algorithms	medium	method_specific	propose_removal		False	A deterministic message-reduction scheme with no time loss is a derandomization target for one generic simulation method. Prioritize the main time-and-message limits of distributed computation.	7072f116967ca344ffe3d74234f31616c7b4a543ff21d69f383483ae11b25f2b
162	TCS-3743	NQP circuit lower bounds or MCSP outside ACC⁰	Computational complexity	medium	method_specific	propose_removal		False	The NQP-or-MCSP disjunction is a particular route to stronger circuit lower bounds. The independent circuit-separation and MCSP-hardness targets already represent its main intended outcomes.	ec558f5b7bdf24a5816bbcf0c0b145ca6fcb506bf384c38e628f43752833fa1e
163	TCS-3761	Private conditional-disclosure lower bounds for easy communication tasks	Communication complexity and Boolean function analysis	medium	model_variant	propose_removal		False	ppCDS lower bounds specifically for predicates with easy randomized communication refine one conditional-secret-release model. General secret-sharing and privacy-versus-communication barriers take priority.	eacfa6b5f40085fcc7d898df6054001c112200f3e4974105536520ad6683c9cd
164	TCS-3762	Exact random-walk simulation in graph streams	Distributed, parallel and sublinear algorithms	medium	model_variant	propose_removal		False	Perfect rather than approximate graph-streaming random-walk simulation adds an exact-sampling requirement to a restricted-access model. More general sampling and streaming barriers take priority.	41f9f12962b13caf3b292e73403284e52203712091e6450d4daa621fd2e63309
165	TCS-3787	Unlabeled compression of ample classes	Learning theory	medium	construction_variant	propose_removal		False	Extending the source's unlabeled compression construction from maximum to ample classes is a structured-family route. Retain the general compression barriers before this additional geometric subclass target.	5c301bae77d13f3c2aca2044dd04562cf80e37a715adff6b94efb5f85d430c59
166	TCS-3799	Large-error approximate-degree lower bounds for AC⁰	Communication complexity and Boolean function analysis	medium	quantitative_refinement	propose_removal		False	The large-error approximate-degree target fixes a linked depth, advantage and exponent regime for AC0. It contributes another quantitative slice beside the broader polynomial-approximation and circuit lower-bound questions.	c7a2647235ff007c76b5aa1d174bb0ae30a301ba0b6caad780f34f1ca3f5a708
167	TCS-3801	State lower bounds for alternating parity translations	Automata and formal languages	medium	quantitative_refinement	propose_removal		False	Improving the state lower bound for translating alternating parity automata to weaker acceptance conditions is an additional representation-cost target within the automata translation cluster.	1c3fa311adbe9a7eb730be7e3d7b447be929e341dcb127a6c699ad01c1b0066f
168	TCS-3806	Polynomial-pass parameterized streaming Vertex Cover	Distributed, parallel and sublinear algorithms	medium	model_variant	propose_removal		False	Polynomially many passes for Vertex Cover at O(k log n) bits fixes both parameterized storage and a streaming access convention. This additional three-resource tradeoff has lower marginal coverage.	c94a3f3af9eb471824da32614aba0ac4a21de72e3bb6583d51e0730767115bba
169	TCS-3821	Separating SoML from PPA in communication	Communication complexity and Boolean function analysis	medium	quantitative_refinement	propose_removal		False	Replacing the PPADS communication separation by a SoML separation strengthens one relation inside the total-search class landscape. It is lower priority than the principal class-separation questions.	9de0b36ef48646340cc87fd7190eae72ded9df4971957427d35129cdbe26c812
