id	confidence	type	reason
TCS-3450	medium	quantitative_refinement	Extending local-query hardness to polynomial Hamming radii moves the threshold in a particular label-access model. Prefer the principal membership-query and example-only learning comparisons.
TCS-3787	medium	construction_variant	Extending the source's unlabeled compression construction from maximum to ample classes is a structured-family route. Retain the general compression barriers before this additional geometric subclass target.
TCS-4031	high	model_variant	Quasipolynomial self-learning by AC0 circuits constrains both targets and learners to the same shallow model. General efficient learnability of circuit classes has broader marginal coverage.
TCS-4134	medium	specialized_target	Computing the self-directed mistake bound is another meta-problem for a particular learning dimension. Prefer the main statistical and computational learnability characterizations.
TCS-4621	medium	quantitative_refinement	Sharp realizable and agnostic bandit bounds in terms of label count and Littlestone dimension refine an existing feedback-cost programme. The broader price-of-bandit-information target remains represented.
TCS-5118	high	method_specific	Optimality of Majority-of-Three for every confidence level is about one simple ERM-combination procedure after optimal general learning rates are available. Its simplicity is appealing, but the algorithm-analysis follow-up has lower priority.
TCS-5478	medium	bundled_direction	The saved remainder combines bounded hitting-time sample complexity, interactive access and weaker goal-reaching assumptions for stochastic shortest paths. It is a collection of model-specific extensions rather than one selected main planning barrier.
TCS-6040	medium	model_variant	Strong approximation in coverage-function learning under the source's query and distribution restrictions is a specialist function-family target. Broader computational learning and private-release barriers take priority.
TCS-6135	medium	quantitative_refinement	Optimizing the approximation constant against the statistical term in misspecified regression under covariate shift refines one error decomposition. More general learning-under-shift barriers have broader coverage.
TCS-4972	high	consolidation	Learning polynomial-size decision trees from uniform random labeled examples is already stated explicitly in TCS-7294. Preserve the backdoor-defense reference and the distinction from membership-query learning there.
TCS-3392	medium	model_variant	Constant lifetime recourse for every request adds an individual-stability constraint to online matching on the line. General online matching remains represented; this additional recourse convention is a borderline cut.
TCS-3878	high	model_variant	Logarithmic randomized competitiveness for matching with convex delays on a uniform metric combines a specific impatience model with a restricted geometry. Broader matching-with-delay and online metric barriers take priority.
TCS-4132	medium	quantitative_refinement	The exact regret rate for full-permutation bandit ranking fills one boundary case of a combinatorial-feedback analysis. Broader combinatorial bandit and online assignment targets have greater marginal coverage.
TCS-4393	medium	method_specific	Replacing speed augmentation by a new rejection rule asks how to extend the source's nonpreemptive scheduling guarantees. The main scheduling approximability and online feasibility barriers take priority.
TCS-4449	medium	quantitative_refinement	Adapting to easier gap profiles after a worst-case best-arm adaptation lower bound is an additional instance-level refinement. General finite-budget identification and optimal exploration remain represented.
TCS-4582	high	specialized_target	Joint robust appointment timing and ordering is a specialized scheduling model whose saved motivation has limited wider theoretical consequences compared with the principal scheduling objectives.
TCS-5182	high	model_variant	Online metric tours defined by irreversible placement into a fixed-size array impose a particular packing-and-ordering convention. The general online routing and matching barriers provide broader coverage.
TCS-5186	medium	model_variant	Extending a cluster-then-learn regret lower bound to unrestricted algorithms remains tied to the source's adversarial multitask RL model. Broader representation and exploration barriers take priority.
TCS-6833	medium	quantitative_refinement	Leading-constant asymptotic optimality for further nonparametric reward classes sharpens rate-level robust bandit results. General finite-time exploration and heavy-tail learning limits have broader coverage.
TCS-6034	medium	model_variant	Exact classification of edge-capacitated terminal backup isolates one capacity convention within network design. More general flow, connectivity and approximation barriers provide broader coverage.
TCS-1846	medium	quantitative_refinement	A fixed improvement below the 2^m edge-coloring search scale is a quantitative exact-algorithm target. Broader coloring and exponential-time barriers take priority in this batch.
TCS-3339	medium	model_variant	FPT recovery of graph-incidence matrices under binary low-rank perturbations fixes both a representation and a corruption model across several graph classes. Its marginal reach is narrower than general low-rank recovery and graph-recognition barriers.
TCS-3745	high	quantitative_refinement	Approximation at an n^(k−epsilon) Set Cover budget focuses on an almost-exhaustive parameterized running-time slice. Retain the main Set Cover approximability and parameterized-hardness questions.
TCS-4203	medium	quantitative_refinement	The 2^(O(k log k)) Cycle Packing target sharpens parameter growth for one exact graph problem. Larger tractability and directed-cycle barriers take priority.
TCS-4339	medium	model_variant	Removing host-treewidth dependence from a planar subgraph-isomorphism bound fills a structural case left by the source's embedding algorithm. General subgraph-isomorphism and planar complexity barriers have broader coverage.
TCS-6497	high	quantitative_refinement	The source already achieves a single-exponential constant-factor treewidth approximation; its remaining question is a smaller exponential base. Do not retain a second card whose title can suggest the broader existence question is still open.
TCS-0292	medium	model_variant	Low-degree Sherali–Adams proofs of rwPHP(PLS) concern one composed totality principle in a particular proof system. The main total-search and proof-system separation targets take priority.
TCS-3183	medium	model_variant	Coefficient-size necessity in short Res-LinB refutations adds a numerical-encoding tradeoff within a specialized proof calculus. Broader encoded-size and arithmetic-proof barriers remain represented.
TCS-4187	high	construction_variant	Polynomial-calculus lower bounds for graph coloring specifically in the roots-of-unity encoding are an encoding-sensitive version of algebraic proof hardness. Prefer broader proof-system lower bounds.
TCS-4528	medium	model_variant	Constant Cutting Planes line space with polynomial coefficients combines two restrictions on proof storage. The broader total-space and encoded-proof-size questions give better marginal coverage.
TCS-6772	medium	quantitative_refinement	A PSPACE upper bound for deciding resolution variable-space requirements sharpens recognition complexity for one of several proof-memory measures. Principal proof-space and automatability barriers take priority.
TCS-0839	medium	model_variant	AM-versus-NP assistance specifically in distribution proximity testing adds another proof-and-access model comparison. The broader interactive-proof and distribution-testing barriers remain represented.
TCS-3162	medium	quantitative_refinement	The second erasure threshold for connectivity testing refines the phase diagram between known testing and impossibility regimes. It has lower marginal priority than the general missing-data and graph-testing questions.
TCS-3717	medium	model_variant	Constant-round distribution-free junta testing with polynomial queries adds an adaptivity cap to an already specialized testing model. General junta and adaptivity barriers take priority.
TCS-3945	medium	quantitative_refinement	Matching a particular quadratic MA-versus-AM proximity-proof separation sharpens the size of an already studied interaction gap. Broader proof-model separations have greater marginal coverage.
TCS-3960	medium	model_variant	Separating ordinary and tolerant testing specifically under earthmover resilience introduces a specialized robustness condition on ordered structures. General tolerant-testing boundaries take priority.
TCS-4030	medium	method_specific	Sample optimality of the log-concave MLE in dimensions at least four evaluates a particular estimator. General density-learning limits and computational tractability are broader targets.
TCS-5632	medium	model_variant	Support-size estimation with combined conditional-sampling and evaluation access fixes an unusually strong oracle. Broader distribution-learning and conditional-testing barriers provide more coverage.
TCS-6393	medium	quantitative_refinement	Strengthening a log-logarithmic lower bound for conditional equivalence testing is an additional quantitative refinement of a restricted-access comparison.
TCS-6736	medium	quantitative_refinement	Nearly quadratic adaptive-versus-nonadaptive testing gaps seek a particular separation scale. General adaptivity characterizations and stronger model-power barriers take priority.
TCS-0855	medium	method_specific	Optimizing oracle evaluations in the generic OWF-to-PRG construction is an efficiency refinement of an established foundational implication. Broader assumption and derandomization questions take priority.
TCS-2644	high	model_variant	Deterministic NP-oracle avoidance at locality three and near-linear stretch adds several resource restrictions to the range-avoidance cluster. Prefer its general computational and explicit-construction barriers.
TCS-3514	medium	method_specific	The PAC-hardness versus natural-properties equivalence is conditional on the particular Universality Conjecture. It is an additional organizing implication beside the main learning, pseudorandomness and natural-proof barriers.
TCS-3617	high	construction_variant	Reducing the leading size base of parsimonious universal families focuses on balanced set pairs and controlled multiplicities for one approximate-counting construction. Broader explicit randomness tools take priority.
TCS-4003	high	model_variant	Prover complexity for the public-coin version of pseudodeterministic proofs adds a protocol-convention question to a particular canonical-output framework.
TCS-4318	high	construction_variant	The requested quadratic F2 disperser at r=n−o(n) is a particular construction ingredient for a circuit/#SAT framework. General extraction and circuit lower-bound targets are stronger representatives.
TCS-5492	medium	method_specific	A space-efficient search-to-decision reduction for partial pseudorandomness would extend one equivalence to CL and L. Prefer the principal space-bounded derandomization questions before this specific reduction route.
TCS-0028	medium	model_variant	Standard versus erasing access for injective quantum oracles isolates an interface convention. Its saved consequences are narrower than the principal quantum-query and computational-power separations.
TCS-0866	high	model_variant	Quantum-circuit learning through value-injection queries uses a specialized intervention interface motivated by a classical test-path method. General quantum learnability and information-access barriers take priority.
TCS-1955	medium	method_specific	Exponential Fourier-tail decay for shallow quantum preprocessing is a structural route to hybrid-circuit lower bounds. Retain the central parity-versus-hybrid-circuit target before this stronger analytic ingredient.
TCS-2650	medium	method_specific	Deriving quantum circuit/state minimization hardness from QETH or QSETH is a particular conditional reduction programme. The principal quantum meta-complexity and quantum-hardness targets provide broader coverage.
TCS-4469	medium	model_variant	The BP·PP upper bound for qq-QAM is a further containment for a specific two-quantum-message proof convention. Broader quantum interactive-proof class comparisons take priority.
TCS-4509	medium	quantitative_refinement	Exponentially many classical verifications of secret-key quantum money optimizes lifetime under a particular verification interface and security convention. General quantum-money existence and verification barriers have broader coverage.
TCS-4696	high	method_specific	Succinct noninteractive local-Hamiltonian arguments specifically through Quantum Merkle trees ask for one construction route. Retain the broader succinct quantum-verification targets.
TCS-4712	medium	model_variant	Quantum advantage beyond NC0 specifically from one-dimensional local circuits adds a geometry restriction to shallow-quantum separation questions.
TCS-4718	medium	quantitative_refinement	The necessary T-gate count for computationally pseudorandom states quantifies one gate resource after a logarithmic obstruction. Broader pseudorandom-state and quantum computational-power questions take priority.
TCS-4734	medium	method_specific	A locality-preserving quantization of Dinur gap amplification is one technical strategy for quantum PCP. Keep the main conjecture before a separate card demanding the features of this particular classical route.
TCS-4954	medium	model_variant	A communication separation with one clean qubit adds a mixed-state initialization restriction to the general quantum-communication advantage question.
TCS-4992	medium	quantitative_refinement	Keeping entangled bias constant while classical bias vanishes strengthens an existing ratio-separation programme for multiparty XOR games. General nonlocal-game and communication separations have broader marginal coverage.
TCS-5021	medium	method_specific	Asymptotic Max-Cut optimality of QAOA on random regular graphs analyzes one quantum optimization algorithm in a particular random-instance limit. Its physics connection matters, but general quantum optimization barriers take priority.
TCS-5079	medium	model_variant	Pointer quantum PCP adds a structured proof format and an intermediate conjecture to the quantum-PCP cluster. It is distinct from the main conjecture, but has lower marginal priority as another proposed route.
TCS-5106	medium	model_variant	Adding blindness to one-round two-prover quantum delegation combines three protocol constraints. The principal efficient verification and private delegation barriers provide broader coverage.
TCS-5136	medium	model_variant	An exponential gap between quantum distinguishing complexity and approximate degree introduces a specialized state-output measure for partial functions. More general quantum-query and polynomial-method barriers take priority.
TCS-5170	high	method_specific	Using otherwise unstructured output labels in dihedral hidden-subgroup algorithms tests whether a particular discarded data source helps. Retain the hidden-subgroup algorithmic target itself.
TCS-6461	medium	construction_variant	Approximate complexity growth for generic monitored random-circuit outputs extends specially engineered instances within a particular measurement model. Broader explicit quantum complexity and simulation barriers take priority.
TCS-2076	medium	quantitative_refinement	Improving global Kawasaki mixing from quadratic to n log n in the stated fast-mixing regime sharpens the rate of one sampling dynamics. General sampling tractability and phase boundaries have broader coverage.
TCS-4599	high	model_variant	Blanket time for local-search balls-into-bins on vertex-transitive graphs combines one allocation dynamics, one graph symmetry and one load-uniformity criterion. Broader random-walk and load-balancing barriers take priority.
TCS-2824	high	method_specific	The syntactic sufficient condition for reconstructing intuitionistic connectives concerns one truth-table-to-proof-rule procedure. More general constructive semantics and proof-system barriers take priority.
TCS-3332	high	model_variant	Extending a finite-approximation theorem from finitary to accessible set functors concerns a specialized categorical semantics framework. Its saved rationale gives limited independent computational consequences.
TCS-3839	medium	quantitative_refinement	An exponential bound on finite matrix-monoid representations improves a reduction's size in affine integer VASS. The principal affine reachability and counter-system decidability barriers take priority.
TCS-3904	high	model_variant	Propositional resizing specifically in predicative universes of cubical assemblies is a consistency property of one semantic construction. General computational univalence and type-theory foundations remain represented.
TCS-4078	high	model_variant	Finite memory for a robot collecting expiring stochastic rewards concerns a particular reward-generation and routing model. General policy-memory and stochastic-control barriers have broader coverage.
TCS-4081	medium	model_variant	Complete axiomatization of the decidable expanding intuitionistic temporal logic adds a deduction-system target for one temporal semantics. Broader logical decidability and constructive-proof barriers take priority.
TCS-4138	high	model_variant	Properness of specific coalgebraic functors on convex sets tests a technical condition for one rational-fixed-point framework. General behavioral equivalence and probabilistic verification barriers take priority.
TCS-4478	medium	model_variant	Decidability of the Boolean-goal one-counter Strategy Logic fragments adds a specialized strategic logic to the infinite-state verification cluster. Broader counter-system and game-solving barriers have greater marginal coverage.
TCS-4564	high	construction_variant	A univalent presheaf model for the proposed interval-free cubical type theory is a foundation for one alternative formalism. General computational type-theory and univalence questions take priority.
TCS-4577	high	consolidation	This is another occurrence of the unrestricted Skolem decision problem already specified in TCS-5773. Preserve the nonterminating-process information-leakage reference there.
TCS-5737	high	consolidation	Weak convertibility for closed S-only combinator terms is the word problem already covered by TCS-0913. Preserve the normalization and infinite-tree-semantics context from this source.
TCS-5911	medium	bundled_direction	Verification of GNNs under further logical input assumptions is an extension programme of a source's logic-based verification framework. The saved passage does not isolate a major new barrier within it.
TCS-6107	medium	model_variant	Decidability for persistent rather than expanding intuitionistic temporal models adds another semantic compatibility convention. General temporal and constructive-logical barriers take priority.
TCS-6343	medium	model_variant	Finite general memory versus chromatic memory on infinite arenas isolates what strategy updates may observe. This extra memory convention has lower marginal coverage than the main finite-memory determinacy questions.
TCS-3038	medium	model_variant	Logarithmic-distance finger movement in linear grammar space is an additional locality-sensitive navigation guarantee for compressed strings. General compressed random access and grammar-compression barriers take priority.
TCS-3928	high	quantitative_refinement	The joint n,z,alphabet-size gap between greedy and bit-optimal LZ77 refines a particular encoding comparison. General compression approximation and information limits have broader coverage.
TCS-4208	high	model_variant	Truly subquadratic longest common weakly increasing subsequence for each fixed alphabet adds both monotonicity and alphabet restrictions to sequence comparison. Core edit and subsequence barriers take priority.
TCS-5490	medium	specialized_target	Reachability under tandem duplications is a specialized string-rewriting model motivated by duplication histories. General word-equation, rewriting and sequence-algorithm barriers have broader coverage.
TCS-1538	medium	model_variant	Mixed stack-and-queue layouts versus queue-only layouts add an intermediate representation parameter to the broader stack/queue relationship. That extra comparison has lower marginal priority.
TCS-2371	high	construction_variant	Growing exact Ramanujan graphs with only constantly many edge changes adds bounded rewiring to an already demanding spectral target. The source achieves every positive slack; general explicit Ramanujan construction takes priority.
TCS-3915	medium	model_variant	Extending a bounded-expansion transduction characterization from graphs to general relational structures broadens one structural framework by signature arity. Other core graph-structure and finite-model-theory barriers have greater marginal coverage.
TCS-4336	medium	model_variant	The converse characterization for large token-addition/removal thresholds concerns a specific independent-set reconfiguration measure. General reconfiguration complexity and structural tractability barriers take priority.
TCS-4404	medium	quantitative_refinement	Removing a polylogarithmic loss in planar directed grid/crossbar size sharpens a routing-oriented structural theorem. General directed grid and disjoint-path barriers provide broader coverage.
TCS-6875	medium	construction_variant	Two-sided Ramanujan signings and two-lifts demand one particular family-building mechanism. General existence and efficient explicit construction of Ramanujan graphs take priority; no one-sided theorem is treated as resolving this target.
TCS-3324	high	consolidation	Decidability of the real exponential field is stated explicitly in TCS-7230. Preserve the weighted-automaton application reference there and remove the redundant occurrence.
TCS-6319	medium	consolidation	The saved target repeats constant-competitive irrevocable online matching on the line in TCS-5158. Transfer the reference and align the deterministic/randomized convention before any deletion.
TCS-5770	high	consolidation	This is the introductory girth-conjecture occurrence from the same routing paper used by the precise TCS-2783. Consolidate there; do not collapse TCS-2783 with TCS-6500 without checking their different girth and graph-size quantifiers.
TCS-0308	medium	consolidation	The general polynomial formula-versus-circuit gap is represented by nonuniform NC1 versus P/poly in TCS-6712 under the standard bounded-fan-in Boolean convention. Preserve the formula viewpoint and align the basis and size conventions when consolidating.
TCS-6150	medium	model_variant	Combining polynomial computation with subquadratic resistance queries is a reconstruction target in a particular electrical-measurement interface. General graph reconstruction and inverse-problem barriers take priority.
TCS-6783	medium	quantitative_refinement	Exactly +4 additive error and n^(4/3) edges form a single precise point of the spanner tradeoff. Main spanner-size and spanner-versus-emulator questions give broader coverage.
TCS-3865	medium	cluster_overlap	Exponential unambiguous-automaton complementation cost is the proposed hard endpoint of the broader gap-closing target TCS-0128. Keep that endpoint and source as context there, rather than another card for the same conversion programme; no equality of the two propositions is claimed.
TCS-0222	medium	model_variant	Merlin–Arthur communication specifically for graph connectivity adds a certificate-and-randomness convention to one graph-property task. Broader communication and distributed verification barriers take priority.
TCS-1044	medium	method_specific	Explicit robust rectangle-cover matrices are a combinatorial witness target for a particular lower-bound technique. General communication and explicit circuit lower bounds provide broader coverage.
TCS-3512	medium	model_variant	Universal versus weakly universal simultaneous-message protocols compare two function-family information conventions. This extra model conversion is lower priority than the main communication-power comparisons.
TCS-3761	medium	model_variant	ppCDS lower bounds specifically for predicates with easy randomized communication refine one conditional-secret-release model. General secret-sharing and privacy-versus-communication barriers take priority.
TCS-4664	medium	quantitative_refinement	Extending the bipartite matching communication upper bound to general graphs is an additional graph-property bound under deterministic split-input access. General matching and communication barriers have broader coverage.
TCS-5253	medium	method_specific	Uniform equivalence between noisy queries and GapMaj composition for arbitrary block size asks whether one gadget captures the full cost model. Broader noisy-computation and randomized-composition barriers take priority.
TCS-5304	medium	model_variant	The optimal gap between randomized parity decision trees and approximate sparsity adds a particular query-and-representation comparison to the communication lower-bound cluster.
TCS-5594	medium	quantitative_refinement	Extending generalized Karchmer–Wigderson lower bounds beyond logarithmic output length fills the output-dimension range of a specific communication formulation. Prefer principal formula and composition lower bounds.
TCS-1192	medium	model_variant	Worst-case symmetry of information for the source's nondeterministic Kolmogorov measure adds another resource-bounded information identity. Broader symmetry-of-information and meta-complexity barriers take priority.
TCS-3718	medium	method_specific	Equating fixed-polynomial NP circuit lower bounds with a particular infinitely-often Karp–Lipton collapse is an additional conditional characterization. The main lower-bound and hierarchy questions already represent the intended consequences.
TCS-1762	medium	quantitative_refinement	Exact spanner-sparsity optimality for each stretch in fixed lp spaces between l1 and l2 sharpens a particular geometric tradeoff. General metric compression and spanner barriers provide broader coverage.
TCS-4061	medium	model_variant	UGC-based constant-factor hardness for surface homology localization with a factor-dependent coefficient group combines a specific topological objective and algebraic convention. Broader approximation and topology barriers take priority.
TCS-4365	medium	model_variant	Strong homomorphisms and embeddings between first-order definable structures add map-preservation conventions to the source's decidable injective case. General homomorphism and definability barriers have broader coverage.
TCS-4535	medium	model_variant	Evaluating conjunctive positive queries on finite groups fixes both a logical fragment and an algebraic input class. General group computation and query-evaluation barriers take priority.
TCS-4563	medium	model_variant	Containment of Datalog inside regular graph queries is a specific cross-language verification target. Broader query-rewritability and recursive-language decision barriers provide more coverage.
TCS-1169	medium	quantitative_refinement	The exact deterministic pass count for semi-streaming O(Delta)-coloring refines one palette-memory regime. General streaming derandomization and distributed coloring barriers take priority.
TCS-4307	medium	model_variant	Dynamic maintenance of extended conjunctive regular path queries adds a specialized navigational query language to the dynamic-logic cluster. Broader dynamic reachability and query-maintenance principles have greater marginal coverage.
TCS-0660	medium	model_variant	Sub-square-root SVP approximation in coMA adds a particular randomized-certificate convention to the lattice-certification cluster. Broader approximation hardness and certificate frontiers take priority.
TCS-1051	medium	quantitative_refinement	Logarithmic negation depth for efficient monotone-function computation isolates one nesting resource within limited-negation circuits. More general circuit separations provide broader coverage.
TCS-5618	medium	construction_variant	Hitting sets for affine orbits of determinant and iterated matrix multiplication concern two structured polynomial families under hidden coordinates. General identity testing and arithmetic-circuit derandomization barriers take priority.
TCS-4586	medium	quantitative_refinement	Instance-optimal quantum oracle identification refines worst-case candidate-count and input-length bounds for a particular known hypothesis set. General quantum learnability and query-power barriers have broader coverage.
TCS-1062	medium	method_specific	Balancing tree-like Cutting Planes proofs is a structural transformation inside one restricted proof format. Principal arithmetic-proof lower bounds and encoded-size questions take priority.
TCS-4221	medium	model_variant	Sum-of-squares automatability specifically after replacing interval constraints by Boolean equalities isolates a domain restriction within a proof-search framework. Broader automatability barriers provide more coverage.
TCS-4124	medium	model_variant	Comparing modular-separator hardness with full VAS reachability studies one restricted periodic invariant language. The main reachability and invariant-synthesis barriers take priority.
TCS-1656	medium	model_variant	Polynomial-time solving of explicitly represented McNaughton games adds a winning-condition representation case next to the general regular-game barriers.
TCS-3530	medium	model_variant	Finite-state descriptions of all winning strategies under synchronous-automaton observation equivalence extend a particular imperfect-information presentation model. General strategy-existence and synthesis barriers take priority.
TCS-4072	medium	model_variant	Classifying coalgebraic functors that admit a disjunctive basis asks when one modal normal-form framework applies. Broader modal expressiveness, equivalence and decidability principles have greater marginal coverage.
TCS-7204	medium	quantitative_refinement	The minimum final-cut count of finite envy-free protocols optimizes fragmentation separately from query cost. This is a meaningful geometric resource, but an additional quantitative cake-cutting frontier beside the main complete-allocation target.
