id	field	math_spans	before_sha256	after_sha256
TCS-3414	context	2	097f57f2efad4a78864bf4600c061e7549554aeaa57e793916d4f67c5d554b21	04fb3f024a81c2b5fbfcaad76bde859ea373cbff5b751d17f2f8c597ab316431
TCS-3414	definitions	23	ea5ca4af8daa1debd80c21f48dea70da1d932fb9cf51c41ec6e4aefe087c2939	0a4b6340fc7bb3d1865dd645b1d7b7068631852622e6e0fffa1b89737f88352c
TCS-3414	answer_criterion	1	bdbc015e5cfc05839a2fc947faf3af5f5180d5b13dbb39c0aace6f7ab7c3f6aa	6fa0ea37b0338976ed2bab0e1bd14fa96f8bee37f32917b4ef30bd93b17d71ad
TCS-3414	formal	13	708cf689c4ea4abebcfa7fb882e5a29953897cf8d108b864aa386c314f7fd1e1	c85ba741a72a3cdcf6ad51449d64e7b04b5abbc9bfe90844e71767ad94a03f31
TCS-3414	context_blocks.3.text	2	ea08b040bb0b5700ab60efee856258dcdf8e6dc1027d9d536e5cea08979d035e	13873ffa588ca22af719124c1c536dc22cbd61883cf37438ded651317a4ad617
TCS-3416	title	1	25703bb5bf2a666b10494cf02204e0dd7bb77bf88e7f02eb1f70974da82eb5f5	7342e637db93fd58b35d1682e78bd94dd6413556b5567bd19ae97d330a319fa9
TCS-3416	context	3	9f3a61a676b1cc418aa118a6cdc00102b75623a7a35fd5b400411d04b032f423	cced7ed67bf321173f00dde7d4e6e6b57c133d41fe482faaddfaffa014af3cac
TCS-3416	status_note	2	2434933dcc54e84f1d49a6882a97477323f3a859d36575bd75de9cee4bc536d1	2cb326921cc41bc1daf81eb17866be46c438e0bde17529fc828aea086baec672
TCS-3416	definitions	4	b4e498ac4f92a5cc35860a9cf51f575218e7e212b6c89e96b089bf48028b6fe4	42d82efbfd63d5cba6ec5060316b64a7b02385de19a2347248d40c2cc2e38369
TCS-3416	review_note	1	510914d13afb520130d4f21e647a07c76ff8957bc22601a15533f5b1353dde29	5a36cc44c93a18aeca39dfbe75ffc575b31df140178797d8d579bbf601e64c7a
TCS-3416	formal	2	49822b6680c72118ac3d890aaa77dfb8cd0c9b2ef326b9808ca988b062136eb3	95d41137281e4b3f3d8aad1fadc87c36684d07ca312acdbb3a8c25d8879cc594
TCS-3416	working_summary.sentences.4	1	477ea3c3bd0db73100266cc5bc65ae80ea8b83a68555f6552dea3187af42b2fb	7d1e310b6494552314689a9bdbd07813e50a866e995f1b346c0b1f1fee5b119e
TCS-3416	progress.0.text	1	a1f0b0c4a43d2370a53be1687936af17b591bfa3443dd5ec04d5e9318dfc42c7	50647acfbc71ba5533bf6723c8ce5b1d4e8ef685b16497e59f475a48df0a47c0
TCS-3416	context_blocks.1.text	2	72b1e6fda14b153965d6dc137c782995f603e60449995827815b696ee3766149	f5fbf11068bf3d59f97ec0d0a10bfe82e11fe52681c26e68d3c1c97e97d1e8e3
TCS-3416	context_blocks.3.text	1	a892eb27e288061004626446bfbcaaaab1476a2fe53f8120074e24ddc1802d67	b484ef1ca45ef345237ec4875824ffd4d341e45b60601a89444b31e98356bb5e
TCS-3480	context	2	f863ec9c749a159b608ba33622cdd17a95aee88d9d52ea0fa149989c77685335	274f71bf202d5392bcdb1f614b2a5da591d4e66e151a7623923f5ffa16f60809
TCS-3480	definitions	17	45d490b33b9fc883745472f89feb9b7ffe6f53ae0be57ffdebe02fd4ae981c0e	0633cf78c921f453bb4d446d06cf27b7b1a005cee2be700c4d5e8e94c93bc8de
TCS-3480	review_note	1	40e9dc889f01f43d57921934654345701d5297b0ebacfc72bcd0ffdb7c06c87f	8df3f0617697cfc50fd4b6dd10e7439146096fce14e511f7431eed1a031a0d13
TCS-3480	formal	13	7296e05c91acce92fa630e6452746842b6ac57c08966ce6e22a9557dea97e13f	41fc1316618f0d90fb869157059a5569cc14417c7bd4b9c8c2549fd30701b62a
TCS-3480	context_blocks.1.text	1	7a951bbf28416d84360981b9b3e9617cd73772dd9b5fd5606a18e43028f2bb74	fe73655fbdfd77fe7188e81268c1b5f46f93f6352cdcf6d9e7051c99a1923bf2
TCS-3480	context_blocks.3.text	1	4531661a1988be276d0ad11070bbc5216bf9b39f7e5db217739f13950c658393	a7370d558414a8ef108fdaf12e780d5046021a7257f19383eda55cd9bf337273
TCS-3557	context	1	6f1d72441a0c77e6a76c92523eb950843dfb1bb8eb3c4fb6379042999c8ff5ed	e64a1205b06fc41d8e483fa96d689f5611badc330a59a28c00d744d3a87295f3
TCS-3557	definitions	8	f132c0844da7ff117a1082d7bb15db27e08417a45fe092cb4720eb81d4b16782	c4d847adb391df3b8f2b48f6e2401ce607aef63fee0ee7e791077f3127cd9cd2
TCS-3557	formal	1	3f33dad8f0ddc5e4273cf6d3fedeff3a6fb5c864a4e9b50ef129f5d90bfdc3dd	9b9c265f1cf05ba4c48dfb6c3e60ed433336c16e972b68ded644f7e3cb99cca7
TCS-3557	context_blocks.3.text	1	dfce38fb4739b682c69ccd964391bd466393d7ee0abbb052151c0a518e5ca630	dbfa7919531c6df09cfbbad3d092e8b7cf192d1d2aba3f71defba9698cdb8907
TCS-3580	context	2	6c74af77752af3b69777384465fe873b90d17770bafb5d78fb9cd7fe054cbc01	f98a2d19cef0ab1a763bbdfbfd260624b13f594f0f8061264fde2590bf94ce89
TCS-3580	definitions	10	c1c31ad98bf7c164e3c946c2676d0f47405a6664cc5b46ad7fb36747a0b24275	badaba9f5fed29b0c8cae9ed1c0950e74e5e7aa145f5a383d5e0f8ba4b42ac1e
TCS-3580	formal	5	4cbd2fba877fe7429bfa0aaa745da56fa9d20d4daf71e1888a4acbc2565370fa	7a46711b508f7b112290a55cd5ad6e23384caac3f305e9213ae931baefd48bad
TCS-3580	progress.0.text	1	59dfcf604c452a166c0f74a1d9a5f74d53e7561228cd214746073bac13fedf4f	b76481cb747e04596b9f6a86a1a6e76a3c16209b6ca792a4df828fbe610df4c1
TCS-3580	context_blocks.1.text	2	5decb754ba1d62242ba7f8a7a549f2a55d06f3bf4b8ac4d9d3bfcd3d52f0003b	e3ab1d940c78ec7361b03ca607f8f0a87dcdd5a4cb3bb6e48d0b8e2d22abc4c9
TCS-3585	context	4	84605116b5a63652f84aeb13a63b26178a50d08220f20358af25b2dc5ca8adb4	90421ef7a2bca2a9a8c97bb6646ee37238136fe7247028b86a7fb03dfbc857dc
TCS-3585	definitions	18	9b9511c732487f55e2cde24d7847617c786de4e6e899dca8e5d71a447ea25740	857866254d6ba89835d6e2b29af200d87c8ce3751d4c0a3e0ca85e860819cb3e
TCS-3585	answer_criterion	2	e29a2c626f29e04b565a03015e29984902e0768c66ae3c1a0f201a26160cf514	8aa6037ba2cb96ad58acfda91569374ce1f98292fd4b6535c28fed515d353c72
TCS-3585	formal	11	4f87e3c1dd191a8c65e382f22e397cfcca4b964b79ab04af3ef469fc360eac0c	93191da0278f743a112af27b821c27237650de3574d92ea657e3bd28bcd86d26
TCS-3585	working_summary.sentences.2	1	4b9214d7f50d2a7b18120632b2e58650c3a9ea6c9cf355e08ac955c28ec27424	c0d89b6a4866db7ac22857f5052a552951578f6d00f4919792e1991c0490d9d5
TCS-3585	context_blocks.1.text	1	59d4f9f1baa92c7f39b5dfed70836fb5a9d98dc2746cc8a11929b1cd508da654	27a8c1d34275f76e4b2e6e55b7e041e9490aad35a4cbfb4f6c5c88e53b34de5e
TCS-3585	context_blocks.2.text	3	cf7412dbe2458c6cdd4db4f4f9742f47a4e4d4c9eaf1593aabaada4d893772d8	e8ea386e2402b52e7b1167880cc55f2dbc0d5107f342b46aa0bf44cd844b48a7
TCS-3635	definitions	24	b434c858e26e5735b282b072782abfa03c173a886b9954d4d9416717a748589b	76fd747bab055201a453de2bd03e74cacedc3a3b59e8952ee00dd1c4ccbb69ea
TCS-3635	formal	4	4c27fae7983a23b184342378e89f3d73a2a47db1aa9d67b01ad18bc844a75788	f05c39d120072e06e7f1e479aeb0662f44bb613c4953eec81491ea0797c78da7
TCS-3676	definitions	17	9320a23e8813d615ad0c4d2fb05b8282a4944c05f2eda96383eee356dd493536	e594f0791e3201ef71dfef6f5beea7ee8c32aee482f286695350e94876326d90
TCS-3676	formal	3	dae3e87dfe194184904a9dc35698ad54cd38b64f905c050da3c1b50e648cd7e7	ab7610f97576aac0097e4c735c20fda43e026f56c74874e4329225f2fe509710
TCS-3678	definitions	19	4b289094ecd03ead69813c872a8b8ea89e667a4772634074f528bf64d1c520e5	49c74a9cc2053a641694feedcf10dbc38ae175a926e90ed6db1c21fd18ffbb2f
TCS-3678	formal	4	01f220b653f6e6aa8d9afcd9eff2b68da6d5d3142f10314475da7177d8decd12	36a71498d9bb7176916bec587dd4109828fca71c8e8ffba1a7c4adde5acbb14f
TCS-3685	context	7	318617fd90e02171b662aa6284acfe18cd27946ea1ccdb2105a653d37fd38e27	a7ee49235043804065f54268a08ad7a4bb3e316f7ee2167ac838a9612593f65b
TCS-3685	status_note	1	b7086fdfc670965909fc007f171e34a2e76cbee2be5366d20a183e72586c3f43	d294e483aa0fc1a1f3a6370ec49b01e6ecac2b908d199214393941c45d52060b
TCS-3685	definitions	16	2d4de00866c9052bb4ee99e14ae42a81fcbd91f0ca0246eddee2fe8c673be490	1eff9dd7ec52a786932a95bf8a9426332e9658828f515cc10a3e2a1af90aa37b
TCS-3685	review_note	6	4d6ec8f77668e174eaaa898590cafda09266546bae4d05e5fd245a3c8e057b63	87b1c9e022913e31795c6e4c14c8aae32e996d3d49b40605f87b27875ac225ef
TCS-3685	formal	5	93400908aaa758ad41195d754c022a45e6c43b3d25df4cb947dc9f942192b913	4b7f44f6eaeafffde63603bbad4d778d227431c2506551acca98d6d0a66cc8d7
TCS-3685	statement_review.remaining_issue	6	4d6ec8f77668e174eaaa898590cafda09266546bae4d05e5fd245a3c8e057b63	87b1c9e022913e31795c6e4c14c8aae32e996d3d49b40605f87b27875ac225ef
TCS-3685	working_summary.sentences.2	1	e4153dfde5202a056f04bb3137699262dccdc2e9a07951bd7114c2201241d856	f8b7bbe65e198f0057cfea38caf5001a2b0c2077c548ccb6378f0f5c6de18615
TCS-3685	context_blocks.0.text	1	3a2b3bb391c7d8876b892c018ca697fa72558359dc8cd225f1c57bc9c40d3346	51df99620a360ed6e307dc76789292824e5c3946abaa9bb5dd4b112579036724
TCS-3685	context_blocks.1.text	6	ee4cdd7dbcaab109afce36418a24ba77cf0fad5ec885f79845730bcab5151981	ccb63452cf0c1b63d50cea024090e7bba11244d7ad73f6a20ba176da5d58664e
TCS-3689	context	1	58f41dc028944f877d4ecdf013e6d3e4d516cff28bf0a210d2862d6eaad66866	1b93f900ecc1368e072be9acc9bde3151430ce1ac186695cd25475d6c55238f0
TCS-3689	status_note	1	844f17476f2a7f2a574df08ecc04f1de5464613ec0c480985ffd64517cac21ae	20f5664a744becf1e72e8eb132b7fdb1ee36250e5d55962319cd71711c7ebe9f
TCS-3689	definitions	16	83a5442e12c4f9993205835711e7fc55bd70679b47362fe4956dcf7e019bb501	c62a8560208e129f91d744d6bc4d85fb2d1a59da2a5cb4808b2866c7780a069b
TCS-3689	formal	3	1b806b3431b022d07fbde457f51774ff3a1dd96edbfd7f410ded1dea56a5ee16	2dfce4a50c1925fc2fcfe088b91c5cc6916092c2cd5ef9256f5b4a3ee649ac4f
TCS-3689	progress.0.text	1	f2aa0416e6f2331aaa396b4437264f3b678c7458828f1f2dec9bc24886df05b7	9e66cd9fdc8a71ec75bc4bb5c38632959a81b6ec2e55aefc5d4e81a8a8e4d944
TCS-3689	context_blocks.1.text	1	7096f0867504266fb6cf6bcedd98f94bca527fc07e19bf7f802bf47b5e3328ec	fb81566aa1552c1a7ac1ac0435a8527a639c6c5a01dbdbad54e415ecdff0d699
TCS-3690	definitions	11	2be55e2d757a855360cafe6457fd4f1b9748140f87f41d00cd9cb65621935faa	2505460755706e36abf739d7d949c3f86f99ed8ffc5684e909bdb327e0d56b2a
TCS-3690	formal	9	15092e7f7c945b0bfd9be097ebd614a9ff98c400108528b295b6c5ca645ba4a5	57561bf63376b4d54ba830f5d8ea8b28275e5fde812da6db03a133b159baf42f
TCS-3691	context	4	d49aa1b54c83d09ef1c6736c27b4bdf1f45145d3def3ffe16e1d67fd02128340	021b81ab2b08e018dd52700fa8ae4dc6dfd14c3c726d541374849bcd6275e56b
TCS-3691	definitions	21	7f759070fb60a0ff0884b61a83e9b844a6ad9c1d3fb5767243890505b35f411d	f67686f8ecb000bc4aeabe3fcd90e7acbcf733aaf7d09e16873976abc07f5a73
TCS-3691	answer_criterion	2	4c87419a50042f68412f5a16ff087aa5c21fe61e87227eb52189848d9762ac23	bbd03bf4e7c69161c8e6ef006e98d4a55982c835d26e9c40d1a68b50c52f6e6a
TCS-3691	formal	9	76f03553453ec05871ce32cd804b097e6f2c6b8b08f8dfd7a49d41b011e1c2b3	1617e289b26a8cd9e62dcf42530c9c86f30f61fbddc842b7d2ff6b9c7e3c9f40
TCS-3691	context_blocks.1.text	3	f499fd49313de2dc858c72af40a4eef44e1eb3de56a47ae4da48b1aa20c63ce3	51ce526adb7fb18964b3bd751e4a1658202a723f2f410580f171eafc0820df7f
TCS-3691	context_blocks.3.text	1	fcf9923b2e08a5bd6262e8da4925b45ce3974d8eb29955ac97f19f9978fdfe47	10e472b32f022f3ee2fe0d57423c2363056683f1538e1fa68a50dcc0262def90
TCS-3787	definitions	22	32197a05c5de833715b35eba2f8e25db0a8f47282d78a66626b89f71037c4fb5	9a1119cf1c49472a7e1ae6a5ad1003dc9229688279aca4bec19983560eb31f4f
TCS-3787	formal	6	a3e0ed100e80e57cf5d6e005fb476f1b9f34f1bfd9aac5491cb929ab9227b3a9	3397c96ca9429fd34ecf9b68cc00f641c81e0e80eae0dfd53a3f0901ed2daa48
TCS-3792	context	6	9378881514e29bf6d3487dd0cfa67b001e6971d8a17d5964ae7c54f276561e6e	6c83a556e752c0e6ef19881abd3eb2ccb6b8fa9fa82b6fcadaa6e14fb6f1c3e0
TCS-3792	status_note	1	cab1b21377f8f3d39a85d0835c061a5f6691fd2ec14a2c0179c5990fc51c5223	ff40b27a1838b2a88919259bf1e529c86e593de6b893155b1352b88504e6ba93
TCS-3792	definitions	4	6e8a7c161a6c5cc933472c27e00905cd652a92e35fc37f62a22b0dc2d1e7e5f7	c08a6efcf26a299d4fce1720ece43efead91564a68aaa01c46b68dbf204b1a29
TCS-3792	answer_criterion	2	bc926dbcbbead9683a7eb2b23108a6108224d3232e25b40e762043527ed629ae	3fc36a3651e7de124a3b8f36f4c9700bce29a8980165e05cd4c9fc6cf092a903
TCS-3792	formal	3	d9330639fadd33cdd93968779969dcec438dbfe70810fed08bbbee2474c5da48	3aaa26f24f195f6f233899fc0dd4bc10f35b73e0a67d284f3794a9efcb19d512
TCS-3792	working_summary.sentences.2	1	82fd13c490df684acd63dd78734a2cc76eb6107c8f5fdffc5fb2cfd8035f9297	8d776383562c26d3c3402c55fa498a4786d041e88243654d1880b2ea4db95d93
TCS-3792	working_summary.sentences.4	2	77b7006c6f2a9fdeab3f19986ad4f11998c51680afaa4e94e7e5b99275eb8321	324b0d30fbbb1b74ba622b830d1647f0dd981f256f7067774d1ed2906d535fbe
TCS-3792	progress.1.text	2	398ab9b977803a450eeffa0d0f92d39a74286789a046854536b997bae9822f13	f5879bfcfd9c7ef1a5bec3c59ee85aed237c71cef6e0804e9af3eb7494e12ec9
TCS-3792	context_blocks.2.text	5	302a7da21eb6cc9dc02bbac6c191ac00e36b5f24544d47c3722bc5e822deb942	93ce9eb40b83e8c9c462d7d778d7fb72859ecc78b14240de80ff2074005da52c
TCS-3792	context_blocks.3.text	1	bc0e8a2979e0841ef9d9c7455f50a0207b2f24636a79c2c5f4a9ecb3924ce8da	a8fc36cd173146cba7530529a042890c13a029d36c283c7a9946a2ab35fc2531
TCS-3886	title	1	8c447b933f5f1440afc5262c76441f3c3614ccdb03de764c04705d3a3383f027	c6d9b55259afbd98258bf50662431bf2a671d0c299ac879021c2c9200899c92d
TCS-3886	formal	1	6a4fde02e75fe83a5bbb69c40fbea694102023d7c07df552a6e1319cf00f79f7	e5a7c6787a047bcf395ea04ca2977887ea004026e8b423d1c4e8c57d2aedb440
TCS-3886	references.0.title	1	369b7f70787316dc5964155c8ab9c7039f0f42e6fc82e9e7c4e6edef5bdb9c5a	e37c460ffe211503f673f3b4eaf38edd6206b3209b7cafb0fa267e967aa60111
TCS-3917	context	3	4abff943bc0894bbbae180cc8c8b2ee01938867dff2e6f68153b69c11f6b66d4	6e5b49e58e8a30b836f8d561b8e550d3c3cc80b90c9b575a8f6a99b972a41e30
TCS-3917	definitions	17	cba495c3bf3847646a412c4ba02d43f1c45f305b51c97d3419c553c21ab6d8da	62cfe7fba93ec4f8ebb1f049784b78ff260b254d392af1f8cc8cb52e92cb49e1
TCS-3917	answer_criterion	5	e5533449062f55f69d26df87304f0353aec548eeccaaf4d0ba4ce90a568e6976	d03ffda696e7521c1dfc442af2bcc45c4dbc9be910d43adc10a1cae15e9f28c7
TCS-3917	formal	4	765aaca326690068bf0fa7b4336fa58c57401111c544087db54876961a3e4853	a25fb89adf509b6342d7c44ed62594d980b33f1043a5638b43ece4943edca211
TCS-3917	context_blocks.0.text	3	4fb9a56ee69fa509a5dc4871e14bacaf9d72fc1ceeadcdf5fff8f5e62fc02d0d	25a6db3e8bb06cdf959a0c827d30c558fe9d994b4a853fc03693e628dbcb3592
TCS-3959	context	6	d68ae4fc2e64fa9328296ab4bbe4201c805f9af8e25daf71e32cacfd97535c6d	340f6bc3dee1ea4f81083684dcd1d1e8279d98f55180321763accdc3f838f3f3
TCS-3959	status_note	1	a5aa933bca337e118a2c7e9a9d757878c82f54156714b820eb4e30ab84de2261	11289353b6f48f0802699439e1eef1d570529d868b27b976d72a2aacf3199a29
TCS-3959	definitions	22	58e02b14f17d0a173aa9e9d13e40e4793fc5d7c7f63474467cfcd0162cc5ed46	9bdb4d27a9b2fdf8efafe295088458e23ab8223146dddca0da31540f3bde3132
TCS-3959	formal	9	b2617b511d9461d53f8b288e71379e2e4207945e5ede218de5747f4b281e241e	9b2aa2780a44d01cc99154bb41618096c49e19aa0f7f4141ac1f2895fa72c6b5
TCS-3959	context_blocks.0.text	4	b2fd1ebf43a888fd3c6f9848634fd0948c2cd44bdd33b30cec47a9f7184042f7	931a206ac6e4ef4d7dbcfbf3f18f7ddcbfe779f443ba352468b9ff690c896042
TCS-3959	context_blocks.3.text	2	0006672e6c2503f7c83a0fa9d8a84e22ef08fa25ae61114fd3d641ef8d3b54c3	93dfbb2d1d20139db717cef62410572568ae4b5db39f15a8984e7bc5a7779f67
TCS-3984	formal	1	011fa3aeec3f5c41708f9abaaf7780d72793a0f5268feacfa79e897074513e51	87e6f4070eaebfa25e4cf28a2f90c8feb623d694db615a5c8fbe62a2f24006bd
TCS-3986	context	6	d3f5cdf5aa7e022e87bbe826ee1011bccc9feed23575ec0f0e6d85141bfecad9	c36849e23d9fd0cdaaddfaf83944d8683b33bc9e7e1d5a7d9033fee78174f4ef
TCS-3986	definitions	11	6e216664e0f495fdd38465d697be658dc8091263f840160832fdef88b9f7208e	650614d5388897179465c5d33bbf9e5267b0ee1ada48ffd24fcedb3270552217
TCS-3986	formal	9	da44ac1d958e11453e9b371f79443de50a75e591e38e5d4e753384bce22e4b1b	297184747e952af29443e2037a41ab1fc11ca86c9ec385d3173413f231fd66f8
TCS-3986	context_blocks.1.text	3	341e28691ea72ebce9bc4f060c692ae52418da712ca99471b461e0f045933961	323c14d65ffc298e3516f682f61e4554f7f5383ed67cd5edbe19f8b0ddff7379
TCS-3986	context_blocks.2.text	3	f7b6773a1c43ce745035677fbe089b91da3d0dd56d29b3867f734a55aa1e1fcf	08394c9409e2523e53dc557d3714099da2cd731621492d57375a0edecca43543
TCS-4186	context	2	c01adaa6898ffb079c2f9c2afb8bb504c350aec1b4d2b0a9a6aa30d91c24b443	bc06bc99847bc9209be56d30a270bc26c1b61da7dd680927e9ad6c4833b09605
TCS-4186	definitions	28	b9b85c4c3a8285d25f02c08a4913f68128df644cb27d88a9830fdf50c889d026	9f9f926056a22cfc05c56c20ec02a588bc58d24b33ed5d3ebde1ea6dd0ec56f1
TCS-4186	answer_criterion	1	09918a58800c9df2150cb866e7f71805a07658aaf7b8c2909c8a852d5b8f67a4	034d7e1d5b86f3a465d0f66b310b36f5679285ea72d90b08cab7596a9c497eae
TCS-4186	formal	7	2ed62670d0dd18e81cad26dcb5fe0f7cfe9dcb52defe2db0d6accecfd65e1720	4cfe745c5cd835a673a0b52cce8e5ecd2462fceb8dcde073bd66e0e81d6a6fb0
TCS-4186	working_summary.sentences.0	1	a26abd176785298e1a824adde9a3b85fd166a4b1d64a9b57a42466b85b11d709	8c6e1c80073a0c097066b219c2f69b7958d2b987f2c87d6704eb673a84c3f8ac
TCS-4186	working_summary.sentences.2	2	8728639c3bd17f77d3e55dda6f6f16d62b7f1316d2a1ef1b04dd1c739fcb1403	28fef7ba033a9c2c5b93438703a10a710eacf0c587943cb02826d4a63f9cf369
TCS-4186	context_blocks.0.text	2	7af1e46d318d7ee95610f07c8f90e216181730d80f92afca5a49da9535099d2b	5f7e33b2b2c55705187e8bf0c1d53acb8bfb1423438bf13edc095842a2eaaa64
TCS-4231	working_summary.sentences.1	1	4c9eea7a997c03681f2cab636c4fd9a757ac95af9fc975321d8485c9a24a4b65	44232a9fac182d6e32c06397abe296a8f071e74f5170f0ac02734e56eed86a6d
TCS-4245	definitions	8	5903765a37c60d8b6756d80e83776f0934789896fbe938765ce4f7797d76d39e	5c799dfc0d1af01e0b4c1d8c9bde7deebc466026dae9a4555bb4838fedf5df05
TCS-4245	formal	3	580303368155766cd329f41137ac3be43a4d8d7a9dc817f2e827c1a548b11edc	f51ffe9872b2d2a8d1c9b58037dd3b43d7926a2f1f180b9b70b715a97776d53d
TCS-4259	definitions	28	29110e1cc98cb113d8ea62bccbb5ecae13efb3cdcf501152c55f51a0d3877d36	9925137d30c520c022373f19a262b0b717602d577a4ce030d281223cbedf412c
TCS-4259	answer_criterion	1	c75795203e6c82722dff80fb92ffe30d728cf19c7680aaac806057bf51cc823a	2316f8cbb6d0fa94895b4d6963833dfc51a4ff893a3d4f480bac92887b86b156
TCS-4259	review_note	2	4badb64877e448bb4f27f8db28aae5d995b6956a8be9ad5171c14b5767bcdb69	477cf55d516270c4aaaee4afd83454c701679251e061c386411e5335b6adc8c9
TCS-4259	formal	8	204676c5433f44f16ae1a261c286bf7072d1c49bcbbb0f08462adff892f254cc	c27635c4c4545b6cd5a142eb05d141f1c0129c2122ea41416584cac25c74e0ae
TCS-4259	statement_review.remaining_issue	2	4badb64877e448bb4f27f8db28aae5d995b6956a8be9ad5171c14b5767bcdb69	477cf55d516270c4aaaee4afd83454c701679251e061c386411e5335b6adc8c9
TCS-4259	working_summary.sentences.1	1	93c65c41f34f4ab404df5fdc2ce06894982d5b13e24ff876100cacb861b977eb	3362d6a39c2ccd7edffedcfc045513319a8483689a70eecc3b252e4b39e6a81d
TCS-4274	formal	1	74fe00e6832f7ac482f43c110c27aa2169080063c3defef033733196d25709ba	74fe00e6832f7ac482f43c110c27aa2169080063c3defef033733196d25709ba
TCS-4289	title	1	1ac9a9b4e2d9e3079ea395df4d17d255fb13ad82f61e791d758867cc4a89ce32	fdd814f8f3c6df48e645bd08215ab172bf749c1e01a6e648d251b16703b918b8
TCS-4289	formal	1	5716b2bb3c4bdb8fce05d23ed30b57413c4377a316f2984becedf652d8a3f476	cc48f7a38a4befe7b86d735fbe099a8caf1da4b10e2439615d4e2a3ea815fdfd
TCS-4289	working_summary.sentences.2	1	d3119fc345726fcf9acd464f52fbf63af996c403773b760a0147d7f4fd73f547	baed1a0d8ec22b407730d6946af887667e4c500fef589efcec2e8c945b8ab66e
TCS-4350	formal	1	2f316e180aeab4977bd0ae4ad9387555a3e37637af13302c65d10c1f87b86ef5	422ed0eee851c2a883f2e09ea3c47d58a1ccc069b72579d09eb7c1f834382eeb
TCS-4417	formal	1	533aee96f4a7009cad785d516ede734c1e9ff2996d77e3efe68296fe23cde92e	a5d1833ceb50c480e1d9742ef06b309f3c8efda35282278e24c28a8022469ec5
TCS-4419	formal	2	b4c52bd936f8cda5e56799cabdb66a3f5f6cb774b8c567529f2b153cccf269d6	af60f9320065646506690ebcc2683b68347a4c70df391ded85b616908f53e269
TCS-4440	formal	1	4c26cef281e65cdf13ac7735d8a6c56ffd95c4369cdb6ff8b75d31fffba5676d	4c26cef281e65cdf13ac7735d8a6c56ffd95c4369cdb6ff8b75d31fffba5676d
TCS-4454	formal	4	5f02d938c451df4c78d48724f51cb60a819e2352af35f3729c1224cf6daaab1e	2f48c621ea1b266248c02fdd8463171a64093ad24661c458a0d78ab20768a916
TCS-4454	working_summary.sentences.2	1	0b55baed60b2a5575d9fc3f510b0944abcb9cf7ef57ad4cb678fa5aa10b4e9e8	7aeb50c2faf2d8abc1fed0f744b7c01920ae06ab6451f617b3994db19181e843
TCS-4454	working_summary.sentences.3	1	543348e0a12743c4a46d8983721955e0a2aa32e60b17fb08d9956eb040b45ddc	9000685d626032a34ddaec0ed3098a4d4584e180b7caba07e418c0461dc33fd7
TCS-4463	formal	1	dd94e7b99180c85ad47d6d627bb69bb4dd2fe9141732c63ea8d37ba8914a2a5e	3a072ac54f7b86450bc7df4eff42102f4cb4754c3f03cf88fa0584e77fbd2817
TCS-4463	working_summary.sentences.1	1	c1c8f0a2cd06502d1af7992d061d621b6a8416e15c80991c4996474cc47e22b8	33bdd4418f76350ec86283da0b8272188ac924c55ae27a65db4ea0ad83828d7a
TCS-4524	formal	1	ac434f9a1d525110ba8bb6d45e3fda2d30ccd82c93eaabbc586801bb1bf38476	4730be73a2cdd3d2ae3fe109661eda4cddcf241352d7557e429dd61c78e77ccc
TCS-4549	formal	1	b6cdfc4f27b4c9f9f56c0397a6db40ee1132df9a10a97c9d5150dd64dc777bb2	aef071cdea9cdd914dd0fbf4090c3fe1c7676c4fb913b884ad4acf6bc26a5053
TCS-4575	formal	1	2af52d85b38b88e9ac0cb6dbbf8e61ed0be60b0ac08379ddef382f2eb8b61080	36e6eb28cc12242534e158c2629fa2d2afcb829d5894877bbb47df08fb930aa6
TCS-4584	formal	1	40c66c60d994d336bbb527772872fd19a7c26907b903d9f251bde328e3345c5b	40c66c60d994d336bbb527772872fd19a7c26907b903d9f251bde328e3345c5b
TCS-4636	formal	1	71132dfc38a87ff4ac473a707702160ed2f7b8f002edf1e69c06d9fd107dbacb	23b4cdc85a7a76ee07ca883d48f9e15a0d3edc9e83acf59e021384d2c67e190e
TCS-4659	formal	2	0e5c6e3b25745398ac086ddbacb14751227a9175a5bd056996bd4b3251a330bc	db6de962655dc2251ba715f4c77c6a15cdcd4560acffb2d02106823fd7eab3cc
TCS-4672	formal	1	de5cc6f8b2695470f66c1e88d66064ad72fe7d130c9210935c3d0ba2f87a57f4	0c9b140dbe034cd18762c1aff470d731e99b5bd17427267a77cbf0e826fcc53a
TCS-4673	formal	1	9d771587c40a8478d3124efa85e36bd8197169d0ff9114263d66488a00e03e2e	9d771587c40a8478d3124efa85e36bd8197169d0ff9114263d66488a00e03e2e
TCS-4695	formal	1	72d747dfabad7ff7dc0b1f5061579efdd216ef106213e0b31535accab0705bc1	72d747dfabad7ff7dc0b1f5061579efdd216ef106213e0b31535accab0705bc1
TCS-4716	title	2	12f46026d2168913306c7ac8cb79d02d5603e548cc0e4c9d84650190e5f5faf7	9b0274dba85b7b3a580628d86fbf032b2ee926b495c8c0cf6a43ed6e5ea19bcf
TCS-4716	source_formulation.text	2	299877d149c4f01c5a6fb485a893c4478fffb66044efd3283740dd501f5d8212	aabf370cee8ea05702fa28cc2a57c2e694cc14b7e8b9bfbd8f3bda889978a523
