TCS-0001	Does P equal NP?	The P versus NP Problem
TCS-5367	A Tractability Gap Beyond Nim-Sums: It’s Hard to Tell Whether a Bunch of Superstars Are Losers — Conjecture 13	A Tractability Gap Beyond Nim-Sums: It’s Hard to Tell Whether a Bunch of Superstars Are Losers
TCS-5368	The Bit Complexity of Dynamic Algebraic Formulas and Their Determinants — Explicit open question on PDF page 7	The Bit Complexity of Dynamic Algebraic Formulas and Their Determinants
TCS-5395	Downward Self-Reducibility in TFNP — Unresolved-question passage on page 15	Downward Self-Reducibility in TFNP
TCS-5396	Symmetric Formulas for Products of Permutations — Explicit open question on PDF page 4	Symmetric Formulas for Products of Permutations
TCS-5397	New Sampling Lower Bounds via the Separator — Explicit open question on PDF page 4	New Sampling Lower Bounds via the Separator
TCS-5398	Depth-Three Circuits for Inner Product and Majority Functions — Explicit open question on PDF page 6	Depth-Three Circuits for Inner Product and Majority Functions
TCS-5422	Superlinear Lower Bounds Based on ETH — Explicit open question on PDF page 3	Superlinear Lower Bounds Based on ETH
TCS-5454	A Majority Lemma for Randomised Query Complexity — Explicit open question on PDF page 4	A Majority Lemma for Randomised Query Complexity
TCS-5455	One-Tape Turing Machine and Branching Program Lower Bounds for MCSP — Explicit open question on PDF page 2	One-Tape Turing Machine and Branching Program Lower Bounds for MCSP
TCS-5456	On CC0 Lower Bounds for AND via Torus Polynomials — Explicit open question on PDF page 4	On CC0 Lower Bounds for AND via Torus Polynomials
TCS-5457	P-Time Algorithms for Typical #EO Problems — Explicit open question on PDF page 3	P-Time Algorithms for Typical #EO Problems
TCS-5485	Edge-Minimum Walk of Modular Length in Polynomial Time — Unresolved-question passage on page 20	Edge-Minimum Walk of Modular Length in Polynomial Time
TCS-5486	PSPACE-Hard 2D Super Mario Games: Thirteen Doors — Explicit open question on PDF page 3	PSPACE-Hard 2D Super Mario Games: Thirteen Doors
TCS-5487	Computing Oriented Spanners and Their Dilation — Unresolved-question passage on page 16	Computing Oriented Spanners and Their Dilation
TCS-5488	Recognizing Proper Tree-Graphs — Unresolved-question passage on page 14	Recognizing Proper Tree-Graphs
TCS-5489	U-Bubble Model for Mixed Unit Interval Graphs and Its Applications: The MaxCut Problem Revisited — Explicit open question on PDF page 3	U-Bubble Model for Mixed Unit Interval Graphs and Its Applications: The MaxCut Problem Revisited
TCS-5490	The Tandem Duplication Distance Is NP-Hard — Explicit open question on PDF page 4	The Tandem Duplication Distance Is NP-Hard
TCS-5520	PosSLP and Sum of Squares — Unresolved-question passage on page 14	PosSLP and Sum of Squares
TCS-5521	H-Clique-Width and a Hereditary Analogue of Product Structure — Unresolved-question passage on page 14	H-Clique-Width and a Hereditary Analogue of Product Structure
TCS-5522	Towards Stronger Depth Lower Bounds — Unresolved-question passage on page 20	Towards Stronger Depth Lower Bounds
TCS-5523	Circuit Equivalence in 2-Nilpotent Algebras — Unresolved-question passage on page 15	Circuit Equivalence in 2-Nilpotent Algebras
TCS-5558	Most Classic Problems Remain NP-Hard on Relative Neighborhood Graphs and Their Relatives — Unresolved-question passage on page 17	Most Classic Problems Remain NP-Hard on Relative Neighborhood Graphs and Their Relatives
TCS-5559	Computational Complexity of Motion Planning of a Robot through Simple Gadgets — Unresolved-question passage on page 19	Computational Complexity of Motion Planning of a Robot through Simple Gadgets
TCS-5560	Complexity of Fault Tolerant Query Complexity — Unresolved-question passage on page 7	Complexity of Fault Tolerant Query Complexity
TCS-5561	Bounded Relativization — Unresolved-question passage on page 41	Bounded Relativization
TCS-5592	On the Pseudo-Deterministic Query Complexity of NP Search Problems — Unresolved-question passage on page 12	On the Pseudo-Deterministic Query Complexity of NP Search Problems
TCS-5593	Does Looking Inside a Circuit Help? — Explicit open question on PDF page 4	Does Looking Inside a Circuit Help?
TCS-5594	Super-Cubic Lower Bound for Generalized Karchmer-Wigderson Games — Unresolved-question passage on page 12	Super-Cubic Lower Bound for Generalized Karchmer-Wigderson Games
TCS-5595	Further Collapses in TFNP — Unresolved-question passage on page 13	Further Collapses in TFNP
TCS-5617	On the Complexity of Modulo-q Arguments and the Chevalley - Warning Theorem — Explicit open question on PDF page 3	On the Complexity of Modulo-q Arguments and the Chevalley - Warning Theorem
TCS-5618	Hitting Sets for Orbits of Circuit Classes and Polynomial Families — Unresolved-question passage on page 16	Hitting Sets for Orbits of Circuit Classes and Polynomial Families
TCS-5619	Symmetric Computation (Invited Talk) — Unresolved-question passage on page 8	Symmetric Computation (Invited Talk)
TCS-5620	Size Bounds on Low Depth Circuits for Promise Majority — Explicit open question on PDF page 3	Size Bounds on Low Depth Circuits for Promise Majority
TCS-5662	Tetris with Few Piece Types — Unresolved-question passage on page 17	Tetris with Few Piece Types
TCS-5663	On the Complexity of Avoiding Heavy Elements — Explicit open question on PDF page 3	On the Complexity of Avoiding Heavy Elements
TCS-5714	The Isomorphism Problem for Finite Extensions of Free Groups Is In PSPACE — Unresolved-question passage on page 13	The Isomorphism Problem for Finite Extensions of Free Groups Is In PSPACE
TCS-5715	Stochasticity in Algorithmic Statistics for Polynomial Time — Explicit open question on PDF page 6	Stochasticity in Algorithmic Statistics for Polynomial Time
TCS-5716	Deterministic Regular Expressions with Back-References — Unresolved-question passage on page 12	Deterministic Regular Expressions with Back-References
TCS-5717	Query-to-Communication Lifting for P^NP — Explicit open question on PDF page 5	Query-to-Communication Lifting for P^NP
TCS-5718	Complexity Classification of Conjugated Clifford Circuits — Unresolved-question passage on page 21	Complexity Classification of Conjugated Clifford Circuits
TCS-5752	TC^0 Circuits for Algorithmic Problems in Nilpotent Groups — Unresolved-question passage on page 13	TC^0 Circuits for Algorithmic Problems in Nilpotent Groups
TCS-5753	Lower Bounds for Constant Query Affine-Invariant LCCs and LTCs — Unresolved-question passage on page 14	Lower Bounds for Constant Query Affine-Invariant LCCs and LTCs
TCS-5789	Autoreducibility of NP-Complete Sets — Unresolved-question passage on page 11	Autoreducibility of NP-Complete Sets
TCS-5790	Super Mario Bros. is Harder/Easier Than We Thought — Unresolved-question passage on page 14	Super Mario Bros. is Harder/Easier Than We Thought
TCS-5805	Tetris Is Hard with Just One Piece Type — Unresolved-question passage on page 21	Tetris Is Hard with Just One Piece Type
TCS-5843	Polynomial-Time Tractable Problems over the p-Adic Numbers — Explicit open question on PDF page 2	Polynomial-Time Tractable Problems over the p-Adic Numbers
TCS-5844	B-Chromatic Number: Beyond NP-Hardness — Unresolved-question passage on page 12	B-Chromatic Number: Beyond NP-Hardness
TCS-5845	A Polynomial Delay Algorithm Generating All Potential Maximal Cliques in Triconnected Planar Graphs — Explicit open question on PDF page 2	A Polynomial Delay Algorithm Generating All Potential Maximal Cliques in Triconnected Planar Graphs
TCS-5926	Treewidth Is NP-Complete on Cubic Graphs — Unresolved-question passage on page 12	Treewidth Is NP-Complete on Cubic Graphs
TCS-5927	Simultaneous Representation of Interval Graphs in the Sunflower Case — Unresolved-question passage on page 14	Simultaneous Representation of Interval Graphs in the Sunflower Case
TCS-5963	The Complexity of Homomorphism Reconstruction Revisited — Explicit open question on PDF page 11	The Complexity of Homomorphism Reconstruction Revisited
TCS-5964	Making Life More Confusing for Firefighters — Explicit open question on PDF page 7	Making Life More Confusing for Firefighters
TCS-5965	Rerouting shortest paths in planar graphs — Unresolved-question passage on page 11	Rerouting shortest paths in planar graphs
TCS-5966	On the Complexity of Computing Strahler Numbers — Unresolved-question passage on page 18	On the Complexity of Computing Strahler Numbers
TCS-5967	Colouring Probe H-Free Graphs — Explicit open question on PDF page 2	Colouring Probe H-Free Graphs
TCS-5968	Improved Low-Depth Set-Multilinear Circuit Lower Bounds — Explicit open question on PDF page 4	Improved Low-Depth Set-Multilinear Circuit Lower Bounds
TCS-5969	Efficient Recognition of Subgraphs of Planar Cubic Bridgeless Graphs — Unresolved-question passage on page 13	Efficient Recognition of Subgraphs of Planar Cubic Bridgeless Graphs
TCS-5996	Chess Is Hard Even for a Single Player — Unresolved-question passage on page 19	Chess Is Hard Even for a Single Player
TCS-6000	Complexity of Token Swapping and its Variants — Unresolved-question passage on page 12	Complexity of Token Swapping and its Variants
TCS-6005	6-Uniform Maker-Breaker Game Is PSPACE-Complete — Unresolved-question passage on page 13	6-Uniform Maker-Breaker Game Is PSPACE-Complete
TCS-6006	A Subexponential Algorithm for ARRIVAL — Explicit open question on PDF page 4	A Subexponential Algorithm for ARRIVAL
TCS-6007	Separating ABPs and Some Structured Formulas in the Non-Commutative Setting — Explicit open question on PDF page 2	Separating ABPs and Some Structured Formulas in the Non-Commutative Setting
TCS-6008	Classification of OBDD Size for Monotone 2-CNFs — Unresolved-question passage on page 14	Classification of OBDD Size for Monotone 2-CNFs
TCS-6034	Node-Connectivity Terminal Backup, Separately-Capacitated Multiflow, and Discrete Convexity — Explicit open question on PDF page 2	Node-Connectivity Terminal Backup, Separately-Capacitated Multiflow, and Discrete Convexity
TCS-6035	On the Complexity of Establishing Hereditary Graph Properties via Vertex Splitting — Explicit open question on PDF page 2	On the Complexity of Establishing Hereditary Graph Properties via Vertex Splitting
TCS-6036	Invariants for Continuous Linear Dynamical Systems — Explicit open question on PDF page 4	Invariants for Continuous Linear Dynamical Systems
TCS-6065	Strategy-Stealing Is Non-Constructive — Unresolved-question passage on page 9	Strategy-Stealing Is Non-Constructive
TCS-6069	Recontamination Helps a Lot to Hunt a Rabbit — Explicit open question on PDF page 1	Recontamination Helps a Lot to Hunt a Rabbit
TCS-6070	Lower Bounds for Choiceless Polynomial Time via Symmetric XOR-Circuits — Explicit open question on PDF page 4	Lower Bounds for Choiceless Polynomial Time via Symmetric XOR-Circuits
TCS-6071	Upward Pointset Embeddings of Planar st-Graphs — Unresolved-question passage on page 15	Upward Pointset Embeddings of Planar st-Graphs
TCS-6091	NP-hardness of Minimum Circuit Size Problem for OR-AND-MOD Circuits — Explicit open question on PDF page 3	NP-hardness of Minimum Circuit Size Problem for OR-AND-MOD Circuits
TCS-6092	Reconfiguration of Spanning Trees with Degree Constraint or Diameter Constraint — Unresolved-question passage on page 16	Reconfiguration of Spanning Trees with Degree Constraint or Diameter Constraint
TCS-6102	An Exponential Separation Between MA and AM Proofs of Proximity — Unresolved-question passage on page 12	An Exponential Separation Between MA and AM Proofs of Proximity
TCS-6115	Computing Majority by Constant Depth Majority Circuits with Low Fan-in Gates — Explicit open question on PDF page 7	Computing Majority by Constant Depth Majority Circuits with Low Fan-in Gates
TCS-6116	Decidable Logics with Associative Binary Modalities — Explicit open question on PDF page 6	Decidable Logics with Associative Binary Modalities
TCS-6117	Infinite-Duration Bidding Games — Explicit open question on PDF page 7	Infinite-Duration Bidding Games
TCS-6139	A Note on the Advice Complexity of Multipass Randomized Logspace — Explicit open question on PDF page 2	A Note on the Advice Complexity of Multipass Randomized Logspace
TCS-6140	Trainyard is NP-hard — Explicit open question on PDF page 5	Trainyard is NP-hard
TCS-6141	Degree and Sensitivity: Tails of Two Distributions — Explicit open question on PDF page 9	Degree and Sensitivity: Tails of Two Distributions
TCS-6166	Subexponential Size Hitting Sets for Bounded Depth Multilinear Formulas — Explicit open question on PDF page 4	Subexponential Size Hitting Sets for Bounded Depth Multilinear Formulas
TCS-6167	Elimination Distance to Bounded Degree on Planar Graphs — Unresolved-question passage on page 11	Elimination Distance to Bounded Degree on Planar Graphs
TCS-6168	On the (Non) NP-Hardness of Computing Circuit Complexity — Explicit open question on PDF page 4	On the (Non) NP-Hardness of Computing Circuit Complexity
TCS-6218	New Insights on the (Non-)Hardness of Circuit Minimization and Related Problems — Explicit open question on PDF page 4	New Insights on the (Non-)Hardness of Circuit Minimization and Related Problems
TCS-6219	Fractional Coverings, Greedy Coverings, and Rectifier Networks — Explicit open question on PDF page 4	Fractional Coverings, Greedy Coverings, and Rectifier Networks
TCS-6238	A Composition Theorem for Conical Juntas — Explicit open question on PDF page 7	A Composition Theorem for Conical Juntas
TCS-6382	Oblivious Complexity Classes Revisited: Lower Bounds and Hierarchies — Explicit open question on PDF page 5	Oblivious Complexity Classes Revisited: Lower Bounds and Hierarchies
TCS-6492	Folklore Sampling is Optimal for Exact Hopsets: Confirming the $\sqrt{n}$ Barrier — Open Question 1	Folklore Sampling is Optimal for Exact Hopsets: Confirming the $\sqrt{n}$ Barrier
TCS-6494	Integer Multiplication is at Least as Hard as Matrix Transposition — Unresolved-question passage on page 15	Integer Multiplication is at Least as Hard as Matrix Transposition
