id,venue,year,title,authors,area,url,doi,source_url,metadata_url,classification_method,classification_note,initial_area,rule_area
FOCS-2023-118,FOCS,2023,ReSQueing Parallel and Private Stochastic Convex Optimization,"Yair Carmon (Tel Aviv University), Arun Jambulapati (University of Washington), Yujia Jin (Stanford University), Yin Tat Lee (Microsoft Research), Daogao Liu (University of Washington), Aaron Sidford (Stanford University), Kevin Tian (Microsoft Research)",Differential privacy,https://doi.org/10.1109/FOCS57990.2023.00124,10.1109/FOCS57990.2023.00124,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Optimization and mathematical programming,Optimization and mathematical programming
FOCS-2023-119,FOCS,2023,The Bit Complexity of Efficient Continuous Optimization,"Mehrdad Ghadiri (Georgia Tech, USA), Richard Peng (CMU, USA), Santosh S. Vempala (Georgia Tech, USA)",Optimization and mathematical programming,https://doi.org/10.1109/FOCS57990.2023.00125,10.1109/FOCS57990.2023.00125,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Optimization and mathematical programming,Optimization and mathematical programming
FOCS-2023-120,FOCS,2023,Sparse Submodular Function Minimization,"Andrei Graur (Stanford University, USA), Haotian Jiang (Microsoft Research, USA), Aaron Sidford (Stanford University, USA)",Optimization and mathematical programming,https://doi.org/10.1109/FOCS57990.2023.00126,10.1109/FOCS57990.2023.00126,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Optimization and mathematical programming,Optimization and mathematical programming
FOCS-2023-121,FOCS,2023,On Symmetric Factorizations of Hankel Matrices,"Mehrdad Ghadiri (Georgia Tech, USA)",Algebraic and numerical computation,https://doi.org/10.1109/FOCS57990.2023.00127,10.1109/FOCS57990.2023.00127,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Algebraic and numerical computation
FOCS-2023-122,FOCS,2023,Krylov Methods are (nearly) Optimal for Low-Rank Approximation,"Ainesh Bakshi (Massachusetts Institute of Technology, USA), Shyam Narayanan (Massachusetts Institute of Technology, USA)",Algebraic and numerical computation,https://doi.org/10.1109/FOCS57990.2023.00128,10.1109/FOCS57990.2023.00128,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Approximation algorithms,Algebraic and numerical computation
FOCS-2023-123,FOCS,2023,Matrix Completion in Almost-Verification Time,"Jonathan A. Kelner (Massachusetts Institute of Technology), Jerry Li (Microsoft Research), Allen Liu (Massachusetts Institute of Technology), Aaron Sidford (Stanford University), Kevin Tian (Microsoft Research)",Learning theory,https://doi.org/10.1109/FOCS57990.2023.00129,10.1109/FOCS57990.2023.00129,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,"Games, synthesis and verification","Games, synthesis and verification"
FOCS-2023-124,FOCS,2023,Faster Matrix Multiplication via Asymmetric Hashing,"Ran Duan (Tsinghua University, China), Hongxun Wu (University of California, USA), Renfei Zhou (Tsinghua University, China)",Algebraic and numerical computation,https://doi.org/10.1109/FOCS57990.2023.00130,10.1109/FOCS57990.2023.00130,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Algebraic and numerical computation,Algebraic and numerical computation
FOCS-2023-125,FOCS,2023,Query Lower Bounds for log-Concave Sampling,"Sinho Chewi (Institute of Advanced Study, USA), Jaume de Dios Pont (University of California, USA), Jerry Li (Microsoft Research, USA), Chen Lu (Massachusetts Institute of Technology, USA), Shyam Narayanan (Massachusetts Institute of Technology, USA)",Optimization and mathematical programming,https://doi.org/10.1109/FOCS57990.2023.00131,10.1109/FOCS57990.2023.00131,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Optimization and mathematical programming
FOCS-2023-126,FOCS,2023,Algorithmic Decorrelation and Planted Clique in Dependent Random Graphs: The Case of Extra Triangles,"Guy Bresler (Massachusetts Institute of Technology, USA), Chenghao Guo (Massachusetts Institute of Technology, USA), Yury Polyanskiy (Massachusetts Institute of Technology, USA)",Average-case complexity,https://doi.org/10.1109/FOCS57990.2023.00132,10.1109/FOCS57990.2023.00132,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Graph theory and graph algorithms,Average-case complexity
FOCS-2023-127,FOCS,2023,The Full Landscape of Robust Mean Testing: Sharp Separations Between Oblivious and Adaptive Contamination,"Clément Canonne (University of Sydney, Australia), Samuel B. Hopkins (Massachusetts Institute of Technology, USA), Jerry Li (Microsoft Research\ USA), Allen Liu (Massachusetts Institute of Technology, USA), Shyam Narayanan (Massachusetts Institute of Technology, USA)",Property testing and distribution learning,https://doi.org/10.1109/FOCS57990.2023.00133,10.1109/FOCS57990.2023.00133,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Property testing and distribution learning
FOCS-2023-128,FOCS,2023,Faster High-Accuracy log-Concave Sampling via Algorithmic Warm Starts,"Jason M. Altschuler (UPenn), Sinho Chewi (IAS)",Optimization and mathematical programming,https://doi.org/10.1109/FOCS57990.2023.00134,10.1109/FOCS57990.2023.00134,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Optimization and mathematical programming
FOCS-2023-129,FOCS,2023,Optimal Algorithms for Bounded Weighted Edit Distance,"Alejandro Cassis (Saarland University and Max Planck Institute for Informatics, Saarland Informatics Campus, Germany), Tomasz Kociumaka (Max Planck Institute for Informatics, Saarland Informatics Campus, Germany), Philip Wellnitz (Max Planck Institute for Informatics, Saarland Informatics Campus, Germany)",Data structures and compressed data,https://doi.org/10.1109/FOCS57990.2023.00135,10.1109/FOCS57990.2023.00135,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Data structures and compressed data,Data structures and compressed data
FOCS-2023-130,FOCS,2023,Faster Algorithms for Text-to-Pattern Hamming Distances,"Timothy M. Chan (UIUC, USA), Ce Jin (MIT, USA), Virginia Vassilevska Williams (MIT, USA), Yinzhan Xu (MIT, USA)",Data structures and compressed data,https://doi.org/10.1109/FOCS57990.2023.00136,10.1109/FOCS57990.2023.00136,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Data structures and compressed data
FOCS-2023-131,FOCS,2023,All-Pairs Max-Flow is no Harder Than Single-Pair Max-Flow: Gomory-Hu Trees in Almost-Linear Time,"Amir Abboud (Weizmann Institute of Science), Jason Li (University of California, Berkeley), Debmalya Panigrahi (Duke University), Thatchaphol Saranurak (University of Michigan, Ann Arbor)",Graph theory and graph algorithms,https://doi.org/10.1109/FOCS57990.2023.00137,10.1109/FOCS57990.2023.00137,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Graph theory and graph algorithms
FOCS-2023-132,FOCS,2023,Why we Couldn't Prove SETH Hardness of the Closest Vector Problem for even Norms!,"Divesh Aggarwal (National University of Singapore, Singapore), Rajendra Kumar (Weizmann Institute of Science, Israel)",Lattices and computational number theory,https://doi.org/10.1109/FOCS57990.2023.00138,10.1109/FOCS57990.2023.00138,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Lattices and computational number theory,Lattices and computational number theory
FOCS-2023-133,FOCS,2023,Covering Planar Metrics (and Beyond): O(1) Trees Suffice,"Hsien-Chih Chang (Dartmouth College, USA), Jonathan Conroy (Dartmouth College, USA), Hung Le (UMass Amherst, USA), Lazar Milenkovic (Tel Aviv University, Israel), Shay Solomon (Tel Aviv University, Israel), Cuong Than (UMass Amherst, USA)",Approximation algorithms,https://doi.org/10.1109/FOCS57990.2023.00139,10.1109/FOCS57990.2023.00139,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,Graph theory and graph algorithms
FOCS-2023-134,FOCS,2023,Planar and Minor-Free Metrics Embed into Metrics of Polylogarithmic Treewidth with Expected Multiplicative Distortion Arbitrarily Close to 1,"Vincent Cohen-Addad (Google Research, France), Hung Le (University of Massachusetts Amherst, USA), Marcin Pilipczuk (University of Warsaw, Poland; IT University of Copenhagen, Denmark), Michał Pilipczuk (University of Warsaw, Poland)",Approximation algorithms,https://doi.org/10.1109/FOCS57990.2023.00140,10.1109/FOCS57990.2023.00140,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Graph theory and graph algorithms,Graph theory and graph algorithms
FOCS-2023-135,FOCS,2023,Path-Reporting Distance Oracles with Logarithmic Stretch and Size O(n log log n),"Michael Elkin (Ben-Gurion University of the Negev, Israel), Idan Shabat (Ben-Gurion University of the Negev, Israel)",Data structures and compressed data,https://doi.org/10.1109/FOCS57990.2023.00141,10.1109/FOCS57990.2023.00141,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Graph theory and graph algorithms,Graph theory and graph algorithms
FOCS-2023-136,FOCS,2023,Deterministic Fully Dynamic SSSP and More,"Jan van den Brand (Georgia Institute of Technology, USA), Adam Karczmarz (University of Warsaw and IDEAS NCBR, Poland)",Dynamic graph algorithms,https://doi.org/10.1109/FOCS57990.2023.00142,10.1109/FOCS57990.2023.00142,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Dynamic graph algorithms
FOCS-2023-137,FOCS,2023,Local Computation Algorithms for Maximum Matching: New Lower Bounds,"Soheil Behnezhad (Northeastern University), Mohammad Roghani (Stanford University), Aviad Rubinstein (Stanford University)",Distributed and local algorithms,https://doi.org/10.1109/FOCS57990.2023.00143,10.1109/FOCS57990.2023.00143,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Graph theory and graph algorithms,Distributed and local algorithms
FOCS-2023-138,FOCS,2023,Secure Computation Meets Distributed Universal Optimality,"Merav Parter (Weizmann Institute, Israel)",Distributed and local algorithms,https://doi.org/10.1109/FOCS57990.2023.00144,10.1109/FOCS57990.2023.00144,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_abstract,Round complexity of secure graph algorithms in CONGEST.,Cryptography,Cryptography
FOCS-2023-139,FOCS,2023,Distribution of the Threshold for the Symmetric Perceptron,"Ashwin Sah (Massachusetts Institute of Technology, USA), Mehtaab Sawhney (Massachusetts Institute of Technology, USA)",Average-case complexity,https://doi.org/10.1109/FOCS57990.2023.00145,10.1109/FOCS57990.2023.00145,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Average-case complexity
FOCS-2023-140,FOCS,2023,Properly Learning Decision Trees with Queries is NP-Hard,"Caleb Koch (Stanford University, USA), Carmen Strassle (Stanford University, USA), Li-Yang Tan (Stanford University, USA)",Learning theory,https://doi.org/10.1109/FOCS57990.2023.00146,10.1109/FOCS57990.2023.00146,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Learning theory,Learning theory
FOCS-2023-141,FOCS,2023,Beyond Moments: Robustly Learning Affine Transformations with Asymptotically Optimal Error,"He Jia (Georgia Tech, USA), Pravesh K. Kothari (CMU, USA), Santosh S. Vempala (Georgia Tech, USA)",Learning theory,https://doi.org/10.1109/FOCS57990.2023.00147,10.1109/FOCS57990.2023.00147,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Learning theory,Learning theory
FOCS-2023-142,FOCS,2023,Stability and Replicability in Learning,"Zachary Chase (Mathematical Institute, Andrew Wiles Building, Radcliffe Observatory Quarter, UK), Shay Moran (Technion-IIT, Israel), Amir Yehudayoff (Technion-IIT, Israel)",Learning theory,https://doi.org/10.1109/FOCS57990.2023.00148,10.1109/FOCS57990.2023.00148,https://ieee-focs.org/FOCS-2023-Papers/,https://ieee-focs.org/FOCS-2023-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Learning theory,Learning theory
FOCS-2024-001,FOCS,2024,Cycles of Well-Linked Sets and an Elementary Bound for the Directed Grid Theorem,"Meike Hatzel (Institute for Basic Science, South Korea), Stephan Kreutzer (Technische Universität, Germany), Marcelo Garlet Milani (National Institute of Informatics, Japan), Irene Muzi (Universität Hamburg, Germany)",Graph theory and graph algorithms,https://doi.org/10.1109/FOCS61266.2024.00011,10.1109/FOCS61266.2024.00011,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Graph theory and graph algorithms
FOCS-2024-002,FOCS,2024,First-Order Model Checking on Monadically Stable Graph Classes,"Jan Dreier (TU Wien), Ioannis Eleftheriadis (University of Cambridge), Nikolas Mählmann (University of Bremen), Rose McCarty (Georgia Institute of Technology), Michał Pilipczuk (University of Warsaw), Szymon Toruńczyk (University of Warsaw)","Games, synthesis and verification",https://doi.org/10.1109/FOCS61266.2024.00012,10.1109/FOCS61266.2024.00012,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,"Games, synthesis and verification","Games, synthesis and verification"
FOCS-2024-003,FOCS,2024,Obstructions to Erdőos-Pósa Dualities for Minors,"Christophe Paul (Univ Montpellier, France), Evangelos Protopapas (Univ Montpellier, France), Dimitrios M. Thilikos (Univ Montpellier, France), Sebastian Wiederrecht (Institute for Basic Science, South Korea)",Graph theory and graph algorithms,https://doi.org/10.1109/FOCS61266.2024.00013,10.1109/FOCS61266.2024.00013,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
FOCS-2024-004,FOCS,2024,Minor Containment and Disjoint Paths in Almost-Linear Time,"Tuukka Korhonen (University of Copenhagen, Denmark), Michał Pilipczuk (University of Warsaw, Poland), Giannos Stamoulis (University of Warsaw, Poland)",Graph theory and graph algorithms,https://doi.org/10.1109/FOCS61266.2024.00014,10.1109/FOCS61266.2024.00014,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Graph theory and graph algorithms,Graph theory and graph algorithms
FOCS-2024-005,FOCS,2024,Computing the 3-Edge-Connected Components of Directed Graphs in Linear Time,"Loukas Georgiadis (University of Ioannina, Greece), Giuseppe F. Italiano (LUISS University, Italy), Evangelos Kosinas (ISTA, Austria)",Graph theory and graph algorithms,https://doi.org/10.1109/FOCS61266.2024.00015,10.1109/FOCS61266.2024.00015,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Graph theory and graph algorithms,Graph theory and graph algorithms
FOCS-2024-006,FOCS,2024,Three-Edge-Coloring Projective Planar Cubic Graphs: A Generalization of the Four Color Theorem,"Yuta Inoue (The University of Tokyo, Japan), Ken-ichi Kawarabayashi (The University of Tokyo, Japan), Atsuyuki Miyashita (The University of Tokyo, Japan), Bojan Mohar (Simon Fraser University, Canada), Tomohiro Sonobe (The University of Tokyo, Japan)",Graph theory and graph algorithms,https://doi.org/10.1109/FOCS61266.2024.00016,10.1109/FOCS61266.2024.00016,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Learning theory,Learning theory
FOCS-2024-007,FOCS,2024,O(1) Insertion for Random Walk d-ary Cuckoo Hashing up to the Load Threshold,"Tolson Bell (Carnegie Mellon University, USA), Alan Frieze (Carnegie Mellon University, USA)",Data structures and compressed data,https://doi.org/10.1109/FOCS61266.2024.00017,10.1109/FOCS61266.2024.00017,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Data structures and compressed data
FOCS-2024-008,FOCS,2024,Fast Mixing in Sparse Random Ising Models,"Kuikui Liu (MIT, USA), Sidhanth Mohanty (MIT, USA), Amit Rajaraman (MIT, USA), David X. Wu (UC Berkeley, USA)",Enumeration and counting,https://doi.org/10.1109/FOCS61266.2024.00018,10.1109/FOCS61266.2024.00018,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Enumeration and counting
FOCS-2024-009,FOCS,2024,A Sampling Lovász Local Lemma for Large Domain Sizes,"Chunyang Wang (Nanjing University, China), Yitong Yin (Nanjing University, China)",Enumeration and counting,https://doi.org/10.1109/FOCS61266.2024.00019,10.1109/FOCS61266.2024.00019,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Enumeration and counting
FOCS-2024-010,FOCS,2024,"Sampling, Counting, and Large Deviations for Triangle-free Graphs Near the Critical Density","Matthew Jenssen (Department of Mathematics, King's College London, UK), Will Perkins (School of Computer Science, Georgia Tech, USA), Aditya Potukuchi (York University, Canada), Michael Simkin (Department of Mathematics, MIT, USA)",Enumeration and counting,https://doi.org/10.1109/FOCS61266.2024.00020,10.1109/FOCS61266.2024.00020,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Enumeration and counting,Enumeration and counting
FOCS-2024-011,FOCS,2024,Computational Dynamical Systems,"Jordan Cotler (Harvard University, USA), Semon Rezchikov (Princeton University, USA)",Computability and algorithmic information,https://doi.org/10.1109/FOCS61266.2024.00021,10.1109/FOCS61266.2024.00021,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_abstract,Robust simulation of Turing machines by smooth dynamical systems and decidability of halting.,General algorithm design,General algorithm design
FOCS-2024-012,FOCS,2024,Locally Stationary Distributions: A Framework for Analyzing Slow-Mixing Markov Chains,"Kuikui Liu (MIT, USA), Sidhanth Mohanty (MIT, USA), Prasad Raghavendra (UC Berkeley, USA), Amit Rajaraman (MIT, USA), David X. Wu (UC Berkeley, USA)",Enumeration and counting,https://doi.org/10.1109/FOCS61266.2024.00022,10.1109/FOCS61266.2024.00022,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Enumeration and counting
FOCS-2024-013,FOCS,2024,Fully Dynamic k-Clustering with Fast Update Time and Small Recourse,"Sayan Bhattacharya (University of Warwick, United Kingdom), Martin Costa (University of Warwick, United Kingdom), Naveen Garg (IIT Delhi, India), Silvio Lattanzi (Google Research, Switzerland), Nikos Parotsidis (Google Research, Switzerland)",Approximation algorithms,https://doi.org/10.1109/FOCS61266.2024.00023,10.1109/FOCS61266.2024.00023,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,General algorithm design,General algorithm design
FOCS-2024-014,FOCS,2024,On Approximate Fully-Dynamic Matching and Online Matrix-Vector Multiplication,Yang P. Liu (Institute for Advanced Study),Dynamic graph algorithms,https://doi.org/10.1109/FOCS61266.2024.00006,10.1109/FOCS61266.2024.00006,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Dynamic graph algorithms,Dynamic graph algorithms
FOCS-2024-015,FOCS,2024,Predict to Minimize Swap Regret for All Payoff-Bounded Tasks,"Lunjia Hu (Harvard University, United States), Yifan Wu (Northwestern University, United States)","Online algorithms, bandits and stochastic optimization",https://doi.org/10.1109/FOCS61266.2024.00024,10.1109/FOCS61266.2024.00024,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,"Online algorithms, bandits and stochastic optimization","Online algorithms, bandits and stochastic optimization"
FOCS-2024-016,FOCS,2024,A Lossless Deamortization for Dynamic Greedy Set Cover,"Shay Solomon (Tel Aviv University, Israel), Amitai Uzrad (Tel Aviv University, Israel), Tianyi Zhang (Tel Aviv University, Israel)",Approximation algorithms,https://doi.org/10.1109/FOCS61266.2024.00025,10.1109/FOCS61266.2024.00025,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,General algorithm design,Approximation algorithms
FOCS-2024-017,FOCS,2024,The Online Submodular Assignment Problem,"Daniel Hathcock (Carnegie Mellon University, USA), Billy Jin (University of Chicago, USA), Kalen Patton (School of Mathematics, Georgia Tech, USA), Sherry Sarkar (Carnegie Mellon University, USA), Michael Zlatin (Carnegie Mellon University, USA)","Online algorithms, bandits and stochastic optimization",https://doi.org/10.1109/FOCS61266.2024.00026,10.1109/FOCS61266.2024.00026,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Optimization and mathematical programming,"Online algorithms, bandits and stochastic optimization"
FOCS-2024-018,FOCS,2024,Fully Dynamic Matching and Ordered Ruzsa-Szemerédi Graphs,"Soheil Behnezhad (Northeastern University, USA), Alma Ghafari (Northeastern University, USA)",Dynamic graph algorithms,https://doi.org/10.1109/FOCS61266.2024.00027,10.1109/FOCS61266.2024.00027,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Dynamic graph algorithms,Dynamic graph algorithms
FOCS-2024-019,FOCS,2024,Fast List Decoding of Univariate Multiplicity and Folded Reed-Solomon Codes,"Rohan Goyal (Massachusetts Institute of Technology, USA), Prahladh Harsha (Tata Institute of Fundamental Research, India), Mrinal Kumar (Tata Institute of Fundamental Research, India), Ashutosh Shankar (Tata Institute of Fundamental Research, India)",Coding and information theory,https://doi.org/10.1109/FOCS61266.2024.00028,10.1109/FOCS61266.2024.00028,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Coding and information theory,Coding and information theory
FOCS-2024-020,FOCS,2024,Decoding Quasi-Cyclic Quantum LDPC Codes,"Louis Golowich (UC Berkeley, USA), Venkatesan Guruswami (UC Berkeley, USA)",Quantum computation,https://doi.org/10.1109/FOCS61266.2024.00029,10.1109/FOCS61266.2024.00029,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Quantum computation,Quantum computation
FOCS-2024-021,FOCS,2024,Optimal Coding for Randomized Kolmogorov Complexity and Its Applications,"Shuichi Hirahara (National Institute of Informatics, Japan), Zhenjian Lu (University of Warwick, UK), Mikito Nanashima (Tokyo Institute of Technology, Japan)",Computability and algorithmic information,https://doi.org/10.1109/FOCS61266.2024.00030,10.1109/FOCS61266.2024.00030,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Computability and algorithmic information,Coding and information theory
FOCS-2024-022,FOCS,2024,Expansion of High-Dimensional Cubical Complexes with Application to Quantum Locally Testable Codes,"Irit Dinur (Weizmann Institute of Science, Israel), Ting-Chun Lin (University of California at San Diego, USA; Hon Hai Research Institute, Taiwan), Thomas Vidick (Weizmann Institute of Science, Israel)",Quantum computation,https://doi.org/10.1109/FOCS61266.2024.00031,10.1109/FOCS61266.2024.00031,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Quantum computation,Quantum computation
FOCS-2024-023,FOCS,2024,Communication Separations for Truthful Auctions: Breaking the Two-Player Barrier,"Shiri Ron (Weizmann Institute of Science, Israel), Clayton Thomas (Microsoft Research, USA), S. Matthew Weinberg (Princeton University, USA), Qianfan Zhang (Princeton University, USA)",Algorithmic game theory and fair division,https://doi.org/10.1109/FOCS61266.2024.00032,10.1109/FOCS61266.2024.00032,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Algorithmic game theory and fair division,Algorithmic game theory and fair division
FOCS-2024-024,FOCS,2024,On Pigeonhole Principles and Ramsey in TFNP,"Siddhartha Jain (The University of Texas at Austin, USA), Jiawei Li (The University of Texas at Austin, USA), Robert Robere (McGill University, Canada), Zhiyang Xun (The University of Texas at Austin, USA)",Computational and circuit complexity,https://doi.org/10.1109/FOCS61266.2024.00033,10.1109/FOCS61266.2024.00033,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Primary subject selected in title review; overlapping techniques do not receive additional counts.,Combinatorics and graph polynomials,Combinatorics and graph polynomials
FOCS-2024-025,FOCS,2024,An XOR Lemma for Deterministic Communication Complexity,"Siddharth Iyer (University of Washington, USA), Anup Rao (University of Washington, USA)",Communication complexity,https://doi.org/10.1109/FOCS61266.2024.00034,10.1109/FOCS61266.2024.00034,https://ieee-focs.org/FOCS-2024-Papers/,https://ieee-focs.org/FOCS-2024-Papers/data/data.js,LLM_reviewed_title,Title reviewed; candidate primary category retained.,Communication complexity,Communication complexity
