id,title,area,scope,source_year,year_basis,source_age_years,status,status_note,source_collection,source_locator,authors,source_url,pdf_url,additional_source_urls,source_title,accessed,reading_note
TCS-0205,The infimum of the Ingleton score,Coding and information theory,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22301, section 4; Problem (2.1)","11, Section VII",https://doi.org/10.4230/DagRep.12.7.180,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue07/DagRep.12.7/DagRep.12.7.pdf#page=201,,Algorithmic Aspects of Information Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0206,(More on) Combinatorial moment sequences and permutation patterns,Combinatorics and graph polynomials,problem_family,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23121, section 4.1",Natasha Blitvic,https://doi.org/10.4230/DagRep.13.3.49,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue03/DagRep.13.3/DagRep.13.3.pdf#page=67,,"Pattern Avoidance, Statistical Mechanics and Computational Complexity",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0207,Distribution of sets of descent tops and descent bottoms on permutations avoiding patterns of length 4,Combinatorics and graph polynomials,focused,2023,seminar year; report may be published later,3,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 23121, section 4.2",Alexander Burstein,https://doi.org/10.4230/DagRep.13.3.49,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume13/issue03/DagRep.13.3/DagRep.13.3.pdf#page=68,,"Pattern Avoidance, Statistical Mechanics and Computational Complexity",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0208,"4-Colourability of matroid dual graphs (Hassler Whitney, 1993)",Combinatorics and graph polynomials,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16241, section 4.4",Graham Farr,https://doi.org/10.4230/DagRep.6.6.26,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue06/DagRep.6.6/DagRep.6.6.pdf#page=45,,Graph Polynomials: Towards a Comparative Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0209,A trivariate hypertree polynomial reflecting triangulation triality,Combinatorics and graph polynomials,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16241, section 4.5",Alex Fink,https://doi.org/10.4230/DagRep.6.6.26,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue06/DagRep.6.6/DagRep.6.6.pdf#page=46,,Graph Polynomials: Towards a Comparative Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0210,Dimensions of spaces spanned by graph polynomials,Combinatorics and graph polynomials,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16241, section 4.7",Joseph Kung,https://doi.org/10.4230/DagRep.6.6.26,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue06/DagRep.6.6/DagRep.6.6.pdf#page=48,,Graph Polynomials: Towards a Comparative Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0211,Number of acyclic orientations and its relation to the size of the automorphism group,Combinatorics and graph polynomials,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16241, section 4.2",Spencer Backman,https://doi.org/10.4230/DagRep.6.6.26,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue06/DagRep.6.6/DagRep.6.6.pdf#page=45,,Graph Polynomials: Towards a Comparative Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0212,Smallest ideal of graph mapping polynomial,Combinatorics and graph polynomials,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16241, section 4.3",Joanna Ellis-Monaghan,https://doi.org/10.4230/DagRep.6.6.26,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue06/DagRep.6.6/DagRep.6.6.pdf#page=45,,Graph Polynomials: Towards a Comparative Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0213,The Frustration Conjecture,Combinatorics and graph polynomials,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16241, section 4.8",Martin Loebl,https://doi.org/10.4230/DagRep.6.6.26,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue06/DagRep.6.6/DagRep.6.6.pdf#page=48,,Graph Polynomials: Towards a Comparative Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0214,Tutte polynomials of medial graphs,Combinatorics and graph polynomials,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16241, section 4.11",William Whistler,https://doi.org/10.4230/DagRep.6.6.26,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue06/DagRep.6.6/DagRep.6.6.pdf#page=49,,Graph Polynomials: Towards a Comparative Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0215,When Cayley-graph homomorphism counts are polynomial,Combinatorics and graph polynomials,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16241, section 4.6",Andrew Goodall,https://doi.org/10.4230/DagRep.6.6.26,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue06/DagRep.6.6/DagRep.6.6.pdf#page=47,,Graph Polynomials: Towards a Comparative Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0216,Elementary k-party disjointness communication protocols,Communication complexity,focused,2025,source publication or workshop year,1,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 5.2,,https://www.cs.umd.edu/~gasarch/open/forehead.pdf,https://www.cs.umd.edu/~gasarch/open/forehead.pdf#page=3,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0217,Elementary three-party disjointness communication protocols,Communication complexity,focused,2025,source publication or workshop year,1,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 4.2,,https://www.cs.umd.edu/~gasarch/open/forehead.pdf,https://www.cs.umd.edu/~gasarch/open/forehead.pdf#page=3,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0218,Cryptogenography,Communication complexity,focused,2017,workshop year listed on problem page,9,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Sublinear.info,Problem 79,Joshua Brody,https://sublinear.info/index.php?title=Open_Problems:79,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0219,Equivalence Testing Lower Bound via Communication Complexity,Communication complexity,focused,2017,workshop year listed on problem page,9,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Sublinear.info,Problem 86,Clément Canonne,https://sublinear.info/index.php?title=Open_Problems:86,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0220,External Information and Amortized Expected Communication,Communication complexity,focused,2017,workshop year listed on problem page,9,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Sublinear.info,Problem 76,Mark Braverman,https://sublinear.info/index.php?title=Open_Problems:76,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0221,Frontiers in Structural Communication Complexity,Communication complexity,problem_family,2017,workshop year listed on problem page,9,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Sublinear.info,Problem 77,Justin Thaler,https://sublinear.info/index.php?title=Open_Problems:77,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0222,Merlin–Arthur Communication Complexity of Connectivity,Communication complexity,focused,2017,workshop year listed on problem page,9,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Sublinear.info,Problem 80,Amit Chakrabarti,https://sublinear.info/index.php?title=Open_Problems:80,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0223,Communication Complexity of Approximating Set-Intersection Join,Communication complexity,focused,2016,workshop year listed on problem page,10,source_open_unverified,The source presents this as open; no exhaustive search for later resolutions was performed.,Sublinear.info,Problem 72,Qin Zhang,https://sublinear.info/index.php?title=Open_Problems:72,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0224,Busy Beaver thresholds at epsilon ordinals,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 7.2,,https://www.cs.umd.edu/~gasarch/open/fast.pdf,https://www.cs.umd.edu/~gasarch/open/fast.pdf#page=8,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0225,Busy Beaver thresholds below epsilon-zero,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 6.5,,https://www.cs.umd.edu/~gasarch/open/fast.pdf,https://www.cs.umd.edu/~gasarch/open/fast.pdf#page=7,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0226,Busy Beaver thresholds for finite tree and graph theorems,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 9.8,,https://www.cs.umd.edu/~gasarch/open/fast.pdf,https://www.cs.umd.edu/~gasarch/open/fast.pdf#page=13,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0227,Busy Beaver thresholds for iterated exponentiation,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 4.2,,https://www.cs.umd.edu/~gasarch/open/fast.pdf,https://www.cs.umd.edu/~gasarch/open/fast.pdf#page=4,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0228,Busy Beaver thresholds up to Gamma-zero,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 8.5,,https://www.cs.umd.edu/~gasarch/open/fast.pdf,https://www.cs.umd.edu/~gasarch/open/fast.pdf#page=9,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0229,Fewer-state machines detecting nontrivial Collatz cycles,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 9.9,,https://www.cs.umd.edu/~gasarch/open/bb.pdf,https://www.cs.umd.edu/~gasarch/open/bb.pdf#page=15,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0230,Fewer-state machines for Brocard numbers,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 6.2,,https://www.cs.umd.edu/~gasarch/open/bb.pdf,https://www.cs.umd.edu/~gasarch/open/bb.pdf#page=7,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0231,Fewer-state machines for Fermat-prime search,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 5.3,,https://www.cs.umd.edu/~gasarch/open/bb.pdf,https://www.cs.umd.edu/~gasarch/open/bb.pdf#page=6,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0232,Fewer-state machines for Goldbach counterexamples,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 4.2,,https://www.cs.umd.edu/~gasarch/open/bb.pdf,https://www.cs.umd.edu/~gasarch/open/bb.pdf#page=5,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0233,Fewer-state machines for Riemann-hypothesis counterexamples,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 7.5,,https://www.cs.umd.edu/~gasarch/open/bb.pdf,https://www.cs.umd.edu/~gasarch/open/bb.pdf#page=9,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0234,First Busy Beaver value exceeding diagonal Ackermann,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 5.2,,https://www.cs.umd.edu/~gasarch/open/fast.pdf,https://www.cs.umd.edu/~gasarch/open/fast.pdf#page=4,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0235,Smaller machines encoding subtle-cardinal consistency,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 12.2,,https://www.cs.umd.edu/~gasarch/open/bb.pdf,https://www.cs.umd.edu/~gasarch/open/bb.pdf#page=20,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0236,Universal decidable reformulation of weak Collatz,Computability and algorithmic information,focused,2026,source publication or workshop year,0,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Open Problem 9.7,,https://www.cs.umd.edu/~gasarch/open/bb.pdf,https://www.cs.umd.edu/~gasarch/open/bb.pdf#page=14,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0237,A common theorem for both Slepian–Wolf settings,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q14,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=14,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0238,An algorithmic Ahlswede–Körner lemma,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q10,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=10,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0239,Axiomatic strength beyond string complexity,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q6,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=7,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0240,Communication for algorithmic secret-key agreement,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q17,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=17,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0241,Comparing algorithmic common-information profiles,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q8,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=10,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0242,Complexity distributions on finite affine lines,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q22,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=18,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0243,Complexity formulas for tests of measure classes,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q26,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=20,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0244,Complexity profiles conditioned on one fixed string,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q5,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=7,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0245,Constant precision for prefix-complexity entropy inequalities,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q2,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=6,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0246,Efficient search using a Kolmogorov-complexity oracle,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q16,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=16,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0247,Equivalence of Shannon and algorithmic network coding,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q13,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=14,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0248,Faster algorithms for the restricted Ahlswede–Körner lemma,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q11,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=11,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0249,Finite-prefix characterization of randomness deficiency,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q25,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=20,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0250,Halving all complexities of a string tuple,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q1,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=5,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0251,Maximum complexity within Hamming neighborhoods,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q20,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=18,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0252,Minimum complexity within Hamming neighborhoods,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q21,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=18,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0253,Multiparty communication for algorithmic key agreement,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q19,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=17,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0254,Networks characterized by information-flow inequalities,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q12,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=14,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0255,Quantitative forms of randomness preservation theorems,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q27,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=20,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0256,Quantitative randomness tests using monotone complexity,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q24,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=20,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0257,Questions on left-c.e. reals,Computability and algorithmic information,problem_family,2021,seminar year; report may be published later,5,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 21461, section 6.1",Iskander Shagitovich Kalimullin,https://doi.org/10.4230/DagRep.11.10.72,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume11/issue10/DagRep.11.10/DagRep.11.10.pdf#page=93,,Descriptive Set Theory and Computable Topology,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0258,Random-oracle invariance of Gray–Wyner profiles,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q9,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=10,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0259,Realizable algorithmic Gray–Wyner profiles,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q7,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=9,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0260,Reducing information-search tasks to complexity profiles,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q15,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=15,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0261,Removing polynomial slack from combinatorial entropy inequalities,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q3,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=6,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0262,Secret-key agreement with adversarial side information,Computability and algorithmic information,focused,2021,source publication or workshop year,5,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Q18,,https://www.cs.umd.edu/~gasarch/open/kolm.pdf,https://www.cs.umd.edu/~gasarch/open/kolm.pdf#page=17,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0263,Which Compact Metric spaces do/don’t admit polynomially admissible representations?,Computability and algorithmic information,focused,2021,seminar year; report may be published later,5,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 21461, section 6.2",Martin Ziegler,https://doi.org/10.4230/DagRep.11.10.72,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume11/issue10/DagRep.11.10/DagRep.11.10.pdf#page=93,,Descriptive Set Theory and Computable Topology,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0264,Comparing Busy Beaver runtime and one-count with shifted states,Computability and algorithmic information,focused,2020,source publication or workshop year,6,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Conjecture 18,,https://www.cs.umd.edu/~gasarch/open/busybeaver.pdf,https://www.cs.umd.edu/~gasarch/open/busybeaver.pdf#page=17,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0265,Eventually exponential growth between consecutive Busy Beavers,Computability and algorithmic information,focused,2020,source publication or workshop year,6,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Conjecture 13,,https://www.cs.umd.edu/~gasarch/open/busybeaver.pdf,https://www.cs.umd.edu/~gasarch/open/busybeaver.pdf#page=15,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0266,Unprovability in PA of BB(10),Computability and algorithmic information,focused,2020,source publication or workshop year,6,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Conjecture 12,,https://www.cs.umd.edu/~gasarch/open/busybeaver.pdf,https://www.cs.umd.edu/~gasarch/open/busybeaver.pdf#page=15,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0267,Unprovability in ZF of BB(20),Computability and algorithmic information,focused,2020,source publication or workshop year,6,source_open_unverified,Explicitly posed as open in this source; later literature has not been exhaustively checked.,SIGACT Open Problems Column,Conjecture 11,,https://www.cs.umd.edu/~gasarch/open/busybeaver.pdf,https://www.cs.umd.edu/~gasarch/open/busybeaver.pdf#page=14,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
