id	title	category	disposition	sha256
TCS-1061	Quadratic decision-tree bounds from block sensitivity	Communication complexity and Boolean function analysis	not_shortlisted	3720e210ad0ebc8f8240ed9f9b3ab4e6976d554b5ef8cbc86bbbc078302eb3a5
TCS-1069	Complexity of testing Zariski-closure membership	Algebraic computation	not_shortlisted	3ef1f41cd86cd8f5150d6c49f61a400d4764a9a3c9dbc37fb3eee8bd091b6c4b
TCS-1096	Unprovability of polynomial circuit upper bounds in \(S_{2}^{1}\)	Proof complexity	not_shortlisted	6f5f05f76acd2007171b75a6e5a6b53646aa1434eec8ca0fb463e66212b9834a
TCS-1097	Unprovability of NP circuit upper bounds in \(T_{2}^{1}\)	Proof complexity	not_shortlisted	4c165ad3d6d3e1c7912d5dd290fced0a7c245a976bdb96e7ee1a65e2d1de0b3a
TCS-1098	\(PV_{1}\) cannot verify any polynomial-time SAT solver	Proof complexity	not_shortlisted	c15963a7f5585401276d9fd554457692ef422767063ed9633d79e2fa1a1ee99b
TCS-1099	Separating levels of bounded arithmetic	Proof complexity	not_shortlisted	15fa43ddf59b88bde08e390586d20e6a662d5dc4fd92cdd160e068bc6f1b209f
TCS-1101	VP factor closure in positive characteristic	Algebraic computation	not_shortlisted	dd081140cbffed874980da2b7f506df99a1462ee2cc70e71cf2ee63d9f1a4925
TCS-1102	VBP factor closure in positive characteristic	Algebraic computation	not_shortlisted	cfba5e07a95821db3d98b399b46b12c2f72d324c19b7f25350d2ac9da971eec8
TCS-1103	Containment of border VP in VNP over arbitrary fields	Algebraic computation	not_shortlisted	3b8568817c600a97e80834ccad0898ddf19a060b478cac1280fc3bc680f31574
TCS-1108	EF1 existence for arbitrary mixed-item utilities	Game theory, social choice and fair division	not_shortlisted	7d41ddc221fad71335e3be57cb6833ff58b25254165e0d6f71a48f27b03b8fe9
TCS-1109	EF1 and Pareto optimality for additive mixed items	Game theory, social choice and fair division	not_shortlisted	c9090fd6e01944a31f758ee8c8c2444adc78dea67b014f52b9fc0bdd8af794ea
TCS-1115	Polynomial-time EF1 and Pareto-optimal goods allocation	Game theory, social choice and fair division	not_shortlisted	5c5d2e5a7c72081afe01657e1058626ff3e218b78dc4a0af1c1d794e5e5aac8a
TCS-1116	Optimal universal approximation factor for EFX	Game theory, social choice and fair division	not_shortlisted	bb73e740a7f8fb8bb3521803adf58eacaa31fa0c041f024608c10166166c41fd
TCS-1119	Existence of pairwise maximin-share allocations	Game theory, social choice and fair division	not_shortlisted	71c73533d9a85d5c49b4d2ef38abcf7eebb0c5354fda2b092c627c04a6f9bb75
TCS-1122	Nontrivial PRGs for logarithmic-degree binary polynomials	Pseudorandomness and derandomization	not_shortlisted	cadb5613cf9fb94dd11d1b39ee1bfa8217f00352ef1af4fb40c872d6432332c6
TCS-1124	Optimal PRGs for high-dimensional combinatorial rectangles	Pseudorandomness and derandomization	not_shortlisted	509393f457412b413994a08b2e9d3f9693bc8341877e938eeaaf56140205b74e
TCS-1125	Sub-log-squared seeds for width-four ordered branching programs	Pseudorandomness and derandomization	proposed_candidate	67b7721d19badc08ac633be857621f6ada4a3e7943d1fdd0de4c074a12ab4c26
TCS-1131	Sublinear-seed generators for AC0 with parity gates	Pseudorandomness and derandomization	not_shortlisted	3ac242370917e59cc4b11d06960c683a438c288c9d669cc86c7e6fe1e1312e0e
TCS-1133	Sub-log-squared seeds for polynomial-size CNFs and DNFs	Pseudorandomness and derandomization	proposed_candidate	f48fbbd12dc0125735893d04482fa3887eea325705a9496fc2646f7c7066dbcc
TCS-1135	Promise-AM derandomization via targeted hitting sets	Pseudorandomness and derandomization	not_shortlisted	6bced11e1db6416ca1e6a9bd4035033ac5177e651549631176b41eb85919ef22
TCS-1137	Derandomization from almost-everywhere uniform hardness	Pseudorandomness and derandomization	not_shortlisted	8e9d5ab38365a325da6be16a734096b043c56588e8792660b730de25fe97e842
TCS-1138	Polynomial-time computationally sound NP verification of #SAT	Cryptography	not_shortlisted	bc3aa66a50f597b616da191d3edd5592c2fbf749b9fee21becb65e760dc5094d
TCS-1141	Near-linear-time approximation of reachability diameter	Algorithms	not_shortlisted	6a3d94394313b567e07f8fa720add39542476b2bcb22a5d73d29a4139e7e8c7e
TCS-1151	Bounded-interval zero testing for exponential-trigonometric polynomials	Algebraic computation	not_shortlisted	8c8578b31fef7f636be00c6396e7932ebbeda7cc08b600e4c6686c8a80a0e1dd
TCS-1168	Hardness of coloring 2-dicolorable digraphs with any fixed number of colors	Approximation algorithms and inapproximability	not_shortlisted	7e13d20291f5f89f8f3103393cf7ea6d781ac6d1f0e3cd7179a8298d12943953
TCS-1170	ETH hardness of constant-factor shortest-vector approximation for \(1\le p\le 2\)	Lattices and computational number theory	not_shortlisted	c65ae789bf7e6f3ff7037885d3d41133a24c9a2389893ad3a31ebc14ee730ffb
TCS-1173	NP-intermediate \(\omega\)-categorical CSPs	Constraint satisfaction	not_shortlisted	a785fe03aa62b12651e0aa8a03d214c4f6ea5df319993d45a129a0ee2fc4d005
TCS-1206	Structural nowhere density of monadically stable graph classes	Structural graph theory and graph algorithms	not_shortlisted	859d8fcf05446de255ccdda5ecda8f2ffc2ef64130b4cde0fd7d4e4d33606562
TCS-1241	Sublogarithmic competitiveness for online metric TSP	Online algorithms, scheduling and packing	not_shortlisted	561df32b3bf97e40bd0a41183b63b16130490bfd4766a46b9b9e9c1afda3e736
TCS-1246	Well-quasi-ordering Eulerian digraphs by weak immersion	Structural graph theory and graph algorithms	not_shortlisted	835cabaf87e51e5bd052661cb45ca2aaae9e743f54a790befeb1766bf25114f7
TCS-1251	Output-sensitive evaluation of cyclic queries	Database theory and finite model theory	not_shortlisted	26c8bcd59108bc6b54d22394869b3fbe3569a40b0a276ce990860c32c9262586
TCS-1253	Superpolynomial Res\([\oplus ]\) lower bounds	Proof complexity	not_shortlisted	c664b04e43c361d9c3b9cd2e292379ed3b59c58a48e98faaf7b4f49dd04037a4
TCS-1259	Exact quantum fanout in constant depth with unrestricted circuit size	Quantum computation and information	not_shortlisted	ae8aec5c54f17041431ed4c5fcb9e29bdb343de05d7becaea31c42451b58b25f
TCS-1324	Quantum games PCP with efficient honest provers and short messages	Quantum computation and information	not_shortlisted	9f24e8ce08112811fdf185a93a8a8a63a7846a948aee6f8f88bfc1d1c29be270
TCS-1338	Set-system sparsifiers of size proportional to chain length	Algorithms	not_shortlisted	deb85778e7811b3a5c065c5b879497e63a62ef3b4b38a397187377f0107c19fd
TCS-1478	Adversarial sequential prediction with abstentions for VC classes	Learning theory	proposed_candidate	8ed5752e4e1f9e653144885784fc2c72be36b0a5929203d5be128c16f3b5a969
TCS-1529	One forecaster with the optimal regret rate for every proper loss	Online algorithms, scheduling and packing	not_shortlisted	2dd9b02002698a376c16163207ac4de745adae9f71bbac526b2392e14fe0ae20
TCS-1539	VC-dimension bounds for adversarially robust compression	Learning theory	proposed_candidate	e49244d86394f9f66656c2ce86929c4393d9cead5dd856a01e222b8a87fde5de
TCS-1540	Influence lower bounds for noisy query complexity	Communication complexity and Boolean function analysis	not_shortlisted	b04928961f5889476c342961604e8d1102dcfcee59a838d3601bf2de2c941f00
TCS-1544	Complexity classification of finite-semigroup membership	Algebraic computation	not_shortlisted	0253ca68b66135b1940153cf9da6f68692b2e3fb85977c1c487993c5356ebb2e
TCS-1555	VCSP tractability without pp-constructions of \(K_{3}\)	Constraint satisfaction	not_shortlisted	a235bee648da4bc86b03836e684ca21444b143bae3e5e00c98ac426dc8813ef8
TCS-1573	NP-hardness of improper learning of P/poly	Learning theory	not_shortlisted	f6da30a572ec5a24980c81a8d358db50b55458d1b84573fcbfe88ddfea5356c5
TCS-1588	Characterizing robustly computable predicates and functions	Distributed, parallel and sublinear algorithms	not_shortlisted	3e0259f9697d2e11697a19f0578f5c854e9614b4ead7f8392a71793e8738f944
TCS-1595	Decidability of fifth-order \(\beta\)-matching	Automated reasoning, rewriting and unification	proposed_candidate	fd506b8cfdbe5c2a63722e71b2a471e9ec1f6b0bc6462a7db8a12ba23ebd0f69
TCS-1602	Deterministic query complexity of tournament kings	Computational complexity	not_shortlisted	5795994d97f57f5ac6edd9562ca06f2bc67203e73b5d125550768a86db5d3f6d
TCS-1617	Planarity dichotomy for induced subdivision detection	Algorithms	not_shortlisted	366a710c8d4a04698cb49925d404be81107d5f33d4f2353239877726239fd0b7
TCS-1639	Linear neighborhood complexity of hereditary small graph classes	Structural graph theory and graph algorithms	not_shortlisted	1e6812952098dd188edd6145d2b490291df3ba9d99642b23634dcf42e50a1b52
TCS-1649	Decidability of branching-VASS reachability	Semantics, logic and verification	not_shortlisted	99f0df8083222fe9359a1fe17d8544a1d2d0649d890b798e26a46963c315d214
TCS-1659	Decidability of Bellman-operator reachability	Semantics, logic and verification	not_shortlisted	71eb67c31a5164336644051228a7a7b6ffc5e2bd5a605adc64ce4263e15e09fe
TCS-1714	Polynomial-time stable matching in unimodular hypergraphs	Game theory, social choice and fair division	not_shortlisted	8e88c20bb354ffa51db19fa57ace9ce8b105c558040e95c75a9bda3fa2c0d799
TCS-1807	Dichotomy for finite-domain restricted CSPs	Constraint satisfaction	not_shortlisted	6917606418fda17f1e12e7f695e38aaf1de0853ef50ae4fd3f9c5dab3c6394dc
TCS-1845	Complexity of truth-table decision-tree optimization	Communication complexity and Boolean function analysis	not_shortlisted	4145220a35a80b708e2906be0a3c03b0762f8e42c8e920437723d7fadb33eaa2
TCS-1882	Optimal quantum query complexity of uniformity testing	Quantum computation and information	not_shortlisted	c3db4602250bc0f029e3f05b73b961c1f3e16cf30ff5a4b58eddcadcf5e6ee5f
TCS-1930	Parameterized Inapproximability Hypothesis from \(\mathrm{FPT} \ne  \mathrm{W}[1]\)	Approximation algorithms and inapproximability	not_shortlisted	b415b81ea174a99561fb942d21007f76e67a651d7b2e43da1e67fcf62adee821
TCS-1945	Parameterized Nearest Codeword hardness beyond Gap-ETH	Parameterized complexity and algorithms	not_shortlisted	998380bcca4e139ed11225cfd7bfa14563681c4f5777ecd07c93c96365cf0183
TCS-1956	Super-bits from demi-bits	Pseudorandomness and derandomization	not_shortlisted	acfa70a70f5e197c3db60e68b3899356abebc2002d87afe5c3484becf368ef17
TCS-1961	One-way state generators versus EFI pairs	Quantum computation and information	not_shortlisted	166be523a54f395076fdded1f792668e87892a7bd567c2f5519b403156eb7643
TCS-1978	Search tractability of BLP-solvable promise CSPs	Constraint satisfaction	proposed_candidate	e24426987619c0b9e641419edd6b939be2c1dec003eaa250407ccdb99cb91257
TCS-1992	Decidability of Presburger arithmetic with primes	Automated reasoning, rewriting and unification	not_shortlisted	69da92bb865228ab280df864b20cdd7b3fb651f7165fe8c0b07a0c91651b2805
TCS-2018	Quadratic-size submodular hypergraph sparsifiers	Algorithms	not_shortlisted	6aaf386865a8d7ad6ca4ec8fadd3e3f048bd47d5a26112cb53badf0bcdf2eb49
TCS-2029	FBPP versus negligible-error FBPP	Computational complexity	not_shortlisted	7db98954fdf660a1f96dd0b236a62d85f18ba69765dc5372f17cf7f6823c8ca4
TCS-2033	Complexity of one-dimensional grammar-controlled VAS	Semantics, logic and verification	not_shortlisted	b74752dff4ef92b523f00117fe342864c63c99cfff6853965c0831719b528365
TCS-2039	Decidability of freeness in automaton groups	Algebraic computation	not_shortlisted	491c41387324fb8b21132cbfee29e7686172ffda83f3cfbf88de66035c8d6852
TCS-2077	Deterministic divisibility testing by a constant-degree polynomial	Algebraic computation	not_shortlisted	29c1ae011c2b5a341c741bed359e634b7a3ad7c27d459d564271c930820a88c1
TCS-2111	Fully polynomial learning of positive ReLU networks under Gaussian inputs	Learning theory	proposed_candidate	351ca211a2508d6623a7bd8e9a3d79ea5e01716107f8f6b9525707e869ce0d85
TCS-2201	Non-malleable extractors from standard extractors	Pseudorandomness and derandomization	not_shortlisted	85784db8b9af5f333953f54c145468ab74448b13526eb94e9a14881e1cbb9d5c
TCS-2202	NP-hardness of conditional polynomial-time pKt	Computability and algorithmic information theory	not_shortlisted	77c00803b11a080eabb397143e0f3f2db732b40dfd481efa19936a451ae7f3e3
TCS-2215	A real analogue of Toda’s theorem	Computational complexity	not_shortlisted	2d2206799b5e579f1788360b93978c65574974cc52a1b5e3fe70e14f6b8260a2
TCS-2229	QMA versus \(\mathrm{QMA}(2)\)	Quantum computation and information	not_shortlisted	d37e1f01b64cd462050bbb3bae4841d01ad0e4d77132e149c798b509ce2c74b6
TCS-2233	Superlinear local complexity of hereditary graph classes	Distributed, parallel and sublinear algorithms	not_shortlisted	6226c33e93937be69cd2d954a799ff28a6c0cc619ab77bca1f9f3f8f0366cb95
TCS-2243	\(\mathrm{TC}^{0}/\mathrm{NC}^{1}\) complexity dichotomy	Automata and formal languages	proposed_candidate	3888470fc74133f8fce0210428f32bc5d92770187f1bf077ae75261d902013a7
TCS-2333	Downward self-reducibility of PLS-complete problems	Computational complexity	not_shortlisted	7ebaacf256dacb0304e69d34bbc7d10feeda4616537f88ea1ea12f3beee097a3
TCS-2336	Optimal multiclass regret versus Littlestone dimension	Learning theory	not_shortlisted	a4133e4a2ee330d3a324c9d5b3e372e73d6cf3c0c7a8607b41c8db47447a9eaa
TCS-2339	Linear recursive teaching dimension versus VC dimension	Learning theory	not_shortlisted	1a908afde54ce9841a7ba85cee1dc7a2f3834cb26ef55650c08d8283c79f92ee
TCS-2408	Remote state preparation from quantum-secure one-way functions	Quantum computation and information	not_shortlisted	482f3bc364020698a8cc3305d30bbb0ba322054c2833bc4b1ecdc7f7415aa4aa
TCS-2425	Closure of SZK under truth-table reductions	Computational complexity	not_shortlisted	92cb3aa5445eb74d669736a82c9c41bed1ddb1e59a83dd53c882d9a31b24799d
TCS-2427	Zero-sum stochastic games with variable discount factors	Game theory, social choice and fair division	not_shortlisted	8d63780dfbcc69f23acaad2ec4bf475a64c6feba7850253c6b9de0cbfb4dac5e
TCS-2470	Breaking the quadratic color bound for bounded outdegree	Distributed, parallel and sublinear algorithms	not_shortlisted	332ec218d786a7f120a2723df0f662a36a286fcf374e143ac61e199346cca30f
TCS-2506	Algebraic branching programs versus formulas	Algebraic computation	not_shortlisted	7f0ecefafcc301cbe78250b8cd102c4ffd9ce52c51fc01e986d082113110a5c2
TCS-2529	Polynomial-time ultrametric embedding	Geometry, topology and metric spaces	proposed_candidate	684e5fee29b8661b3f7664adcbdd5e1cd59f75ff3f3f96d4ac62ace096fae85f
TCS-2532	Circuit lower bounds from indistinguishability obfuscation	Computational complexity	not_shortlisted	e92a55c7b63477cbaa50c180605f7435a533136024adedac9987add221f92ef1
TCS-2535	A dimension-free directed \(\mathrm{L}^{1}\) Poincaré inequality	Property testing and distribution learning	not_shortlisted	2a5e7bb6a5c75ab5559fcb90f495b9d7dc0c0aec8fe2a41f87924e8dfbbb60b8
TCS-2571	Communication characterization of nonmonotone Karchmer–Wigderson games	Communication complexity and Boolean function analysis	not_shortlisted	5cef832c2f6eedf071aa3aa6eef1658ae0239dfd9e4f790e810678aace0f039d
TCS-2625	Almost 3-colorable graphs versus graphs with no large independent set	Approximation algorithms and inapproximability	not_shortlisted	e02a5f6c33513b4b9863a51ca07ef5b05e5fb8e11f9a517516d8e37de8586e3b
TCS-2654	Strong universal consistency in online learning	Learning theory	not_shortlisted	f57bb06194a36b30d756357dd93618f9aef703d0797f1d6de2d004565861e97d
TCS-2658	Sign-rank bounds from constant margin	Communication complexity and Boolean function analysis	not_shortlisted	3505f2b6d2ef063221c5d59113659e035142cec9365ef2d52fdae7dfd0cf3eef
TCS-2662	Subexponential constant-gap Max-Clique under ETH	Parameterized complexity and algorithms	not_shortlisted	1fed75302889e73de56a48e35c85dfcd3cf033368b3b9d621bcab8ec85b44c5e
TCS-2664	Removing low-influence directions from convex sets	Communication complexity and Boolean function analysis	not_shortlisted	7c825834f55382a4f851be3f371ddd3b19ba8217c0245ddf821b2e50e62ecf10
TCS-2680	Relativizing subexponential UP from heuristic average-case NP	Beyond worst-case and average-case analysis	proposed_candidate	e99096560305106e7986fde22d63d63ca6585a9fc3d1c6579783a0f01aa1cbac
TCS-2681	UEOPL versus EOPL	Computational complexity	not_shortlisted	cb2633f4abf19b7b07a21353a08b820d6e5bb6e8bb75cbcf6760a29ae1128070
TCS-2689	Deterministic safety and termination in hybrid synchrony	Distributed, parallel and sublinear algorithms	proposed_candidate	bfedc61e2533083c341fc2db3eba2bb9bd6a465fcde87f95d36abfaa36e2a376
TCS-2707	Quantum partition functions from zero-freeness	Quantum computation and information	not_shortlisted	52cb34b0209b49a9c82cdffdc276b447f2d62a8c130ec9595893effb4573b688
TCS-2718	A uniform exponent saving for arbitrary generalized convolution	Algebraic computation	not_shortlisted	63e7f24ca136b80218c5b7298607a4f8b236226f0c37685456d69bf1d9f785e4
TCS-2732	Subpolynomial-key perfectly secure three-server DPFs	Cryptography	not_shortlisted	d9e23d033ae93ba5a82d306eff551d969ae1d45ecbc5506e0aa69d89440b7c75
TCS-2753	Fully adaptive strong Byzantine agreement with optimal resilience	Distributed, parallel and sublinear algorithms	not_shortlisted	bb07237c34241d5a100761e3c275f924d1f0cd5a9afe78f06ff653f2e1dfad66
TCS-2783	Erdős girth conjecture	Structural graph theory and graph algorithms	proposed_candidate	639337bccbe86152d04f5eedaa0ad3ffcd56c4f71efd480b7afd202474d3269a
TCS-2804	Slice-wise Polynomial Space Conjecture	Parameterized complexity and algorithms	not_shortlisted	de777363049e517df1e19d8a1f509d621ba360fb9b43085549ed67c6cae16c69
TCS-2822	Complexity of directed detours	Algorithms	not_shortlisted	9ec6c19d7fc652312c007eabfcd5729c0ed7c3ca594e6738e4c10a982274204b
TCS-2861	Efficient negatively dependent sampling from matroid polytopes	Sampling, Markov chains and mixing times	not_shortlisted	0f638f222cb8c0ab74c3589d51fb75ef3d7ec539e83dc31705f6a5e159a68dc0
TCS-2889	Short tree-like resolution from small proof space	Proof complexity	not_shortlisted	98765fe340bf4387807ab01fb5a677a32d79b66a2f82a72ba07d2665e03d44d0
TCS-2958	Efficient equations for VP with unrestricted complex coefficients	Algebraic computation	not_shortlisted	110eb168fe27c3ddb59f39e4a084ede2238e250542b47be36ec4f33c6900c6b6
TCS-2997	Triangle detection in CONGEST	Distributed, parallel and sublinear algorithms	not_shortlisted	3a7a79b5409480cca76799c884649329c1d3dcc6f946fa02c157ab2f76bbbe8c
TCS-3025	Exponentially hard weak versus strong one-way functions	Cryptography	not_shortlisted	e36aacabdc90f645c3ada71c7027143bfd062f3e853a263caf42a1808ec854e1
TCS-3031	Consistency of excluded middle and Church’s thesis in Coq	Semantics, logic and verification	not_shortlisted	d015000600200cf4a3eec85836f8e74fe2f067662242a2ccb9243597cb651a77
TCS-3037	Parity subgraph-counting dichotomy	Counting and enumeration	not_shortlisted	9822fbd4e55d0d54e977236bfc21add53ba67573a97c8cef3cad3142bc372654
TCS-3056	Deterministic convolution with negative entries	Algebraic computation	proposed_candidate	1fc062b63a740593b24e09b7edd42d364671ec7a3c32e8b7fe476bc8f121da4d
TCS-3059	Freedman’s conjecture	Geometry, topology and metric spaces	not_shortlisted	eed5da20a2e11fc88696a71fcb05f5f383765b960a9c174ccf10fba3fae05b3b
TCS-3075	RNC sampling for determinant-counted objects	Distributed, parallel and sublinear algorithms	not_shortlisted	dabfb563c1ffbbac65b4ca5520b4b6f9e940086ba71eb673f1bf5f311225bff5
TCS-3113	Finite VC dimension versus agnostic computable PAC learning	Learning theory	not_shortlisted	2798472661bc498bab6783ce7e9efc70f4300225eda850b3975cce35bd062a1e
TCS-3114	Thus, the case that remains open concerns uncountable X and general (random) sequences X.	Learning theory	proposed_candidate	20c69ee6a88d74368872db613d7eef82d4e917eb42b9813de81147d7f65e59c8
TCS-3117	Memory–sample tradeoffs for noisy parity learning	Learning theory	not_shortlisted	e017c35b67d7ee7016a6c4b32d550025a0a5816a86d90f17d687683fab6f094d
TCS-3153	Fourier rank versus sparsity	Communication complexity and Boolean function analysis	not_shortlisted	daa99aa15af238776086057b082d06068d7d7253a02c8a4ef7795c87904619ed
TCS-3177	Learning PH/poly from learning NP/poly	Learning theory	not_shortlisted	4fbcea2a622e2d6c759ffd710abf6ee54b2f0db3e665f2114798dfe1c4b4de6f
TCS-3263	Polynomial-time minimum-total-length disjoint paths for fixed k	Algorithms	not_shortlisted	97af2548b23ce4dd5be99038250e326ce072587aacf2619e8a7974e6ade99e7a
TCS-3275	Completeness and soundness amplification in StoqMA	Quantum computation and information	not_shortlisted	7dc1309a86af153ca898f55ae088049db1586442bc634e4234b563703feb84a0
TCS-3312	Polynomial-time private convex-hull point selection	Differential privacy	not_shortlisted	21656458043e60759b1b5c9170fcf285c76f54ad5aec7aa2e3f8e74ecfe265f8
TCS-3314	Competitive chasing of three sets on the line	Online algorithms, scheduling and packing	proposed_candidate	3e37d89e0f5876759557c9080d386ef68ea8c62899cea1122492d351926505b1
TCS-3318	Arithmetic circuit closure under pth roots	Algebraic computation	not_shortlisted	32318e4923431b81bd471f4b393ec4f42d598c994ca46514ff824dbeffee6ec4
TCS-3331	DynFO maintenance of red-predecessor parity	Dynamic algorithms	proposed_candidate	31181237f64a4a236a2b321fadc4edadfc7c069c099d498e786d08c91029eeb6
TCS-3344	Decidability of rounded planar-rotation reachability	Semantics, logic and verification	proposed_candidate	d5839ed4ce7ca2968bebaf9a5117708ec5c5f5561a97ffc17c3c40730ed09ba8
TCS-3346	Quasipolynomial dependence on vertices for hypergraph isomorphism	Algorithms	not_shortlisted	abb7eeecdc54f73615703db819b5f1d016e679e380b491b8dbefe84b8d97195a
TCS-3347	Complexity of conditional-independence implication	Coding and information theory	proposed_candidate	715852a6033e0eb59d47b92e1fb0f2472d64af1b0a98abb58541e522f882c483
TCS-3378	Low-complexity aperiodic two-dimensional shifts of finite type	Automata and formal languages	not_shortlisted	2f58d6e946221cc7308767f5669d5b592c7e0defdf5655dac8d167d7711f1333
TCS-3381	Polynomial-state protocols for Presburger arithmetic	Distributed, parallel and sublinear algorithms	not_shortlisted	b0aababb23aba770a89b1c2b6119e6711a9c35765ee8759b373363fe058d6361
TCS-3384	Approximate matching and set packing in \(\mathrm{AC}^{0}\)	Distributed, parallel and sublinear algorithms	not_shortlisted	1a8eb2b1bd47b21fba8c6296bf464d83964320c418d53fc94fbe34b028be9b7c
TCS-3391	Efficient learning of well-separated Gaussian mixtures	Learning theory	proposed_candidate	fd51cbaa90bf3e2eac49bbbb9361bdbbe7f7ccf16b3449aaaa85b6c937924d3a
TCS-3414	Explicit permutation groups requiring superpolynomial graph embeddings	Algebraic computation	proposed_candidate	c8872290a4687d7c2db1bff8c3106ce4ee7ee50a56ac22fec1f3891dd8544a56
TCS-3416	Wait-free exact FIFO queues in Common\(_{2}\)	Distributed, parallel and sublinear algorithms	not_shortlisted	8b36c9c2b071607647d5e7b8ec8919cfeef1f209a4b6febe8adff6f097095dbc
TCS-3480	Polynomial exact metric sparsifiers with a crossing-edge budget	Parameterized complexity and algorithms	not_shortlisted	52a2678a2c799839afb03d2e7d773c259e76cbd75a956f88935a7e4eabe24f39
TCS-3509	Tarski in CLS or EOPL	Computational complexity	not_shortlisted	3295dfb6f368af93da141b505c99a7b1d304e52998ca52a3926c88d6a24d71ae
TCS-3513	Explicit positive-rate codes below the Plotkin point	Coding and information theory	proposed_candidate	8fbd21569f138eb1ecb847b8d539e26b588286c2fce441a101183d0f4f140a0e
TCS-3557	Does extension preservation eliminate stratified intensional negation?	Database theory and finite model theory	proposed_candidate	6b177b59854c2a45f681bc7a4bb59088c26a7d02a024c2a920453bfda058f916
TCS-3580	Class-dependent parameter exponents for minor-closed vertex deletion	Parameterized complexity and algorithms	proposed_candidate	057bdf409f41fd7f53a52e6590a2e544c7d694961315755f910e17a20682b6c2
TCS-3585	Exact exponential-time equivalence for nonnegative Boolean Max-CSP	Constraint satisfaction	not_shortlisted	3a4baa02390109e7df7e0b369cd5376f14dc8cbaa834edcf8cb3fb7c8e439acf
TCS-3631	A logic capturing logarithmic space	Database theory and finite model theory	not_shortlisted	5c54527d2cb919c86d7db8fa9b5899c08cfdabbecc38dd6ff04b50cad6d0daee
TCS-3635	Treewidth classification of approximate counting CSP	Counting and enumeration	not_shortlisted	b3c40121a38c213cb1fa5e78759971d14c66008baa14c0befcd78d29d3f475c1
TCS-3655	Inductive-inductive types from inductive types without UIP	Semantics, logic and verification	proposed_candidate	2e1bfba2bfaa348788edf97f44276c942482af0a21328fd6bdfaf4b73283b429
TCS-3676	Binary-horizon MDP reward-threshold complexity	Optimization and numerical computation	proposed_candidate	f4c595f7c923ccd4f87cd81d4cac49e4fb099c2af8d2ea19183bf301e5fd29ea
TCS-3678	Polynomial-time tractability testing for core crisp CSP languages	Constraint satisfaction	not_shortlisted	6cc0d53b3f75cea97bb384b2657d1d78dfe8b992c67fffb77d59a7f9c4d8f7e8
TCS-3685	Average-case formula hardness of the majority Andreev function	Computational complexity	proposed_candidate	a7b95633333b9de6689b95c321943714035c46137986cb4e8aac687c78a13cfc
TCS-3689	Non-clashing teaching dimension versus VC dimension	Learning theory	not_shortlisted	0da324f333a70e48135809efa10764282d9df979a9a9745e2a7807a1be161997
TCS-3690	Untuned switching regret for oblivious adversarial bandits	Online algorithms, scheduling and packing	proposed_candidate	62eeedbd78f4c70dc9449530e213f46a16f2d5e2b13deae2c0f41f4965023266
TCS-3691	Uniform convergence under Dobrushin dependence	Learning theory	not_shortlisted	f4fbfa494f0ccfbba72dfbe1980f2373d30c6b8424db7ab701b3c3175663148d
TCS-3709	Lifting quantum query complexity to communication	Quantum computation and information	not_shortlisted	7402adfd3d7b682bb78a44e27cb2c1b66b786c60d1af9f9e15ddc9264a1bf616
TCS-3787	Proper unlabeled compression of ample classes	Learning theory	not_shortlisted	0bf274fc05812c6ebf54e6ed83aff7569c349d19024e495168affb2300510df3
TCS-3792	Deterministic linearizable objects for set agreement	Distributed, parallel and sublinear algorithms	proposed_candidate	9a68e8c8c01762a89b0b5c7f929b4476a03ab8686d7f9d5b2553d979553dd620
TCS-3845	Efficient distributed multicommodity routing	Distributed, parallel and sublinear algorithms	proposed_candidate	c9c590ee5a5be607c5c6108f3143d0dc3f10d48a1fac713e6473737f96e80826
TCS-3862	Complete problems for search zero knowledge	Computational complexity	not_shortlisted	741843c47cfe263366a877f8334bb20779d5e74f135240eecdb4b047c4fd6628
TCS-3863	Containment of finitely ambiguous automata	Automata and formal languages	not_shortlisted	3637f30f8334a7bff3a8ccc08674218bd0d06ea45d79199bdacd5eb094bc6005
TCS-3886	\(\exists \cdot \mathrm{BPP}\) versus MA	Computational complexity	not_shortlisted	b30d175678342fc7b21afb9198c6648ef631e791e5aab866c05c62b86e3d7fa8
TCS-3906	Sample complexity of symmetric Markov-chain identity testing	Property testing and distribution learning	proposed_candidate	106e4c376d732acab121736a4552567e3571aadd362bbeddb4cde583739124c4
TCS-3917	Disjoint-union closure of tractable forbidden patterns	Parameterized complexity and algorithms	not_shortlisted	ed549484de4b587636c7a789b2508d05e9aea99ffa62199ebf3316ca012fa5f4
TCS-3940	Note however that we do not know whether these lower bounds imply general algorithmic hardness.	Fine-grained complexity	proposed_candidate	2b24c573ad53c8cb7a97af660829f3ba6d30d17df7423ead3948785a6afa821a
TCS-3958	Pseudorandom generators for superlinear-size depth-two threshold circuits	Pseudorandomness and derandomization	not_shortlisted	ff089e71841b90d29c13f3bd5aeb94cb8b4a9000a6ae5400cb76e6e5ee2c6a2a
TCS-3959	Approximate polynomial satisfiability in AM under GRH	Algebraic computation	not_shortlisted	e57d03861f3f7f112147657b9948fbf40aa382c6d053a0e4abdf46cd1ae9026a
TCS-3984	Hardness of coloring 2-colorable 3-uniform hypergraphs	Constraint satisfaction	not_shortlisted	fed5c9c6b2ca86d9fd8eb4b172a5869dd351da0955be7c0b4f9615d5f7f6a0f4
