id,origin,title,authors,kind,category_ids,availability,local_path,source_url,pages,sha256,note,review_status
personal-157,personal_library,Entropy and Information Theory,Robert M. Gray,book,S07,local_file,"/home/vasek/zalohovano/knizky/math/probability/Probability (Terka's library)/Gray. - Entropy and information theory (Springer, 1990, 304s)(T).djvu",,304,9bac4065b8eef5d1841ea004be353c5d3469a3e36f4ecaea4bfada6e28dee08a,Další samostatná kniha k teorii informace.,bibliographic_discovery_only
personal-152,personal_library,"Algorithmic Number Theory, Volume 1: Efficient Algorithms",Eric Bach; Jeffrey Shallit,book,"S09,S08",local_file,"/home/vasek/zalohovano/knizky/math/number theory/(Foundations of Computing) Eric Bach, Jeffrey Shallit - Algorithmic number theory_ Efficient algorithms. Volume 1-The MIT Press (1996).djvu",,516,9edc52f0bee280aeed8589b620a2ddf1982ef0f46d892708e97206edcce779f3,Algoritmická teorie čísel; jeden svazek.,bibliographic_discovery_only
personal-55,personal_library,Randomized Algorithms,Rajeev Motwani; Prabhakar Raghavan,book,S10,local_file,"/home/vasek/zalohovano/knizky/informatika/randomized algorithms/Motwani, Raghavan-Randomized Algorithms.pdf",,491,a7f49a4cf73cbec4ed4940e00765723305e683dad49cbb67c50c9147a65213b1,Klasický základ randomizovaných algoritmů.,bibliographic_discovery_only
personal-59,personal_library,Probability and Computing,Michael Mitzenmacher; Eli Upfal,book,"S10,S04",local_file,"/home/vasek/zalohovano/knizky/informatika/randomized algorithms/Mitzenmacher, Upfal-Probability and computing.djvu",,366,a63844046c5c15e6919ceb36046623b08bc9b844e5a7744904f0d1aa24fdbecb,Randomizované algoritmy a pravděpodobnostní analýza.,bibliographic_discovery_only
personal-58,personal_library,Notes on Randomized Algorithms,James Aspnes,lecture_notes,S10,local_file,/home/vasek/zalohovano/knizky/informatika/randomized algorithms/nejaky lecture notes s priklady.pdf,,453,8d77f401029cbceb95561d09ad8606a1b61289ff6203b7bf945e0eeced409dbb,Soubor s neurčitým názvem je 453stránkový text z března 2020.,bibliographic_discovery_only
personal-61,personal_library,Design and Analysis of Randomized Algorithms,Juraj Hromkovič,book,S10,local_file,/home/vasek/zalohovano/knizky/math/probability/other/(Texts in Theoretical Computer Science. An EATCS Series) Juraj Hromkovič-Design and Analysis of Randomized Algorithms_ Introduction to Design Paradigms-Springer (2005).pdf,,290,99848c6b042b817e28726c287c88b57f8377a40b0b3d5661cd9bbb9bf46b23b6,Návrhová paradigmata randomizovaných algoritmů.,bibliographic_discovery_only
personal-68,personal_library,"Algorithms on Strings, Trees, and Sequences",Dan Gusfield,book,S11,local_file,"/home/vasek/zalohovano/knizky/informatika/string algorithms/Gusfield D.-Algorithms on Strings, Trees and Sequences_ Computer Science and Computational Biology-Cambridge University Press (1997).djvu",,557,b407c894e02b0a21f28d1f27efb2369f714b9e7eb9eac1306e964c32a533ee99,Klasická učebnice řetězcových algoritmů a výpočetní biologie.,bibliographic_discovery_only
personal-69,personal_library,Computing Patterns in Strings,Bill Smyth,book,S11,local_file,/home/vasek/zalohovano/knizky/informatika/string algorithms/[Smyth_B.]_Computing_patterns_in_strings(BookZZ.org).djvu,,436,5be88889005674ae1e03641dd55a1f204f4fb74196f52a3db76db45c66cf04ee,Další specializovaná učebnice řetězcových algoritmů.,bibliographic_discovery_only
personal-51,personal_library,Handbook of Data Compression,David Salomon; Giovanni Motta,book,"S11,S07",local_file,"/home/vasek/zalohovano/knizky/informatika/compression/Handbook of Data Compression, 5th Edition.pdf",,1370,9cc0440968dbf7d9cab906cb6d619b6a5c0a142b2d370058e249a1179c598b26,Páté vydání; komprese jako sousední a podpůrná oblast.,bibliographic_discovery_only
personal-109,personal_library,Understanding Bioinformatics,Marketa Zvelebil; Jeremy O. Baum,book,S11,local_file,"/home/vasek/zalohovano/knizky/informatika/bioinformatics/Marketa Zveibil, Jeremy O. Baum - Understanding Bioinformatics (2007, Garland Science).pdf",,797,d14d1fbc03ce97793890dfb906a29367d3b04af566d14a205bc81cc6d45b25cf,Širší biologický a algoritmický kontext řetězcových problémů.,bibliographic_discovery_only
personal-15,personal_library,Dynamic Graph Algorithms,David Eppstein; Zvi Galil; Giuseppe F. Italiano,survey,S12,local_file,/home/vasek/zalohovano/knizky/informatika/graphs/dynamic algorithms on graphs.pdf,,40,6f772eddd5585b3d868a4a482e2d0ecc2233d93e794101710e9e6abb6338d5fa,40stránková přehledová kapitola; není to celá kniha.,bibliographic_discovery_only
personal-185,personal_library,Analytic Combinatorics,Philippe Flajolet; Robert Sedgewick,book,S13,local_file,/home/vasek/zalohovano/knizky/math/discrete mathematics/analytic combinatorics/FlajoletSedgewick_AnalyticCombinatorics.pdf,,826,f7bc98dfbfbc99716e19a0a0aa6f1750fb62acbf50b58d65731aabf161dccace,Generující funkce a asymptotické počítání.,bibliographic_discovery_only
personal-207,personal_library,generatingfunctionology,Herbert S. Wilf,book,S13,local_file,/home/vasek/zalohovano/knizky/math/discrete mathematics/analytic combinatorics/generating functions/gfologyLinked2.pdf,,231,fa522a14f9b1631232ff6b34bc092686803b71cc8154cbf31c7ac523a75108dc,Internetová verze druhého vydání 1994.,bibliographic_discovery_only
personal-2,personal_library,"Networks, Crowds, and Markets: Reasoning About a Highly Connected World",David Easley; Jon Kleinberg,book,S16,local_file,"/home/vasek/zalohovano/knizky/podivat_se/Easley D., Kleinberg J.-Networks, crowds, and markets_ Reasoning about a highly connected world-CUP (2010).pdf",,745,fd3069cc156f0c95c799174d149849df00b9d2c05a5b8ef8366dcd4fd0bb1a2f,"Sítě, trhy, hry a sociální volba.",bibliographic_discovery_only
personal-134,personal_library,Constraint Satisfaction Problem – Lecture Notes,Alexandr Kazda; Miklós Maróti,lecture_notes,S17,local_file,/home/vasek/zalohovano/knizky/math/algebra/csp/csp-notes-latex.pdf,,44,ea2031bf2ff1ad880a5a9061668df5c976b52e6154a5d469497425beb0a243b8,Algebraická teorie CSP; odlišné od již evidovaného sborníku CSP.,bibliographic_discovery_only
personal-285,personal_library,Graphs and Homomorphisms,Pavol Hell; Jaroslav Nešetřil,book,"S17,S23",local_file,"/home/vasek/zalohovano/knizky/math/discrete mathematics/graphs/Pavol Hell, Jaroslav Nesetril - Graphs and Homomorphisms.pdf",,256,ceb022458e960a7a0583683bd781fdf171e4326a478cd21420a9fa6223e1fafa,Grafové homomorfismy a CSP; dvě místní kopie počítány jednou.,bibliographic_discovery_only
personal-288,personal_library,Graph Theory,Reinhard Diestel,book,S23,local_file,/home/vasek/zalohovano/knizky/math/discrete mathematics/graphs/DiestelGT.pdf,,322,47030fe21d059bb6c29572805fe83b0b0cab502283cc8db7aa16ac76bc9aee8a,Lokálně elektronická verze druhého vydání 2000.,bibliographic_discovery_only
personal-286,personal_library,Modern Graph Theory,Béla Bollobás,book,S23,local_file,/home/vasek/zalohovano/knizky/math/discrete mathematics/graphs/Béla Bollobás - Modern Graph Theory.djvu,,398,3078869d81b299b66d5d2274528cd35d7ae38c3da0e250e3d0620d46bf2ad10c,Široký grafově teoretický základ.,bibliographic_discovery_only
personal-292,personal_library,"Sparsity: Graphs, Structures, and Algorithms",Jaroslav Nešetřil; Patrice Ossona de Mendez,book,"S23,L07",local_file,"/home/vasek/zalohovano/knizky/math/discrete mathematics/graphs/sparse/(Algorithms and Combinatorics 28) Jaroslav Nešetřil, Patrice Ossona de Mendez (auth.)-Sparsity_ Graphs, Structures, and Algorithms-Springer-Verlag Berlin Heidelberg (2012).pdf",,470,9d50115531cdd0c41bd8657ab7055f594cda3b68e7c4323bdc9be96c5be55117,"Řídké grafy, struktura a algoritmy.",bibliographic_discovery_only
personal-290,personal_library,Large Networks and Graph Limits,László Lovász,book_draft,"S23,L07",local_file,"/home/vasek/zalohovano/knizky/math/discrete mathematics/graphs/graphons, regularity/large networks and graph limits - lovasz.pdf",,487,2d1f1ed87a75d0d137bfc67e61dd1b86f8b69f16078966846afceb103af0f088,Lokální text je datovaný 2010; nepředpokládat shodu s finálním vydáním.,bibliographic_discovery_only
personal-13,personal_library,"Graph Minors, Decompositions and Algorithms",Jiří Fiala,lecture_notes,"S23,S02",local_file,"/home/vasek/zalohovano/knizky/informatika/graphs/treewidth/graph minors, decompositions and algorithms - fiala.pdf",,62,f692babb5571e53703b999de05d08a4b8e9522b9972319d7ecde5cbef1f900ab,Kurz z roku 2014 k dekompozicím a algoritmům.,bibliographic_discovery_only
personal-218,personal_library,Matroid Theory,James G. Oxley,book,"S23,L10",local_file,/home/vasek/zalohovano/knizky/math/discrete mathematics/matroidy/(Oxford Graduate Texts in Mathematics) James G. Oxley-Matroid Theory-Oxford University Press (1993).djvu,,542,35618246be21909b6e83ef3baf3db2311991441c3d605ff63bd3dc0ab3c050c0,Matroidové základy grafové struktury a kombinatorické optimalizace.,bibliographic_discovery_only
personal-9,personal_library,Beyond the Worst-Case Analysis of Algorithms,Tim Roughgarden (editor),book,S24,local_file,/home/vasek/zalohovano/knizky/informatika/algorithms/Tim Roughgarden - Beyond the Worst-Case Analysis of Algorithms-Cambridge University Press (2021).pdf,,704,fd673f0366ea420106438d86b8721fe3a7764807740646a0be360d8f5bd7342d,Rozsáhlá kniha 2021; nový titul vedle již evidovaného survey Beyond Worst-Case Analysis (2018).,bibliographic_discovery_only
boneh_shoup,web,A Graduate Course in Applied Cryptography,Dan Boneh; Victor Shoup,book_draft,L06,author_pdf,/home/vasek/atlas/tcs-source-library/discovery-20260911/pdf/boneh_shoup.pdf,https://toc.cryptobook.us/,1130,67bc4507f7558c99f0ecc331651da224f0a73b2453fdd8ff5e67c8d4e56cc7dd,Verze 0.6 z ledna 2023; široký základ moderní kryptografie.,bibliographic_discovery_only
lamport_specifying,web,Specifying Systems,Leslie Lamport,book,"L09,L07",author_pdf,/home/vasek/atlas/tcs-source-library/discovery-20260911/pdf/lamport_specifying.pdf,https://lamport.azurewebsites.net/tla/book.html,382,34883e30182414d08923852c129fd530e889a3f819ad05ebfebde4aefe3d661d,"Úplná kniha o TLA+, specifikaci a verifikaci systémů.",bibliographic_discovery_only
harper_pfpl,web,Practical Foundations for Programming Languages,Robert Harper,book_abridged,L09,abridged_author_pdf,/home/vasek/atlas/tcs-source-library/discovery-20260911/pdf/harper_pfpl.pdf,https://www.cs.cmu.edu/~rwh/pfpl/,228,82aeead40e7d2160500c8f25612d4ec120c27454ae57619285345bae464ae94d,Volně dostupná verze je zkrácená; není to kompletní druhé vydání knihy.,bibliographic_discovery_only
software_foundations,web,Software Foundations,Benjamin C. Pierce a spoluautoři,book_series,"L09,S19",full_online_text,,https://softwarefoundations.cis.upenn.edu/,,,"Online řada sedmi svazků; zde evidována jako jeden zdroj. Logika, sémantika a formální verifikace.",bibliographic_discovery_only
foundations_databases,web,Foundations of Databases,Serge Abiteboul; Richard Hull; Victor Vianu,book,S20,university_pdf,/home/vasek/atlas/tcs-source-library/discovery-20260911/pdf/foundations_databases.pdf,https://abiteboul.com/TEACHING/DBCOURSE/,702,0e5da36b51f58105b4cdc68842fea7d10e91d77547c0f8ce6b06b20c1f3a7796,"Autor odkazuje na úplnou knihu; původní webdam.inria.fr při kontrole neodpovídal, PDF je také na EPFL.",bibliographic_discovery_only
libkin_fmt,web,Elements of Finite Model Theory,Leonid Libkin,book,"S20,L09",author_pdf,/home/vasek/atlas/tcs-source-library/discovery-20260911/pdf/libkin_fmt.pdf,https://homepages.inf.ed.ac.uk/libkin/fmt/fmt.pdf,326,dac2cdd4073f02322abea44e9ccbbb1a5afec576e99edb2483ac138d10853921,Autorský PDF datovaný únor 2012; kniha o konečných modelech a logikách relevantních pro databáze.,bibliographic_discovery_only
bodirsky_infinite_csp,web,Complexity of Infinite-Domain Constraint Satisfaction,Manuel Bodirsky,book_postprint,"S17,S20",author_pdf,/home/vasek/atlas/tcs-source-library/discovery-20260911/pdf/bodirsky_infinite_csp.pdf,https://wwwpub.zih.tu-dresden.de/~bodirsky/Book.pdf,423,f1235b38154c03bfb32a746cae1ba4f2655dbb479239c7c74924bc5cd6b3739f,"Autorský postprint datovaný 31. 1. 2026; samostatná kniha, odlišná od dosavadního survey z roku 2008.",bibliographic_discovery_only
shoup_number_theory,web,A Computational Introduction to Number Theory and Algebra,Victor Shoup,book,"S08,S09",author_pdf,/home/vasek/atlas/tcs-source-library/discovery-20260911/pdf/shoup_number_theory.pdf,https://shoup.net/ntb/,598,8e1abc54f4510c3f274dfbed07ea602a6a439ee24b2c916e61abe829b402ec06,Úplné druhé vydání; výpočetní algebra a teorie čísel.,bibliographic_discovery_only
canonne_distribution_testing,web,Topics and Techniques in Distribution Testing: A Biased but Representative Sample,Clément L. Canonne,monograph,S14,author_pdf,/home/vasek/atlas/tcs-source-library/discovery-20260911/pdf/canonne_distribution_testing.pdf,https://ccanonne.github.io/survey-topics-dt.html,165,6268b6e432926584a2caca832174ef2e32160c627de2a76fbfd880645807b3ab,Publikováno 2022; stažená autorská verze je datovaná 10. 3. 2024. Podrobný monografický survey s důkazy; nový zdroj vedle Goldreichovy knihy.,bibliographic_discovery_only
vadhan_privacy,web,The Complexity of Differential Privacy,Salil Vadhan,survey_chapter,"S15,L03",author_pdf,/home/vasek/atlas/tcs-source-library/discovery-20260911/pdf/vadhan_privacy.pdf,https://privacytools.seas.harvard.edu/publications/complexity-differential-privacy-0,96,685539d267589bd21fdc63bb3166f056fb434a1d1ff397dfba77fd41ba269cf4,"Survey kapitola v Tutorials on the Foundations of Cryptography; propojuje soukromí, složitost a kryptografii.",bibliographic_discovery_only
krajicek_proof_complexity,web,Proof Complexity,Jan Krajíček,book,S05,publisher_metadata_and_preview,,https://www.cambridge.org/core/books/proof-complexity/frege-systems/97C6CD5E9151B4138677B324C530FEC3,,,Ověřen titul a obsah na webu vydavatele; plný místní text zatím nemáme.,bibliographic_discovery_only
kushilevitz_nisan,web,Communication Complexity,Eyal Kushilevitz; Noam Nisan,book,S06,publisher_metadata_and_preview,,https://www.cambridge.org/core/books/abs/communication-complexity/contents/4EAF808A556E5B045E249515659FAF59,,,Jiná kniha než Rao–Yehudayoff; plný místní text zatím nemáme.,bibliographic_discovery_only
description_logic,web,An Introduction to Description Logic,Franz Baader; Ian Horrocks; Carsten Lutz; Uli Sattler,book,"S22,S19",publisher_metadata_and_preview,,https://www.cambridge.org/core/books/abs/an-introduction-to-description-logic/introduction/264A7C6C38E00160FB8FF6F855C8E8CB,,,"Deskripční logiky a automatické usuzování; ověřená bibliografie a ukázka, nikoli stažená celá kniha.",bibliographic_discovery_only
handbook_sat,web,"Handbook of Satisfiability, Second Edition",Armin Biere; Marijn Heule; Hans van Maaren; Toby Walsh (editors),edited_book,"S19,S17,S05",publisher_metadata_and_preview,,https://www.iospress.com/catalog/books/handbook-of-satisfiability-2,,,"Rozsáhlá příručka SAT, 1484 stran ve dvou částech; plný místní text zatím nemáme.",bibliographic_discovery_only
modern_computer_algebra,web,"Modern Computer Algebra, Third Edition",Joachim von zur Gathen; Jürgen Gerhard,book,S08,publisher_metadata_and_preview,,https://www.cambridge.org/core/books/modern-computer-algebra/DB3563D4013401734851CF683D2F03F0,,,Výpočetní algebra a rychlé algoritmy pro polynomy; ověřen obsah a ukázka.,bibliographic_discovery_only
lattice_complexity,web,Complexity of Lattice Problems: A Cryptographic Perspective,Daniele Micciancio; Shafi Goldwasser,book,"S09,L06",publisher_metadata_and_preview,,https://cseweb.ucsd.edu/~daniele/papers/book.html,,,Autor nabízí obsah a ukázkovou kapitolu; úplná kniha není stažena.,bibliographic_discovery_only
pinedo_scheduling,web,"Scheduling: Theory, Algorithms, and Systems, Fifth Edition",Michael L. Pinedo,book,S18,publisher_metadata_and_preview,,https://link.springer.com/book/10.1007/978-3-319-26580-3,,,"Ověřeno konkrétní páté vydání, nikoli tvrzení o nejnovějším vydání. Široký základ deterministického i stochastického rozvrhování.",bibliographic_discovery_only
bringmann_finegrained,web,Fine-Grained Complexity Theory (Tutorial),Karl Bringmann,tutorial,S03,publisher_open_pdf,/home/vasek/atlas/tcs-source-library/discovery-20260911/pdf/bringmann_finegrained.pdf,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2019.4,7,81ca002f0748b6b80d82de56885584b91bbb31d34e57980d1db8ca73508a9a2b,"Sedmistránkový tutorial; doplněk k dosavadnímu survey, nikoli kniha.",bibliographic_discovery_only
deberg_geometry,web,"Computational Geometry: Algorithms and Applications, Third Edition",Mark de Berg; Otfried Cheong; Marc van Kreveld; Mark Overmars,book,L02,publisher_metadata_and_preview,,https://link.springer.com/book/10.1007/978-3-540-77974-2,,,Široká učebnice geometrických algoritmů; plný místní text zatím nemáme.,bibliographic_discovery_only
exact_exponential,web,Exact Exponential Algorithms,Fedor V. Fomin; Dieter Kratsch,book,S02,publisher_metadata_and_preview,,https://link.springer.com/book/10.1007/978-3-642-16533-7,,,Exaktní exponenciální algoritmy; samostatná kniha vedle Parameterized Algorithms.,bibliographic_discovery_only
