id,title,category,decision,reason_code,reason,saved_target,source_url,source_locator,evidence,importance_score,review_cohort,decision_references
TCS-4614,It remains an open problem whether Strong q-Horn-backdoor Set Detection or Weak q-Horn-backdoor Set Detection are FPT-approximable.,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “It remains an open problem whether Strong q-Horn-backdoor Set Detection or Weak q-Horn-backdoor Set Detection are FPT-approximable.”.",It remains an open problem whether Strong q-Horn-backdoor Set Detection or Weak q-Horn-backdoor Set Detection are FPT-approximable.,https://doi.org/10.4230/LIPIcs.STACS.2013.67,Unresolved-question passage on page 11; PDF page 11,index,50,original,
TCS-4634,"Finally, what happens when the input graph is planar?",Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Finally, what happens when the input graph is planar?”.","Finally, what happens when the input graph is planar?",https://doi.org/10.4230/LIPIcs.FSTTCS.2013.79,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-4635,Can we construct such an algorithm or refute its existence under ETH?,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Can we construct such an algorithm or refute its existence under ETH?”.",Can we construct such an algorithm or refute its existence under ETH?,https://doi.org/10.4230/LIPIcs.STACS.2013.32,Unresolved-question passage on page 10; PDF page 10,index,50,original,
TCS-4648,"Second, is there an algorithm for Pl-OCT running in time 2O( k) nO(1) ?",Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Second, is there an algorithm for Pl-OCT running in time 2O( k) nO(1) ?”.","Second, is there an algorithm for Pl-OCT running in time 2O( k) nO(1) ?",https://doi.org/10.4230/LIPIcs.FSTTCS.2012.424,Unresolved-question passage on page 10; PDF page 10,index,50,original,
TCS-4652,"However, the complexity of the dual problem to k-Edge Connected Odd Subgraph, namely, obtaining connected odd subgraph with |E(G)| − k edges, remains open.",Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “However, the complexity of the dual problem to k-Edge Connected Odd Subgraph, namely, obtaining connected odd subgraph with |E(G)| − k edges, remains open.”.","However, the complexity of the dual problem to k-Edge Connected Odd Subgraph, namely, obtaining connected odd subgraph with |E(G)| − k edges, remains open.",https://doi.org/10.4230/LIPIcs.STACS.2012.432,Unresolved-question passage on page 9; PDF page 9,index,50,original,
TCS-4675,"The existence of polynomial-size kernels for MaxLin2-AA[k] and Max-r-Lin2-AA[k, r] remains an open question.",Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “The existence of polynomial-size kernels for MaxLin2-AA[k] and Max-r-Lin2-AA[k, r] remains an open question.”.","The existence of polynomial-size kernels for MaxLin2-AA[k] and Max-r-Lin2-AA[k, r] remains an open question.",https://doi.org/10.4230/LIPIcs.FSTTCS.2011.229,Unresolved-question passage on page 10; PDF page 10,index,50,original,
TCS-4689,Is there a polynomial kernel using the deletion distance from a bipartite graph as the parameter?,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Is there a polynomial kernel using the deletion distance from a bipartite graph as the parameter?”.",Is there a polynomial kernel using the deletion distance from a bipartite graph as the parameter?,https://doi.org/10.4230/LIPIcs.STACS.2011.177,Unresolved-question passage on page 11; PDF page 11,index,50,original,
TCS-5375,Exploiting Spanning Trees for Directed Acyclicity — Open Question 5,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Do polynomial kernels exist for any relevant weighted problem parameterized above the Poljak–Turzík or the maximum spanning tree guarantees?”.",Do polynomial kernels exist for any relevant weighted problem parameterized above the Poljak–Turzík or the maximum spanning tree guarantees?,https://doi.org/10.4230/LIPIcs.ESA.2026.118,Open Question 5,source,50,original,
TCS-5403,Parameterised Counting in Logspace — Open Problem 24,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “What is the complexity of [p-#MC(Σ0 )a ]≤pars for fixed a ∈ N?”.",What is the complexity of [p-#MC(Σ0 )a ]≤pars for fixed a ∈ N?,https://doi.org/10.4230/LIPIcs.STACS.2021.40,Open Problem 24,source,50,original,
TCS-5505,On Maximum 2-Clubs — Question 1,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Is there an algorithm for finding a 2-club of size at least l, parameterized by l, with running time O∗ (2O(l) )?”.","Is there an algorithm for finding a 2-club of size at least l, parameterized by l, with running time O∗ (2O(l) )?",https://doi.org/10.4230/LIPIcs.IPEC.2025.13,Question 1,source,50,original,
TCS-5580,Parameterized Analysis of the Cops and Robber Game — Question 33,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Does there exist an FPT algorithm for CnR parameterized by vcn with running time 2O(vcn) · nO(1) ?”.",Does there exist an FPT algorithm for CnR parameterized by vcn with running time 2O(vcn) · nO(1) ?,https://doi.org/10.4230/LIPIcs.MFCS.2023.49,Question 33,source,50,original,
TCS-5582,FPT Constant-Approximations for Capacitated Clustering to Minimize the Sum of Cluster Radii — Question 2,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “What is the best constant-factor approximation possible for Capacitated Sum of Radii or uniform Capacitated Sum of Radii in FPT time?”.",What is the best constant-factor approximation possible for Capacitated Sum of Radii or uniform Capacitated Sum of Radii in FPT time?,https://doi.org/10.4230/LIPIcs.SoCG.2023.12,Question 2,source,50,original,
TCS-5638,On the Parameterized Complexity of Bounded-Density Vertex Deletion — Explicit open question on PDF page 14,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Similarly the parameterized complexity of BDVD for the feedback edge number (for which Bounded Density Edge Deletion is W[1]-hard) is an open question.”.",Similarly the parameterized complexity of BDVD for the feedback edge number (for which Bounded Density Edge Deletion is W[1]-hard) is an open question.,https://doi.org/10.4230/LIPIcs.MFCS.2026.67,Explicit open question on PDF page 14,source,50,original,
TCS-5648,On the Approximability of Parameterized Minimum Monotone Satisfying Assignment — Explicit open question on PDF page 2,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Can the total-FPT-inapproximability4 be based on the minimal assumption W[2] ̸= FPT?”.",Can the total-FPT-inapproximability4 be based on the minimal assumption W[2] ̸= FPT?,https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2026.20,Explicit open question on PDF page 2,source,50,original,
TCS-5674,Parameterized Algorithms for the Drone Delivery Problem — Explicit open question on PDF page 14,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “The question of whether DDT on a path is strongly NP-hard remains open for both DDT-FP and DDT-SP.”.",The question of whether DDT on a path is strongly NP-hard remains open for both DDT-FP and DDT-SP.,https://doi.org/10.4230/LIPIcs.ISAAC.2025.8,Explicit open question on PDF page 14,source,50,original,
TCS-5679,Uniformity Within Parameterized Circuit Classes — Explicit open question on PDF page 6,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “The argument in [13] seems to silently assume that DTIMER (n) = DTIME(n) which we believe is an open problem.”.",The argument in [13] seems to silently assume that DTIMER (n) = DTIME(n) which we believe is an open problem.,https://doi.org/10.4230/LIPIcs.IPEC.2025.27,Explicit open question on PDF page 6,source,50,original,
TCS-5683,Tight Approximation and Kernelization Bounds for Vertex-Disjoint Shortest Paths — Explicit open question on PDF page 2,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “It is NP-hard when k is part of the input and the complexity for constant k > 2 remains open.”.",It is NP-hard when k is part of the input and the complexity for constant k > 2 remains open.,https://doi.org/10.4230/LIPIcs.STACS.2025.17,Explicit open question on PDF page 2,source,50,original,
TCS-5685,Parameterized Maximum Node-Disjoint Paths — Explicit open question on PDF page 13,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Lastly, it is unknown whether the problem is FPT parameterized by the cutwidth or the cluster vertex deletion number of the input graph.”.","Lastly, it is unknown whether the problem is FPT parameterized by the cutwidth or the cluster vertex deletion number of the input graph.",https://doi.org/10.4230/LIPIcs.IPEC.2025.3,Explicit open question on PDF page 13,source,50,original,
TCS-5769,Metric Dimension Parameterized by Feedback Vertex Set and Other Structural Parameters — Explicit open question on PDF page 4,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “The parameters for which the hardness remains an open question are not colored.”.",The parameters for which the hardness remains an open question are not colored.,https://doi.org/10.4230/LIPIcs.MFCS.2022.51,Explicit open question on PDF page 4,source,50,original,
TCS-5820,An FPT Algorithm for Diverse Minimum s-t Cuts — Unresolved-question passage on page 15,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Is Diverse Min s-t-Cuts NP-complete in the strong sense for a given constant d ≥ 3, that is, when k is polynomial in n?”.","Is Diverse Min s-t-Cuts NP-complete in the strong sense for a given constant d ≥ 3, that is, when k is polynomial in n?",https://doi.org/10.4230/LIPIcs.ESA.2026.148,Unresolved-question passage on page 15,source,50,original,
TCS-5822,Preprocessing for Outerplanar Vertex Deletion: An Elementary Kernel of Quartic Size — Explicit open question on PDF page 2,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “All of the F-Minor-Free Deletion problems are fixed-parameter tractable [38], but it is unknown whether they all admit a polynomial kernel [18].”.","All of the F-Minor-Free Deletion problems are fixed-parameter tractable [38], but it is unknown whether they all admit a polynomial kernel [18].",https://doi.org/10.4230/LIPIcs.IPEC.2021.14,Explicit open question on PDF page 2,source,50,original,
TCS-5832,Clustering Permutations Under the Ulam Metric: A Parameterized Complexity Study — Unresolved-question passage on page 21,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Is there a single-exponential (or even subexponential) in d algorithm?”.",Is there a single-exponential (or even subexponential) in d algorithm?,https://doi.org/10.4230/LIPIcs.ICALP.2026.19,Unresolved-question passage on page 21,source,50,original,
TCS-5867,Minimizing the Number of Tardy Jobs with Uniform Processing Times on Parallel Machines — Unresolved-question passage on page 14,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Is P | rj , pj = p | wj Uj in FPT or W[1]-hard when parameterized by the processing time p of any job?”.","Is P | rj , pj = p | wj Uj in FPT or W[1]-hard when parameterized by the processing time p of any job?",https://doi.org/10.4230/LIPIcs.STACS.2025.47,Unresolved-question passage on page 14,source,50,original,
TCS-5877,Parameterized Reunion with Achromatic Number — Unresolved-question passage on page 19,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Does Achromatic Number admit a polynomial kernel on general graphs?”.",Does Achromatic Number admit a polynomial kernel on general graphs?,https://doi.org/10.4230/LIPIcs.ISAAC.2025.42,Unresolved-question passage on page 19,source,50,original,
TCS-5901,A Deterministic Polynomial Kernel for Odd Cycle Transversal and Vertex Multiway Cut in Planar Graphs — Explicit open question on PDF page 3,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “The question of a polynomial kernel or a 2O(k) · nO(1) -time FPT algorithm for Vertex Planarization remains open [13, 27].”.","The question of a polynomial kernel or a 2O(k) · nO(1) -time FPT algorithm for Vertex Planarization remains open [13, 27].",https://doi.org/10.4230/LIPIcs.STACS.2019.39,Explicit open question on PDF page 3,source,50,original,
TCS-5907,Towards Tight Bounds for the Graph Homomorphism Problem Parameterized by Cutwidth via Asymptotic Matrix Parameters — Unresolved-question passage on page 17,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Is mimsup functionally equivalent to either him or the support rank?”.",Is mimsup functionally equivalent to either him or the support rank?,https://doi.org/10.4230/LIPIcs.ICALP.2024.77,Unresolved-question passage on page 17,source,50,original,
TCS-5908,The Complexity of Homomorphism Reconstructibility — Unresolved-question passage on page 16,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Is there a sharp threshold from fixed-parameter tractability to para-NP-hardness?”.",Is there a sharp threshold from fixed-parameter tractability to para-NP-hardness?,https://doi.org/10.4230/LIPIcs.STACS.2024.19,Unresolved-question passage on page 16,source,50,original,
TCS-5919,Minimizing the Weighted Number of Tardy Jobs Is W[1]-Hard — Unresolved-question passage on page 13,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Can the gap between lower and upper bound in Corollary 4 be closed?”.",Can the gap between lower and upper bound in Corollary 4 be closed?,https://doi.org/10.4230/LIPIcs.ESA.2024.68,Unresolved-question passage on page 13,source,50,original,
TCS-5943,An Exact Algorithm for the Steiner Forest Problem — Explicit open question on PDF page 3,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Unfortunately, the improved flow relaxation is exponentially large and it is unknown if it can be solved efficiently.”.","Unfortunately, the improved flow relaxation is exponentially large and it is unknown if it can be solved efficiently.",https://doi.org/10.4230/LIPIcs.ESA.2018.70,Explicit open question on PDF page 3,source,50,original,
TCS-5945,On the Parameterized Complexity of Multiway Near-Separator — Unresolved-question passage on page 14,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Does the variant of Multiway Near-Separator with deletable terminals admit a polynomial kernel?”.",Does the variant of Multiway Near-Separator with deletable terminals admit a polynomial kernel?,https://doi.org/10.4230/LIPIcs.IPEC.2023.28,Unresolved-question passage on page 14,source,50,original,
TCS-5947,How to Navigate Through Obstacles? — Explicit open question on PDF page 5,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “We finally mention that it remains open whether Colored Path-Con and Connected Obstacle Removal are FPT parameterized by k only.”.",We finally mention that it remains open whether Colored Path-Con and Connected Obstacle Removal are FPT parameterized by k only.,https://doi.org/10.4230/LIPIcs.ICALP.2018.48,Explicit open question on PDF page 5,source,50,original,
TCS-5948,Parameterized Leaf Power Recognition via Embedding into Graph Products — Explicit open question on PDF page 4,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Polynomial-time structural characterization of k-leaf powers for k ≥ 6 is still an open problem.”.",Polynomial-time structural characterization of k-leaf powers for k ≥ 6 is still an open problem.,https://doi.org/10.4230/LIPIcs.IPEC.2018.16,Explicit open question on PDF page 4,source,50,original,
TCS-5950,Budgeted Matroid Maximization: a Parameterized Viewpoint — Unresolved-question passage on page 15,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Is there a representative set for the special case of BDM whose size matches the lower bound given in Theorem 5?”.",Is there a representative set for the special case of BDM whose size matches the lower bound given in Theorem 5?,https://doi.org/10.4230/LIPIcs.IPEC.2023.13,Unresolved-question passage on page 15,source,50,original,
TCS-5953,5-Approximation for H-Treewidth Essentially as Fast as H-Deletion Parameterized by Solution Size — Unresolved-question passage on page 13,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Can a constant-factor approximation to H-treewidth be computed in time 2O(k) · (n + m) for graph classes H like bipartite graphs?”.",Can a constant-factor approximation to H-treewidth be computed in time 2O(k) · (n + m) for graph classes H like bipartite graphs?,https://doi.org/10.4230/LIPIcs.ESA.2023.66,Unresolved-question passage on page 13,source,50,original,
TCS-5994,Computing Generalized Convolutions Faster Than Brute Force — Unresolved-question passage on page 15,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Can f -Query be solved in n O(|D| e · polylog(M )) time without assuming ω = 2?”.",Can f -Query be solved in n O(|D| e · polylog(M )) time without assuming ω = 2?,https://doi.org/10.4230/LIPIcs.IPEC.2022.12,Unresolved-question passage on page 15,source,50,original,
TCS-5998,(Re)packing Equal Disks into Rectangle — Unresolved-question passage on page 16,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Does Disk Repacking admit a polynomial kernel with parameters k and h?”.",Does Disk Repacking admit a polynomial kernel with parameters k and h?,https://doi.org/10.4230/LIPIcs.ICALP.2022.60,Unresolved-question passage on page 16,source,50,original,
TCS-5999,Computing Smallest Convex Intersecting Polygons — Unresolved-question passage on page 12,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Is there a polynomial-time exact algorithm for the minimum area convex intersecting polygon of segments?”.",Is there a polynomial-time exact algorithm for the minimum area convex intersecting polygon of segments?,https://doi.org/10.4230/LIPIcs.ESA.2022.9,Unresolved-question passage on page 12,source,50,original,
TCS-6011,Improved Lower Bounds for Approximating Parameterized Nearest Codeword and Related Problems Under ETH — Open Problem 35,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Give a better construction of strong threshold graph in Section 1.2 with h = Ω(k) and m = O(k), or show that such graphs do […]”.","Give a better construction of strong threshold graph in Section 1.2 with h = Ω(k) and m = O(k), or show that such graphs do […]",https://doi.org/10.4230/LIPIcs.ICALP.2024.107,Open Problem 35,source,50,original,
TCS-6020,The First Parameterized Algorithms and Computational Experiments Challenge — Explicit open question on PDF page 2,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “It is unknown whether the problem has a polynomial-time approximation scheme (PTAS).”.",It is unknown whether the problem has a polynomial-time approximation scheme (PTAS).,https://doi.org/10.4230/LIPIcs.IPEC.2016.30,Explicit open question on PDF page 2,source,50,original,
TCS-6049,A Polynomial Kernel for Block Graph Deletion — Explicit open question on PDF page 2,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “However, it remains open whether there is a single-exponential FPT algorithm or a polynomial kernel [20, 3].”.","However, it remains open whether there is a single-exponential FPT algorithm or a polynomial kernel [20, 3].",https://doi.org/10.4230/LIPIcs.IPEC.2015.270,Explicit open question on PDF page 2,source,50,original,
TCS-6054,Graph Isomorphism in Quasipolynomial Time Parameterized by Treewidth — Unresolved-question passage on page 13,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “However, it is an open question whether any FPT-algorithm for the graph isomorphism problem parameterized”.","However, it is an open question whether any FPT-algorithm for the graph isomorphism problem parameterized",https://doi.org/10.4230/LIPIcs.ICALP.2020.103,Unresolved-question passage on page 13,source,50,original,
TCS-6060,Fixed-Parameter Tractability of the Weighted Edge Clique Partition Problem — Unresolved-question passage on page 15,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Does WECP admit a polynomial-sized kernel like ECP?”.",Does WECP admit a polynomial-sized kernel like ECP?,https://doi.org/10.4230/LIPIcs.IPEC.2020.17,Unresolved-question passage on page 15,source,50,original,
TCS-6103,An Efficient Fixed-Parameter Algorithm for the 2-Plex Bipartition Problem — Explicit open question on PDF page 3,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “To the best of our knowledge, whether s-Plex Bipartition admits a fixed-parameter algorithm is an open problem.”.","To the best of our knowledge, whether s-Plex Bipartition admits a fixed-parameter algorithm is an open problem.",https://doi.org/10.4230/LIPIcs.ISAAC.2017.20,Explicit open question on PDF page 3,source,50,original,
TCS-6111,Generalized Feedback Vertex Set Problems on Bounded-Treewidth Graphs: Chordality Is the Key to Single-Exponential Parameterized Algorithms — Explicit open question on PDF page 3,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Whether this lower bound of Theorem 2 is best possible when P contains a cycle on ` ⩾ 4 vertices remains open.”.",Whether this lower bound of Theorem 2 is best possible when P contains a cycle on ` ⩾ 4 vertices remains open.,https://doi.org/10.4230/LIPIcs.IPEC.2017.7,Explicit open question on PDF page 3,source,50,original,
TCS-6129,Parameterized Algorithms and Kernels for Rainbow Matching — Unresolved-question passage on page 12,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Can we design a faster randomized or deterministic algorithm for Rainbow Matching or even 3-Dimensional Matching?”.",Can we design a faster randomized or deterministic algorithm for Rainbow Matching or even 3-Dimensional Matching?,https://doi.org/10.4230/LIPIcs.MFCS.2017.71,Unresolved-question passage on page 12,source,50,original,
TCS-6147,Finding b-Colorings Using Feedback Edges — Explicit open question on PDF page 3,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Green stands for FPT, blue is W[1]-hard and XP, red is paraNP-complete, and white means that it is unknown whether the problem is FPT or […]”.","Green stands for FPT, blue is W[1]-hard and XP, red is paraNP-complete, and white means that it is unknown whether the problem is FPT or […]",https://doi.org/10.4230/LIPIcs.MFCS.2026.36,Explicit open question on PDF page 3,source,50,original,
TCS-6175,Bridging Treewidth and Clique-Width via Cograph-Modular-Treewidth — Explicit open question on PDF page 3,Parameterized and exact algorithms,quarantined,lower_editorial_priority,"The saved topic isolates a particular graph class, a secondary structural parameter, a specialized application, or an incremental kernel/running-time improvement; it is lower priority than general FPT barriers, kernelization questions, and core exact algorithms. Saved target: “Although Isomorphism is FPT when parameterized by treewidth [26], for clique-width it is only known to be in XP [22] and whether it is FPT […]”.","Although Isomorphism is FPT when parameterized by treewidth [26], for clique-width it is only known to be in XP [22] and whether it is FPT […]",https://doi.org/10.4230/LIPIcs.IPEC.2025.18,Explicit open question on PDF page 3,source,50,original,
