id,title,category,decision,reason_code,reason,saved_target,source_url,source_locator,evidence,importance_score,review_cohort,decision_references
TCS-3956,What is the value of c?,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “What is the value of c?”.",What is the value of c?,https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2018.30,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-3957,Can we reduce the seed length further?,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “Can we reduce the seed length further?”.",Can we reduce the seed length further?,https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2018.37,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-3958,"For PRGs, can we get a nontrivial PRG for depth-2 LTF circuits with a super-linear number of gates?",Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","For PRGs, can we get a nontrivial PRG for depth-2 LTF circuits with a super-linear number of gates?",https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2018.46,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-3986,Do the efficient inverse-polynomial error heuristics we obtain imply any circuit lower bounds?,Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.",Do the efficient inverse-polynomial error heuristics we obtain imply any circuit lower bounds?,https://doi.org/10.4230/LIPIcs.ICALP.2018.27,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-4003,"If using public coins, what power would the prover need?",Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","If using public coins, what power would the prover need?",https://doi.org/10.4230/LIPIcs.ITCS.2018.17,Unresolved-question passage on page 15; PDF page 15,index,50,original,
TCS-4031,"On the other hand, we do not know if AC 0 is self-learnable by quasi-polynomial size AC 0 circuits.10 A natural approach here is to […]",Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","On the other hand, we do not know if AC 0 is self-learnable by quasi-polynomial size AC 0 circuits.10 A natural approach here is to […]",https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2018.55,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-4063,"To this end, can we exploit any of the avenues presented in this work?",Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","To this end, can we exploit any of the avenues presented in this work?",https://doi.org/10.4230/LIPIcs.ESA.2018.56,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-4146,"The clustering step is the only step of the algorithm of [18] that we do not know how to derandomize, despite its resemblance to the […]",Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “The clustering step is the only step of the algorithm of [18] that we do not know how to derandomize, despite its resemblance to the […]”.","The clustering step is the only step of the algorithm of [18] that we do not know how to derandomize, despite its resemblance to the […]",https://doi.org/10.4230/LIPIcs.ESA.2017.59,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-4186,"In particular, is there an analogous result for learning under the uniform distribution using random examples?",Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","In particular, is there an analogous result for learning under the uniform distribution using random examples?",https://doi.org/10.4230/LIPIcs.CCC.2017.18,Unresolved-question passage on page 44; PDF page 44,index,50,original,
TCS-4189,Some open questions: can one obtain a polynomial-time black-box PIT algorithm for multilinear read-k formula with a constant k?,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “Some open questions: can one obtain a polynomial-time black-box PIT algorithm for multilinear read-k formula with a constant k?”.",Some open questions: can one obtain a polynomial-time black-box PIT algorithm for multilinear read-k formula with a constant k?,https://doi.org/10.4230/LIPIcs.CCC.2017.32,Unresolved-question passage on page 10; PDF page 10,index,50,original,
TCS-4280,Is there a technique for parallel repetition that explicitly makes use of lack of fortification in the input?,Pseudorandomness and derandomization,quarantined,method_followup,"The saved question asks to extend or reuse the paper’s method, rather than posing a separate fundamental computational target. Saved target: “Is there a technique for parallel repetition that explicitly makes use of lack of fortification in the input?”.",Is there a technique for parallel repetition that explicitly makes use of lack of fortification in the input?,https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2016.42,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-4386,Can we find more applications of re-PRGS and re-nb-PRGs?,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “Can we find more applications of re-PRGS and re-nb-PRGs?”.",Can we find more applications of re-PRGS and re-nb-PRGs?,https://doi.org/10.4230/LIPIcs.CCC.2016.9,Unresolved-question passage on page 32; PDF page 32,index,50,original,
TCS-4504,"For any s ∈ (0, 1], can one construct a seeded pseudorandom extractor E : Σn × Σd → Σm in polynomial time, for the […]",Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “For any s ∈ (0, 1], can one construct a seeded pseudorandom extractor E : Σn × Σd → Σm in polynomial time, for the […]”.","For any s ∈ (0, 1], can one construct a seeded pseudorandom extractor E : Σn × Σd → Σm in polynomial time, for the […]",https://doi.org/10.4230/LIPIcs.FSTTCS.2015.221,Unresolved-question passage on page 12; PDF page 12,index,50,original,
TCS-4523,What is the complexity of computing dimension expansion?,Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.",What is the complexity of computing dimension expansion?,https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2015.800,Unresolved-question passage on page 13; PDF page 13,index,50,original,
TCS-4531,"For starters, one may consider the case of constant min-entropy rate; that is, is any (Ω(n), Ω(n), Ω(1))-extractor computable in AC 0 ?",Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “For starters, one may consider the case of constant min-entropy rate; that is, is any (Ω(n), Ω(n), Ω(1))-extractor computable in AC 0 ?”.","For starters, one may consider the case of constant min-entropy rate; that is, is any (Ω(n), Ω(n), Ω(1))-extractor computable in AC 0 ?",https://doi.org/10.4230/LIPIcs.CCC.2015.601,Unresolved-question passage on page 62; PDF page 62,index,50,original,
TCS-4686,"It remains an open problem whether we can bring down the number of random bits to O(log m), which would match the lower bound of […]",Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “It remains an open problem whether we can bring down the number of random bits to O(log m), which would match the lower bound of […]”.","It remains an open problem whether we can bring down the number of random bits to O(log m), which would match the lower bound of […]",https://doi.org/10.4230/LIPIcs.STACS.2011.555,Unresolved-question passage on page 11; PDF page 11,index,50,original,
TCS-4872,Range Avoidance for Low-Depth Circuits and Connections to Pseudorandomness — Open Question 2,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “Do techniques in those works help in proving a sampling lower bound under arbitrary distributions?”.",Do techniques in those works help in proving a sampling lower bound under arbitrary distributions?,https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2022.20,Open Question 2,source,50,original,
TCS-4934,Extractors for Samplable Distributions with Polynomially Small Min-Entropy — Explicit open question on PDF page 6,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “We do not know how to find i∗ , and cannot get an extractor for samplable distributions.”.","We do not know how to find i∗ , and cannot get an extractor for samplable distributions.",https://doi.org/10.1109/FOCS63196.2025.00048,Explicit open question on PDF page 6,source,50,original,
TCS-5048,2D Minimal Graph Rigidity is in NC for One-Crossing-Minor-Free Graphs — Explicit open question on PDF page 19,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “A derandomization in polynomial time of the PIT for R3 is an open problem for decades.”.",A derandomization in polynomial time of the PIT for R3 is an open problem for decades.,https://doi.org/10.4230/LIPIcs.STACS.2026.49,Explicit open question on PDF page 19,source,50,original,
TCS-5064,Randomised Composition and Small-Bias Minimax — Open Problem 3,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “Are there multiplicative composition theorems, stating that R(f ◦ g) ≥ Ω(M1 (f )M2 (g)) for all partial f, g, that can sometimes prove better […]”.","Are there multiplicative composition theorems, stating that R(f ◦ g) ≥ Ω(M1 (f )M2 (g)) for all partial f, g, that can sometimes prove better […]",https://doi.org/10.1109/FOCS54457.2022.00065,Open Problem 3,source,50,original,
TCS-5111,Derandomizing Multivariate Polynomial Factoring for Low Degree Factors — Explicit open question on PDF page 3,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “We do not know a deterministic polynomial time algorithm, even for testing if a quadratic polynomial g divides a sparse polynomial.”.","We do not know a deterministic polynomial time algorithm, even for testing if a quadratic polynomial g divides a sparse polynomial.",https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2024.75,Explicit open question on PDF page 3,source,50,original,
TCS-5134,Sparser Abelian High Dimensional Expanders — Explicit open question on PDF page 10,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “These are strong properties, and we do not know how produce them in elementary constructions.”.","These are strong properties, and we do not know how produce them in elementary constructions.",https://doi.org/10.4230/LIPIcs.CCC.2025.7,Explicit open question on PDF page 10,source,50,original,
TCS-5144,"Leakage Resilience, Targeted Pseudorandom Generators, and Mild Derandomization of Arthur-Merlin Protocols — Explicit open question on PDF page 4",Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","The equivalence does not scale well, and it is unknown whether it holds for other parameter settings such as the high end.",https://doi.org/10.4230/LIPIcs.FSTTCS.2023.29,Explicit open question on PDF page 4,source,50,original,
TCS-5171,"On Hardness Assumptions Needed for ""Extreme High-End"" PRGs and Fast Derandomization — Unresolved-question passage on page 15",Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “Is it true that in any black-box hard-function ⇒ PRG proof, the number of queries q ≥ m or even q ≥ m2 ?”.","Is it true that in any black-box hard-function ⇒ PRG proof, the number of queries q ≥ m or even q ≥ m2 ?",https://doi.org/10.4230/LIPIcs.ITCS.2022.116,Unresolved-question passage on page 15,source,50,original,
TCS-5172,"Equivalent Dichotomies for Triangle Detection in Subgraph, Induced, and Colored H-Free Graphs — Unresolved-question passage on page 14",Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “Our current reduction is based on the random sieve approach, and derandomizing this technique remains an open problem.”.","Our current reduction is based on the random sieve approach, and derandomizing this technique remains an open problem.",https://doi.org/10.4230/LIPIcs.ESA.2026.64,Unresolved-question passage on page 14,source,50,original,
TCS-5205,A Largish Sum-Of-Squares Implies Circuit Hardness and Derandomization — Explicit open question on PDF page 2,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “It is still an open question to design an efficient deterministic PIT algorithm.”.",It is still an open question to design an efficient deterministic PIT algorithm.,https://doi.org/10.4230/LIPIcs.ITCS.2021.23,Explicit open question on PDF page 2,source,50,original,
TCS-5240,Algebraic Hardness Versus Randomness in Low Characteristic — Explicit open question on PDF page 8,Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.",Whether lower bounds in the multivariate regime imply lower bounds in the constantvariate regime is an open question.,https://doi.org/10.4230/LIPIcs.CCC.2020.37,Explicit open question on PDF page 8,source,50,original,
TCS-5267,Instance-Wise Hardness Versus Randomness Tradeoffs for Arthur-Merlin Protocols — Explicit open question on PDF page 11,Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","Due to the lack of an almost-everywhere hierarchy result for NTIME, we do not know how to do this efficiently for generic nondeterministic machines.",https://doi.org/10.4230/LIPIcs.CCC.2023.17,Explicit open question on PDF page 11,source,50,original,
TCS-5287,Hardness vs Randomness for Bounded Depth Arithmetic Circuits — Explicit open question on PDF page 3,Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","For example, does super-polynomial lower bounds for arithmetic formulas imply non-trivial deterministic algorithms for PIT for arithmetic formulas, and vice-versa?",https://doi.org/10.4230/LIPIcs.CCC.2018.13,Explicit open question on PDF page 3,source,50,original,
TCS-5328,Complete Problems for Multi-Pseudodeterministic Computations — Explicit open question on PDF page 2,Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","So far, we do not know how to make this algorithm pseudodeterministic.",https://doi.org/10.4230/LIPIcs.ITCS.2021.66,Explicit open question on PDF page 2,source,50,original,
TCS-5404,Sunflowers and Quasi-Sunflowers from Randomness Extractors — Explicit open question on PDF page 2,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “This conjecture is one of the most well known open problems in combinatorics, which remains open today despite a lot of research.”.","This conjecture is one of the most well known open problems in combinatorics, which remains open today despite a lot of research.",https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2018.51,Explicit open question on PDF page 2,source,50,original,
TCS-5405,Circuit Lower Bounds for MCSP from Local Pseudorandom Generators — Unresolved-question passage on page 13,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “Can the MCSP lower bound be improved?”.",Can the MCSP lower bound be improved?,https://doi.org/10.4230/LIPIcs.ICALP.2019.39,Unresolved-question passage on page 13,source,50,original,
TCS-5430,Derandomizing Isolation in Space-Bounded Settings — Explicit open question on PDF page 8,Pseudorandomness and derandomization,quarantined,method_followup,The actual saved passage asks to adapt or improve a particular proof/algorithmic method; it does not state the broad fundamental problem suggested by the article title. Saved target: “It is an open question whether our approach can be used to reduce the number of random bits in those settings.”.,It is an open question whether our approach can be used to reduce the number of random bits in those settings.,https://doi.org/10.4230/LIPIcs.CCC.2017.5,Explicit open question on PDF page 8,source,50,original,
TCS-5492,"Distinguishing, Predicting, and Certifying: On the Long Reach of Partial Notions of Pseudorandomness — Explicit open question on PDF page 10",Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","A straightforward search-to-decision reduction in [Gol11a] establishes this for P, but it is highly space-inefficient, and thus unsuitable for CL and for L, where its […]",https://doi.org/10.1109/FOCS61266.2024.00095,Explicit open question on PDF page 10,source,50,original,
TCS-5534,Fooling Near-Maximal Decision Trees — Explicit open question on PDF page 6,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “For example, Cheng and Hoza showed that optimal explicit hitting sets for space-bounded computation would imply L = BPL, whereas it remains an open problem […]”.","For example, Cheng and Hoza showed that optimal explicit hitting sets for space-bounded computation would imply L = BPL, whereas it remains an open problem […]",https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2025.35,Explicit open question on PDF page 6,source,50,original,
TCS-5627,Affine Extractors and AC0-Parity — Explicit open question on PDF page 2,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “We do not know if they can be generalized to affine extractors with constant error, but jumping ahead we give a simple proof of an […]”.","We do not know if they can be generalized to affine extractors with constant error, but jumping ahead we give a simple proof of an […]",https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2022.9,Explicit open question on PDF page 2,source,50,original,
TCS-5667,Fractional Pseudorandom Generators from Any Fourier Level — Explicit open question on PDF page 8,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “A related work by Girish, Raz, and Zhan [9] establishes a similar result with a different generalization of the Forrelation distribution, but we do not […]”.","A related work by Girish, Raz, and Zhan [9] establishes a similar result with a different generalization of the Forrelation distribution, but we do not […]",https://doi.org/10.4230/LIPIcs.CCC.2021.10,Explicit open question on PDF page 8,source,50,original,
TCS-5692,Time-Space Tradeoffs for Distinguishing Distributions and Applications to Security of Goldreich’s PRG — Explicit open question on PDF page 3,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “The question of whether there exists a better algorithm that runs in O(n(1− )t ) samples and O(n ) memory, and distinguishes between uniform and […]”.","The question of whether there exists a better algorithm that runs in O(n(1− )t ) samples and O(n ) memory, and distinguishes between uniform and […]",https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2020.21,Explicit open question on PDF page 3,source,50,original,
TCS-5693,Non-Disjoint Promise Problems from Meta-Computational View of Pseudorandom Generator Constructions — Explicit open question on PDF page 7,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “It is an open question whether there exists an exponentialtime-computable function f ∈ E that cannot be computed by any circuit of size 4n (cf. […]”.",It is an open question whether there exists an exponentialtime-computable function f ∈ E that cannot be computed by any circuit of size 4n (cf. […],https://doi.org/10.4230/LIPIcs.CCC.2020.20,Explicit open question on PDF page 7,source,50,original,
TCS-5723,Explicit and Near-Optimal Construction of t-Rankwise Independent Permutations — Unresolved-question passage on page 11,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “That is, can a t-rankwise independent family Π of permutations of [n] be constructed such that |Π| ≤ nO(t) , and sampling a single permutation […]”.","That is, can a t-rankwise independent family Π of permutations of [n] be constructed such that |Π| ≤ nO(t) , and sampling a single permutation […]",https://doi.org/10.4230/LIPIcs.APPROX/RANDOM.2024.67,Unresolved-question passage on page 11,source,50,original,
TCS-5724,Samplers and Extractors for Unbounded Functions — Explicit open question on PDF page 3,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “We remark briefly that the median-of-averages sampler of Bellare, Goldreich, and Goldwasser [5] still works and is optimal up to constant factors in the subgaussian […]”.","We remark briefly that the median-of-averages sampler of Bellare, Goldreich, and Goldwasser [5] still works and is optimal up to constant factors in the subgaussian […]",https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2019.59,Explicit open question on PDF page 3,source,50,original,
TCS-5798,Bipartite Perfect Matching in Pseudo-Deterministic NC — Unresolved-question passage on page 12,Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","In the context of polynomial time pseudo-determinism, there are many fundamental problems with polynomial time randomized algorithms where the existence of pseudodeterministic polynomial time algorithms […]",https://doi.org/10.4230/LIPIcs.ICALP.2017.87,Unresolved-question passage on page 12,source,50,original,
TCS-5929,Small Bias Requires Large Formulas — Explicit open question on PDF page 3,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “It remains open whether our bounds can be matched (or even improved in the case of De Morgan formulas) by a different construction that is […]”.",It remains open whether our bounds can be matched (or even improved in the case of De Morgan formulas) by a different construction that is […],https://doi.org/10.4230/LIPIcs.ICALP.2018.22,Explicit open question on PDF page 3,source,50,original,
TCS-5930,On Pseudodeterministic Approximation Algorithms — Explicit open question on PDF page 1,Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.","Even though primality testing can be done in deterministic polynomial time, we do not know whether a deterministic polynomial-time algorithm exists for this problem.",https://doi.org/10.4230/LIPIcs.MFCS.2018.61,Explicit open question on PDF page 1,source,50,original,
TCS-5973,Techniques for Generalized Colorful k-Center Problems — Explicit open question on PDF page 4,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “However, it is unknown whether XWB can be solved efficiently on general matroids, and the only technique known for XWB on linear matroids is inherently […]”.","However, it is unknown whether XWB can be solved efficiently on general matroids, and the only technique known for XWB on linear matroids is inherently […]",https://doi.org/10.4230/LIPIcs.ESA.2022.7,Explicit open question on PDF page 4,source,50,original,
TCS-6170,On Finding l-Th Smallest Perfect Matchings — Explicit open question on PDF page 4,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “While in the general case, derandomization of unary SOC and BCPM remains open, combining our algorithm for EWPM with our reductions also implies that BCPM, […]”.","While in the general case, derandomization of unary SOC and BCPM remains open, combining our algorithm for EWPM with our reductions also implies that BCPM, […]",https://doi.org/10.4230/LIPIcs.ESA.2025.19,Explicit open question on PDF page 4,source,50,original,
TCS-6197,High-Dimensional Expanders from Chevalley Groups — Unresolved-question passage on page 23,Pseudorandomness and derandomization,quarantined,lower_editorial_priority,"The saved topic is a more specialized generator/extractor construction, a proof simplification, a restricted algorithmic application, or a refinement already represented by a broader retained bottleneck. Saved target: “4.1 Further questions As mentioned in Remark 60, we do not know if the 2-dimensional complexes obtained from our construction for G(G2 , F) yield […]”.","4.1 Further questions As mentioned in Remark 60, we do not know if the 2-dimensional complexes obtained from our construction for G(G2 , F) yield […]",https://doi.org/10.4230/LIPIcs.CCC.2022.18,Unresolved-question passage on page 23,source,50,original,
TCS-6495,Fooling Constant-Depth Threshold Circuits — Explicit open question on PDF page 7,Pseudorandomness and derandomization,retained,retained_foundational_or_broad,"Keep major derandomization consequences, hardness-versus-randomness directions, general extractor/PRG bottlenecks, explicit expanders, isolation and pseudodeterminism.",The analysis of [3] for a truly random restriction handled this subgraph with an exponentially small failure probability; but this analysis relied on a read-k […],https://doi.org/10.1109/FOCS52979.2021.00019,Explicit open question on PDF page 7,source,50,original,
TCS-6601,Do some tautologies require superpolynomial Extended Frege proofs?,Proof complexity,retained,retained_reviewed_or_approved,Preserve the individually reviewed card or previously approved fundamental proposal. This pruning pass does not reverse its existing importance assessment.,"Is Extended Frege not polynomially bounded? Precisely, for every constants C>0 and c≥1, is there a propositional tautology φ whose shortest Extended Frege proof has bit length greater than C(|φ|+2)ᶜ? Here |φ| is the bit length of the explicitly written formula.",https://www.cs.toronto.edu/~sacook/homepage/cook_reckhow.pdf,"Journal of Symbolic Logic 44(1), 36–50; Sections 1–2 and 4, especially Extended Frege and polynomial equivalence",reviewed,99,original,
TCS-6602,Superpolynomial AC0[p]-Frege lower bounds,Proof complexity,retained,retained_reviewed_or_approved,Preserve the individually reviewed card or previously approved fundamental proposal. This pruning pass does not reverse its existing importance assessment.,"For a fixed prime p, exhibit polynomial-length tautologies requiring superpolynomial proofs even when proof lines are bounded-depth Boolean formulas with MOD_p gates.",https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.CCC.2025.8,,source,97,original,
TCS-6663,Frege versus Extended Frege,Proof complexity,retained,retained_reviewed_or_approved,Preserve the individually reviewed card or previously approved fundamental proposal. This pruning pass does not reverse its existing importance assessment.,"Does Frege polynomially simulate Extended Frege in proof size? Equivalently, is there a fixed polynomial p such that every tautology with an Extended Frege proof of size s has a Frege proof of size at most p(s)?",https://mathweb.ucsd.edu/~sbuss/ResearchWeb/Stanford_February2014/,Frege systems versus Extended Frege,source,97,original,
TCS-0025,Superpolynomial Frege proof lower bounds,Proof complexity,retained,retained_foundational_or_broad,"Keep strong proof-system lower bounds and simulations, optimal proof systems, bounded arithmetic, automatability, TFNP links and general proof size/space/degree barriers.",Superpolynomial Frege proof lower bounds,https://www.math.ias.edu/files/mathandcomp.pdf,Open Problem 6.10,index,94,original,
TCS-0024,Frege lower bounds from circuit hardness,Proof complexity,retained,retained_foundational_or_broad,"Keep strong proof-system lower bounds and simulations, optimal proof systems, bounded arithmetic, automatability, TFNP links and general proof size/space/degree barriers.",Frege lower bounds from circuit hardness,https://www.math.ias.edu/files/mathandcomp.pdf,Open Problem 6.12,index,84,original,
TCS-6455,Doubly efficient IP = PSPACE for the full time range,Proof complexity,retained,retained_reviewed_or_approved,Preserve the individually reviewed card or previously approved fundamental proposal. This pruning pass does not reverse its existing importance assessment.,"Suppose a language is decided in polynomial space and time $T(n)$. Does it have an interactive proof with a $\operatorname{poly}(n)$-time verifier, a $\operatorname{poly}(T(n))$-time honest prover, and a constant completeness–soundness gap? Soundness must hold against arbitrarily powerful cheating provers. The target includes $T$ beyond the quasipolynomial range.",https://eccc.weizmann.ac.il/report/2026/102/,Revision 1; Introduction,reviewed,84,original,
