0581 Four-coloring parameterized by crossing number or genus | SIGACT Open Problems Column
3415 As for Colorful H-IS-Deletion, in view of Theorems 3, 5, 14, and 15, only the cases where H is a disjoint union of at least […] | Hitting Forbidden Induced Subgraphs on Bounded Treewidth Graphs
3420 It remains open whether the problem is FPT if only the number task sizes is bounded by a parameter, but not the number of tasks […] | Fixed-Parameter Algorithms for Unsplittable Flow Cover
3464 Can the running time of Theorem 12 be improved? | Parameterized Algorithms for Matrix Completion with Radius Constraints
3472 Is there an FPT algorithm for k-Coloring in P5 -free graphs parameterized by k? | Finding Large H-Colorable Subgraphs in Hereditary Graph Classes
3480 Can such a result be excluded, even for the apparently more demanding situation of sparsifiers for 0-Extension instances (as in Theorem 22)? | On Quasipolynomial Multicut-Mimicking Networks and Kernelization of Multiway Cut Problems
3485 Which other ways to enrich the recursive definition of tree-depth lead to novel algorithmic insights? | Bridge-Depth Characterizes Which Structural Parameterizations of Vertex Cover Admit a Polynomial Kernel
3489 In particular, can one show that the problem is, at least, polynomial-time tractable for fixed values of κ? | Extending Partial 1-Planar Drawings
3495 What is the minimum value of g(k) possible? | Fixed-Parameter Tractability of the Weighted Edge Clique Partition Problem
3496 Does Maximum Degree Contraction admit a lossy kernel of polynomial size? | On the Parameterized Complexity of Maximum Degree Contraction Problem
3506 Are there FPT algorithms for MGS on interval graphs, chordal graphs, partial grids, planar graphs when parameterized by the geodetic number? | Algorithms and Complexity for Geodetic Sets on Planar and Chordal Graphs
3524 What is the parameterized complexity of Cont-Exact-SC and Disc-Exact-SC? | On Covering Segments with Unit Intervals
3532 For example, is Edge Coloring fixed-parameter tractable with respect to the number of vertices that have degree at least c alone? | Maximum Edge-Colorable Subgraph and Strong Triadic Closure Parameterized by Distance to Low-Degree Graphs
3574 Apart from considering other parameters, one interesting open question is whether there is an adaptive algorithm for all-pairs shortest paths parameterized by clique-width, e.g., can […] | Efficient Parameterized Algorithms for Computing All-Pairs Shortest Paths
3577 Which of these problems is also fixed-parameter tractable for the combination of k and c? | Exploiting c-Closure in Kernelization Algorithms for Graph Problems
3580 Is there a way to prove that this behavior is unavoidable subject to some complexity assumption? | An FPT-Algorithm for Recognizing k-Apices of Minor-Closed Graph Classes
3582 In particular, can we completely characterize those finite families H for which this problem is fixed-parameter tractable? | On the Parameterized Complexity of Deletion to ℋ-Free Strong Components
3625 We leave open whether MSVC parameterized by k is fixed-parameter tractable when each layer consists of only one edge (see Table 1). | Multistage Vertex Cover
3626 We also leave open to close the gap between the polynomial and NP-hard cases in terms of maximum degree. | Finding Cuts of Bounded Degree: Complexity, FPT and Exact Algorithms, and Kernelization
3632 We very much believe that the kernel can be extended to nowhere dense classes, but leave that quite technical task as an open question. | Domination Above r-Independence: Does Sparseness Help?
3670 Since we do not know which of the 2n traces is the truth, we actually test between all pairs, where the test has no guarantee […] | Trace Reconstruction: Generalized and Parameterized
3680 We do not know whether the Deletion to Clique Cutset problem is FPT– we obtain an algorithm with running time 2.3146k nO(log n) , where […] | Parameterized Complexity Classification of Deletion to List Matrix-Partition for Low-Order Matrices
3696 It is not at all clear how to implement multiplication over this algebra faster than trivially, and we leave this as a challenging open problem. | Patching Colors with Tensors
3727 Can we use it for the problems which are unlikely to admit FPT algorithms parameterized by cliquewidth, Q-rank-width or rank-width? | More Applications of the d-Neighbor Equivalence: Connectivity and Acyclicity Constraints
3729 Is C2s+1 -Coloring FPT for Pt -free graphs, when parameterized by s? | Complexity of C_k-Coloring in Hereditary Classes of Graphs
3741 First, what is the parameterized complexity of Space Cover on PGM when |T | is a constant and the parameter is r + k? | Covering Vectors by Spaces in Perturbed Graphic Matroids and Their Duals
3745 What is the best approximation ratio we can achieve for parameterized set cover in nk− time? | A Simple Gap-Producing Reduction for the Parameterized Set Cover Problem
3750 Can we significantly improve the analysis? | Improved Analysis of Highest-Degree Branching for Feedback Vertex Set
3768 How far can we reach in improving the size of the kernel? | A Sub-Exponential FPT Algorithm and a Polynomial Kernel for Minimum Directed Bisection on Semicomplete Digraphs
3789 Another issue is how tight the running time for our fixed-parameter algorithm for the parameter tree-cut width k is; more specifically, can we show that […] | Parameterized Complexity of Stable Roommates with Ties and Incomplete Lists Through the Lens of Graph Parameters
3802 More precisely, what can be said about the parameterized complexity of the variants of Long Path (Cycle) where given a (2-connected) graph G and k […] | Going Far From Degeneracy
3812 Is there a set F ⊆ E such that G \ F |= ϕ and for every vertex v of G, it holds that |{e […] | Parameterized Complexity of Fair Vertex Evaluation Problems
3823 Is there a way to systematize this into a general meta-algorithmic framework? | Modification to Planarity is Fixed Parameter Tractable
3826 Can this be generalized in a parameterizable way as we did for tensor network contraction? | Parameterization of Tensor Network Contraction
3830 Can we obtain fixed-parameter algorithms also when we do not know the number of vertices in the optimal solution? | On the Maximum Colorful Arborescence Problem and Color Hierarchy Graph Structure
3860 The algorithm does not seem to extend directly to DAMAGE BOOSTING, and we leave the FPT status of the problem open for k. | The complexity of speedrunning video games
3868 Could we rule out any 2o( k) f (r)(nm)O(1) algorithm? | Parameterized Low-Rank Binary Matrix Approximation
3874 In particular, we do not know whether there exists some H for which a double-exponential lower bound can be proved. | A Complexity Dichotomy for Hitting Small Planar Minors Parameterized by Treewidth
3875 However, it remains open whether there exists a problem which is NP-hard in general, yet FPT by mim-width. | Generalized Distance Domination Problems and Their Complexity on Graphs of Bounded mim-width
3895 We leave open whether a size efficient PSAKS can be found in either case. | Parameterized Approximation Schemes for Steiner Trees with Small Number of Steiner Vertices
3903 While we could show NP-hardness, we do not know whether an FPT-algorithm exists or whether the problem is W[1]-hard. | Minimizing Crossings in Constrained Two-Sided Circular Graph Layouts
3905 The complexity of the problem when δ/λ is a constant remains an open problem. | Reconciling Multiple Genes Trees via Segmental Duplications and Losses
3912 We summarize the results of the discussion in Figure 5 and remark that the relationship of Lmr to the models Ldc and Ledc is an […] | An Exact Algorithm for the Steiner Forest Problem
3917 We conjecture that, more generally, the disjoint union of two easy cases is an easy case; formally, if MIS is FPT in G-free graphs and […] | Parameterized Complexity of Independent Set in H-Free Graphs
3978 In particular, is the [1, j]-Dominating Set problem fixed-parameter tractable on j-degenerate graphs? | On the Parameterized Complexity of [1,j]-Domination Problems
3979 Do DFAS, Directed Cutwidth and OLA admit polynomial kernels on Dα ? | Sub-Exponential Time Parameterized Algorithms for Graph Layout Problems on Digraphs with Bounded Independence Number
3992 First, is there a lower bound on the size of a metric sparsifier for s labels for Zero Extension? | Parameterized Algorithms for Zero Extension and Metric Labelling Problems
3995 Are they really FPT when parameterized by the cardinality of the cut? | Multi-Budgeted Directed Cuts
3996 Does Matching Cut admit a linear vertex-kernel for the distance to cluster? | Matching Cut: Kernelization, Single-Exponential Time FPT, and Exact Exponential Algorithms
4008 Is the k-dominating set problem in the complements of d-degenerate graphs fixed parameter tractable when parameterized by d and k? | Recovering Sparse Graphs
4015 For example, how large must be g1 in order to attain the optimum quickly for standard benchmark instances, e.g. MIPLIB [23]? | Evaluating and Tuning n-fold Integer Programming
4016 Second, can we determine the complexity of the problem with respect to other structural parameters, such as clique-width [15], modular-width [24], or neighborhood diversity [35]? | Parameterized (Approximate) Defective Coloring
4018 Is it possible to obtain a twO(1) m polylog(n)-time algorithm for the edge-disjoint maximum s − t flow problem? | On the Power of Tree-Depth for Fully Polynomial FPT Algorithms
4021 In particular, what can be said about planar graphs? | Parameterized Aspects of Strong Subgraph Closure
4041 Two most interesting questions that still remain open form our work are following: (a) does CF-FVS admit uniform polynomial kernel on graphs of bounded expansion; […] | Exploring the Kernelization Borders for Hitting Cycles
4043 We conjecture that our XP algorithm parameterised by max leaf number is not optimal, and that Modularity in fact belongs to FPT with respect to […] | The Parameterised Complexity of Computing the Maximum Modularity of a Graph
4056 Which other (graph) parameters allow for adaptive parameterized running times so that even nontrivial upper bounds on the parameter imply faster algorithms than the unparameterized […] | Efficient and Adaptive Parameterized Algorithms on Modular Decompositions
4092 Another interesting question which remains open is whether the Simultaneous FVS/OCT problem admits a (randomized) polynomial kernel. | On the Parameterized Complexity of Simultaneous Deletion Problems
4115 What about parameters which are incomparable to the FVS number but also upper-bound the DFVS number? | Towards a Polynomial Kernel for Directed Feedback Vertex Set
4176 Although the upper bounds for kernelization given in this paper hold for this problem, lower bound questions remain open for both primal and dual parameter. | Kernelization of the Subset General Position Problem in Geometry
4195 Is Huge n-fold IP fixed-parameter tractable for parameters r, s, t and a? | Combinatorial n-fold Integer Programming and Applications
4201 As a concrete open problem, what about the parameterized complexity of Space Cover on any proper minor-closed class of binary matroids? | Covering Vectors by Spaces: Regular Matroids
4227 Does there exist a linear kernel on paths? | Parameterized Algorithms and Kernels for Rainbow Matching
4233 Is the problem fixed-parameter tractable? | Minkowski Games
4234 Is Terrain Guarding FPT with respect to k? | Exact Algorithms for Terrain Guarding
4264 Exploring how techniques from FPT and exact algorithms can be used on the GPU raises many interesting problems - not only practical ones, but also […] | Computing Treewidth on the GPU
4285 For instance, we do not know if parameter functors are closed under products. | Robustly Parameterised Higher-Order Probabilistic Models
4309 It remains open whether DDA is fixed-parameter tractable with respect to ∆D . | A Parameterized Algorithmics Framework for Degree Sequence Completion Problems in Directed Graphs
4310 If we do not know R, we can search for it iteratively R = 2, 3, . . ., until no infinite eccentricities appear. | Computing Graph Distances Parameterized by Treewidth and Diameter
4312 In the case of s-t-Separator, we leave as an open question the parameterized complexity of Small Secluded s-t-Separator with respect to k + `. | Finding Secluded Places of Special Interest in Graphs
4316 The existence of a polynomial kernel or an approximation algorithm for such vertex deletion problems also remains open, even for the case of distance-hereditary graphs. | A Single-Exponential Fixed-Parameter Algorithm for Distance-Hereditary Vertex Deletion
4340 Status of Feedback Vertex Set parameterized by deletion distance to a (sub)-cubic graph (a related problem) remains open, and we do not even know an […] | Structural Parameterizations of Feedback Vertex Set
4424 Is MEI fixed-parameter tractable if both G and F are weighted? | Inserting Multiple Edges into a Planar Graph
4440 Another key question that remains open after this work is whether the existence of an fpt-algorithm for the decision version of a self-contained k-witness problem […] | Randomised Enumeration of Small Witnesses Using a Decision Oracle
4460 However, our work leaves some open questions that we would like to highlight. | Edge Bipartization Faster Than 2^k
4517 We leave it as an open question whether this problem can be solved in time ck · nO(1) time for some constant c. | An FPT Algorithm and a Polynomial Kernel for Linear Rankwidth-1 Vertex Deletion
4538 For instance, can the positive results be transferred to the more general Minimum Vulnerability problem [2] (see the introductory section)? | The Parameterized Complexity of the Minimum Shared Edges Problem
4540 Question: is it possible to add edges in G such that the resulting embedding remains plane and has diameter at most d? | Variants of  Plane Diameter Completion
4541 Can we improve the algorithm to time 2O(k) , or, on the contrary, show a stronger lower bound of 2o(k log k) (potentially using [26])? | The Graph Motif Problem Parameterized by the Structure of the Input Graph
4542 Does Paw-free Edge Deletion admit a polynomial kernel? | Parameterized Lower Bound and Improved Kernel for Diamond-free Edge Deletion
4544 Does Bicluster Editing admit a truly linear kernel, i.e., a kernel with O(p + k) vertices? | Fast Biclustering by Dual Parameterization
4568 Can this fact be used to adapt the methods of Section 3 to this class? | Fixed-parameter Tractable Distances to Sparse Graph Classes
4569 Is it possible to obtain a deterministic kernel for this parameterization (maybe using some ideas from this paper)? | Kernels for Structural Parameterizations of Vertex Cover - Case of Small Degree Modulators
4609 The reader might wonder: do the authors advocate this kind of massive investigation for each and every problem? | Everything you always wanted to know about the parameterized complexity of Subgraph Isomorphism (but were afraid to ask)
4614 It remains an open problem whether Strong q-Horn-backdoor Set Detection or Weak q-Horn-backdoor Set Detection are FPT-approximable. | Backdoors to q-Horn
4634 Finally, what happens when the input graph is planar? | Parameterized Complexity of the Anchored k-Core Problem for Directed Graphs
4635 Can we construct such an algorithm or refute its existence under ETH? | Tight bounds for Parameterized Complexity of Cluster Editing
4637 Does Planar Steiner Tree admit a subexponential-time algorithm with respect to the number of terminals in the instance? | Subexponential-Time Parameterized Algorithm for Steiner Tree on Planar Graphs
4648 Second, is there an algorithm for Pl-OCT running in time 2O( k) nO(1) ? | Subexponential Parameterized Odd Cycle Transversal on Planar Graphs
4652 However, the complexity of the dual problem to k-Edge Connected Odd Subgraph, namely, obtaining connected odd subgraph with |E(G)| − k edges, remains open. | Parameterized Complexity of Connected Even/Odd Subgraph Problems
4674 From the approximation perspective, we leave the possibility of obtaining an o(log k)-approximation on planar graphs as an open problem. | Minimum Fill-in of Sparse Graphs: Kernelization and Approximation
4675 The existence of polynomial-size kernels for MaxLin2-AA[k] and Max-r-Lin2-AA[k, r] remains an open question. | Simultaneously Satisfying Linear Equations Over F_2: MaxLin2 and Max-r-Lin2 Parameterized Above Average
4689 Is there a polynomial kernel using the deletion distance from a bipartite graph as the parameter? | Vertex Cover Kernelization Revisited: Upper and Lower Bounds for a Refined Parameter
4695 By the celebrated result of Robertson and Seymour, every p-F-Deletion problem is FPT and our work naturally leads to the following question: does every p-F-Deletion […] | Hitting forbidden minors: Approximation and Kernelization
5374 Exact and Approximate Pattern Counting in Degenerate Graphs: New Algorithms, Hardness Results, and Complexity Dichotomies — Open Problem 1 / Find an explicit criterion on computable graph classes C such that #H OM D (C) is FPT if the criterion is satisfied and #W[1]-hard otherwise. | Exact and Approximate Pattern Counting in Degenerate Graphs: New Algorithms, Hardness Results, and Complexity Dichotomies
5375 Exploiting Spanning Trees for Directed Acyclicity — Open Question 5 / Do polynomial kernels exist for any relevant weighted problem parameterized above the Poljak–Turzík or the maximum spanning tree guarantees? | Exploiting Spanning Trees for Directed Acyclicity
5403 Parameterised Counting in Logspace — Open Problem 24 / What is the complexity of [p-#MC(Σ0 )a ]≤pars for fixed a ∈ N? | Parameterised Counting in Logspace
5505 On Maximum 2-Clubs — Question 1 / Is there an algorithm for finding a 2-club of size at least l, parameterized by l, with running time O∗ (2O(l) )? | On Maximum 2-Clubs
5580 Parameterized Analysis of the Cops and Robber Game — Question 33 / Does there exist an FPT algorithm for CnR parameterized by vcn with running time 2O(vcn) · nO(1) ? | Parameterized Analysis of the Cops and Robber Game
5582 FPT Constant-Approximations for Capacitated Clustering to Minimize the Sum of Cluster Radii — Question 2 / What is the best constant-factor approximation possible for Capacitated Sum of Radii or uniform Capacitated Sum of Radii in FPT time? | FPT Constant-Approximations for Capacitated Clustering to Minimize the Sum of Cluster Radii
5638 On the Parameterized Complexity of Bounded-Density Vertex Deletion — Explicit open question on PDF page 14 / Similarly the parameterized complexity of BDVD for the feedback edge number (for which Bounded Density Edge Deletion is W[1]-hard) is an open question. | On the Parameterized Complexity of Bounded-Density Vertex Deletion
5642 Exploring VASS Parameterised by Geometric Dimension — Conjecture 30 / For every fixed gscc ∈ N, the coverability problem in VASS with SCC dimension gscc is in PSpace. | Exploring VASS Parameterised by Geometric Dimension
5648 On the Approximability of Parameterized Minimum Monotone Satisfying Assignment — Explicit open question on PDF page 2 / Can the total-FPT-inapproximability4 be based on the minimal assumption W[2] ̸= FPT? | On the Approximability of Parameterized Minimum Monotone Satisfying Assignment
5674 Parameterized Algorithms for the Drone Delivery Problem — Explicit open question on PDF page 14 / The question of whether DDT on a path is strongly NP-hard remains open for both DDT-FP and DDT-SP. | Parameterized Algorithms for the Drone Delivery Problem
5679 Uniformity Within Parameterized Circuit Classes — Explicit open question on PDF page 6 / The argument in [13] seems to silently assume that DTIMER (n) = DTIME(n) which we believe is an open problem. | Uniformity Within Parameterized Circuit Classes
5683 Tight Approximation and Kernelization Bounds for Vertex-Disjoint Shortest Paths — Explicit open question on PDF page 2 / It is NP-hard when k is part of the input and the complexity for constant k > 2 remains open. | Tight Approximation and Kernelization Bounds for Vertex-Disjoint Shortest Paths
5685 Parameterized Maximum Node-Disjoint Paths — Explicit open question on PDF page 13 / Lastly, it is unknown whether the problem is FPT parameterized by the cutwidth or the cluster vertex deletion number of the input graph. | Parameterized Maximum Node-Disjoint Paths
5702 Constant Approximating Disjoint Paths on Acyclic Digraphs Is W[1]-Hard — Explicit open question on PDF page 2 / It remains open whether PIH can be derived from the weaker assumption FPT̸=W[1]. | Constant Approximating Disjoint Paths on Acyclic Digraphs Is W[1]-Hard
5730 The Algorithmic Phase Transition of Random k-SAT for Low Degree Polynomials — Unresolved-question passage on page 5 / This is formalized in the following conjecture, which we leave as an open problem. | The Algorithmic Phase Transition of Random k-SAT for Low Degree Polynomials
5769 Metric Dimension Parameterized by Feedback Vertex Set and Other Structural Parameters — Explicit open question on PDF page 4 / The parameters for which the hardness remains an open question are not colored. | Metric Dimension Parameterized by Feedback Vertex Set and Other Structural Parameters
5820 An FPT Algorithm for Diverse Minimum s-t Cuts — Unresolved-question passage on page 15 / Is Diverse Min s-t-Cuts NP-complete in the strong sense for a given constant d ≥ 3, that is, when k is polynomial in n? | An FPT Algorithm for Diverse Minimum s-t Cuts
5822 Preprocessing for Outerplanar Vertex Deletion: An Elementary Kernel of Quartic Size — Explicit open question on PDF page 2 / All of the F-Minor-Free Deletion problems are fixed-parameter tractable [38], but it is unknown whether they all admit a polynomial kernel [18]. | Preprocessing for Outerplanar Vertex Deletion: An Elementary Kernel of Quartic Size
5832 Clustering Permutations Under the Ulam Metric: A Parameterized Complexity Study — Unresolved-question passage on page 21 / Is there a single-exponential (or even subexponential) in d algorithm? | Clustering Permutations Under the Ulam Metric: A Parameterized Complexity Study
5867 Minimizing the Number of Tardy Jobs with Uniform Processing Times on Parallel Machines — Unresolved-question passage on page 14 / Is P | rj , pj = p | wj Uj in FPT or W[1]-hard when parameterized by the processing time p of any job? | Minimizing the Number of Tardy Jobs with Uniform Processing Times on Parallel Machines
5877 Parameterized Reunion with Achromatic Number — Unresolved-question passage on page 19 / Does Achromatic Number admit a polynomial kernel on general graphs? | Parameterized Reunion with Achromatic Number
5901 A Deterministic Polynomial Kernel for Odd Cycle Transversal and Vertex Multiway Cut in Planar Graphs — Explicit open question on PDF page 3 / The question of a polynomial kernel or a 2O(k) · nO(1) -time FPT algorithm for Vertex Planarization remains open [13, 27]. | A Deterministic Polynomial Kernel for Odd Cycle Transversal and Vertex Multiway Cut in Planar Graphs
5907 Towards Tight Bounds for the Graph Homomorphism Problem Parameterized by Cutwidth via Asymptotic Matrix Parameters — Unresolved-question passage on page 17 / Is mimsup functionally equivalent to either him or the support rank? | Towards Tight Bounds for the Graph Homomorphism Problem Parameterized by Cutwidth via Asymptotic Matrix Parameters
5908 The Complexity of Homomorphism Reconstructibility — Unresolved-question passage on page 16 / Is there a sharp threshold from fixed-parameter tractability to para-NP-hardness? | The Complexity of Homomorphism Reconstructibility
5919 Minimizing the Weighted Number of Tardy Jobs Is W[1]-Hard — Unresolved-question passage on page 13 / Can the gap between lower and upper bound in Corollary 4 be closed? | Minimizing the Weighted Number of Tardy Jobs Is W[1]-Hard
5943 An Exact Algorithm for the Steiner Forest Problem — Explicit open question on PDF page 3 / Unfortunately, the improved flow relaxation is exponentially large and it is unknown if it can be solved efficiently. | An Exact Algorithm for the Steiner Forest Problem
5945 On the Parameterized Complexity of Multiway Near-Separator — Unresolved-question passage on page 14 / Does the variant of Multiway Near-Separator with deletable terminals admit a polynomial kernel? | On the Parameterized Complexity of Multiway Near-Separator
5947 How to Navigate Through Obstacles? — Explicit open question on PDF page 5 / We finally mention that it remains open whether Colored Path-Con and Connected Obstacle Removal are FPT parameterized by k only. | How to Navigate Through Obstacles?
5948 Parameterized Leaf Power Recognition via Embedding into Graph Products — Explicit open question on PDF page 4 / Polynomial-time structural characterization of k-leaf powers for k ≥ 6 is still an open problem. | Parameterized Leaf Power Recognition via Embedding into Graph Products
5950 Budgeted Matroid Maximization: a Parameterized Viewpoint — Unresolved-question passage on page 15 / Is there a representative set for the special case of BDM whose size matches the lower bound given in Theorem 5? | Budgeted Matroid Maximization: a Parameterized Viewpoint
5953 5-Approximation for H-Treewidth Essentially as Fast as H-Deletion Parameterized by Solution Size — Unresolved-question passage on page 13 / Can a constant-factor approximation to H-treewidth be computed in time 2O(k) · (n + m) for graph classes H like bipartite graphs? | 5-Approximation for H-Treewidth Essentially as Fast as H-Deletion Parameterized by Solution Size
5994 Computing Generalized Convolutions Faster Than Brute Force — Unresolved-question passage on page 15 / Can f -Query be solved in n O(|D| e · polylog(M )) time without assuming ω = 2? | Computing Generalized Convolutions Faster Than Brute Force
5998 (Re)packing Equal Disks into Rectangle — Unresolved-question passage on page 16 / Does Disk Repacking admit a polynomial kernel with parameters k and h? | (Re)packing Equal Disks into Rectangle
5999 Computing Smallest Convex Intersecting Polygons — Unresolved-question passage on page 12 / Is there a polynomial-time exact algorithm for the minimum area convex intersecting polygon of segments? | Computing Smallest Convex Intersecting Polygons
6011 Improved Lower Bounds for Approximating Parameterized Nearest Codeword and Related Problems Under ETH — Open Problem 35 / Give a better construction of strong threshold graph in Section 1.2 with h = Ω(k) and m = O(k), or show that such graphs do […] | Improved Lower Bounds for Approximating Parameterized Nearest Codeword and Related Problems Under ETH
6020 The First Parameterized Algorithms and Computational Experiments Challenge — Explicit open question on PDF page 2 / It is unknown whether the problem has a polynomial-time approximation scheme (PTAS). | The First Parameterized Algorithms and Computational Experiments Challenge
6049 A Polynomial Kernel for Block Graph Deletion — Explicit open question on PDF page 2 / However, it remains open whether there is a single-exponential FPT algorithm or a polynomial kernel [20, 3]. | A Polynomial Kernel for Block Graph Deletion
6054 Graph Isomorphism in Quasipolynomial Time Parameterized by Treewidth — Unresolved-question passage on page 13 / However, it is an open question whether any FPT-algorithm for the graph isomorphism problem parameterized | Graph Isomorphism in Quasipolynomial Time Parameterized by Treewidth
6059 Tight FPT Approximations for k-Median and k-Means — Explicit open question on PDF page 2 / It remains an open problem to close the gap between this lower bound and the (2 + ε)- 2 approximation in Theorem 3. | Tight FPT Approximations for k-Median and k-Means
6060 Fixed-Parameter Tractability of the Weighted Edge Clique Partition Problem — Unresolved-question passage on page 15 / Does WECP admit a polynomial-sized kernel like ECP? | Fixed-Parameter Tractability of the Weighted Edge Clique Partition Problem
6103 An Efficient Fixed-Parameter Algorithm for the 2-Plex Bipartition Problem — Explicit open question on PDF page 3 / To the best of our knowledge, whether s-Plex Bipartition admits a fixed-parameter algorithm is an open problem. | An Efficient Fixed-Parameter Algorithm for the 2-Plex Bipartition Problem
6111 Generalized Feedback Vertex Set Problems on Bounded-Treewidth Graphs: Chordality Is the Key to Single-Exponential Parameterized Algorithms — Explicit open question on PDF page 3 / Whether this lower bound of Theorem 2 is best possible when P contains a cycle on ` ⩾ 4 vertices remains open. | Generalized Feedback Vertex Set Problems on Bounded-Treewidth Graphs: Chordality Is the Key to Single-Exponential Parameterized Algorithms
6129 Parameterized Algorithms and Kernels for Rainbow Matching — Unresolved-question passage on page 12 / Can we design a faster randomized or deterministic algorithm for Rainbow Matching or even 3-Dimensional Matching? | Parameterized Algorithms and Kernels for Rainbow Matching
6131 Parameterized Problems Complete for Nondeterministic FPT Time and Logarithmic Space — Explicit open question on PDF page 6 / We conjecture that such a path decomposition can be found with a non-deterministic algorithm using logarithmic space and ‘fpt’ time, but the details need a […] | Parameterized Problems Complete for Nondeterministic FPT Time and Logarithmic Space
6147 Finding b-Colorings Using Feedback Edges — Explicit open question on PDF page 3 / Green stands for FPT, blue is W[1]-hard and XP, red is paraNP-complete, and white means that it is unknown whether the problem is FPT or […] | Finding b-Colorings Using Feedback Edges
6175 Bridging Treewidth and Clique-Width via Cograph-Modular-Treewidth — Explicit open question on PDF page 3 / Although Isomorphism is FPT when parameterized by treewidth [26], for clique-width it is only known to be in XP [22] and whether it is FPT […] | Bridging Treewidth and Clique-Width via Cograph-Modular-Treewidth
6176 Algorithms for the Diverse-k-SAT Problem: The Geometry of Satisfying Assignments — Explicit open question on PDF page 5 / We leave it as an open question whether the PPZ-based, more involved, state-of-the-art algorithm of Paturi, Pudlák, Saks and Zane (PPSZ) [41], can also be […] | Algorithms for the Diverse-k-SAT Problem: The Geometry of Satisfying Assignments
6188 Parameterized Algorithms for Diversity of Networks with Ecological Dependencies — Explicit open question on PDF page 6 / Entry *: Map-1-PDD is W[1]-hard when parameterized with k + δ + h or even D + δ + h (Thm. 2.4c) while we conjecture […] | Parameterized Algorithms for Diversity of Networks with Ecological Dependencies
6189 Treewidth Parameterized by Feedback Vertex Number — Explicit open question on PDF page 3 / Since we do not know how to compute a tree decomposition of minimum width in single exponential time, we have to rely on near-optimal tree […] | Treewidth Parameterized by Feedback Vertex Number
6191 Parameterized Approximability for Modular Linear Equations — Explicit open question on PDF page 3 / Theorems 5.2 and 6.2 in [8] leave open the question of whether Min-2-Lin(Zpn ) is FPT or W[1]-hard for a prime p and n ≥ […] | Parameterized Approximability for Modular Linear Equations
6211 Hitting Meets Packing: How Hard Can It Be? — Explicit open question on PDF page 5 / Cycle Packing is FPT parameterized by l, but it is an open question whether there is a 2O(l) · nO(1) -time algorithm: 2 the current […] | Hitting Meets Packing: How Hard Can It Be?
6213 Kernelization Complexity of Solution Discovery Problems — Explicit open question on PDF page 4 / In addition, it remains open whether VCut-D parameterized by k + b admits a polynomial kernel or whether Mat-D parameterized by b admits polynomial kernels […] | Kernelization Complexity of Solution Discovery Problems
6234 Lossy Kernelization for (Implicit) Hitting Set Problems — Explicit open question on PDF page 3 / Could it be that d-Hitting Set admits a kernel with a polynomial in k number of elements, where the degree of the polynomial does not […] | Lossy Kernelization for (Implicit) Hitting Set Problems
6243 On Lower Bounds of Approximating Parameterized k-Clique — Explicit open question on PDF page 2 / Comparing to [6], such a lower bound is still far beyond satisfaction, and it remains open to avoid the huge parameter blow-up in the gap-producing […] | On Lower Bounds of Approximating Parameterized k-Clique
6260 Edge Geography is XNLP-hard for Pathwidth and in XP for Tree-Partition Width — Unresolved-question passage on page 15 / In particular, it remains open whether either problem admits an XP algorithm, or belongs to some other natural class under this parameterization, or whether these […] | Edge Geography is XNLP-hard for Pathwidth and in XP for Tree-Partition Width
6280 Reconfiguration in Curve Arrangements to Reduce Self-Intersections and Popular Faces — Explicit open question on PDF page 1 / Minimizing self-intersections is also FPT in the number of non-switchable crossings; for minimizing popular faces this problem remains open. | Reconfiguration in Curve Arrangements to Reduce Self-Intersections and Popular Faces
6286 Kernelization for H-Coloring — Explicit open question on PDF page 5 / It is worth noting that a result of Maehara and Rödl [31] asserts that every graph H has a faithful orthogonal representation over R of […] | Kernelization for H-Coloring
6292 On the Parameterized Complexity of Deletion to H-Free Strong Components — Explicit open question on PDF page 2 / Although subsequent work [9] has improved the dependence on the input size to linear, it remains an open problem whether the 2O(k log k) dependence […] | On the Parameterized Complexity of Deletion to H-Free Strong Components
6300 Fixed-Parameter Tractable Certified Algorithms for Covering and Dominating in Planar Graphs and Beyond — Explicit open question on PDF page 2 / However, this is often beside the point: if we do not know whether the objective function we are optimizing has error or not, then it […] | Fixed-Parameter Tractable Certified Algorithms for Covering and Dominating in Planar Graphs and Beyond
6303 Subexponential Parameterized Algorithms and Kernelization on Almost Chordal Graphs — Unresolved-question passage on page 11 / While Proposition 16 rules out the existence of a polynomial kernel for Weighted Independent Set on Chordal − ke graphs, for unweighted Independent Set the […] | Subexponential Parameterized Algorithms and Kernelization on Almost Chordal Graphs
6309 Constant-Factor FPT Approximation for Capacitated k-Median — Explicit open question on PDF page 1 / Abstract Capacitated k-median is one of the few outstanding optimization problems for which the existence of a polynomial time constant factor approximation algorithm remains an […] | Constant-Factor FPT Approximation for Capacitated k-Median
6318 Kernelization for Counting Problems on Graphs: Preserving the Number of Minimum Solutions — Unresolved-question passage on page 10 / At present, we do not know whether the two considered problems have polynomial-size kernels when counting the number of inclusion-minimal solutions of size exactly k, […] | Kernelization for Counting Problems on Graphs: Preserving the Number of Minimum Solutions
6320 Space-Efficient Parameterized Algorithms on Graphs of Low Shrubdepth — Explicit open question on PDF page 5 / At this point we do not know how to remove neither the randomization nor the super-linear space complexity in Theorem 1.3; we believe this is […] | Space-Efficient Parameterized Algorithms on Graphs of Low Shrubdepth
