id,group,name,question_cs,wikipedia_article,wikipedia_url,revision_url,revision_timestamp,retrieved,status,status_note,evidence_locator,evidence_format
WIKI-073,Geometrie a grafové algoritmy,Gilbert–Pollak conjecture,Je nejhorší poměr délky eukleidovské MST a Steinerova stromu v rovině roven 2/√3?,Gilbert–Pollak conjecture,https://en.wikipedia.org/wiki/Gilbert%E2%80%93Pollak_conjecture,https://en.wikipedia.org/w/index.php?oldid=1349723302,2026-04-18T16:52:32Z,2026-09-11,open_as_presented_by_wikipedia,,unproven conjecture,plain_text
WIKI-074,Geometrie a grafové algoritmy,Dürer's edge-unfolding conjecture,Má každý konvexní mnohostěn nepřekrývající se síť získanou řezáním podél hran?,Net (polyhedron),https://en.wikipedia.org/wiki/Net_(polyhedron),https://en.wikipedia.org/w/index.php?oldid=1345758721,2026-03-28T00:43:20Z,2026-09-11,open_as_presented_by_wikipedia,,simple edge unfolding,wikitext
WIKI-075,Geometrie a grafové algoritmy,Subquadratic universal point sets for planar graphs,Existují univerzální bodové množiny velikosti o(n²) pro přímkové kresby všech n-vrcholových rovinných grafů?,Universal point set,https://en.wikipedia.org/wiki/Universal_point_set,https://en.wikipedia.org/w/index.php?oldid=1346162400,2026-03-30T08:10:26Z,2026-09-11,open_as_presented_by_wikipedia,,subquadratic,wikitext
WIKI-076,Geometrie a grafové algoritmy,k-sets and halving lines,Jaký je optimální asymptotický počet k-množin a půlících přímek bodové množiny v rovině?,K-set (geometry),https://en.wikipedia.org/wiki/K-set_(geometry),https://en.wikipedia.org/w/index.php?oldid=1368661379,2026-08-10T10:26:48Z,2026-09-11,open_as_presented_by_wikipedia,,halving lines,wikitext
WIKI-077,Geometrie a grafové algoritmy,GNRS conjecture,Mají všechny vlastní minorově uzavřené třídy grafů vložení do ℓ1 s konstantním zkreslením?,GNRS conjecture,https://en.wikipedia.org/wiki/GNRS_conjecture,https://en.wikipedia.org/w/index.php?oldid=1329671212,2025-12-27T10:09:30Z,2026-09-11,open_as_presented_by_wikipedia,,remains unsolved,wikitext
WIKI-078,Geometrie a grafové algoritmy,Strong Papadimitriou–Ratajczak conjecture,Má každý polyedrický graf rovinné greedy vložení s konvexními stěnami?,Greedy embedding,https://en.wikipedia.org/wiki/Greedy_embedding,https://en.wikipedia.org/w/index.php?oldid=1335683255,2026-01-30T16:24:26Z,2026-09-11,open_as_presented_by_wikipedia,,remains unproven,wikitext
WIKI-079,Geometrie a grafové algoritmy,Bounded slope number for maximum-degree-four graphs,Je slope number grafů maximálního stupně čtyři omezen konstantou?,Graph drawing,https://en.wikipedia.org/wiki/Graph_drawing,https://en.wikipedia.org/w/index.php?oldid=1373890119,2026-09-08T15:28:03Z,2026-09-11,open_as_presented_by_wikipedia,,degree-4 graphs,wikitext
WIKI-080,Geometrie a grafové algoritmy,Bounded book thickness implies bounded queue-number?,Je queue-number omezen nějakou funkcí book thickness?,Queue number,https://en.wikipedia.org/wiki/Queue_number,https://en.wikipedia.org/w/index.php?oldid=1373675144,2026-09-07T06:47:15Z,2026-09-11,open_as_presented_by_wikipedia,,no functional bound,wikitext
WIKI-081,Geometrie a grafové algoritmy,Three-page book embedding with fixed vertex order,Jaká je složitost testování třístránkového book embedding při pevném pořadí vrcholů?,Book embedding,https://en.wikipedia.org/wiki/Book_embedding,https://en.wikipedia.org/w/index.php?oldid=1368588860,2026-08-10T00:12:05Z,2026-09-11,open_as_presented_by_wikipedia,,unknown computational complexity,wikitext
WIKI-082,Geometrie a grafové algoritmy,NP membership of exact minimum-weight triangulation,Je rozhodovací verze přesné minimum-weight triangulation v NP?,Minimum-weight triangulation,https://en.wikipedia.org/wiki/Minimum-weight_triangulation,https://en.wikipedia.org/w/index.php?oldid=1365861992,2026-07-24T21:46:49Z,2026-09-11,open_as_presented_by_wikipedia,NP-těžkost je známá; otevřená je příslušnost do NP při přesných eukleidovských vahách.,not known whether,wikitext
WIKI-083,"Automaty, logika a vyčíslitelnost",Polynomial-time parity games,Existuje polynomiální algoritmus pro paritní hry?,Parity game,https://en.wikipedia.org/wiki/Parity_game,https://en.wikipedia.org/w/index.php?oldid=1339223504,2026-02-19T16:00:22Z,2026-09-11,open_as_presented_by_wikipedia,,solved in polynomial time,wikitext
WIKI-084,"Automaty, logika a vyčíslitelnost",Černý conjecture,Má každý n-stavový synchronizující DFA synchronizační slovo délky nejvýše (n−1)²?,Synchronizing word,https://en.wikipedia.org/wiki/Synchronizing_word,https://en.wikipedia.org/w/index.php?oldid=1340547604,2026-02-26T08:38:10Z,2026-09-11,open_as_presented_by_wikipedia,,Černý conjecture,wikitext
WIKI-085,"Automaty, logika a vyčíslitelnost",Generalized star-height problem,Potřebuje některý regulární jazyk při povoleném doplňku hvězdovou výšku alespoň dvě?,Generalized star-height problem,https://en.wikipedia.org/wiki/Generalized_star-height_problem,https://en.wikipedia.org/w/index.php?oldid=1371585137,2026-08-27T06:49:01Z,2026-09-11,open_as_presented_by_wikipedia,,more than 1,wikitext
WIKI-086,"Automaty, logika a vyčíslitelnost",Separating words problem,Kolik stavů DFA je v nejhorším případě třeba k rozlišení dvou různých slov délky n?,Separating words problem,https://en.wikipedia.org/wiki/Separating_words_problem,https://en.wikipedia.org/w/index.php?oldid=1285525532,2025-04-14T06:31:23Z,2026-09-11,open_as_presented_by_wikipedia,,smallest,wikitext
WIKI-087,"Automaty, logika a vyčíslitelnost",Polynomial bounds for uncompletable words of codes,Existuje pro neúplné proměnně dlouhé kódy polynomiální mez délky nejkratšího nedoplnitelného slova?,List of unsolved problems in computer science,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_computer_science,https://en.wikipedia.org/w/index.php?oldid=1345711618,2026-03-27T17:59:15Z,2026-09-11,open_as_presented_by_wikipedia,Oslabená otázka související s Restivovou domněnkou; původní obecná domněnka je vyvrácená.,minimal uncompletable,wikitext
WIKI-088,"Automaty, logika a vyčíslitelnost",Universality classification of elementary cellular automata,Jaký je přesný status Turingovy univerzality zbývajících elementárních celulárních automatů?,List of unsolved problems in computer science,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_computer_science,https://en.wikipedia.org/w/index.php?oldid=1345711618,2026-03-27T17:59:15Z,2026-09-11,open_as_presented_by_wikipedia,,elementary cellular,wikitext
WIKI-089,"Automaty, logika a vyčíslitelnost",Barendregt–Geuvers–Klop conjecture,Je každý slabě normalizující čistý typový systém také silně normalizující?,Pure type system,https://en.wikipedia.org/wiki/Pure_type_system,https://en.wikipedia.org/w/index.php?oldid=1334573525,2026-01-24T10:19:38Z,2026-09-11,open_as_presented_by_wikipedia,,weakly normalizing,wikitext
WIKI-090,"Automaty, logika a vyčíslitelnost",Decidability of multiplicative-exponential linear logic,Je odvoditelnost v MELL rozhodnutelná?,Linear logic,https://en.wikipedia.org/wiki/Linear_logic,https://en.wikipedia.org/w/index.php?oldid=1368881129,2026-08-11T16:25:56Z,2026-09-11,open_as_presented_by_wikipedia,,decidability itself,wikitext
WIKI-091,"Automaty, logika a vyčíslitelnost",Skolem problem,"Je rozhodnutelné, zda daná lineární rekurentní posloupnost nabývá nuly?",Skolem problem,https://en.wikipedia.org/wiki/Skolem_problem,https://en.wikipedia.org/w/index.php?oldid=1355948526,2026-05-24T21:34:38Z,2026-09-11,open_as_presented_by_wikipedia,,has a zero,wikitext
WIKI-092,"Automaty, logika a vyčíslitelnost",Hilbert's tenth problem over the rationals,Je rozhodnutelná existence racionálního řešení diofantické rovnice?,List of unsolved problems in computer science,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_computer_science,https://en.wikipedia.org/w/index.php?oldid=1345711618,2026-03-27T17:59:15Z,2026-09-11,open_as_presented_by_wikipedia,,field of rational,wikitext
WIKI-093,"Automaty, logika a vyčíslitelnost",Tarski's exponential function problem,Je teorie reálných čísel s exponenciálou rozhodnutelná?,Tarski's exponential function problem,https://en.wikipedia.org/wiki/Tarski%27s_exponential_function_problem,https://en.wikipedia.org/w/index.php?oldid=1240187038,2024-08-14T00:37:12Z,2026-09-11,open_as_presented_by_wikipedia,,decidability,wikitext
WIKI-094,"Automaty, logika a vyčíslitelnost",Matrix mortality for 2×2 integer matrices,"Je rozhodnutelné, zda semigrupa generovaná danými celočíselnými 2×2 maticemi obsahuje nulovou matici?",Matrix mortality problem,https://en.wikipedia.org/wiki/Matrix_mortality_problem,https://en.wikipedia.org/w/index.php?oldid=1310985988,2025-09-12T18:20:33Z,2026-09-11,open_as_presented_by_wikipedia,,n = 2,plain_text
WIKI-095,"Automaty, logika a vyčíslitelnost",Word equations in NP,Patří rozhodování řešitelnosti slovních rovnic do NP?,Word equation,https://en.wikipedia.org/wiki/Word_equation,https://en.wikipedia.org/w/index.php?oldid=1362000376,2026-07-01T09:54:49Z,2026-09-11,open_as_presented_by_wikipedia,,NP-complete—remains open,plain_text
WIKI-096,"Automaty, logika a vyčíslitelnost",Single-exponential shortest solutions of word equations,Mají splnitelné slovní rovnice vždy řešení délky nejvýše exponenciální v délce vstupu?,Word equation,https://en.wikipedia.org/wiki/Word_equation,https://en.wikipedia.org/w/index.php?oldid=1362000376,2026-07-01T09:54:49Z,2026-09-11,open_as_presented_by_wikipedia,,singly exponential,wikitext
WIKI-097,"Automaty, logika a vyčíslitelnost",Word equations with linear length constraints,Je řešitelnost slovních rovnic s lineárními omezeními délek rozhodnutelná?,Word equation,https://en.wikipedia.org/wiki/Word_equation,https://en.wikipedia.org/w/index.php?oldid=1362000376,2026-07-01T09:54:49Z,2026-09-11,open_as_presented_by_wikipedia,,open decidability status,wikitext
WIKI-098,"Automaty, logika a vyčíslitelnost",A logic capturing PTIME on unordered structures,Existuje přirozená logika zachycující PTIME na neuspořádaných konečných strukturách?,Descriptive complexity theory,https://en.wikipedia.org/wiki/Descriptive_complexity_theory,https://en.wikipedia.org/w/index.php?oldid=1370339750,2026-08-20T15:25:01Z,2026-09-11,open_as_presented_by_wikipedia,,logic characterising PTIME,wikitext
WIKI-099,"Automaty, logika a vyčíslitelnost",Infinite-domain CSP dichotomy,Platí předpokládaná dichotomie P/NP-těžkost pro CSP reduktů konečně omezených homogenních struktur?,Constraint satisfaction problem,https://en.wikipedia.org/wiki/Constraint_satisfaction_problem,https://en.wikipedia.org/w/index.php?oldid=1373950950,2026-09-08T23:03:52Z,2026-09-11,open_as_presented_by_wikipedia,,infinite-domain dichotomy,wikitext
WIKI-100,"Automaty, logika a vyčíslitelnost",Busy Beaver BB(6),Jaká je přesná hodnota časové busy-beaver funkce pro šest stavů a dva symboly?,Busy beaver,https://en.wikipedia.org/wiki/Busy_beaver,https://en.wikipedia.org/w/index.php?oldid=1373074934,2026-09-03T22:47:04Z,2026-09-11,open_as_presented_by_wikipedia,Nezaměňovat s již určeným BB(5) ani s nevyčíslitelností obecné funkce.,S(6),plain_text
WIKI-101,Fair division,EFX existence for arbitrary numbers of additive agents,Existuje vždy úplná EFX alokace pro libovolný počet agentů s aditivními hodnotami?,Envy-freeness up to any item,https://en.wikipedia.org/wiki/Envy-freeness_up_to_any_item,https://en.wikipedia.org/w/index.php?oldid=1372135748,2026-08-30T14:50:33Z,2026-09-11,open_as_presented_by_wikipedia,,four or more agents,wikitext
WIKI-102,Fair division,Polynomial-time EFX for three additive agents,Lze EFX alokaci pro tři aditivní agenty najít v polynomiálním čase?,Envy-freeness up to any item,https://en.wikipedia.org/wiki/Envy-freeness_up_to_any_item,https://en.wikipedia.org/w/index.php?oldid=1372135748,2026-08-30T14:50:33Z,2026-09-11,open_as_presented_by_wikipedia,Samotná existence pro tři aditivní agenty je vyřešená.,polynomial-time algorithm exists,wikitext
WIKI-103,Fair division,Optimal polynomial-time EFX approximation,Jaký nejlepší aproximační poměr EFX lze efektivně garantovat pro aditivní agenty?,Envy-freeness up to any item,https://en.wikipedia.org/wiki/Envy-freeness_up_to_any_item,https://en.wikipedia.org/w/index.php?oldid=1372135748,2026-08-30T14:50:33Z,2026-09-11,open_as_presented_by_wikipedia,Číselné dosavadní meze z Wikipedie zde nepřebírám jako aktuální.,Improving beyond,wikitext
WIKI-104,Fair division,Exact EFX with sublinearly many unallocated goods,Lze dosáhnout přesného EFX při ponechání pouze o(n) nerozdělených statků?,Envy-freeness up to any item,https://en.wikipedia.org/wiki/Envy-freeness_up_to_any_item,https://en.wikipedia.org/w/index.php?oldid=1372135748,2026-08-30T14:50:33Z,2026-09-11,open_as_presented_by_wikipedia,,sub-linear number,wikitext
WIKI-105,Fair division,Constant-k EFkX allocations,Existuje univerzální konstanta k zaručující EFkX alokaci pro libovolný počet aditivních agentů?,Envy-freeness up to any item,https://en.wikipedia.org/wiki/Envy-freeness_up_to_any_item,https://en.wikipedia.org/w/index.php?oldid=1372135748,2026-08-30T14:50:33Z,2026-09-11,open_as_presented_by_wikipedia,,any constant,wikitext
WIKI-106,Fair division,Polynomial-time EF1 + Pareto optimality for goods,Lze EF1 a Pareto-optimální alokaci aditivních statků najít v polynomiálním čase?,List of unsolved problems in fair division,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_fair_division,https://en.wikipedia.org/w/index.php?oldid=1360704274,2026-06-23T02:35:10Z,2026-09-11,open_as_presented_by_wikipedia,,run-time complexity of finding a PO+EF1,wikitext
WIKI-107,Fair division,Complexity of deciding MMS-allocation existence,"Jaká je přesná složitost rozhodnutí, zda instance připouští MMS alokaci?",Maximin share,https://en.wikipedia.org/wiki/Maximin_share,https://en.wikipedia.org/w/index.php?oldid=1370099144,2026-08-19T02:55:34Z,2026-09-11,open_as_presented_by_wikipedia,,exact computational complexity,wikitext
WIKI-108,Fair division,Optimal multiplicative MMS guarantee for goods,Jakou největší konstantní část MMS lze vždy garantovat pro aditivní statky?,Maximin share,https://en.wikipedia.org/wiki/Maximin_share,https://en.wikipedia.org/w/index.php?oldid=1370099144,2026-08-19T02:55:34Z,2026-09-11,open_as_presented_by_wikipedia,,largest r,plain_text
WIKI-109,Fair division,Optimal multiplicative MMS guarantee for chores,Jaký je optimální univerzální aproximační poměr MMS pro aditivní povinnosti?,List of unsolved problems in fair division,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_fair_division,https://en.wikipedia.org/w/index.php?oldid=1360704274,2026-06-23T02:35:10Z,2026-09-11,open_as_presented_by_wikipedia,,additive negative valuations,plain_text
WIKI-110,Fair division,Optimal ordinal MMS guarantee,Jaké nejmenší d(n) vždy zaručí 1-out-of-d MMS pro n aditivních agentů?,Maximin share,https://en.wikipedia.org/wiki/Maximin_share,https://en.wikipedia.org/w/index.php?oldid=1370099144,2026-08-19T02:55:34Z,2026-09-11,open_as_presented_by_wikipedia,,smallest d,plain_text
WIKI-111,Fair division,Existence of pairwise-MMS allocations,Existuje vždy pairwise-maximin-share-fair alokace aditivních statků?,Maximin share,https://en.wikipedia.org/wiki/Maximin_share,https://en.wikipedia.org/w/index.php?oldid=1370099144,2026-08-19T02:55:34Z,2026-09-11,open_as_presented_by_wikipedia,,PMMS allocation always,wikitext
WIKI-112,Fair division,Necessary envy-freeness with a fixed number of agents,Jaká je složitost nalezení nutně envy-free alokace při konstantním počtu agentů a ordinálních preferencích?,Envy-free item allocation,https://en.wikipedia.org/wiki/Envy-free_item_allocation,https://en.wikipedia.org/w/index.php?oldid=1364876065,2026-07-19T01:20:58Z,2026-09-11,open_as_presented_by_wikipedia,,"constant, deciding the existence of NEF",wikitext
WIKI-113,Fair division,Query complexity of complete envy-free cake-cutting,Jaká je optimální dotazová složitost envy-free rozdělení celého dortu?,Envy-free cake-cutting,https://en.wikipedia.org/wiki/Envy-free_cake-cutting,https://en.wikipedia.org/w/index.php?oldid=1340279579,2026-02-24T21:34:59Z,2026-09-11,open_as_presented_by_wikipedia,,how many queries,wikitext
WIKI-114,Fair division,Envy-free proportional cake-cutting with free disposal,Jaká je dotazová složitost při povolení nerozděleného zbytku a požadavku proporcionality?,List of unsolved problems in fair division,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_fair_division,https://en.wikipedia.org/w/index.php?oldid=1360704274,2026-06-23T02:35:10Z,2026-09-11,open_as_presented_by_wikipedia,,allocation must be proportional,plain_text
WIKI-115,Fair division,Bounded connected envy-free proportional cake-cutting,Existuje pro alespoň čtyři agenty konečně omezený dotazový protokol pro souvislé envy-free a proporcionální rozdělení s povoleným zbytkem?,Envy-free cake-cutting,https://en.wikipedia.org/wiki/Envy-free_cake-cutting,https://en.wikipedia.org/w/index.php?oldid=1340279579,2026-02-24T21:34:59Z,2026-09-11,open_as_presented_by_wikipedia,,four or more partners with connected,wikitext
WIKI-116,Fair division,Minimum cuts in finite envy-free cake-cutting,Kolik řezů stačí k envy-free rozdělení celého dortu protokolem s konečným počtem dotazů?,List of unsolved problems in fair division,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_fair_division,https://en.wikipedia.org/w/index.php?oldid=1360704274,2026-06-23T02:35:10Z,2026-09-11,open_as_presented_by_wikipedia,,number of cuts (or number of pieces,wikitext
WIKI-117,Fair division,Connected proportional division of a partly burnt cake,Jaká je optimální složitost souvislého proporcionálního rozdělení dortu se smíšenými kladnými a zápornými hodnotami?,List of unsolved problems in fair division,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_fair_division,https://en.wikipedia.org/w/index.php?oldid=1360704274,2026-06-23T02:35:10Z,2026-09-11,open_as_presented_by_wikipedia,,connected-proportional allocation,plain_text
WIKI-118,Fair division,Approximate envy-free division of a partly burnt cake,Jaká je složitost souvislého aproximovaně envy-free rozdělení částečně spáleného dortu?,List of unsolved problems in fair division,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_fair_division,https://en.wikipedia.org/w/index.php?oldid=1360704274,2026-06-23T02:35:10Z,2026-09-11,open_as_presented_by_wikipedia,,D-envy-free allocation,plain_text
WIKI-119,Fair division,Competitive equilibrium for almost all budgets,Existuje při dvou aditivních agentech tržní rovnováha pro téměř všechny vektory rozpočtů?,List of unsolved problems in fair division,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_fair_division,https://en.wikipedia.org/w/index.php?oldid=1360704274,2026-06-23T02:35:10Z,2026-09-11,open_as_presented_by_wikipedia,,"two agents with additive valuations, CE",plain_text
WIKI-120,Fair division,Fair allocation with bounded sharing,"Jaká je složitost spravedlivého rozdělení, jestliže smí být sdíleno nejvýše k předmětů?",List of unsolved problems in fair division,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_fair_division,https://en.wikipedia.org/w/index.php?oldid=1360704274,2026-06-23T02:35:10Z,2026-09-11,open_as_presented_by_wikipedia,,items can be shared,wikitext
WIKI-121,Teorie informace a kódování,Capacity of a general wireless network,Jaká je kapacitní oblast obecné bezdrátové sítě?,List of unsolved problems in information theory,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_information_theory,https://en.wikipedia.org/w/index.php?oldid=1351195847,2026-04-26T14:54:30Z,2026-09-11,open_as_presented_by_wikipedia,,Capacity of a network,wikitext
WIKI-122,Teorie informace a kódování,Broadcast-channel capacity,Jaká je obecná kapacitní oblast broadcast kanálu?,List of unsolved problems in information theory,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_information_theory,https://en.wikipedia.org/w/index.php?oldid=1351195847,2026-04-26T14:54:30Z,2026-09-11,open_as_presented_by_wikipedia,,Capacity of the broadcast channel,wikitext
WIKI-123,Teorie informace a kódování,Two-user interference-channel capacity,Jaká je obecná kapacitní oblast dvouuživatelského interferenčního kanálu?,List of unsolved problems in information theory,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_information_theory,https://en.wikipedia.org/w/index.php?oldid=1351195847,2026-04-26T14:54:30Z,2026-09-11,open_as_presented_by_wikipedia,,Capacity of the interference channel,wikitext
WIKI-124,Teorie informace a kódování,Two-way-channel capacity,Jaká je obecná kapacitní oblast obousměrného kanálu?,List of unsolved problems in information theory,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_information_theory,https://en.wikipedia.org/w/index.php?oldid=1351195847,2026-04-26T14:54:30Z,2026-09-11,open_as_presented_by_wikipedia,,Capacity of the two-way channel,wikitext
WIKI-125,Teorie informace a kódování,Capacity of ALOHA,Jaká je kapacita obecného modelu náhodného přístupu ALOHA?,List of unsolved problems in information theory,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_information_theory,https://en.wikipedia.org/w/index.php?oldid=1351195847,2026-04-26T14:54:30Z,2026-09-11,open_as_presented_by_wikipedia,,Capacity of Aloha,plain_text
WIKI-126,Teorie informace a kódování,Feedback capacity of queue channels,Kdy zpětná vazba zvyšuje kapacitu FIFO frontového kanálu pro obecná rozdělení doby obsluhy?,List of unsolved problems in information theory,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_information_theory,https://en.wikipedia.org/w/index.php?oldid=1351195847,2026-04-26T14:54:30Z,2026-09-11,open_as_presented_by_wikipedia,,Capacity of the queue channel,wikitext
WIKI-127,Teorie informace a kódování,Quantum-channel capacity,Jak určit kvantovou kapacitu obecného kvantového kanálu?,List of unsolved problems in information theory,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_information_theory,https://en.wikipedia.org/w/index.php?oldid=1351195847,2026-04-26T14:54:30Z,2026-09-11,open_as_presented_by_wikipedia,,Quantum capacity,wikitext
WIKI-128,Teorie informace a kódování,Lossy distributed source coding,Jaká je optimální oblast rychlostí pro oddělené ztrátové kódování korelovaných zdrojů?,List of unsolved problems in information theory,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_information_theory,https://en.wikipedia.org/w/index.php?oldid=1351195847,2026-04-26T14:54:30Z,2026-09-11,open_as_presented_by_wikipedia,,Lossy distributed source coding,wikitext
WIKI-129,Teorie informace a kódování,Binary deletion-channel capacity,Jaká je kapacita binárního mazacího kanálu v závislosti na pravděpodobnosti smazání?,Deletion channel,https://en.wikipedia.org/wiki/Deletion_channel,https://en.wikipedia.org/w/index.php?oldid=1213340866,2024-03-12T13:13:03Z,2026-09-11,open_as_presented_by_wikipedia,,open problem,wikitext
WIKI-130,Teorie informace a kódování,Computability and complexity of graph Shannon capacity,Jaká je algoritmická složitost výpočtu Shannonovy kapacity grafu?,Shannon capacity of a graph,https://en.wikipedia.org/wiki/Shannon_capacity_of_a_graph,https://en.wikipedia.org/w/index.php?oldid=1373729049,2026-09-07T16:30:35Z,2026-09-11,open_as_presented_by_wikipedia,,computational complexity,wikitext
WIKI-131,Teorie informace a kódování,Shannon capacity of C7,Jaká je přesná Shannonova kapacita sedmicyklu?,Shannon capacity of a graph,https://en.wikipedia.org/wiki/Shannon_capacity_of_a_graph,https://en.wikipedia.org/w/index.php?oldid=1373729049,2026-09-07T16:30:35Z,2026-09-11,open_as_presented_by_wikipedia,,C_7,wikitext
WIKI-132,Teorie informace a kódování,Length–query tradeoff for locally decodable codes,Jaký je optimální vztah délky lokálně dekódovatelného kódu a počtu dotazů dekodéru?,Locally decodable code,https://en.wikipedia.org/wiki/Locally_decodable_code,https://en.wikipedia.org/w/index.php?oldid=1362628428,2026-07-05T06:37:43Z,2026-09-11,open_as_presented_by_wikipedia,,major open problem,plain_text
WIKI-133,Strukturální grafy a související kombinatorika,Hadwiger conjecture,Má každý graf s chromatickým číslem k úplný graf K_k jako minor?,Hadwiger conjecture (graph theory),https://en.wikipedia.org/wiki/Hadwiger_conjecture_(graph_theory),https://en.wikipedia.org/w/index.php?oldid=1367057480,2026-07-31T18:14:45Z,2026-09-11,open_as_presented_by_wikipedia,,open problems,wikitext
WIKI-134,Strukturální grafy a související kombinatorika,Erdős–Hajnal conjecture,Vynutí zákaz jednoho indukovaného podgrafu polynomiálně velkou kliku nebo nezávislou množinu?,Erdős–Hajnal conjecture,https://en.wikipedia.org/wiki/Erd%C5%91s%E2%80%93Hajnal_conjecture,https://en.wikipedia.org/w/index.php?oldid=1320631222,2025-11-05T22:26:40Z,2026-09-11,open_as_presented_by_wikipedia,,remains an open problem,wikitext
WIKI-135,Strukturální grafy a související kombinatorika,Gyárfás–Sumner conjecture,Jsou grafy bez pevného indukovaného stromu a pevné kliky chromaticky omezené?,Gyárfás–Sumner conjecture,https://en.wikipedia.org/wiki/Gy%C3%A1rf%C3%A1s%E2%80%93Sumner_conjecture,https://en.wikipedia.org/w/index.php?oldid=1348218797,2026-04-11T11:47:29Z,2026-09-11,open_as_presented_by_wikipedia,,conjecture,wikitext
WIKI-136,Strukturální grafy a související kombinatorika,Cereceda's reconfiguration conjecture,Lze každé dvě (d+2)-obarvení d-degenerovaného grafu propojit kvadraticky mnoha změnami barvy vrcholu?,Cereceda's conjecture,https://en.wikipedia.org/wiki/Cereceda%27s_conjecture,https://en.wikipedia.org/w/index.php?oldid=1349175963,2026-04-16T03:44:04Z,2026-09-11,open_as_presented_by_wikipedia,,remains open,wikitext
WIKI-137,Strukturální grafy a související kombinatorika,Graph reconstruction conjecture,Je každý jednoduchý graf s alespoň třemi vrcholy určen multisetem svých vrcholově smazaných podgrafů?,Reconstruction conjecture,https://en.wikipedia.org/wiki/Reconstruction_conjecture,https://en.wikipedia.org/w/index.php?oldid=1373189455,2026-09-04T13:41:03Z,2026-09-11,open_as_presented_by_wikipedia,,Reconstruction Conjecture,wikitext
WIKI-138,Strukturální grafy a související kombinatorika,Edge reconstruction conjecture,Je graf s alespoň čtyřmi hranami určen multisetem svých hranově smazaných podgrafů?,Reconstruction conjecture,https://en.wikipedia.org/wiki/Reconstruction_conjecture,https://en.wikipedia.org/w/index.php?oldid=1373189455,2026-09-04T13:41:03Z,2026-09-11,open_as_presented_by_wikipedia,,Edge Reconstruction Conjecture,wikitext
WIKI-139,Strukturální grafy a související kombinatorika,List edge-coloring conjecture,Rovná se pro každý graf seznamový chromatický index jeho chromatickému indexu?,List edge-coloring,https://en.wikipedia.org/wiki/List_edge-coloring,https://en.wikipedia.org/w/index.php?oldid=1365478980,2026-07-22T18:24:50Z,2026-09-11,open_as_presented_by_wikipedia,,list chromatic index equal,wikitext
WIKI-140,Strukturální grafy a související kombinatorika,Aanderaa–Karp–Rosenberg evasiveness conjecture,Vyžaduje rozhodnutí každé netriviální monotónní grafové vlastnosti v nejhorším případě dotaz na každou možnou hranu?,Aanderaa–Karp–Rosenberg conjecture,https://en.wikipedia.org/wiki/Aanderaa%E2%80%93Karp%E2%80%93Rosenberg_conjecture,https://en.wikipedia.org/w/index.php?oldid=1356432268,2026-05-27T18:41:20Z,2026-09-11,open_as_presented_by_wikipedia,,remains unproven,wikitext
WIKI-141,Strukturální grafy a související kombinatorika,Erdős–Rado sunflower conjecture,Stačí pro vynucení slunečnice pevné velikosti exponenciálně mnoho k-prvkových množin v parametru k?,Sunflower (mathematics),https://en.wikipedia.org/wiki/Sunflower_(mathematics),https://en.wikipedia.org/w/index.php?oldid=1372848827,2026-09-02T15:51:57Z,2026-09-11,open_as_presented_by_wikipedia,,conjecture,wikitext
